,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,challange,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20230115,姫路,デンソー,0,0,*,*,サーブ,9,山下,0,1,2855,,,,,,,
1,20230115,姫路,デンソー,0,0,*,a,レシーブ失敗,3,高橋,1,1,2855,,,,,,,
2,20230115,姫路,デンソー,0,0,*,a,アタック,4,イヴェギン,1,1,2855,,,,,,,
3,20230115,姫路,デンソー,0,0,*,*,アタック成功,18,アコスタ,2,1,2855,,,,,,,
4,20230115,姫路,デンソー,1,0,*,*,,,,2,1,2855,得点,,,,,,
5,20230115,姫路,デンソー,1,0,*,*,サーブ,9,山下,0,1,2855,,,,,,,
6,20230115,姫路,デンソー,1,0,*,a,レシーブ成功(優),19,福本,1,1,2855,,,,,,,
7,20230115,姫路,デンソー,1,0,*,a,アタック,15,戸部,1,1,2855,,,,,,,
8,20230115,姫路,デンソー,1,0,*,*,アタック,18,アコスタ,2,1,2855,,,,,,,
9,20230115,姫路,デンソー,1,0,*,a,ブロック成功,26,コクラム,3,1,2855,,,,,,,
10,20230115,姫路,デンソー,1,1,a,a,,,,3,1,2855,得点,,,,,,
11,20230115,姫路,デンソー,1,1,a,a,サーブ,4,イヴェギン,0,1,2855,,,,,,,
12,20230115,姫路,デンソー,1,1,a,*,レシーブ成功(良),7,林,1,1,2855,,,,,,,
13,20230115,姫路,デンソー,1,1,a,*,アタック,18,アコスタ,1,1,2855,,,,,,,
14,20230115,姫路,デンソー,1,1,a,a,アタック,26,コクラム,2,1,2855,,,,,,,
15,20230115,姫路,デンソー,1,1,a,*,アタック,6,細沼,3,1,2855,,,,,,,
16,20230115,姫路,デンソー,1,1,a,a,アタック,26,コクラム,4,1,2855,,,,,,,
17,20230115,姫路,デンソー,1,1,a,*,アタック成功,23,バルデス,5,1,2855,,,,,,,
18,20230115,姫路,デンソー,2,1,*,*,,,,5,1,2855,得点,,,,,,
19,20230115,姫路,デンソー,2,1,*,*,サーブ,18,アコスタ,0,1,2855,,,,,,,
20,20230115,姫路,デンソー,2,1,*,a,レシーブ成功(優),19,福本,1,1,2855,,,,,,,
21,20230115,姫路,デンソー,2,1,*,a,アタック成功,3,高橋,1,1,2855,,,,,,,
22,20230115,姫路,デンソー,2,2,a,a,,,,1,1,2855,得点,,,,,,
23,20230115,姫路,デンソー,2,2,a,a,サーブ,15,戸部,0,1,2855,,,,,,,
24,20230115,姫路,デンソー,2,2,a,*,レシーブ成功(優),7,林,1,1,2855,,,,,,,
25,20230115,姫路,デンソー,2,2,a,*,アタック,6,細沼,1,1,2855,,,,,,,
26,20230115,姫路,デンソー,2,2,a,a,アタック成功,3,高橋,2,1,2855,,,,,,,
27,20230115,姫路,デンソー,2,3,a,a,,,,2,1,2855,得点,,,,,,
28,20230115,姫路,デンソー,2,3,a,a,サーブ,15,戸部,0,1,2855,,,,,,,
29,20230115,姫路,デンソー,2,3,a,*,レシーブ成功(良),7,林,1,1,2855,,,,,,,
30,20230115,姫路,デンソー,2,3,a,*,アタック,23,バルデス,1,1,2855,,,,,,,
31,20230115,姫路,デンソー,2,3,a,a,アタック,3,高橋,2,1,2855,,,,,,,
32,20230115,姫路,デンソー,2,3,a,*,アタック,35,志摩,3,1,2855,,,,,,,
33,20230115,姫路,デンソー,2,3,a,a,アタック,26,コクラム,4,1,2855,,,,,,,
34,20230115,姫路,デンソー,2,3,a,*,ブロック成功,6,細沼,5,1,2855,,,,,,,
35,20230115,姫路,デンソー,3,3,*,*,,,,5,1,2855,得点,,,,,,
36,20230115,姫路,デンソー,3,3,*,*,サーブ,6,細沼,0,1,2855,,,,,,,
37,20230115,姫路,デンソー,3,3,*,a,レシーブ成功(優),4,イヴェギン,1,1,2855,,,,,,,
38,20230115,姫路,デンソー,3,3,*,a,アタック成功,3,高橋,1,1,2855,,,,,,,
39,20230115,姫路,デンソー,3,4,a,a,,,,1,1,2855,得点,,,,,,
40,20230115,姫路,デンソー,3,4,a,a,サーブ,26,コクラム,0,1,2855,,,,,,,
41,20230115,姫路,デンソー,3,4,a,*,レシーブ成功(良),35,志摩,1,1,2855,,,,,,,
42,20230115,姫路,デンソー,3,4,a,*,アタック,12,ジャン,1,1,2855,,,,,,,
43,20230115,姫路,デンソー,3,4,a,*,アタック,35,志摩,2,1,2855,,,,,,,
44,20230115,姫路,デンソー,3,4,a,a,アタック,3,高橋,3,1,2855,,,,,,,
45,20230115,姫路,デンソー,3,4,a,*,アタック,23,バルデス,4,1,2855,,,,,,,
46,20230115,姫路,デンソー,3,4,a,a,アタック,3,高橋,5,1,2855,,,,,,,
47,20230115,姫路,デンソー,3,4,a,*,アタック成功,23,バルデス,6,1,2855,,,,,,,
48,20230115,姫路,デンソー,4,4,*,*,,,,6,1,2855,得点,,,,,,
49,20230115,姫路,デンソー,4,4,*,*,サーブ,23,バルデス,0,1,2855,,,,,,,
50,20230115,姫路,デンソー,4,4,*,a,レシーブ成功(良),19,福本,1,1,2855,,,,,,,
51,20230115,姫路,デンソー,4,4,*,a,アタック,3,高橋,1,1,2855,,,,,,,
52,20230115,姫路,デンソー,4,4,*,*,アタック成功,12,ジャン,2,1,2855,,,,,,,
53,20230115,姫路,デンソー,5,4,*,*,,,,2,1,2855,得点,,,,,,
54,20230115,姫路,デンソー,5,4,*,*,サーブミス,23,バルデス,0,1,2855,,,,,,,
55,20230115,姫路,デンソー,5,5,a,a,,,,0,1,2855,得点,,,,,,
56,20230115,姫路,デンソー,5,5,a,a,サーブ,3,高橋,0,1,2855,,,,,,,
57,20230115,姫路,デンソー,5,5,a,*,レシーブ成功(優),35,志摩,1,1,2855,,,,,,,
58,20230115,姫路,デンソー,5,5,a,*,アタック,35,志摩,1,1,2855,,,,,,,
59,20230115,姫路,デンソー,5,5,a,a,アタック,4,イヴェギン,2,1,2855,,,,,,,
60,20230115,姫路,デンソー,5,5,a,*,アタック,12,ジャン,3,1,2855,,,,,,,
61,20230115,姫路,デンソー,5,5,a,a,アタック,4,イヴェギン,4,1,2855,,,,,,,
62,20230115,姫路,デンソー,5,5,a,*,アタック成功,12,ジャン,5,1,2855,,,,,,,
63,20230115,姫路,デンソー,6,5,*,*,,,,5,1,2855,得点,,,,,,
64,20230115,姫路,デンソー,6,5,*,*,サーブ,35,志摩,0,1,2855,,,,,,,
65,20230115,姫路,デンソー,6,5,*,a,レシーブ成功(良),4,イヴェギン,1,1,2855,,,,,,,
66,20230115,姫路,デンソー,6,5,*,a,アタック成功,10,山口,1,1,2855,,,,,,,
67,20230115,姫路,デンソー,6,6,a,a,,,,1,1,2855,得点,,,,,,
68,20230115,姫路,デンソー,6,6,a,a,ノータッチエース,10,山口,0,1,2855,,,,,,,
69,20230115,姫路,デンソー,6,6,a,*,,,,0,1,2855,,チャレンジ失敗,,,,,
70,20230115,姫路,デンソー,6,7,a,a,,,,0,1,2855,得点,,,,,,
71,20230115,姫路,デンソー,6,7,a,a,サーブ,10,山口,0,1,2855,,,,,,,
