,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,challange,point,timeout,in_player_num,in_player_name,out_player_num,out_player_name
0,20221120,埼玉上尾,日立Astemo,0,0,*,a,サーブ,2,雑賀,0,1,2812,,,,,,,
1,20221120,埼玉上尾,日立Astemo,0,0,*,*,レシーブ成功(優),22,目黒,1,1,2812,,,,,,,
2,20221120,埼玉上尾,日立Astemo,0,0,*,*,アタック,24,ロゾ,1,1,2812,,,,,,,
3,20221120,埼玉上尾,日立Astemo,0,0,*,*,アタック,19,仁井田,2,1,2812,,,,,,,
4,20221120,埼玉上尾,日立Astemo,0,0,*,*,アタック失敗,22,目黒,3,1,2812,,,,,,,
5,20221120,埼玉上尾,日立Astemo,0,0,*,a,,,,3,1,2812,チャレンジ成功,,,,,,
6,20221120,埼玉上尾,日立Astemo,0,1,a,a,,,,3,1,2812,,得点,,,,,
7,20221120,埼玉上尾,日立Astemo,0,1,a,a,サーブ,2,雑賀,0,1,2812,,,,,,,
8,20221120,埼玉上尾,日立Astemo,0,1,a,*,レシーブ成功(優),22,目黒,1,1,2812,,,,,,,
9,20221120,埼玉上尾,日立Astemo,0,1,a,*,アタック,24,ロゾ,1,1,2812,,,,,,,
10,20221120,埼玉上尾,日立Astemo,0,1,a,a,アタック成功,1,上坂,2,1,2812,,,,,,,
11,20221120,埼玉上尾,日立Astemo,0,2,a,a,,,,2,1,2812,,得点,,,,,
12,20221120,埼玉上尾,日立Astemo,0,2,a,a,サーブ,2,雑賀,0,1,2812,,,,,,,
13,20221120,埼玉上尾,日立Astemo,0,2,a,*,レシーブ失敗,7,山岸,1,1,2812,,,,,,,
14,20221120,埼玉上尾,日立Astemo,0,2,a,*,アタック,19,仁井田,1,1,2812,,,,,,,
15,20221120,埼玉上尾,日立Astemo,0,2,a,a,アタック成功,1,上坂,2,1,2812,,,,,,,
16,20221120,埼玉上尾,日立Astemo,0,3,a,a,,,,2,1,2812,,得点,,,,,
17,20221120,埼玉上尾,日立Astemo,0,3,a,a,サーブ,2,雑賀,0,1,2812,,,,,,,
18,20221120,埼玉上尾,日立Astemo,0,3,a,*,レシーブ成功(優),22,目黒,1,1,2812,,,,,,,
19,20221120,埼玉上尾,日立Astemo,0,3,a,*,アタック成功,1,山中,1,1,2812,,,,,,,
20,20221120,埼玉上尾,日立Astemo,0,3,a,*,,,,1,1,2812,チャレンジ成功,,,,,,
21,20221120,埼玉上尾,日立Astemo,1,3,*,*,,,,1,1,2812,,得点,,,,,
22,20221120,埼玉上尾,日立Astemo,1,3,*,*,サーブ,22,目黒,0,1,2812,,,,,,,
23,20221120,埼玉上尾,日立Astemo,1,3,*,a,レシーブ成功(優),1,上坂,1,1,2812,,,,,,,
24,20221120,埼玉上尾,日立Astemo,1,3,*,a,その他ミス,17,オクム大庭,1,1,2812,,,,,,,
25,20221120,埼玉上尾,日立Astemo,2,3,*,*,,,,1,1,2812,,得点,,,,,
26,20221120,埼玉上尾,日立Astemo,2,3,*,*,サーブ,22,目黒,0,1,2812,,,,,,,
27,20221120,埼玉上尾,日立Astemo,2,3,*,a,レシーブ成功(優),7,齋藤,1,1,2812,,,,,,,
28,20221120,埼玉上尾,日立Astemo,2,3,*,a,アタック成功,17,オクム大庭,1,1,2812,,,,,,,
29,20221120,埼玉上尾,日立Astemo,2,4,a,a,,,,1,1,2812,,得点,,,,,
30,20221120,埼玉上尾,日立Astemo,2,4,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
31,20221120,埼玉上尾,日立Astemo,2,4,a,*,レシーブ失敗,24,ロゾ,1,1,2812,,,,,,,
32,20221120,埼玉上尾,日立Astemo,2,4,a,*,アタック,19,仁井田,1,1,2812,,,,,,,
33,20221120,埼玉上尾,日立Astemo,2,4,a,a,アタック成功,3,長内,2,1,2812,,,,,,,
34,20221120,埼玉上尾,日立Astemo,2,5,a,a,,,,2,1,2812,,得点,,,,,
35,20221120,埼玉上尾,日立Astemo,2,5,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
36,20221120,埼玉上尾,日立Astemo,2,5,a,*,レシーブ成功(優),24,ロゾ,1,1,2812,,,,,,,
37,20221120,埼玉上尾,日立Astemo,2,5,a,*,アタック失敗,19,仁井田,1,1,2812,,,,,,,
38,20221120,埼玉上尾,日立Astemo,2,6,a,a,,,,1,1,2812,,得点,,,,,
39,20221120,埼玉上尾,日立Astemo,2,6,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
40,20221120,埼玉上尾,日立Astemo,2,6,a,*,レシーブ成功(優),24,ロゾ,1,1,2812,,,,,,,
41,20221120,埼玉上尾,日立Astemo,2,6,a,*,アタック,24,ロゾ,1,1,2812,,,,,,,
42,20221120,埼玉上尾,日立Astemo,2,6,a,a,アタック成功,3,長内,2,1,2812,,,,,,,
43,20221120,埼玉上尾,日立Astemo,2,7,a,a,,,,2,1,2812,,得点,,,,,
44,20221120,埼玉上尾,日立Astemo,2,7,a,*,,,,0,1,2812,,,タイムアウト,,,,
45,20221120,埼玉上尾,日立Astemo,2,7,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
46,20221120,埼玉上尾,日立Astemo,2,7,a,*,レシーブ成功(優),22,目黒,1,1,2812,,,,,,,
47,20221120,埼玉上尾,日立Astemo,2,7,a,*,アタック成功,19,仁井田,1,1,2812,,,,,,,
48,20221120,埼玉上尾,日立Astemo,3,7,*,*,,,,1,1,2812,,得点,,,,,
49,20221120,埼玉上尾,日立Astemo,3,7,*,*,サーブミス,1,山中,0,1,2812,,,,,,,
50,20221120,埼玉上尾,日立Astemo,3,8,a,a,,,,0,1,2812,,得点,,,,,
51,20221120,埼玉上尾,日立Astemo,3,8,a,a,サーブ,14,入澤,0,1,2812,,,,,,,
52,20221120,埼玉上尾,日立Astemo,3,8,a,*,レシーブ成功(優),24,ロゾ,1,1,2812,,,,,,,
53,20221120,埼玉上尾,日立Astemo,3,8,a,*,アタック,3,サンティアゴ,1,1,2812,,,,,,,
54,20221120,埼玉上尾,日立Astemo,3,8,a,a,アタック,5,タップ,2,1,2812,,,,,,,
55,20221120,埼玉上尾,日立Astemo,3,8,a,a,アタック成功,17,オクム大庭,3,1,2812,,,,,,,
56,20221120,埼玉上尾,日立Astemo,3,9,a,a,,,,3,1,2812,,得点,,,,,
57,20221120,埼玉上尾,日立Astemo,3,9,a,a,サーブミス,14,入澤,0,1,2812,,,,,,,
58,20221120,埼玉上尾,日立Astemo,4,9,*,*,,,,0,1,2812,,得点,,,,,
59,20221120,埼玉上尾,日立Astemo,4,9,*,*,サーブ,19,仁井田,0,1,2812,,,,,,,
60,20221120,埼玉上尾,日立Astemo,4,9,*,a,レシーブ成功(優),1,上坂,1,1,2812,,,,,,,
61,20221120,埼玉上尾,日立Astemo,4,9,*,a,アタック成功,3,長内,1,1,2812,,,,,,,
62,20221120,埼玉上尾,日立Astemo,4,10,a,a,,,,1,1,2812,,得点,,,,,
63,20221120,埼玉上尾,日立Astemo,4,10,a,a,サーブミス,17,オクム大庭,0,1,2812,,,,,,,
64,20221120,埼玉上尾,日立Astemo,5,10,*,*,,,,0,1,2812,,得点,,,,,
65,20221120,埼玉上尾,日立Astemo,5,10,*,*,サーブ,24,ロゾ,0,1,2812,,,,,,,
66,20221120,埼玉上尾,日立Astemo,5,10,*,a,レシーブ成功(優),1,上坂,1,1,2812,,,,,,,
67,20221120,埼玉上尾,日立Astemo,5,10,*,a,アタック,17,オクム大庭,1,1,2812,,,,,,,
68,20221120,埼玉上尾,日立Astemo,5,10,*,a,アタック成功,3,長内,2,1,2812,,,,,,,
69,20221120,埼玉上尾,日立Astemo,5,11,a,a,,,,2,1,2812,,得点,,,,,
70,20221120,埼玉上尾,日立Astemo,5,11,a,a,サーブ,3,長内,0,1,2812,,,,,,,
71,20221120,埼玉上尾,日立Astemo,5,11,a,*,レシーブ成功(優),7,山岸,1,1,2812,,,,,,,
72,20221120,埼玉上尾,日立Astemo,5,11,a,*,アタック成功,5,山崎,1,1,2812,,,,,,,
73,20221120,埼玉上尾,日立Astemo,6,11,*,*,,,,1,1,2812,,得点,,,,,
74,20221120,埼玉上尾,日立Astemo,6,11,*,*,サーブ,3,サンティアゴ,0,1,2812,,,,,,,
75,20221120,埼玉上尾,日立Astemo,6,11,*,a,レシーブ失敗,5,タップ,1,1,2812,,,,,,,
76,20221120,埼玉上尾,日立Astemo,6,11,*,a,アタック成功,17,オクム大庭,1,1,2812,,,,,,,
77,20221120,埼玉上尾,日立Astemo,6,12,a,a,,,,1,1,2812,,得点,,,,,
78,20221120,埼玉上尾,日立Astemo,6,12,a,a,,,,0,1,2812,,,,,,,
79,20221120,埼玉上尾,日立Astemo,6,12,a,a,サーブ,5,タップ,0,1,2812,,,,,,,
80,20221120,埼玉上尾,日立Astemo,6,12,a,*,レシーブ失敗,19,仁井田,1,1,2812,,,,,,,
81,20221120,埼玉上尾,日立Astemo,6,12,a,a,アタック,14,入澤,1,1,2812,,,,,,,
82,20221120,埼玉上尾,日立Astemo,6,12,a,a,アタック失敗,3,長内,2,1,2812,,,,,,,
83,20221120,埼玉上尾,日立Astemo,7,12,*,*,,,,2,1,2812,,得点,,,,,
84,20221120,埼玉上尾,日立Astemo,7,12,*,*,サーブ,5,山崎,0,1,2812,,,,,,,
85,20221120,埼玉上尾,日立Astemo,7,12,*,a,レシーブ成功(優),1,上坂,1,1,2812,,,,,,,
86,20221120,埼玉上尾,日立Astemo,7,12,*,a,アタック成功,14,入澤,1,1,2812,,,,,,,
87,20221120,埼玉上尾,日立Astemo,7,13,a,a,,,,1,1,2812,,得点,,,,,
88,20221120,埼玉上尾,日立Astemo,7,13,a,a,サーブ,2,雑賀,0,1,2812,,,,,,,
89,20221120,埼玉上尾,日立Astemo,7,13,a,*,レシーブ失敗,22,目黒,1,1,2812,,,,,,,
90,20221120,埼玉上尾,日立Astemo,7,13,a,*,アタック,19,仁井田,1,1,2812,,,,,,,
91,20221120,埼玉上尾,日立Astemo,7,13,a,a,アタック,1,上坂,2,1,2812,,,,,,,
92,20221120,埼玉上尾,日立Astemo,7,13,a,*,アタック,22,目黒,3,1,2812,,,,,,,
93,20221120,埼玉上尾,日立Astemo,7,13,a,*,アタック,19,仁井田,4,1,2812,,,,,,,
94,20221120,埼玉上尾,日立Astemo,7,13,a,a,アタック失敗,1,上坂,5,1,2812,,,,,,,
95,20221120,埼玉上尾,日立Astemo,7,13,a,a,,,,5,1,2812,チャレンジ失敗,,,,,,
96,20221120,埼玉上尾,日立Astemo,8,13,*,*,,,,5,1,2812,,得点,,,,,
97,20221120,埼玉上尾,日立Astemo,8,13,*,*,サーブミス,22,目黒,0,1,2812,,,,,,,
98,20221120,埼玉上尾,日立Astemo,8,14,a,a,,,,0,1,2812,,得点,,,,,
99,20221120,埼玉上尾,日立Astemo,8,14,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
100,20221120,埼玉上尾,日立Astemo,8,14,a,*,レシーブ成功(良),22,目黒,1,1,2812,,,,,,,
101,20221120,埼玉上尾,日立Astemo,8,14,a,*,アタック,19,仁井田,1,1,2812,,,,,,,
102,20221120,埼玉上尾,日立Astemo,8,14,a,a,アタック,3,長内,2,1,2812,,,,,,,
103,20221120,埼玉上尾,日立Astemo,8,14,a,*,アタック,24,ロゾ,3,1,2812,,,,,,,
104,20221120,埼玉上尾,日立Astemo,8,14,a,a,アタック,3,長内,4,1,2812,,,,,,,
105,20221120,埼玉上尾,日立Astemo,8,14,a,*,アタック,24,ロゾ,5,1,2812,,,,,,,
106,20221120,埼玉上尾,日立Astemo,8,14,a,a,アタック成功,17,オクム大庭,6,1,2812,,,,,,,
107,20221120,埼玉上尾,日立Astemo,8,15,a,a,,,,6,1,2812,,得点,,,,,
108,20221120,埼玉上尾,日立Astemo,8,15,a,*,,,,0,1,2812,,,タイムアウト,,,,
109,20221120,埼玉上尾,日立Astemo,8,15,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
110,20221120,埼玉上尾,日立Astemo,8,15,a,*,レシーブ成功(優),19,仁井田,1,1,2812,,,,,,,
111,20221120,埼玉上尾,日立Astemo,8,15,a,*,アタック,24,ロゾ,1,1,2812,,,,,,,
112,20221120,埼玉上尾,日立Astemo,8,15,a,a,アタック成功,1,上坂,2,1,2812,,,,,,,
113,20221120,埼玉上尾,日立Astemo,8,16,a,a,,,,2,1,2812,,得点,,,,,
114,20221120,埼玉上尾,日立Astemo,8,16,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
115,20221120,埼玉上尾,日立Astemo,8,16,a,*,レシーブ失敗,22,目黒,1,1,2812,,,,,,,
116,20221120,埼玉上尾,日立Astemo,8,16,a,*,アタック,24,ロゾ,1,1,2812,,,,,,,
117,20221120,埼玉上尾,日立Astemo,8,16,a,a,アタック,3,長内,2,1,2812,,,,,,,
118,20221120,埼玉上尾,日立Astemo,8,16,a,a,アタック成功,1,上坂,3,1,2812,,,,,,,
119,20221120,埼玉上尾,日立Astemo,8,17,a,a,,,,3,1,2812,,得点,,,,,
120,20221120,埼玉上尾,日立Astemo,8,17,a,*,,,,0,1,2812,,,,IN:2,岩崎,OUT:5,山崎
121,20221120,埼玉上尾,日立Astemo,8,17,a,a,サーブ,1,上坂,0,1,2812,,,,,,,
122,20221120,埼玉上尾,日立Astemo,8,17,a,*,レシーブ成功(優),19,仁井田,1,1,2812,,,,,,,
123,20221120,埼玉上尾,日立Astemo,8,17,a,*,アタック成功,19,仁井田,1,1,2812,,,,,,,
124,20221120,埼玉上尾,日立Astemo,9,17,*,*,,,,1,1,2812,,得点,,,,,
125,20221120,埼玉上尾,日立Astemo,9,17,*,*,サーブ,1,山中,0,1,2812,,,,,,,
126,20221120,埼玉上尾,日立Astemo,9,17,*,a,レシーブ成功(優),1,上坂,1,1,2812,,,,,,,
127,20221120,埼玉上尾,日立Astemo,9,17,*,a,アタック成功,14,入澤,1,1,2812,,,,,,,
128,20221120,埼玉上尾,日立Astemo,9,18,a,a,,,,1,1,2812,,得点,,,,,
129,20221120,埼玉上尾,日立Astemo,9,18,a,a,サーブ,14,入澤,0,1,2812,,,,,,,
130,20221120,埼玉上尾,日立Astemo,9,18,a,*,レシーブ成功(優),24,ロゾ,1,1,2812,,,,,,,
131,20221120,埼玉上尾,日立Astemo,9,18,a,*,アタック,19,仁井田,1,1,2812,,,,,,,
132,20221120,埼玉上尾,日立Astemo,9,18,a,*,アタック,24,ロゾ,2,1,2812,,,,,,,
133,20221120,埼玉上尾,日立Astemo,9,18,a,a,アタック成功,17,オクム大庭,3,1,2812,,,,,,,
134,20221120,埼玉上尾,日立Astemo,9,19,a,a,,,,3,1,2812,,得点,,,,,
