,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout,challange
0,20230305,埼玉上尾,トヨタ車体,0,0,*,*,サーブ,8,籾井,0,1,2936,,,,,,,
1,20230305,埼玉上尾,トヨタ車体,0,0,*,a,レシーブ成功(良),16,小島,1,1,2936,,,,,,,
2,20230305,埼玉上尾,トヨタ車体,0,0,*,a,アタック成功,12,山内,1,1,2936,,,,,,,
3,20230305,埼玉上尾,トヨタ車体,0,1,a,a,,,,1,1,2936,得点,,,,,,
4,20230305,埼玉上尾,トヨタ車体,0,1,a,a,サーブ,6,上野,0,1,2936,,,,,,,
5,20230305,埼玉上尾,トヨタ車体,0,1,a,*,レシーブ成功(優),2,林,1,1,2936,,,,,,,
6,20230305,埼玉上尾,トヨタ車体,0,1,a,*,アタック成功,25,ロウ,1,1,2936,,,,,,,
7,20230305,埼玉上尾,トヨタ車体,1,1,*,*,,,,1,1,2936,得点,,,,,,
8,20230305,埼玉上尾,トヨタ車体,1,1,*,*,サーブ,6,田中,0,1,2936,,,,,,,
9,20230305,埼玉上尾,トヨタ車体,1,1,*,a,レシーブ失敗,2,古賀,1,1,2936,,,,,,,
10,20230305,埼玉上尾,トヨタ車体,1,1,*,a,アタック成功,2,古賀,1,1,2936,,,,,,,
11,20230305,埼玉上尾,トヨタ車体,1,2,a,a,,,,1,1,2936,得点,,,,,,
12,20230305,埼玉上尾,トヨタ車体,1,2,a,a,サーブ,12,山内,0,1,2936,,,,,,,
13,20230305,埼玉上尾,トヨタ車体,1,2,a,*,レシーブ成功(良),2,林,1,1,2936,,,,,,,
14,20230305,埼玉上尾,トヨタ車体,1,2,a,*,アタック成功,7,タットダオ,1,1,2936,,,,,,,
15,20230305,埼玉上尾,トヨタ車体,2,2,*,*,,,,1,1,2936,得点,,,,,,
16,20230305,埼玉上尾,トヨタ車体,2,2,*,*,サーブ,7,タットダオ,0,1,2936,,,,,,,
17,20230305,埼玉上尾,トヨタ車体,2,2,*,a,レシーブ失敗,11,古谷,1,1,2936,,,,,,,
18,20230305,埼玉上尾,トヨタ車体,2,2,*,a,アタック,2,古賀,1,1,2936,,,,,,,
19,20230305,埼玉上尾,トヨタ車体,2,2,*,*,アタック成功,2,林,2,1,2936,,,,,,,
20,20230305,埼玉上尾,トヨタ車体,3,2,*,*,,,,2,1,2936,得点,,,,,,
21,20230305,埼玉上尾,トヨタ車体,3,2,*,*,サーブ,7,タットダオ,0,1,2936,,,,,,,
22,20230305,埼玉上尾,トヨタ車体,3,2,*,a,レシーブ失敗,2,古賀,1,1,2936,,,,,,,
23,20230305,埼玉上尾,トヨタ車体,3,2,*,a,アタック成功,2,古賀,1,1,2936,,,,,,,
24,20230305,埼玉上尾,トヨタ車体,3,3,a,a,,,,1,1,2936,得点,,,,,,
25,20230305,埼玉上尾,トヨタ車体,3,3,a,a,サーブ,2,古賀,0,1,2936,,,,,,,
26,20230305,埼玉上尾,トヨタ車体,3,3,a,*,レシーブ失敗,2,林,1,1,2936,,,,,,,
27,20230305,埼玉上尾,トヨタ車体,3,3,a,*,アタック,2,林,1,1,2936,,,,,,,
28,20230305,埼玉上尾,トヨタ車体,3,3,a,a,アタック,11,古谷,2,1,2936,,,,,,,
29,20230305,埼玉上尾,トヨタ車体,3,3,a,a,アタック,1,島村,3,1,2936,,,,,,,
30,20230305,埼玉上尾,トヨタ車体,3,3,a,*,アタック,6,田中,4,1,2936,,,,,,,
31,20230305,埼玉上尾,トヨタ車体,3,3,a,a,ブロック成功,1,島村,5,1,2936,,,,,,,
