,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,challange,timeout
0,20230121,姫路,トヨタ車体,0,0,*,a,サーブ,2,雑賀,0,1,2861,,,,,,,
1,20230121,姫路,トヨタ車体,0,0,*,*,レシーブ失敗,6,田中,1,1,2861,,,,,,,
2,20230121,姫路,トヨタ車体,0,0,*,*,アタック,25,ロウ,1,1,2861,,,,,,,
3,20230121,姫路,トヨタ車体,0,0,*,a,ブロック成功,14,入澤,2,1,2861,,,,,,,
4,20230121,姫路,トヨタ車体,0,1,a,a,,,,2,1,2861,得点,,,,,,
5,20230121,姫路,トヨタ車体,0,1,a,a,サーブ,2,雑賀,0,1,2861,,,,,,,
6,20230121,姫路,トヨタ車体,0,1,a,*,レシーブ成功(優),2,林,1,1,2861,,,,,,,
7,20230121,姫路,トヨタ車体,0,1,a,*,アタック成功,6,田中,1,1,2861,,,,,,,
8,20230121,姫路,トヨタ車体,1,1,*,*,,,,1,1,2861,得点,,,,,,
9,20230121,姫路,トヨタ車体,1,1,*,*,サーブ,6,田中,0,1,2861,,,,,,,
10,20230121,姫路,トヨタ車体,1,1,*,a,レシーブ成功(優),3,長内,1,1,2861,,,,,,,
11,20230121,姫路,トヨタ車体,1,1,*,a,アタック成功,13,野中,1,1,2861,,,,,,,
12,20230121,姫路,トヨタ車体,1,2,a,a,,,,1,1,2861,得点,,,,,,
13,20230121,姫路,トヨタ車体,1,2,a,a,サーブ,1,上坂,0,1,2861,,,,,,,
14,20230121,姫路,トヨタ車体,1,2,a,*,レシーブ失敗,6,田中,1,1,2861,,,,,,,
15,20230121,姫路,トヨタ車体,1,2,a,*,アタック成功,2,林,1,1,2861,,,,,,,
16,20230121,姫路,トヨタ車体,2,2,*,*,,,,1,1,2861,得点,,,,,,
17,20230121,姫路,トヨタ車体,2,2,*,*,サーブ,7,タットダオ,0,1,2861,,,,,,,
18,20230121,姫路,トヨタ車体,2,2,*,a,レシーブ成功(良),1,上坂,1,1,2861,,,,,,,
19,20230121,姫路,トヨタ車体,2,2,*,a,アタック成功,14,入澤,1,1,2861,,,,,,,
20,20230121,姫路,トヨタ車体,2,3,a,a,,,,1,1,2861,得点,,,,,,
