,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,challange,timeout
0,20230115,岡山,東レ,0,0,*,a,サーブ,18,山上,0,1,2863,,,,,,,
1,20230115,岡山,東レ,0,0,*,*,レシーブ成功(良),18,古市,1,1,2863,,,,,,,
2,20230115,岡山,東レ,0,0,*,*,アタック,13,田中,1,1,2863,,,,,,,
3,20230115,岡山,東レ,0,0,*,a,アタック,9,ダニエル,2,1,2863,,,,,,,
4,20230115,岡山,東レ,0,0,*,*,アタック成功,18,古市,3,1,2863,,,,,,,
5,20230115,岡山,東レ,1,0,*,*,,,,3,1,2863,得点,,,,,,
6,20230115,岡山,東レ,1,0,*,*,サーブ,22,金田,0,1,2863,,,,,,,
7,20230115,岡山,東レ,1,0,*,a,レシーブ成功(優),1,鴫原,1,1,2863,,,,,,,
8,20230115,岡山,東レ,1,0,*,a,アタック,5,周田,1,1,2863,,,,,,,
9,20230115,岡山,東レ,1,0,*,*,ブロック成功,14,佐々木,2,1,2863,,,,,,,
10,20230115,岡山,東レ,2,0,*,*,,,,2,1,2863,得点,,,,,,
11,20230115,岡山,東レ,2,0,*,*,サーブ,22,金田,0,1,2863,,,,,,,
12,20230115,岡山,東レ,2,0,*,a,レシーブ失敗,1,鴫原,1,1,2863,,,,,,,
13,20230115,岡山,東レ,2,0,*,*,アタック失敗,18,古市,1,1,2863,,,,,,,
14,20230115,岡山,東レ,2,1,a,a,,,,1,1,2863,得点,,,,,,
15,20230115,岡山,東レ,2,1,a,a,サーブ,1,鴫原,0,1,2863,,,,,,,
16,20230115,岡山,東レ,2,1,a,*,レシーブ成功(良),6,花井,1,1,2863,,,,,,,
17,20230115,岡山,東レ,2,1,a,*,アタック成功,18,古市,1,1,2863,,,,,,,
18,20230115,岡山,東レ,3,1,*,*,,,,1,1,2863,得点,,,,,,
19,20230115,岡山,東レ,3,1,*,*,サーブ,13,田中,0,1,2863,,,,,,,
20,20230115,岡山,東レ,3,1,*,a,レシーブ成功(優),10,熊井,1,1,2863,,,,,,,
21,20230115,岡山,東レ,3,1,*,a,アタック,16,大川,1,1,2863,,,,,,,
22,20230115,岡山,東レ,3,1,*,*,アタック,18,古市,2,1,2863,,,,,,,
23,20230115,岡山,東レ,3,1,*,a,ブロック成功,9,ダニエル,3,1,2863,,,,,,,
24,20230115,岡山,東レ,3,2,a,a,,,,3,1,2863,得点,,,,,,
25,20230115,岡山,東レ,3,2,a,a,サーブ,5,周田,0,1,2863,,,,,,,
26,20230115,岡山,東レ,3,2,a,*,レシーブ失敗,18,古市,1,1,2863,,,,,,,
27,20230115,岡山,東レ,3,2,a,*,アタック成功,18,古市,1,1,2863,,,,,,,
28,20230115,岡山,東レ,4,2,*,*,,,,1,1,2863,得点,,,,,,
29,20230115,岡山,東レ,4,2,*,*,サーブ,18,古市,0,1,2863,,,,,,,
30,20230115,岡山,東レ,4,2,*,a,レシーブ失敗,16,大川,1,1,2863,,,,,,,
31,20230115,岡山,東レ,4,2,*,a,アタック成功,20,ハッタヤ,1,1,2863,,,,,,,
32,20230115,岡山,東レ,4,3,a,a,,,,1,1,2863,得点,,,,,,
33,20230115,岡山,東レ,4,3,a,a,サーブ,9,ダニエル,0,1,2863,,,,,,,
34,20230115,岡山,東レ,4,3,a,*,レシーブ成功(優),18,古市,1,1,2863,,,,,,,
35,20230115,岡山,東レ,4,3,a,*,アタック,29,宮部,1,1,2863,,,,,,,
36,20230115,岡山,東レ,4,3,a,a,ブロック成功,18,山上,2,1,2863,,,,,,,
37,20230115,岡山,東レ,4,4,a,a,,,,2,1,2863,得点,,,,,,
38,20230115,岡山,東レ,4,4,a,a,サービスエース,9,ダニエル,0,1,2863,,,,,,,
39,20230115,岡山,東レ,4,4,a,*,レシーブ失敗,18,古市,0,1,2863,,,,,,,
40,20230115,岡山,東レ,4,5,a,a,,,,0,1,2863,得点,,,,,,
41,20230115,岡山,東レ,4,5,a,a,サーブ,9,ダニエル,0,1,2863,,,,,,,
42,20230115,岡山,東レ,4,5,a,*,レシーブ成功(優),13,田中,1,1,2863,,,,,,,
43,20230115,岡山,東レ,4,5,a,*,アタック成功,29,宮部,1,1,2863,,,,,,,
44,20230115,岡山,東レ,5,5,*,*,,,,1,1,2863,得点,,,,,,
45,20230115,岡山,東レ,5,5,*,*,サーブミス,14,佐々木,0,1,2863,,,,,,,
46,20230115,岡山,東レ,5,6,a,a,,,,0,1,2863,得点,,,,,,
47,20230115,岡山,東レ,5,6,a,a,サーブ,16,大川,0,1,2863,,,,,,,
48,20230115,岡山,東レ,5,6,a,*,レシーブ失敗,22,金田,1,1,2863,,,,,,,
49,20230115,岡山,東レ,5,6,a,*,アタック,29,宮部,1,1,2863,,,,,,,
50,20230115,岡山,東レ,5,6,a,*,アタック成功,29,宮部,2,1,2863,,,,,,,
51,20230115,岡山,東レ,6,6,*,*,,,,2,1,2863,得点,,,,,,
52,20230115,岡山,東レ,6,6,*,*,サーブ,2,櫻井,0,1,2863,,,,,,,
53,20230115,岡山,東レ,6,6,*,a,レシーブ成功(優),10,熊井,1,1,2863,,,,,,,
54,20230115,岡山,東レ,6,6,*,a,アタック成功,20,ハッタヤ,1,1,2863,,,,,,,
55,20230115,岡山,東レ,6,7,a,a,,,,1,1,2863,得点,,,,,,
56,20230115,岡山,東レ,6,7,a,a,サーブ,20,ハッタヤ,0,1,2863,,,,,,,
57,20230115,岡山,東レ,6,7,a,*,レシーブ成功(優),18,古市,1,1,2863,,,,,,,
58,20230115,岡山,東レ,6,7,a,*,アタック成功,29,宮部,1,1,2863,,,,,,,
59,20230115,岡山,東レ,7,7,*,*,,,,1,1,2863,得点,,,,,,
60,20230115,岡山,東レ,7,7,*,*,サーブ,29,宮部,0,1,2863,,,,,,,
61,20230115,岡山,東レ,7,7,*,a,レシーブ失敗,16,大川,1,1,2863,,,,,,,
62,20230115,岡山,東レ,7,7,*,a,アタック成功,1,鴫原,1,1,2863,,,,,,,
63,20230115,岡山,東レ,7,8,a,a,,,,1,1,2863,得点,,,,,,
64,20230115,岡山,東レ,7,8,a,a,サーブ,18,山上,0,1,2863,,,,,,,
65,20230115,岡山,東レ,7,8,a,*,レシーブ失敗,18,古市,1,1,2863,,,,,,,
66,20230115,岡山,東レ,7,8,a,*,アタック成功,18,古市,1,1,2863,,,,,,,
67,20230115,岡山,東レ,8,8,*,*,,,,1,1,2863,得点,,,,,,
68,20230115,岡山,東レ,8,8,*,*,サーブ,22,金田,0,1,2863,,,,,,,
69,20230115,岡山,東レ,8,8,*,a,レシーブ失敗,1,鴫原,1,1,2863,,,,,,,
70,20230115,岡山,東レ,8,8,*,*,アタック,14,佐々木,1,1,2863,,,,,,,
71,20230115,岡山,東レ,8,8,*,a,アタック,1,鴫原,2,1,2863,,,,,,,
72,20230115,岡山,東レ,8,8,*,*,アタック成功,14,佐々木,3,1,2863,,,,,,,
73,20230115,岡山,東レ,9,8,*,*,,,,3,1,2863,得点,,,,,,
74,20230115,岡山,東レ,9,8,*,*,サーブ,22,金田,0,1,2863,,,,,,,
75,20230115,岡山,東レ,9,8,*,a,レシーブ失敗,1,鴫原,1,1,2863,,,,,,,
76,20230115,岡山,東レ,9,8,*,*,アタック成功,14,佐々木,1,1,2863,,,,,,,
77,20230115,岡山,東レ,10,8,*,*,,,,1,1,2863,得点,,,,,,
78,20230115,岡山,東レ,10,8,*,*,サーブ,22,金田,0,1,2863,,,,,,,
79,20230115,岡山,東レ,10,8,*,a,レシーブ失敗,1,鴫原,1,1,2863,,,,,,,
80,20230115,岡山,東レ,10,8,*,a,アタック成功,9,ダニエル,1,1,2863,,,,,,,
81,20230115,岡山,東レ,10,9,a,a,,,,1,1,2863,得点,,,,,,
82,20230115,岡山,東レ,10,9,a,a,サーブ,1,鴫原,0,1,2863,,,,,,,
83,20230115,岡山,東レ,10,9,a,*,レシーブ失敗,18,古市,1,1,2863,,,,,,,
84,20230115,岡山,東レ,10,9,a,*,アタック成功,18,古市,1,1,2863,,,,,,,
85,20230115,岡山,東レ,11,9,*,*,,,,1,1,2863,得点,,,,,,
86,20230115,岡山,東レ,11,9,*,*,サーブ,13,田中,0,1,2863,,,,,,,
87,20230115,岡山,東レ,11,9,*,a,レシーブ成功(良),10,熊井,1,1,2863,,,,,,,
