,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20230218,JT,岡山,0,0,*,*,サーブ,1,井上,0,1,2906,,,,,,
1,20230218,JT,岡山,0,0,*,a,レシーブ成功(優),16,井上,1,1,2906,,,,,,
2,20230218,JT,岡山,0,0,*,a,アタック,8,籾井,1,1,2906,,,,,,
3,20230218,JT,岡山,0,0,*,*,アタック,7,クラン,2,1,2906,,,,,,
4,20230218,JT,岡山,0,0,*,a,アタック失敗,6,田中,3,1,2906,,,,,,
5,20230218,JT,岡山,1,0,*,*,,,,3,1,2906,得点,,,,,
6,20230218,JT,岡山,1,0,*,*,サーブ,1,井上,0,1,2906,,,,,,
7,20230218,JT,岡山,1,0,*,a,レシーブ失敗,2,林,1,1,2906,,,,,,
8,20230218,JT,岡山,1,0,*,a,アタック成功,7,タットダオ,1,1,2906,,,,,,
9,20230218,JT,岡山,1,1,a,a,,,,1,1,2906,得点,,,,,
10,20230218,JT,岡山,1,1,a,a,サーブ,8,籾井,0,1,2906,,,,,,
11,20230218,JT,岡山,1,1,a,*,レシーブ成功(優),11,野呂,1,1,2906,,,,,,
12,20230218,JT,岡山,1,1,a,*,アタック成功,4,小川,1,1,2906,,,,,,
13,20230218,JT,岡山,2,1,*,*,,,,1,1,2906,得点,,,,,
14,20230218,JT,岡山,2,1,*,*,サーブ,11,野呂,0,1,2906,,,,,,
15,20230218,JT,岡山,2,1,*,a,レシーブ成功(良),1,西川,1,1,2906,,,,,,
16,20230218,JT,岡山,2,1,*,a,アタック成功,7,タットダオ,1,1,2906,,,,,,
17,20230218,JT,岡山,2,2,a,a,,,,1,1,2906,得点,,,,,
18,20230218,JT,岡山,2,2,a,a,サーブ,6,田中,0,1,2906,,,,,,
19,20230218,JT,岡山,2,2,a,*,レシーブ失敗,10,石川,1,1,2906,,,,,,
20,20230218,JT,岡山,2,2,a,*,アタック,7,クラン,1,1,2906,,,,,,
21,20230218,JT,岡山,2,2,a,*,アタック,7,クラン,2,1,2906,,,,,,
22,20230218,JT,岡山,2,2,a,*,アタック成功,7,クラン,3,1,2906,,,,,,
23,20230218,JT,岡山,3,2,*,*,,,,3,1,2906,得点,,,,,
24,20230218,JT,岡山,3,2,*,*,サーブ,7,クラン,0,1,2906,,,,,,
25,20230218,JT,岡山,3,2,*,a,レシーブ成功(良),2,林,1,1,2906,,,,,,
26,20230218,JT,岡山,3,2,*,a,アタック,1,西川,1,1,2906,,,,,,
27,20230218,JT,岡山,3,2,*,a,アタック成功,7,タットダオ,2,1,2906,,,,,,
28,20230218,JT,岡山,3,3,a,a,,,,2,1,2906,得点,,,,,
29,20230218,JT,岡山,3,3,a,a,サーブ,7,タットダオ,0,1,2906,,,,,,
30,20230218,JT,岡山,3,3,a,*,レシーブ失敗,11,野呂,1,1,2906,,,,,,
31,20230218,JT,岡山,3,3,a,*,アタック,6,関,1,1,2906,,,,,,
32,20230218,JT,岡山,3,3,a,*,アタック成功,10,石川,2,1,2906,,,,,,
33,20230218,JT,岡山,4,3,*,*,,,,2,1,2906,得点,,,,,
34,20230218,JT,岡山,4,3,*,*,サーブミス,4,小川,0,1,2906,,,,,,
35,20230218,JT,岡山,4,4,a,a,,,,0,1,2906,得点,,,,,
36,20230218,JT,岡山,4,4,a,a,サーブ,2,林,0,1,2906,,,,,,
37,20230218,JT,岡山,4,4,a,*,レシーブ成功(優),10,石川,1,1,2906,,,,,,
38,20230218,JT,岡山,4,4,a,*,アタック,1,井上,1,1,2906,,,,,,
39,20230218,JT,岡山,4,4,a,a,アタック,1,西川,2,1,2906,,,,,,
40,20230218,JT,岡山,4,4,a,*,アタック成功,10,石川,3,1,2906,,,,,,
41,20230218,JT,岡山,5,4,*,*,,,,3,1,2906,得点,,,,,
42,20230218,JT,岡山,5,4,*,*,サーブ,6,関,0,1,2906,,,,,,
43,20230218,JT,岡山,5,4,*,a,レシーブ成功(良),2,林,1,1,2906,,,,,,
44,20230218,JT,岡山,5,4,*,a,アタック成功,6,田中,1,1,2906,,,,,,
45,20230218,JT,岡山,5,5,a,a,,,,1,1,2906,得点,,,,,
46,20230218,JT,岡山,5,5,a,a,サーブ,1,西川,0,1,2906,,,,,,
47,20230218,JT,岡山,5,5,a,*,レシーブ成功(優),10,石川,1,1,2906,,,,,,
48,20230218,JT,岡山,5,5,a,*,アタック成功,11,野呂,1,1,2906,,,,,,
49,20230218,JT,岡山,6,5,*,*,,,,1,1,2906,得点,,,,,
50,20230218,JT,岡山,6,5,*,*,サーブ,10,石川,0,1,2906,,,,,,
51,20230218,JT,岡山,6,5,*,a,レシーブ成功(優),6,田中,1,1,2906,,,,,,
52,20230218,JT,岡山,6,5,*,a,アタック,1,西川,1,1,2906,,,,,,
53,20230218,JT,岡山,6,5,*,*,アタック,11,野呂,2,1,2906,,,,,,
54,20230218,JT,岡山,6,5,*,a,アタック,6,田中,3,1,2906,,,,,,
55,20230218,JT,岡山,6,5,*,a,アタック成功,9,榊原,4,1,2906,,,,,,
56,20230218,JT,岡山,6,6,a,a,,,,4,1,2906,得点,,,,,
57,20230218,JT,岡山,6,6,a,a,サーブ,9,榊原,0,1,2906,,,,,,
58,20230218,JT,岡山,6,6,a,*,レシーブ成功(良),3,中島,1,1,2906,,,,,,
