,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,challange,timeout,in_player_num,in_player_name,out_player_num,out_player_name
0,20230122,姫路,トヨタ車体,0,0,*,*,サーブ,12,大崎,0,1,2868,,,,,,,
1,20230122,姫路,トヨタ車体,0,0,*,a,レシーブ失敗,11,古谷,1,1,2868,,,,,,,
2,20230122,姫路,トヨタ車体,0,0,*,a,アタック成功,2,古賀,1,1,2868,,,,,,,
3,20230122,姫路,トヨタ車体,0,1,a,a,,,,1,1,2868,得点,,,,,,
4,20230122,姫路,トヨタ車体,0,1,a,a,サーブ,6,上野,0,1,2868,,,,,,,
5,20230122,姫路,トヨタ車体,0,1,a,*,レシーブ成功(良),11,野呂,1,1,2868,,,,,,,
6,20230122,姫路,トヨタ車体,0,1,a,*,アタック成功,7,クラン,1,1,2868,,,,,,,
7,20230122,姫路,トヨタ車体,1,1,*,*,,,,1,1,2868,得点,,,,,,
8,20230122,姫路,トヨタ車体,1,1,*,*,サーブ,11,野呂,0,1,2868,,,,,,,
9,20230122,姫路,トヨタ車体,1,1,*,a,レシーブ成功(優),2,古賀,1,1,2868,,,,,,,
10,20230122,姫路,トヨタ車体,1,1,*,a,アタック成功,12,山内,1,1,2868,,,,,,,
11,20230122,姫路,トヨタ車体,1,2,a,a,,,,1,1,2868,得点,,,,,,
12,20230122,姫路,トヨタ車体,1,2,a,a,サーブ,12,山内,0,1,2868,,,,,,,
13,20230122,姫路,トヨタ車体,1,2,a,*,レシーブ失敗,9,水杉,1,1,2868,,,,,,,
14,20230122,姫路,トヨタ車体,1,2,a,*,アタック成功,7,クラン,1,1,2868,,,,,,,
15,20230122,姫路,トヨタ車体,2,2,*,*,,,,1,1,2868,得点,,,,,,
16,20230122,姫路,トヨタ車体,2,2,*,*,サーブミス,7,クラン,0,1,2868,,,,,,,
17,20230122,姫路,トヨタ車体,2,3,a,a,,,,0,1,2868,得点,,,,,,
18,20230122,姫路,トヨタ車体,2,3,a,a,サーブ,2,古賀,0,1,2868,,,,,,,
19,20230122,姫路,トヨタ車体,2,3,a,*,レシーブ成功(良),11,野呂,1,1,2868,,,,,,,
20,20230122,姫路,トヨタ車体,2,3,a,*,アタック失敗,10,石川,1,1,2868,,,,,,,
21,20230122,姫路,トヨタ車体,2,4,a,a,,,,1,1,2868,得点,,,,,,
22,20230122,姫路,トヨタ車体,2,4,a,a,サーブ,2,古賀,0,1,2868,,,,,,,
23,20230122,姫路,トヨタ車体,2,4,a,*,レシーブ成功(優),11,野呂,1,1,2868,,,,,,,
24,20230122,姫路,トヨタ車体,2,4,a,*,アタック,4,小川,1,1,2868,,,,,,,
25,20230122,姫路,トヨタ車体,2,4,a,*,アタック失敗,4,小川,2,1,2868,,,,,,,
26,20230122,姫路,トヨタ車体,2,4,a,*,,,,2,1,2868,,チャレンジ失敗,,,,,
27,20230122,姫路,トヨタ車体,2,5,a,a,,,,2,1,2868,得点,,,,,,
28,20230122,姫路,トヨタ車体,2,5,a,a,サーブ,2,古賀,0,1,2868,,,,,,,
29,20230122,姫路,トヨタ車体,2,5,a,*,レシーブ成功(優),9,水杉,1,1,2868,,,,,,,
30,20230122,姫路,トヨタ車体,2,5,a,*,アタック成功,10,石川,1,1,2868,,,,,,,
31,20230122,姫路,トヨタ車体,3,5,*,*,,,,1,1,2868,得点,,,,,,
32,20230122,姫路,トヨタ車体,3,5,*,*,サーブ,4,小川,0,1,2868,,,,,,,
33,20230122,姫路,トヨタ車体,3,5,*,a,レシーブ成功(優),2,古賀,1,1,2868,,,,,,,
34,20230122,姫路,トヨタ車体,3,5,*,a,アタック成功,11,古谷,1,1,2868,,,,,,,
35,20230122,姫路,トヨタ車体,3,6,a,a,,,,1,1,2868,得点,,,,,,
36,20230122,姫路,トヨタ車体,3,6,a,a,サーブ,13,山田,0,1,2868,,,,,,,
37,20230122,姫路,トヨタ車体,3,6,a,*,レシーブ成功(優),11,野呂,1,1,2868,,,,,,,
38,20230122,姫路,トヨタ車体,3,6,a,*,アタック成功,7,クラン,1,1,2868,,,,,,,
39,20230122,姫路,トヨタ車体,4,6,*,*,,,,1,1,2868,得点,,,,,,
40,20230122,姫路,トヨタ車体,4,6,*,*,サーブ,6,関,0,1,2868,,,,,,,
41,20230122,姫路,トヨタ車体,4,6,*,a,レシーブ失敗,11,古谷,1,1,2868,,,,,,,
42,20230122,姫路,トヨタ車体,4,6,*,a,アタック,11,古谷,1,1,2868,,,,,,,
43,20230122,姫路,トヨタ車体,4,6,*,*,ブロック成功,12,大崎,2,1,2868,,,,,,,
44,20230122,姫路,トヨタ車体,5,6,*,*,,,,2,1,2868,得点,,,,,,
45,20230122,姫路,トヨタ車体,5,6,*,*,サーブ,6,関,0,1,2868,,,,,,,
46,20230122,姫路,トヨタ車体,5,6,*,a,レシーブ失敗,16,小島,1,1,2868,,,,,,,
47,20230122,姫路,トヨタ車体,5,6,*,a,アタック成功,11,古谷,1,1,2868,,,,,,,
48,20230122,姫路,トヨタ車体,5,7,a,a,,,,1,1,2868,得点,,,,,,
49,20230122,姫路,トヨタ車体,5,7,a,a,サーブ,3,塚田,0,1,2868,,,,,,,
50,20230122,姫路,トヨタ車体,5,7,a,*,レシーブ成功(優),10,石川,1,1,2868,,,,,,,
51,20230122,姫路,トヨタ車体,5,7,a,*,アタック,11,野呂,1,1,2868,,,,,,,
52,20230122,姫路,トヨタ車体,5,7,a,a,アタック成功,11,古谷,2,1,2868,,,,,,,
53,20230122,姫路,トヨタ車体,5,8,a,a,,,,2,1,2868,得点,,,,,,
