,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,timeout,challange,in_player_num,in_player_name,out_player_num,out_player_name
0,20230304,埼玉上尾,姫路,0,0,*,a,サーブ,5,宇賀神,0,1,2925,,,,,,,
1,20230304,埼玉上尾,姫路,0,0,*,*,レシーブ成功(良),2,横田(真),1,1,2925,,,,,,,
2,20230304,埼玉上尾,姫路,0,0,*,*,アタック,31,ネリマン,1,1,2925,,,,,,,
3,20230304,埼玉上尾,姫路,0,0,*,*,アタック,31,ネリマン,2,1,2925,,,,,,,
4,20230304,埼玉上尾,姫路,0,0,*,*,アタック,2,横田(真),3,1,2925,,,,,,,
5,20230304,埼玉上尾,姫路,0,0,*,a,アタック成功,7,タナッチャ,4,1,2925,,,,,,,
6,20230304,埼玉上尾,姫路,0,1,a,a,,,,4,1,2925,得点,,,,,,
7,20230304,埼玉上尾,姫路,0,1,a,a,サーブ,5,宇賀神,0,1,2925,,,,,,,
8,20230304,埼玉上尾,姫路,0,1,a,*,レシーブ成功(優),6,中元,1,1,2925,,,,,,,
9,20230304,埼玉上尾,姫路,0,1,a,*,アタック成功,6,中元,1,1,2925,,,,,,,
10,20230304,埼玉上尾,姫路,1,1,*,*,,,,1,1,2925,得点,,,,,,
11,20230304,埼玉上尾,姫路,1,1,*,*,サーブ,6,中元,0,1,2925,,,,,,,
12,20230304,埼玉上尾,姫路,1,1,*,a,レシーブ失敗,33,中本,1,1,2925,,,,,,,
13,20230304,埼玉上尾,姫路,1,1,*,a,アタック,33,中本,1,1,2925,,,,,,,
14,20230304,埼玉上尾,姫路,1,1,*,a,アタック,3,田口,2,1,2925,,,,,,,
15,20230304,埼玉上尾,姫路,1,1,*,*,アタック成功,2,横田(真),3,1,2925,,,,,,,
16,20230304,埼玉上尾,姫路,2,1,*,*,,,,3,1,2925,得点,,,,,,
17,20230304,埼玉上尾,姫路,2,1,*,*,サーブ,6,中元,0,1,2925,,,,,,,
18,20230304,埼玉上尾,姫路,2,1,*,a,レシーブ失敗,33,中本,1,1,2925,,,,,,,
19,20230304,埼玉上尾,姫路,2,1,*,a,アタック,7,タナッチャ,1,1,2925,,,,,,,
20,20230304,埼玉上尾,姫路,2,1,*,*,アタック成功,2,横田(真),2,1,2925,,,,,,,
21,20230304,埼玉上尾,姫路,3,1,*,*,,,,2,1,2925,得点,,,,,,
22,20230304,埼玉上尾,姫路,3,1,*,*,サーブ,6,中元,0,1,2925,,,,,,,
23,20230304,埼玉上尾,姫路,3,1,*,a,レシーブ失敗,33,中本,1,1,2925,,,,,,,
24,20230304,埼玉上尾,姫路,3,1,*,a,アタック成功,7,タナッチャ,1,1,2925,,,,,,,
25,20230304,埼玉上尾,姫路,3,2,a,a,,,,1,1,2925,得点,,,,,,
26,20230304,埼玉上尾,姫路,3,2,a,a,サーブ,33,中本,0,1,2925,,,,,,,
27,20230304,埼玉上尾,姫路,3,2,a,*,レシーブ成功(優),6,中元,1,1,2925,,,,,,,
28,20230304,埼玉上尾,姫路,3,2,a,*,アタック成功,2,横田(真),1,1,2925,,,,,,,
29,20230304,埼玉上尾,姫路,4,2,*,*,,,,1,1,2925,得点,,,,,,
30,20230304,埼玉上尾,姫路,4,2,*,*,サーブ,2,横田(真),0,1,2925,,,,,,,
31,20230304,埼玉上尾,姫路,4,2,*,a,レシーブ成功(優),7,タナッチャ,1,1,2925,,,,,,,
32,20230304,埼玉上尾,姫路,4,2,*,a,アタック成功,7,タナッチャ,1,1,2925,,,,,,,
33,20230304,埼玉上尾,姫路,4,3,a,a,,,,1,1,2925,得点,,,,,,
34,20230304,埼玉上尾,姫路,4,3,a,a,サーブ,3,田口,0,1,2925,,,,,,,
35,20230304,埼玉上尾,姫路,4,3,a,*,レシーブ成功(良),6,中元,1,1,2925,,,,,,,
36,20230304,埼玉上尾,姫路,4,3,a,*,アタック,31,ネリマン,1,1,2925,,,,,,,
37,20230304,埼玉上尾,姫路,4,3,a,a,アタック成功,7,タナッチャ,2,1,2925,,,,,,,
38,20230304,埼玉上尾,姫路,4,4,a,a,,,,2,1,2925,得点,,,,,,
39,20230304,埼玉上尾,姫路,4,4,a,a,サーブ,3,田口,0,1,2925,,,,,,,
40,20230304,埼玉上尾,姫路,4,4,a,*,レシーブ失敗,24,兵頭,1,1,2925,,,,,,,
41,20230304,埼玉上尾,姫路,4,4,a,*,アタック成功,24,兵頭,1,1,2925,,,,,,,
42,20230304,埼玉上尾,姫路,5,4,*,*,,,,1,1,2925,得点,,,,,,
43,20230304,埼玉上尾,姫路,5,4,*,*,サーブ,31,ネリマン,0,1,2925,,,,,,,
