,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,timeout,in_player_num,in_player_name,out_player_num,out_player_name,challange
0,20230409,VC長野,富士通,0,0,*,*,サーブ,11,工藤,0,1,3370,,,,,,,
1,20230409,VC長野,富士通,0,0,*,a,レシーブ成功(優),6,小林,1,1,3370,,,,,,,
2,20230409,VC長野,富士通,0,0,*,a,アタック失敗,4,柳田,1,1,3370,,,,,,,
3,20230409,VC長野,富士通,1,0,*,*,,,,1,1,3370,得点,,,,,,
4,20230409,VC長野,富士通,1,0,*,*,サーブミス,11,工藤,0,1,3370,,,,,,,
5,20230409,VC長野,富士通,1,1,a,a,,,,0,1,3370,得点,,,,,,
6,20230409,VC長野,富士通,1,1,a,a,サーブ,23,田中,0,1,3370,,,,,,,
7,20230409,VC長野,富士通,1,1,a,*,レシーブ成功(優),11,工藤,1,1,3370,,,,,,,
8,20230409,VC長野,富士通,1,1,a,*,アタック成功,19,三輪,1,1,3370,,,,,,,
9,20230409,VC長野,富士通,2,1,*,*,,,,1,1,3370,得点,,,,,,
10,20230409,VC長野,富士通,2,1,*,*,サーブ,19,三輪,0,1,3370,,,,,,,
11,20230409,VC長野,富士通,2,1,*,a,レシーブ失敗,2,樋内,1,1,3370,,,,,,,
12,20230409,VC長野,富士通,2,1,*,*,その他ミス,15,波佐間,1,1,3370,,,,,,,
13,20230409,VC長野,富士通,2,2,a,a,,,,1,1,3370,得点,,,,,,
14,20230409,VC長野,富士通,2,2,a,a,サーブ,4,柳田,0,1,3370,,,,,,,
15,20230409,VC長野,富士通,2,2,a,*,レシーブ失敗,11,工藤,1,1,3370,,,,,,,
16,20230409,VC長野,富士通,2,2,a,*,アタック,9,池田(幸),1,1,3370,,,,,,,
17,20230409,VC長野,富士通,2,2,a,a,アタック,2,樋内,2,1,3370,,,,,,,
18,20230409,VC長野,富士通,2,2,a,*,アタック成功,9,池田(幸),3,1,3370,,,,,,,
19,20230409,VC長野,富士通,3,2,*,*,,,,3,1,3370,得点,,,,,,
20,20230409,VC長野,富士通,3,2,*,*,サーブ,8,アラウジョ,0,1,3370,,,,,,,
