,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,challange,timeout
0,20230408,WD名古屋,堺,0,0,*,*,サーブミス,6,近,0,1,3354,,,,,,,
1,20230408,WD名古屋,堺,0,1,a,a,,,,0,1,3354,得点,,,,,,
2,20230408,WD名古屋,堺,0,1,a,*,,,,0,1,3354,,IN:11,傳田,OUT:6,近,,
3,20230408,WD名古屋,堺,0,1,a,a,サーブ,21,竹元,0,1,3354,,,,,,,
4,20230408,WD名古屋,堺,0,1,a,*,レシーブ成功(優),26,山崎,1,1,3354,,,,,,,
5,20230408,WD名古屋,堺,0,1,a,*,アタック成功,3,クレク,1,1,3354,,,,,,,
6,20230408,WD名古屋,堺,1,1,*,*,,,,1,1,3354,得点,,,,,,
7,20230408,WD名古屋,堺,1,1,*,*,サーブ,21,永露,0,1,3354,,,,,,,
8,20230408,WD名古屋,堺,1,1,*,a,レシーブ成功(優),2,樋口,1,1,3354,,,,,,,
9,20230408,WD名古屋,堺,1,1,*,a,アタック,13,バーノン,1,1,3354,,,,,,,
10,20230408,WD名古屋,堺,1,1,*,*,アタック,8,王,2,1,3354,,,,,,,
11,20230408,WD名古屋,堺,1,1,*,a,アタック成功,13,バーノン,3,1,3354,,,,,,,
12,20230408,WD名古屋,堺,1,2,a,a,,,,3,1,3354,得点,,,,,,
13,20230408,WD名古屋,堺,1,2,a,a,サーブミス,13,バーノン,0,1,3354,,,,,,,
14,20230408,WD名古屋,堺,2,2,*,*,,,,0,1,3354,得点,,,,,,
15,20230408,WD名古屋,堺,2,2,*,*,サーブ,9,高梨,0,1,3354,,,,,,,
16,20230408,WD名古屋,堺,2,2,*,a,レシーブ成功(優),9,迫田,1,1,3354,,,,,,,
17,20230408,WD名古屋,堺,2,2,*,a,アタック,1,松本,1,1,3354,,,,,,,
18,20230408,WD名古屋,堺,2,2,*,*,アタック成功,26,山崎,2,1,3354,,,,,,,
19,20230408,WD名古屋,堺,3,2,*,*,,,,2,1,3354,得点,,,,,,
20,20230408,WD名古屋,堺,3,2,*,*,サーブ,9,高梨,0,1,3354,,,,,,,
21,20230408,WD名古屋,堺,3,2,*,a,レシーブ成功(優),9,迫田,1,1,3354,,,,,,,
22,20230408,WD名古屋,堺,3,2,*,a,アタック成功,2,樋口,1,1,3354,,,,,,,
23,20230408,WD名古屋,堺,3,3,a,a,,,,1,1,3354,得点,,,,,,
24,20230408,WD名古屋,堺,3,3,a,a,サーブ,2,樋口,0,1,3354,,,,,,,
25,20230408,WD名古屋,堺,3,3,a,*,レシーブ失敗,24,小川,1,1,3354,,,,,,,
26,20230408,WD名古屋,堺,3,3,a,a,アタック,13,バーノン,1,1,3354,,,,,,,
27,20230408,WD名古屋,堺,3,3,a,a,アタック,9,迫田,2,1,3354,,,,,,,
28,20230408,WD名古屋,堺,3,3,a,*,ブロック成功,8,王,3,1,3354,,,,,,,
29,20230408,WD名古屋,堺,4,3,*,*,,,,3,1,3354,得点,,,,,,
30,20230408,WD名古屋,堺,4,3,*,*,サーブ,8,王,0,1,3354,,,,,,,
31,20230408,WD名古屋,堺,4,3,*,a,レシーブ失敗,9,迫田,1,1,3354,,,,,,,
32,20230408,WD名古屋,堺,4,3,*,a,アタック,9,迫田,1,1,3354,,,,,,,
33,20230408,WD名古屋,堺,4,3,*,*,ブロック成功,3,クレク,2,1,3354,,,,,,,
34,20230408,WD名古屋,堺,5,3,*,*,,,,2,1,3354,得点,,,,,,
35,20230408,WD名古屋,堺,5,3,*,*,サーブミス,8,王,0,1,3354,,,,,,,
36,20230408,WD名古屋,堺,5,4,a,a,,,,0,1,3354,得点,,,,,,
37,20230408,WD名古屋,堺,5,4,a,a,サーブ,1,松本,0,1,3354,,,,,,,
38,20230408,WD名古屋,堺,5,4,a,*,レシーブ成功(良),24,小川,1,1,3354,,,,,,,
39,20230408,WD名古屋,堺,5,4,a,*,アタック成功,3,クレク,1,1,3354,,,,,,,
40,20230408,WD名古屋,堺,6,4,*,*,,,,1,1,3354,得点,,,,,,
41,20230408,WD名古屋,堺,6,4,*,*,サーブ,3,クレク,0,1,3354,,,,,,,
42,20230408,WD名古屋,堺,6,4,*,a,レシーブ失敗,2,樋口,1,1,3354,,,,,,,
43,20230408,WD名古屋,堺,6,4,*,*,アタック,26,山崎,1,1,3354,,,,,,,
44,20230408,WD名古屋,堺,6,4,*,*,アタック成功,26,山崎,2,1,3354,,,,,,,
45,20230408,WD名古屋,堺,7,4,*,*,,,,2,1,3354,得点,,,,,,
46,20230408,WD名古屋,堺,7,4,*,*,サーブ,3,クレク,0,1,3354,,,,,,,
47,20230408,WD名古屋,堺,7,4,*,a,レシーブ成功(優),2,樋口,1,1,3354,,,,,,,
48,20230408,WD名古屋,堺,7,4,*,a,アタック成功,9,迫田,1,1,3354,,,,,,,
49,20230408,WD名古屋,堺,7,5,a,a,,,,1,1,3354,得点,,,,,,
50,20230408,WD名古屋,堺,7,5,a,a,サーブ,17,深津,0,1,3354,,,,,,,
51,20230408,WD名古屋,堺,7,5,a,*,レシーブ失敗,9,高梨,1,1,3354,,,,,,,
52,20230408,WD名古屋,堺,7,5,a,*,アタック成功,11,傳田,1,1,3354,,,,,,,
53,20230408,WD名古屋,堺,8,5,*,*,,,,1,1,3354,得点,,,,,,
54,20230408,WD名古屋,堺,8,5,*,*,サーブ,26,山崎,0,1,3354,,,,,,,
55,20230408,WD名古屋,堺,8,5,*,a,レシーブ成功(優),9,迫田,1,1,3354,,,,,,,
56,20230408,WD名古屋,堺,8,5,*,a,アタック,13,バーノン,1,1,3354,,,,,,,
57,20230408,WD名古屋,堺,8,5,*,a,アタック成功,2,樋口,2,1,3354,,,,,,,
58,20230408,WD名古屋,堺,8,5,*,*,,,,2,1,3354,,,,,,チャレンジ失敗,
59,20230408,WD名古屋,堺,8,6,a,a,,,,2,1,3354,得点,,,,,,
60,20230408,WD名古屋,堺,8,6,a,a,サーブ,9,迫田,0,1,3354,,,,,,,
61,20230408,WD名古屋,堺,8,6,a,*,レシーブ失敗,9,高梨,1,1,3354,,,,,,,
62,20230408,WD名古屋,堺,8,6,a,*,アタック成功,3,クレク,1,1,3354,,,,,,,
63,20230408,WD名古屋,堺,9,6,*,*,,,,1,1,3354,得点,,,,,,
64,20230408,WD名古屋,堺,9,6,*,*,サーブ,11,傳田,0,1,3354,,,,,,,
65,20230408,WD名古屋,堺,9,6,*,a,レシーブ失敗,2,樋口,1,1,3354,,,,,,,
66,20230408,WD名古屋,堺,9,6,*,a,アタック,13,バーノン,1,1,3354,,,,,,,
67,20230408,WD名古屋,堺,9,6,*,*,アタック,9,高梨,2,1,3354,,,,,,,
68,20230408,WD名古屋,堺,9,6,*,a,アタック失敗,2,樋口,3,1,3354,,,,,,,
69,20230408,WD名古屋,堺,9,6,*,a,,,,3,1,3354,,,,,,チャレンジ失敗,
70,20230408,WD名古屋,堺,10,6,*,*,,,,3,1,3354,得点,,,,,,
71,20230408,WD名古屋,堺,10,6,*,*,サーブミス,11,傳田,0,1,3354,,,,,,,
72,20230408,WD名古屋,堺,10,7,a,a,,,,0,1,3354,得点,,,,,,
73,20230408,WD名古屋,堺,10,7,a,a,サーブ,21,竹元,0,1,3354,,,,,,,
74,20230408,WD名古屋,堺,10,7,a,*,レシーブ成功(優),9,高梨,1,1,3354,,,,,,,
75,20230408,WD名古屋,堺,10,7,a,*,アタック成功,9,高梨,1,1,3354,,,,,,,
76,20230408,WD名古屋,堺,11,7,*,*,,,,1,1,3354,得点,,,,,,
77,20230408,WD名古屋,堺,11,7,*,*,サーブ,21,永露,0,1,3354,,,,,,,
78,20230408,WD名古屋,堺,11,7,*,a,レシーブ成功(優),9,迫田,1,1,3354,,,,,,,
79,20230408,WD名古屋,堺,11,7,*,a,アタック成功,2,樋口,1,1,3354,,,,,,,
80,20230408,WD名古屋,堺,11,8,a,a,,,,1,1,3354,得点,,,,,,
81,20230408,WD名古屋,堺,11,8,a,a,サーブ,13,バーノン,0,1,3354,,,,,,,
82,20230408,WD名古屋,堺,11,8,a,*,レシーブ成功(優),9,高梨,1,1,3354,,,,,,,
83,20230408,WD名古屋,堺,11,8,a,*,アタック,8,王,1,1,3354,,,,,,,
84,20230408,WD名古屋,堺,11,8,a,*,アタック,3,クレク,2,1,3354,,,,,,,
85,20230408,WD名古屋,堺,11,8,a,a,アタック,13,バーノン,3,1,3354,,,,,,,
86,20230408,WD名古屋,堺,11,8,a,a,アタック,1,松本,4,1,3354,,,,,,,
87,20230408,WD名古屋,堺,11,8,a,*,アタック成功,3,クレク,5,1,3354,,,,,,,
88,20230408,WD名古屋,堺,12,8,*,*,,,,5,1,3354,得点,,,,,,
89,20230408,WD名古屋,堺,12,8,*,*,,,,0,1,3354,,,,,,,
