,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20230204,埼玉,富士通,0,0,*,*,サーブ,9,小森,0,1,3034,,,,,,
1,20230204,埼玉,富士通,0,0,*,a,レシーブ成功(優),6,森,1,1,3034,,,,,,
2,20230204,埼玉,富士通,0,0,*,a,アタック失敗,11,澁谷,1,1,3034,,,,,,
3,20230204,埼玉,富士通,1,0,*,*,,,,1,1,3034,得点,,,,,
4,20230204,埼玉,富士通,1,0,*,*,サーブ,9,小森,0,1,3034,,,,,,
5,20230204,埼玉,富士通,1,0,*,a,レシーブ成功(良),11,澁谷,1,1,3034,,,,,,
6,20230204,埼玉,富士通,1,0,*,a,アタック成功,18,中前,1,1,3034,,,,,,
7,20230204,埼玉,富士通,1,1,a,a,,,,1,1,3034,得点,,,,,
8,20230204,埼玉,富士通,1,1,a,a,サーブ,11,澁谷,0,1,3034,,,,,,
9,20230204,埼玉,富士通,1,1,a,*,レシーブ成功(優),4,米村,1,1,3034,,,,,,
10,20230204,埼玉,富士通,1,1,a,*,アタック成功,13,小泉,1,1,3034,,,,,,
11,20230204,埼玉,富士通,2,1,*,*,,,,1,1,3034,得点,,,,,
12,20230204,埼玉,富士通,2,1,*,*,サーブ,13,小泉,0,1,3034,,,,,,
13,20230204,埼玉,富士通,2,1,*,a,レシーブ成功(優),6,森,1,1,3034,,,,,,
14,20230204,埼玉,富士通,2,1,*,a,アタック,25,吉田,1,1,3034,,,,,,
15,20230204,埼玉,富士通,2,1,*,a,アタック成功,16,坂本,2,1,3034,,,,,,
16,20230204,埼玉,富士通,2,2,a,a,,,,2,1,3034,得点,,,,,
17,20230204,埼玉,富士通,2,2,a,a,サーブ,25,吉田,0,1,3034,,,,,,
18,20230204,埼玉,富士通,2,2,a,*,レシーブ成功(良),9,小森,1,1,3034,,,,,,
19,20230204,埼玉,富士通,2,2,a,*,アタック成功,4,米村,1,1,3034,,,,,,
20,20230204,埼玉,富士通,3,2,*,*,,,,1,1,3034,得点,,,,,
21,20230204,埼玉,富士通,3,2,*,*,サーブ,24,ジェイレン,0,1,3034,,,,,,
22,20230204,埼玉,富士通,3,2,*,a,レシーブ成功(良),11,澁谷,1,1,3034,,,,,,
23,20230204,埼玉,富士通,3,2,*,a,アタック,18,中前,1,1,3034,,,,,,
24,20230204,埼玉,富士通,3,2,*,*,アタック,9,小森,2,1,3034,,,,,,
25,20230204,埼玉,富士通,3,2,*,a,アタック成功,16,坂本,3,1,3034,,,,,,
26,20230204,埼玉,富士通,3,3,a,a,,,,3,1,3034,得点,,,,,
27,20230204,埼玉,富士通,3,3,a,a,サーブ,16,坂本,0,1,3034,,,,,,
28,20230204,埼玉,富士通,3,3,a,*,レシーブ成功(優),4,米村,1,1,3034,,,,,,
29,20230204,埼玉,富士通,3,3,a,*,アタック成功,4,米村,1,1,3034,,,,,,
