,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20230114,きんでん,埼玉,0,0,*,a,サーブ,5,中野,0,1,3010,,,,,,
1,20230114,きんでん,埼玉,0,0,*,*,レシーブ成功(優),17,酒井,1,1,3010,,,,,,
2,20230114,きんでん,埼玉,0,0,*,*,アタック成功,14,張,1,1,3010,,,,,,
3,20230114,きんでん,埼玉,1,0,*,*,,,,1,1,3010,得点,,,,,
4,20230114,きんでん,埼玉,1,0,*,*,サーブ,15,樫村,0,1,3010,,,,,,
5,20230114,きんでん,埼玉,1,0,*,a,レシーブ成功(優),6,森,1,1,3010,,,,,,
6,20230114,きんでん,埼玉,1,0,*,a,アタック,18,中前,1,1,3010,,,,,,
7,20230114,きんでん,埼玉,1,0,*,a,アタック,16,坂本,2,1,3010,,,,,,
8,20230114,きんでん,埼玉,1,0,*,*,ブロック成功,17,酒井,3,1,3010,,,,,,
9,20230114,きんでん,埼玉,2,0,*,*,,,,3,1,3010,得点,,,,,
10,20230114,きんでん,埼玉,2,0,*,*,サーブ,15,樫村,0,1,3010,,,,,,
11,20230114,きんでん,埼玉,2,0,*,a,レシーブ成功(優),18,中前,1,1,3010,,,,,,
12,20230114,きんでん,埼玉,2,0,*,a,アタック成功,16,坂本,1,1,3010,,,,,,
13,20230114,きんでん,埼玉,2,1,a,a,,,,1,1,3010,得点,,,,,
14,20230114,きんでん,埼玉,2,1,a,a,サーブ,18,中前,0,1,3010,,,,,,
15,20230114,きんでん,埼玉,2,1,a,*,レシーブ失敗,9,佐々木,1,1,3010,,,,,,
16,20230114,きんでん,埼玉,2,1,a,a,アタック,25,吉田,1,1,3010,,,,,,
17,20230114,きんでん,埼玉,2,1,a,a,アタック,11,澁谷,2,1,3010,,,,,,
18,20230114,きんでん,埼玉,2,1,a,a,アタック成功,18,中前,3,1,3010,,,,,,
19,20230114,きんでん,埼玉,2,2,a,a,,,,3,1,3010,得点,,,,,
20,20230114,きんでん,埼玉,2,2,a,a,サーブ,18,中前,0,1,3010,,,,,,
21,20230114,きんでん,埼玉,2,2,a,*,レシーブ失敗,9,佐々木,1,1,3010,,,,,,
22,20230114,きんでん,埼玉,2,2,a,*,アタック失敗,7,井上,1,1,3010,,,,,,
23,20230114,きんでん,埼玉,2,3,a,a,,,,1,1,3010,得点,,,,,
24,20230114,きんでん,埼玉,2,3,a,a,サーブミス,18,中前,0,1,3010,,,,,,
25,20230114,きんでん,埼玉,3,3,*,*,,,,0,1,3010,得点,,,,,
26,20230114,きんでん,埼玉,3,3,*,*,サーブ,14,張,0,1,3010,,,,,,
27,20230114,きんでん,埼玉,3,3,*,a,レシーブ失敗,6,森,1,1,3010,,,,,,
28,20230114,きんでん,埼玉,3,3,*,a,アタック成功,11,澁谷,1,1,3010,,,,,,
29,20230114,きんでん,埼玉,3,4,a,a,,,,1,1,3010,得点,,,,,
30,20230114,きんでん,埼玉,3,4,a,a,サーブ,25,吉田,0,1,3010,,,,,,
