,Player,Team,Month,No.,Set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,Point,AEff%,BAEff%
457,秦耕介,サントリーサンバーズ,12,22,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,329,1588,0,,
458,竹元裕太郎,堺ブレイザーズ,1,126,12,10,5,0,50.0,0.42,0,0,0,,3,0.25,26,0,0,7,6.7,6,2,2,50.0,1101,6834,8,50.0,
459,竹元裕太郎,堺ブレイザーズ,10,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,226,2899,0,,
460,竹元裕太郎,堺ブレイザーズ,11,126,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,812,5460,0,,
461,笠利真吾,東京グレートベアーズ,1,102,23,140,61,16,43.6,2.65,26,13,2,50.0,4,0.17,70,2,15,17,3.6,106,30,35,44.8,1091,6922,67,32.1,42.3
462,笠利真吾,東京グレートベアーズ,10,68,11,29,15,3,51.7,1.36,6,3,1,50.0,1,0.09,20,0,6,5,-1.2,31,9,10,45.2,438,12076,16,41.4,33.3
463,笠利真吾,東京グレートベアーズ,11,102,19,35,19,0,54.3,1.0,3,3,0,100.0,2,0.11,36,2,7,6,4.9,35,13,10,51.4,833,9134,23,54.3,100.0
464,笠利真吾,東京グレートベアーズ,12,34,8,46,23,4,50.0,2.88,8,7,0,87.5,5,0.62,29,0,5,5,0.0,39,17,8,53.8,323,3297,28,41.3,87.5
465,米山裕太,東レアローズ,1,20,5,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,7,6,0,85.7,750,6653,0,,
466,米山裕太,東レアローズ,10,20,6,8,1,0,12.5,0.17,0,0,0,,0,0.0,12,1,2,3,10.4,16,8,4,62.5,444,4605,2,12.5,
467,米山裕太,東レアローズ,11,25,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,734,4122,0,,
468,米山裕太,東レアローズ,12,10,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,325,1950,0,,
469,耿鑫,パナソニックパンサーズ,1,156,9,8,5,0,62.5,0.56,0,0,0,,2,0.22,11,0,0,3,6.8,0,0,0,,1101,9966,7,62.5,
470,耿鑫,パナソニックパンサーズ,12,52,7,5,0,0,0.0,0.0,0,0,0,,4,0.57,19,0,1,1,0.0,0,0,0,,327,3348,4,0.0,
471,藤中優斗,ジェイテクトSTINGS,1,5,9,41,19,4,46.3,2.11,6,5,0,83.3,3,0.33,30,0,5,5,0.0,46,26,9,66.3,912,8004,22,36.6,83.3
472,藤中優斗,ジェイテクトSTINGS,10,4,2,1,0,0,0.0,0.0,0,0,0,,0,0.0,1,0,0,1,25.0,5,2,3,70.0,440,10165,0,0.0,
473,藤中優斗,ジェイテクトSTINGS,11,8,21,88,43,4,48.9,2.05,7,5,0,71.4,5,0.24,69,1,9,13,2.9,79,44,20,68.4,1112,15559,49,44.3,71.4
474,藤中優斗,ジェイテクトSTINGS,12,2,4,18,11,1,61.1,2.75,3,2,1,66.7,2,0.5,15,1,1,4,11.7,17,9,4,64.7,331,2450,14,55.6,33.3
475,藤中謙也,サントリーサンバーズ,1,60,17,84,39,8,46.4,2.29,19,10,3,52.6,4,0.24,53,1,9,6,0.5,163,71,56,60.7,1097,8881,44,36.9,36.8
476,藤中謙也,サントリーサンバーズ,10,40,15,63,34,5,54.0,2.27,18,12,1,66.7,3,0.2,39,0,8,6,-1.3,126,51,40,56.3,442,3455,37,46.0,61.1
477,藤中謙也,サントリーサンバーズ,11,80,31,108,45,14,41.7,1.45,27,15,4,55.6,6,0.19,106,4,21,19,3.3,186,83,43,56.2,1123,12425,55,28.7,40.7
478,藤中謙也,サントリーサンバーズ,12,20,6,38,22,1,57.9,3.67,9,7,0,77.8,3,0.5,28,1,12,6,-1.8,56,24,15,56.2,329,1588,26,55.3,77.8
479,藤中颯志,サントリーサンバーズ,1,48,24,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,121,58,36,62.8,1097,8881,0,,
480,藤中颯志,サントリーサンバーズ,10,32,15,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,88,37,24,55.7,442,3455,0,,
481,藤中颯志,サントリーサンバーズ,11,64,32,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,175,88,39,61.4,1123,12425,0,,
482,藤中颯志,サントリーサンバーズ,12,16,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,23,14,6,73.9,329,1588,0,,
483,藤原奨太,大分三好ヴァイセアドラー,1,84,12,39,16,0,41.0,1.33,4,1,0,25.0,1,0.08,36,0,6,8,1.4,53,23,10,52.8,1113,6695,17,41.0,25.0
484,藤原奨太,大分三好ヴァイセアドラー,10,56,8,6,1,0,16.7,0.12,2,1,0,50.0,0,0.0,9,0,1,1,0.0,27,10,3,42.6,444,2516,1,16.7,50.0
485,藤原奨太,大分三好ヴァイセアドラー,11,84,19,96,39,9,40.6,2.05,14,5,2,35.7,1,0.05,57,1,8,6,0.9,116,41,27,47.0,832,6020,41,31.2,21.4
486,藤原奨太,大分三好ヴァイセアドラー,12,28,6,26,10,3,38.5,1.67,3,1,1,33.3,1,0.17,18,0,5,1,-5.6,37,11,10,43.2,329,1588,11,26.9,0.0
487,藤岡諒馬,大分三好ヴァイセアドラー,11,66,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,424,2100,0,,
488,袴谷亮介,ジェイテクトSTINGS,1,66,16,0,0,0,,0.0,0,0,0,,0,0.0,21,1,7,7,4.8,0,0,0,,1109,9098,1,,
489,袴谷亮介,ジェイテクトSTINGS,10,44,2,2,0,0,0.0,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,440,10165,0,0.0,
490,袴谷亮介,ジェイテクトSTINGS,11,88,17,6,2,2,33.3,0.12,4,0,2,0.0,0,0.0,24,0,4,6,2.1,0,0,0,,1112,15559,2,0.0,-50.0
491,袴谷亮介,ジェイテクトSTINGS,12,22,5,6,3,0,50.0,0.6,4,2,0,50.0,0,0.0,6,1,4,1,4.2,0,0,0,,331,2450,4,50.0,50.0
492,西山大翔,パナソニックパンサーズ,10,72,3,3,1,0,33.3,0.33,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,442,6906,1,33.3,
493,西山大翔,パナソニックパンサーズ,11,144,3,5,2,1,40.0,0.67,0,0,0,,0,0.0,3,2,1,0,58.3,3,0,1,16.7,1118,14280,4,20.0,
494,西本圭吾,東レアローズ,1,108,22,46,33,2,71.7,1.5,0,0,0,,10,0.45,70,1,19,24,3.2,10,6,1,65.0,1099,12743,44,67.4,
495,西本圭吾,東レアローズ,10,72,10,16,10,1,62.5,1.0,0,0,0,,4,0.4,31,0,9,3,-4.8,1,0,1,50.0,444,4605,14,56.2,
496,西本圭吾,東レアローズ,11,144,25,40,26,0,65.0,1.04,0,0,0,,15,0.6,78,5,14,16,7.1,1,1,0,100.0,1123,8601,46,65.0,
497,西本圭吾,東レアローズ,12,36,9,15,10,1,66.7,1.11,0,0,0,,8,0.89,22,0,6,6,0.0,3,2,1,83.3,325,1950,18,60.0,
498,西村信,JTサンダーズ広島,1,18,21,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,8,2,2,37.5,1109,11569,0,,
499,西村信,JTサンダーズ広島,10,12,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,450,5270,0,,
500,西村信,JTサンダーズ広島,11,24,31,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,17,13,2,82.4,1125,8766,0,,
501,西村信,JTサンダーズ広島,12,6,8,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,323,3297,0,,
502,西田寛基,サントリーサンバーズ,1,120,11,0,0,0,,0.0,0,0,0,,0,0.0,15,0,3,2,-1.7,0,0,0,,1097,8881,0,,
503,西田寛基,サントリーサンバーズ,10,80,7,0,0,0,,0.0,0,0,0,,0,0.0,12,0,0,3,6.2,0,0,0,,442,3455,0,,
504,西田寛基,サントリーサンバーズ,11,160,18,0,0,0,,0.0,0,0,0,,0,0.0,28,0,2,7,4.5,0,0,0,,1123,12425,0,,
505,西田寛基,サントリーサンバーズ,12,40,3,0,0,0,,0.0,0,0,0,,0,0.0,3,0,0,0,0.0,0,0,0,,329,1588,0,,
506,西田有志,ジェイテクトSTINGS,1,84,19,183,106,19,57.9,5.58,94,57,10,60.6,6,0.32,89,13,29,28,14.3,5,3,0,60.0,1109,9098,125,47.5,50.0
507,西田有志,ジェイテクトSTINGS,10,42,9,64,24,4,37.5,2.67,24,11,0,45.8,4,0.44,24,1,7,7,4.2,2,0,1,25.0,321,7665,29,31.2,45.8
508,西田有志,ジェイテクトSTINGS,11,28,6,5,3,0,60.0,0.5,5,3,0,60.0,0,0.0,3,0,2,1,-8.3,0,0,0,,305,2692,3,60.0,60.0
509,西田有志,ジェイテクトSTINGS,12,28,6,42,25,2,59.5,4.17,21,13,1,61.9,1,0.17,19,0,8,7,-1.3,0,0,0,,331,2450,26,54.8,57.1
510,西知恕,JTサンダーズ広島,1,96,18,2,1,0,50.0,0.06,0,0,0,,0,0.0,33,1,3,6,5.3,1,1,0,100.0,1109,11569,2,50.0,
511,西知恕,JTサンダーズ広島,10,16,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,115,900,0,,
512,西知恕,JTサンダーズ広島,11,80,14,7,4,0,57.1,0.29,0,0,0,,1,0.07,40,1,1,9,7.5,3,0,2,33.3,738,6566,6,57.1,
513,西知恕,JTサンダーズ広島,12,32,8,16,5,1,31.2,0.62,1,0,0,0.0,3,0.38,34,0,3,2,-0.7,3,2,0,66.7,323,3297,8,25.0,0.0
514,谷口渉,東京グレートベアーズ,1,10,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,7,0,4,28.6,383,2866,0,,
515,谷口渉,東京グレートベアーズ,10,10,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,9,2,5,50.0,211,4356,0,,
516,谷口渉,東京グレートベアーズ,11,20,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,9,2,2,33.3,556,6198,0,,
517,谷口渉,東京グレートベアーズ,12,10,7,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,6,2,2,50.0,323,3297,0,,
518,赤星伸城,堺ブレイザーズ,1,132,18,0,0,0,,0.0,0,0,0,,0,0.0,26,4,7,9,17.3,0,0,0,,1101,6834,4,,
519,赤星伸城,堺ブレイザーズ,10,88,12,0,0,0,,0.0,0,0,0,,0,0.0,17,1,2,4,8.8,0,0,0,,442,5898,1,,
520,赤星伸城,堺ブレイザーズ,11,176,25,0,0,0,,0.0,0,0,0,,0,0.0,35,0,4,13,6.4,0,0,0,,1121,7781,0,,
521,赤星伸城,堺ブレイザーズ,12,44,9,0,0,0,,0.0,0,0,0,,0,0.0,10,0,0,2,5.0,0,0,0,,325,1950,0,,
522,近裕崇,ウルフドッグス名古屋,1,36,12,0,0,0,,0.0,0,0,0,,0,0.0,18,0,1,3,2.8,0,0,0,,1091,7781,0,,
523,近裕崇,ウルフドッグス名古屋,10,24,6,5,2,0,40.0,0.33,0,0,0,,2,0.33,18,0,0,4,5.6,3,3,0,100.0,434,12823,4,40.0,
524,近裕崇,ウルフドッグス名古屋,11,36,12,0,0,0,,0.0,0,0,0,,0,0.0,21,0,2,5,3.6,0,0,0,,836,6560,0,,
525,近裕崇,ウルフドッグス名古屋,12,12,6,1,0,0,0.0,0.0,0,0,0,,0,0.0,9,0,1,4,8.3,1,0,0,0.0,327,3348,0,0.0,
526,迫田郭志,堺ブレイザーズ,1,54,17,94,48,5,51.1,2.82,13,5,2,38.5,9,0.53,62,6,18,10,6.5,128,72,23,65.2,1101,6834,63,45.7,23.1
527,迫田郭志,堺ブレイザーズ,10,36,14,96,47,4,49.0,3.36,10,4,2,40.0,4,0.29,66,4,12,28,12.1,88,36,31,58.5,442,5898,55,44.8,20.0
528,迫田郭志,堺ブレイザーズ,11,72,22,123,59,7,48.0,2.68,9,6,1,66.7,6,0.27,83,3,22,28,5.4,111,49,29,57.2,1121,7781,68,42.3,55.6
529,迫田郭志,堺ブレイザーズ,12,18,9,20,8,3,40.0,0.89,1,1,0,100.0,0,0.0,20,1,5,3,2.5,24,7,5,39.6,325,1950,9,25.0,100.0
530,道井淳平,ジェイテクトSTINGS,1,36,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,351,3170,0,,
531,道井淳平,ジェイテクトSTINGS,11,72,3,0,0,0,,0.0,0,0,0,,0,0.0,4,0,1,1,0.0,0,0,0,,573,7906,0,,
532,道井淳平,ジェイテクトSTINGS,12,36,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,331,2450,0,,
533,都築仁,ジェイテクトSTINGS,1,80,8,3,3,0,100.0,0.38,1,1,0,100.0,0,0.0,1,0,0,0,0.0,0,0,0,,720,6949,3,100.0,100.0
534,都築仁,ジェイテクトSTINGS,10,80,8,59,28,5,47.5,3.5,16,8,1,50.0,0,0.0,19,0,6,3,-3.9,2,0,1,25.0,440,10165,28,39.0,43.8
535,都築仁,ジェイテクトSTINGS,11,120,18,128,60,8,46.9,3.33,40,17,4,42.5,1,0.06,58,3,17,11,2.6,2,2,0,100.0,807,12867,64,40.6,32.5
536,酒井啓輔,東レアローズ,1,24,22,6,4,0,66.7,0.18,0,0,0,,6,0.27,82,0,6,11,1.5,0,0,0,,1099,12743,10,66.7,
537,酒井啓輔,東レアローズ,10,16,14,1,0,0,0.0,0.0,0,0,0,,0,0.0,24,1,4,2,2.1,1,0,0,0.0,444,4605,1,0.0,
538,酒井啓輔,東レアローズ,11,32,28,5,3,0,60.0,0.11,0,0,0,,5,0.18,105,4,3,12,6.0,1,0,0,0.0,1123,8601,12,60.0,
539,酒井啓輔,東レアローズ,12,8,9,3,2,0,66.7,0.22,0,0,0,,2,0.22,23,0,0,3,3.3,1,0,0,0.0,325,1950,4,66.7,
540,重留日向,堺ブレイザーズ,1,66,7,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1101,6834,0,,
541,重留日向,堺ブレイザーズ,10,44,8,7,3,2,42.9,0.38,3,3,0,100.0,1,0.12,2,0,0,1,12.5,1,1,0,100.0,442,5898,4,14.3,100.0
542,重留日向,堺ブレイザーズ,11,88,20,22,11,2,50.0,0.55,5,4,0,80.0,3,0.15,9,0,3,1,-5.6,1,0,0,0.0,1121,7781,14,40.9,80.0
543,重留日向,堺ブレイザーズ,12,22,3,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,325,1950,0,,
544,重藤トビアス赳,東レアローズ,1,20,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,387,4853,0,,
545,野瀬将平,東京グレートベアーズ,1,9,8,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,13,6,3,57.7,539,3426,0,,
546,野瀬将平,東京グレートベアーズ,10,6,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,2,0,0,0.0,227,7720,0,,
547,野瀬将平,東京グレートベアーズ,11,6,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,277,2936,0,,
548,金丸晃大,ジェイテクトSTINGS,1,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,1109,9098,0,,
549,金丸晃大,ジェイテクトSTINGS,10,8,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,440,10165,0,,
550,金丸晃大,ジェイテクトSTINGS,11,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,807,12867,0,,
551,金子聖輝,JTサンダーズ広島,1,102,21,12,6,2,50.0,0.29,0,0,0,,4,0.19,78,4,10,19,8.0,1,0,0,0.0,1109,11569,14,33.3,
552,金子聖輝,JTサンダーズ広島,10,68,11,2,0,0,0.0,0.0,1,0,0,0.0,1,0.09,20,2,3,4,11.2,0,0,0,,450,5270,3,0.0,0.0
553,金子聖輝,JTサンダーズ広島,11,136,15,4,2,1,50.0,0.13,0,0,0,,2,0.13,31,1,6,6,3.2,2,0,1,25.0,1125,8766,5,25.0,
554,金子聖輝,JTサンダーズ広島,12,34,7,1,0,0,0.0,0.0,0,0,0,,1,0.14,1,0,0,0,0.0,0,0,0,,323,3297,1,0.0,
555,鈴木祐貴,パナソニックパンサーズ,11,11,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,136,2380,0,,
556,鍬田憲伸,サントリーサンバーズ,1,88,14,54,25,0,46.3,1.79,9,6,0,66.7,1,0.07,49,2,11,10,3.6,96,30,38,51.0,752,5766,28,46.3,66.7
557,鍬田憲伸,サントリーサンバーズ,10,88,6,4,1,1,25.0,0.17,1,0,1,0.0,0,0.0,10,1,4,2,5.0,4,0,1,12.5,442,3455,2,0.0,-100.0
558,鍬田憲伸,サントリーサンバーズ,11,176,13,35,19,1,54.3,1.46,10,6,1,60.0,1,0.08,30,1,6,15,10.8,39,16,14,59.0,1123,12425,21,51.4,50.0
559,鍬田憲伸,サントリーサンバーズ,12,44,6,33,19,3,57.6,3.17,7,3,1,42.9,1,0.17,24,1,2,13,15.6,13,5,3,50.0,329,1588,21,48.5,28.6
560,長友優磨,東京グレートベアーズ,1,24,11,16,8,0,50.0,0.73,6,1,0,16.7,0,0.0,19,0,1,8,9.2,0,0,0,,1091,6922,8,50.0,16.7
561,長友優磨,東京グレートベアーズ,10,16,5,38,15,2,39.5,3.0,11,5,0,45.5,0,0.0,9,0,2,0,-5.6,1,1,0,100.0,438,12076,15,34.2,45.5
562,長友優磨,東京グレートベアーズ,11,8,4,0,0,0,,0.0,0,0,0,,0,0.0,7,1,3,0,3.6,0,0,0,,305,2692,1,,
563,長友優磨,東京グレートベアーズ,12,8,5,0,0,0,,0.0,0,0,0,,0,0.0,11,1,1,2,11.4,0,0,0,,323,3297,1,,
564,長田翼,VC長野トライデンツ,10,48,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,0,0,0,,215,3590,0,,
565,関田誠大,ジェイテクトSTINGS,1,72,19,0,0,0,,0.0,0,0,0,,1,0.05,71,3,6,19,8.8,2,0,0,0.0,1109,9098,4,,
566,関田誠大,ジェイテクトSTINGS,10,48,13,2,2,0,100.0,0.15,0,0,0,,1,0.08,45,1,8,10,3.3,1,0,0,0.0,440,10165,4,100.0,
567,関田誠大,ジェイテクトSTINGS,11,96,22,2,1,0,50.0,0.05,0,0,0,,4,0.18,71,3,7,15,7.0,0,0,0,,1112,15559,8,50.0,
568,関田誠大,ジェイテクトSTINGS,12,24,6,3,1,0,33.3,0.17,0,0,0,,1,0.17,23,1,0,5,9.8,0,0,0,,331,2450,3,33.3,
569,阿部大樹,JTサンダーズ広島,10,80,9,0,0,0,,0.0,0,0,0,,1,0.11,23,0,3,2,-1.1,1,0,0,0.0,450,5270,1,,
570,阿部大樹,JTサンダーズ広島,11,140,17,2,1,1,50.0,0.06,0,0,0,,2,0.12,46,0,2,6,2.2,0,0,0,,1001,8122,3,0.0,
571,陳龍海,ジェイテクトSTINGS,1,6,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,389,2149,0,,
572,陳龍海,ジェイテクトSTINGS,10,12,12,27,17,0,63.0,1.42,0,0,0,,4,0.33,33,0,0,5,3.8,7,5,1,78.6,440,10165,21,63.0,
573,陳龍海,ジェイテクトSTINGS,11,24,28,54,34,2,63.0,1.21,0,0,0,,8,0.29,62,1,7,10,2.8,4,2,2,75.0,1112,15559,43,59.3,
574,陳龍海,ジェイテクトSTINGS,12,6,6,15,10,1,66.7,1.67,0,0,0,,2,0.33,20,1,2,5,8.8,1,1,0,100.0,331,2450,13,60.0,
575,難波尭弘,東レアローズ,1,6,18,21,12,3,57.1,0.67,0,0,0,,3,0.17,51,2,1,10,8.3,2,0,1,25.0,1099,12743,17,42.9,
576,難波尭弘,東レアローズ,10,4,9,16,10,1,62.5,1.11,0,0,0,,2,0.22,20,0,3,4,1.2,2,0,1,25.0,444,4605,12,56.2,
577,難波尭弘,東レアローズ,11,8,18,12,5,1,41.7,0.28,0,0,0,,1,0.06,30,0,2,6,3.3,0,0,0,,1123,8601,6,33.3,
578,難波尭弘,東レアローズ,12,2,5,10,5,0,50.0,1.0,0,0,0,,0,0.0,14,1,2,0,3.6,3,2,0,66.7,325,1950,6,50.0,
579,須貝祐介,VC長野トライデンツ,1,2,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,183,885,0,,
580,高梨健太,ウルフドッグス名古屋,1,54,20,130,63,9,48.5,3.15,30,16,4,53.3,3,0.15,78,1,15,22,3.5,100,39,22,50.0,1091,7781,67,41.5,40.0
581,高梨健太,ウルフドッグス名古屋,10,36,13,67,33,5,49.3,2.54,14,6,3,42.9,2,0.15,62,0,9,15,2.4,65,35,10,61.5,434,12823,35,41.8,21.4
582,高梨健太,ウルフドッグス名古屋,11,72,25,159,78,11,49.1,3.12,30,16,5,53.3,7,0.28,112,7,17,32,9.6,143,77,23,61.9,1108,9563,92,42.1,36.7
583,高梨健太,ウルフドッグス名古屋,12,9,1,3,0,0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,1,12.5,3,2,1,83.3,161,1624,0,0.0,0.0
584,高橋健太郎,東レアローズ,1,12,11,15,10,1,66.7,0.91,0,0,0,,5,0.45,28,0,2,6,3.6,7,4,1,64.3,1099,12743,15,60.0,
585,高橋健太郎,東レアローズ,10,8,10,16,8,3,50.0,0.8,0,0,0,,6,0.6,17,1,2,1,4.4,2,0,1,25.0,444,4605,15,31.2,
586,高橋健太郎,東レアローズ,11,16,17,38,22,2,57.9,1.29,0,0,0,,17,1.0,44,0,5,4,-0.6,3,1,1,50.0,1123,8601,39,52.6,
587,高橋健太郎,東レアローズ,12,4,6,5,2,0,40.0,0.33,0,0,0,,0,0.0,15,0,1,4,5.0,0,0,0,,325,1950,2,40.0,
588,高橋和幸,ジェイテクトSTINGS,1,126,19,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,2,2,0,100.0,1109,9098,0,,
589,高橋和幸,ジェイテクトSTINGS,10,84,10,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,440,10165,0,,
590,高橋和幸,ジェイテクトSTINGS,11,168,33,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1112,15559,0,,
591,高橋和幸,ジェイテクトSTINGS,12,42,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,331,2450,0,,
592,高橋塁,サントリーサンバーズ,10,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,229,1400,0,,
593,高橋塁,サントリーサンバーズ,11,84,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,524,5556,0,,
594,高橋塁,サントリーサンバーズ,12,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,329,1588,0,,
595,高橋良,ウルフドッグス名古屋,1,76,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,728,5981,0,,
596,高橋良,ウルフドッグス名古屋,11,76,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,513,4313,0,,
597,高橋良,ウルフドッグス名古屋,12,38,6,21,5,1,23.8,0.83,2,1,0,50.0,2,0.33,18,1,4,8,11.1,24,9,5,47.9,327,3348,8,19.0,50.0
598,高野直哉,堺ブレイザーズ,1,8,4,16,9,0,56.2,2.25,0,0,0,,1,0.25,10,0,0,2,5.0,22,6,3,34.1,389,2149,10,56.2,
599,高野直哉,堺ブレイザーズ,10,16,7,36,20,2,55.6,2.86,0,0,0,,4,0.57,25,0,4,4,0.0,43,16,11,50.0,442,5898,24,50.0,
600,高野直哉,堺ブレイザーズ,11,32,12,64,36,3,56.2,3.0,3,2,0,66.7,2,0.17,36,2,11,4,0.7,72,37,10,58.3,1121,7781,40,51.6,66.7
601,高野直哉,堺ブレイザーズ,12,8,6,32,17,3,53.1,2.83,0,0,0,,0,0.0,11,0,4,2,-4.5,33,11,9,47.0,325,1950,17,43.8,
602,鳥飼亜斗夢,サントリーサンバーズ,1,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,540,4056,0,,
603,鳥飼亜斗夢,サントリーサンバーズ,12,8,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,329,1588,0,,
604,鵜野幸也,堺ブレイザーズ,1,138,11,12,6,0,50.0,0.55,2,1,0,50.0,0,0.0,25,2,5,9,12.0,18,7,6,55.6,1101,6834,8,50.0,50.0
605,鵜野幸也,堺ブレイザーズ,10,92,8,0,0,0,,0.0,0,0,0,,0,0.0,10,0,1,2,2.5,0,0,0,,442,5898,0,,
606,鵜野幸也,堺ブレイザーズ,11,69,4,0,0,0,,0.0,0,0,0,,0,0.0,4,0,1,0,-6.2,0,0,0,,455,3821,0,,
607,鵜野幸也,堺ブレイザーズ,12,46,5,0,0,0,,0.0,0,0,0,,0,0.0,6,0,0,1,4.2,0,0,0,,325,1950,0,,
608,黒田彪斗,東京グレートベアーズ,1,78,1,1,0,1,0.0,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,0,0,0,,552,3496,0,-100.0,
