,Player,Team,Month,No.,Set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,Point,AEff%,BAEff%
0,アラウジョスカルカルロスアルベルト,VC長野トライデンツ,1,24,8,62,30,5,48.4,3.75,25,11,4,44.0,1,0.12,17,0,3,4,1.5,0,0,0,,573,3592,31,40.3,28.0
1,アラウジョスカルカルロスアルベルト,VC長野トライデンツ,10,32,13,111,51,9,45.9,3.92,51,21,8,41.2,3,0.23,46,1,13,9,0.0,0,0,0,,444,4990,55,37.8,25.5
2,アラウジョスカルカルロスアルベルト,VC長野トライデンツ,11,64,29,267,116,19,43.4,4.0,126,56,12,44.4,12,0.41,82,3,27,10,-1.5,1,1,0,100.0,1107,7913,131,36.3,34.9
3,アラウジョスカルカルロスアルベルト,VC長野トライデンツ,12,16,6,36,12,2,33.3,2.0,10,4,1,40.0,1,0.17,14,1,1,3,10.7,0,0,0,,331,2450,14,27.8,30.0
4,アラウージョラファエル,東京グレートベアーズ,1,120,22,219,106,24,48.4,4.82,87,45,9,51.7,9,0.41,88,3,24,17,1.4,7,1,2,28.6,1091,6922,118,37.4,41.4
5,アラウージョラファエル,東京グレートベアーズ,10,40,4,9,4,2,44.4,1.0,5,1,2,20.0,0,0.0,3,0,0,1,8.3,0,0,0,,227,7720,4,22.2,-20.0
6,アラウージョラファエル,東京グレートベアーズ,11,120,22,262,132,17,50.4,6.0,109,53,9,48.6,9,0.41,85,7,19,22,9.1,6,1,1,25.0,833,9134,148,43.9,40.4
7,アラウージョラファエル,東京グレートベアーズ,12,40,8,81,40,9,49.4,5.0,39,17,4,43.6,2,0.25,30,1,7,16,10.8,1,0,0,0.0,323,3297,43,38.3,33.3
8,イノックモゲニ,大分三好ヴァイセアドラー,1,12,21,159,78,17,49.1,3.71,63,27,9,42.9,10,0.48,68,7,25,12,5.5,1,0,0,0.0,1113,6695,95,38.4,28.6
9,イノックモゲニ,大分三好ヴァイセアドラー,10,8,12,103,46,9,44.7,3.83,27,14,4,51.9,4,0.33,30,1,9,3,-1.7,0,0,0,,444,2516,51,35.9,37.0
10,イノックモゲニ,大分三好ヴァイセアドラー,11,10,19,161,88,14,54.7,4.63,73,41,7,56.2,7,0.37,78,8,12,26,14.7,2,1,1,75.0,697,5220,103,46.0,46.6
11,イノックモゲニ,大分三好ヴァイセアドラー,12,4,6,54,24,5,44.4,4.0,23,13,3,56.5,0,0.0,27,3,9,8,10.2,0,0,0,,329,1588,27,35.2,43.5
12,ウルナウトティネ,ジェイテクトSTINGS,1,40,13,95,45,6,47.4,3.46,14,6,0,42.9,4,0.31,68,7,13,32,17.3,98,38,22,50.0,758,5928,56,41.1,42.9
13,ウルナウトティネ,ジェイテクトSTINGS,10,40,13,100,35,7,35.0,2.69,18,9,1,50.0,3,0.23,55,5,7,11,10.9,98,39,30,55.1,440,10165,43,28.0,44.4
14,ウルナウトティネ,ジェイテクトSTINGS,11,80,30,239,98,17,41.0,3.27,41,17,3,41.5,4,0.13,123,11,17,37,13.0,218,94,62,57.3,1112,15559,113,33.9,34.1
15,ウルナウトティネ,ジェイテクトSTINGS,12,20,6,36,21,1,58.3,3.5,6,3,0,50.0,1,0.17,29,3,5,7,12.1,44,27,10,72.7,331,2450,25,55.6,50.0
16,エバデダンラリー,パナソニックパンサーズ,1,138,25,64,40,3,62.5,1.6,0,0,0,,9,0.36,83,0,10,8,-0.6,3,2,1,83.3,1101,9966,49,57.8,
17,カンタパットクンミー,大分三好ヴァイセアドラー,1,24,21,118,63,4,53.4,3.0,21,16,1,76.2,12,0.57,69,2,16,20,4.3,190,64,40,44.2,1113,6695,77,50.0,71.4
18,カンタパットクンミー,大分三好ヴァイセアドラー,10,16,12,69,25,7,36.2,2.08,11,6,1,54.5,2,0.17,33,2,3,7,9.1,85,20,19,34.7,444,2516,29,26.1,45.5
19,カンタパットクンミー,大分三好ヴァイセアドラー,11,16,10,50,21,5,42.0,2.1,16,7,3,43.8,0,0.0,31,1,3,15,12.9,75,23,15,40.7,521,4660,22,32.0,25.0
20,カンタパットクンミー,大分三好ヴァイセアドラー,12,8,6,36,18,3,50.0,3.0,4,2,1,50.0,4,0.67,17,0,5,3,-2.9,43,7,14,32.6,329,1588,22,41.7,25.0
21,クビアクミハウ,パナソニックパンサーズ,1,78,26,186,86,21,46.2,3.31,26,15,5,57.7,5,0.19,92,5,17,14,4.6,151,63,49,57.9,1101,9966,96,34.9,38.5
22,クビアクミハウ,パナソニックパンサーズ,10,52,15,104,46,6,44.2,3.07,14,8,0,57.1,5,0.33,76,6,10,17,10.2,89,50,21,68.0,442,6906,57,38.5,57.1
23,クビアクミハウ,パナソニックパンサーズ,11,104,33,245,128,20,52.2,3.88,44,26,2,59.1,9,0.27,114,5,21,27,5.7,196,97,48,61.7,1118,14280,142,44.1,54.5
24,クビアクミハウ,パナソニックパンサーズ,12,26,10,101,52,9,51.5,5.2,18,9,3,50.0,0,0.0,39,3,7,9,9.0,80,34,25,58.1,327,3348,55,42.6,33.3
25,クレクバルトシュ,ウルフドッグス名古屋,1,12,14,159,85,10,53.5,6.07,63,35,6,55.6,10,0.71,61,3,16,22,7.4,4,3,0,75.0,728,5981,98,47.2,46.0
26,クレクバルトシュ,ウルフドッグス名古屋,10,12,13,142,84,10,59.2,6.46,53,30,6,56.6,6,0.46,45,1,10,20,7.8,4,0,1,12.5,434,12823,91,52.1,45.3
27,クレクバルトシュ,ウルフドッグス名古屋,11,21,19,177,88,11,49.7,4.63,58,34,3,58.6,15,0.79,59,1,17,19,2.5,5,2,2,60.0,973,8763,104,43.5,53.4
28,クレクバルトシュ,ウルフドッグス名古屋,12,6,10,112,62,3,55.4,6.2,49,29,2,59.2,6,0.6,36,3,9,6,6.2,3,0,2,33.3,327,3348,71,52.7,55.1
29,シャロンバーノンエバンズ,堺ブレイザーズ,1,78,20,209,108,16,51.7,5.4,71,37,8,52.1,10,0.5,85,8,29,19,6.5,3,2,1,83.3,1101,6834,126,44.0,40.8
30,シャロンバーノンエバンズ,堺ブレイザーズ,10,52,14,126,68,3,54.0,4.86,38,20,3,52.6,9,0.64,50,5,15,12,8.5,2,1,0,50.0,442,5898,82,51.6,44.7
31,シャロンバーノンエバンズ,堺ブレイザーズ,11,91,24,212,111,9,52.4,4.62,73,35,6,47.9,10,0.42,93,6,31,24,4.6,4,1,1,37.5,975,6281,127,48.1,39.7
32,シャロンバーノンエバンズ,堺ブレイザーズ,12,26,9,80,48,4,60.0,5.33,19,11,3,57.9,5,0.56,42,4,9,17,14.3,1,0,1,50.0,325,1950,57,55.0,42.1
33,デアルマスアライン,サントリーサンバーズ,1,28,14,94,56,6,59.6,4.0,18,10,3,55.6,8,0.57,58,2,9,25,10.3,43,8,20,41.9,730,5767,66,53.2,38.9
34,デアルマスアライン,サントリーサンバーズ,10,28,14,88,44,4,50.0,3.14,24,12,1,50.0,5,0.36,50,3,12,15,7.5,41,11,14,43.9,442,3455,52,45.5,45.8
35,デアルマスアライン,サントリーサンバーズ,11,56,32,207,114,11,55.1,3.56,77,47,4,61.0,11,0.34,114,4,25,42,7.2,108,40,20,46.3,1123,12425,129,49.8,55.8
36,ハリョーノドニ,VC長野トライデンツ,1,120,14,69,30,9,43.5,2.14,4,3,1,75.0,6,0.43,39,0,8,14,3.8,91,42,21,57.7,1099,5847,36,30.4,50.0
37,ハリョーノドニ,VC長野トライデンツ,10,80,12,74,33,5,44.6,2.75,6,3,1,50.0,3,0.25,41,1,8,10,3.7,109,52,28,60.6,444,4990,37,37.8,33.3
38,ハリョーノドニ,VC長野トライデンツ,11,120,9,52,13,6,25.0,1.44,4,2,2,50.0,2,0.22,21,0,1,7,7.1,64,24,18,51.6,821,6713,15,13.5,0.0
39,ハリョーノドニ,VC長野トライデンツ,12,40,2,10,4,1,40.0,2.0,0,0,0,,0,0.0,3,0,2,0,-16.7,10,3,1,35.0,331,2450,4,30.0,
40,パダルクリスティアン,東レアローズ,1,84,22,209,106,9,50.7,4.82,78,44,4,56.4,7,0.32,84,10,25,28,12.8,19,12,2,68.4,1099,12743,123,46.4,51.3
41,パダルクリスティアン,東レアローズ,10,56,17,179,94,16,52.5,5.53,61,34,7,55.7,2,0.12,68,4,29,20,2.6,15,7,6,66.7,444,4605,100,43.6,44.3
42,パダルクリスティアン,東レアローズ,11,112,31,300,155,27,51.7,5.0,98,50,14,51.0,11,0.35,125,17,33,39,14.8,12,6,3,62.5,1123,8601,183,42.7,36.7
43,パダルクリスティアン,東レアローズ,12,28,9,67,32,6,47.8,3.56,24,12,3,50.0,2,0.22,40,3,9,17,12.5,7,3,2,57.1,325,1950,37,38.8,37.5
44,ムセルスキードミトリー,サントリーサンバーズ,1,65,18,191,100,18,52.4,5.56,102,48,12,47.1,5,0.28,60,2,27,11,-3.3,2,1,0,50.0,902,7940,107,42.9,35.3
45,ムセルスキードミトリー,サントリーサンバーズ,10,52,15,165,83,13,50.3,5.53,62,33,8,53.2,6,0.4,61,1,17,23,4.1,0,0,0,,442,3455,90,42.4,40.3
46,ムセルスキードミトリー,サントリーサンバーズ,11,104,31,262,144,21,55.0,4.65,110,61,13,55.5,10,0.32,85,10,21,25,12.9,0,0,0,,1123,12425,164,46.9,43.6
47,ラッセルアーロン・ジョセフ,JTサンダーズ広島,1,36,21,190,105,13,55.3,5.0,38,19,2,50.0,8,0.38,95,12,18,39,18.2,133,62,23,55.3,1109,11569,125,48.4,44.7
48,ラッセルアーロン・ジョセフ,JTサンダーズ広島,10,24,12,69,32,2,46.4,2.67,19,10,1,52.6,10,0.83,66,10,8,31,23.9,71,40,15,66.9,450,5270,52,43.5,47.4
49,ラッセルアーロン・ジョセフ,JTサンダーズ広島,11,24,15,112,53,5,47.3,3.53,22,11,1,50.0,6,0.4,55,4,8,16,10.9,115,48,16,48.7,526,3300,63,42.9,45.5
50,三輪大将,VC長野トライデンツ,1,114,24,90,53,6,58.9,2.21,0,0,0,,11,0.46,95,3,13,31,7.9,14,9,3,75.0,1099,5847,67,52.2,
51,三輪大将,VC長野トライデンツ,10,76,13,39,18,3,46.2,1.38,0,0,0,,3,0.23,45,3,6,6,6.7,8,3,3,56.2,444,4990,24,38.5,
52,三輪大将,VC長野トライデンツ,11,152,29,103,60,4,58.3,2.07,0,0,0,,6,0.21,100,1,16,17,1.2,16,14,2,93.8,1107,7913,67,54.4,
53,三輪大将,VC長野トライデンツ,12,38,6,19,13,3,68.4,2.17,0,0,0,,2,0.33,22,0,3,2,-1.1,8,7,0,87.5,331,2450,15,52.6,
54,上條レイモンド,東レアローズ,1,96,4,7,3,2,42.9,0.75,0,0,0,,0,0.0,8,0,2,3,3.1,2,1,1,75.0,1099,12743,3,14.3,
55,上條レイモンド,東レアローズ,10,64,15,53,32,1,60.4,2.13,0,0,0,,8,0.53,37,1,16,3,-6.1,3,2,0,66.7,444,4605,41,58.5,
56,上條レイモンド,東レアローズ,11,128,20,47,29,5,61.7,1.45,1,0,0,0.0,3,0.15,49,4,21,9,2.0,10,4,3,55.0,1123,8601,36,51.1,0.0
57,上條レイモンド,東レアローズ,12,32,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,325,1950,0,,
58,下川諒,VC長野トライデンツ,1,30,20,1,0,0,0.0,0.0,0,0,0,,2,0.1,48,1,2,13,7.8,0,0,0,,1099,5847,3,0.0,
59,下川諒,VC長野トライデンツ,10,10,6,0,0,0,,0.0,0,0,0,,0,0.0,21,1,1,5,9.5,1,0,1,50.0,229,1400,1,,
60,下川諒,VC長野トライデンツ,11,40,28,2,1,0,50.0,0.04,0,0,0,,5,0.18,97,1,3,14,3.9,3,0,0,0.0,1107,7913,7,50.0,
61,下川諒,VC長野トライデンツ,12,10,6,0,0,0,,0.0,0,0,0,,0,0.0,15,0,1,1,0.0,0,0,0,,331,2450,0,,
62,中島健太,JTサンダーズ広島,10,16,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,450,5270,0,,
63,中島健太,JTサンダーズ広島,11,12,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,387,2200,0,,
64,中島健太,JTサンダーズ広島,12,8,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,323,3297,0,,
65,中村啓人,VC長野トライデンツ,1,102,12,38,10,3,26.3,0.83,14,4,2,28.6,0,0.0,15,0,3,6,5.0,0,0,0,,1099,5847,10,18.4,14.3
66,中村啓人,VC長野トライデンツ,10,68,7,5,2,1,40.0,0.29,1,0,1,0.0,1,0.14,2,0,1,0,-12.5,0,0,0,,444,4990,3,20.0,-100.0
67,中村啓人,VC長野トライデンツ,11,136,21,7,2,1,28.6,0.1,3,1,1,33.3,0,0.0,1,0,1,0,-25.0,0,0,0,,1107,7913,2,14.3,0.0
68,中村啓人,VC長野トライデンツ,12,34,4,2,0,0,0.0,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,331,2450,0,0.0,
69,中村竜輔,大分三好ヴァイセアドラー,1,36,17,37,24,0,64.9,1.41,0,0,0,,6,0.35,43,2,4,11,8.7,11,5,2,54.5,1113,6695,32,64.9,
70,中村竜輔,大分三好ヴァイセアドラー,10,24,8,15,4,0,26.7,0.5,0,0,0,,2,0.25,26,0,0,2,1.9,5,0,2,20.0,444,2516,6,26.7,
71,中村竜輔,大分三好ヴァイセアドラー,11,36,21,32,15,2,46.9,0.71,0,0,0,,12,0.57,52,1,2,4,2.9,5,3,0,60.0,832,6020,28,40.6,
72,中村竜輔,大分三好ヴァイセアドラー,12,12,6,5,0,1,0.0,0.0,0,0,0,,4,0.67,22,0,1,3,2.3,1,0,0,0.0,329,1588,4,-20.0,
73,中村駿介,パナソニックパンサーズ,1,6,2,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,0,0,0,,387,4853,0,,
74,中村駿介,パナソニックパンサーズ,12,3,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,166,1724,0,,
75,中野倭,ウルフドッグス名古屋,1,64,6,0,0,0,,0.0,0,0,0,,0,0.0,10,0,2,4,5.0,0,0,0,,746,4666,0,,
76,中野倭,ウルフドッグス名古屋,10,64,2,0,0,0,,0.0,0,0,0,,0,0.0,3,0,0,0,0.0,0,0,0,,434,12823,0,,
77,中野倭,ウルフドッグス名古屋,11,112,1,0,0,0,,0.0,0,0,0,,0,0.0,2,0,1,0,-12.5,0,0,0,,977,9003,0,,
78,中野倭,ウルフドッグス名古屋,12,16,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,161,1624,0,,
79,中野竜,VC長野トライデンツ,1,20,12,54,26,5,48.1,2.17,11,4,2,36.4,4,0.33,23,1,4,7,7.6,35,7,11,35.7,916,4962,31,38.9,18.2
80,中野竜,VC長野トライデンツ,10,16,7,15,8,1,53.3,1.14,2,0,1,0.0,0,0.0,12,0,4,1,-6.2,18,5,7,47.2,444,4990,8,46.7,-50.0
81,中野竜,VC長野トライデンツ,11,32,24,110,46,4,41.8,1.92,16,8,2,50.0,7,0.29,80,5,19,21,6.9,142,58,25,49.6,1107,7913,58,38.2,37.5
82,中野竜,VC長野トライデンツ,12,8,6,32,13,4,40.6,2.17,0,0,0,,1,0.17,12,0,4,2,-4.2,29,10,5,43.1,331,2450,14,28.1,
83,久保田雅人,大分三好ヴァイセアドラー,1,78,13,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1113,6695,0,,
84,久保田雅人,大分三好ヴァイセアドラー,10,52,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,47,17,12,48.9,444,2516,0,,
85,久保田雅人,大分三好ヴァイセアドラー,11,78,23,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,106,36,21,43.9,832,6020,0,,
86,久保田雅人,大分三好ヴァイセアドラー,12,26,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,30,12,10,56.7,329,1588,0,,
87,井上慎一朗,JTサンダーズ広島,1,30,17,54,18,3,33.3,1.06,6,2,0,33.3,5,0.29,57,3,13,12,4.8,62,21,11,42.7,1109,11569,26,27.8,33.3
88,井上慎一朗,JTサンダーズ広島,10,15,3,0,0,0,,0.0,0,0,0,,0,0.0,6,1,2,1,12.5,0,0,0,,335,4370,1,,
89,井上慎一朗,JTサンダーズ広島,11,30,13,15,10,1,66.7,0.77,2,2,0,100.0,2,0.15,14,1,3,4,8.9,6,1,2,33.3,847,6360,13,60.0,100.0
90,井上慎一朗,JTサンダーズ広島,12,10,8,51,24,5,47.1,3.0,11,8,0,72.7,4,0.5,26,0,3,4,1.0,36,9,12,41.7,323,3297,28,37.3,72.7
91,井口直紀,大分三好ヴァイセアドラー,1,126,16,0,0,0,,0.0,0,0,0,,2,0.12,47,1,5,10,4.8,0,0,0,,1113,6695,3,,
92,井口直紀,大分三好ヴァイセアドラー,10,84,8,0,0,0,,0.0,0,0,0,,0,0.0,7,0,0,3,10.7,0,0,0,,444,2516,0,,
93,井口直紀,大分三好ヴァイセアドラー,11,126,14,2,2,0,100.0,0.14,0,0,0,,1,0.07,39,0,1,3,1.3,0,0,0,,832,6020,3,100.0,
94,井口直紀,大分三好ヴァイセアドラー,12,42,4,0,0,0,,0.0,0,0,0,,0,0.0,6,0,0,0,0.0,0,0,0,,329,1588,0,,
95,今村貴彦,パナソニックパンサーズ,1,36,3,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,729,5833,0,,
96,今村貴彦,パナソニックパンサーズ,10,36,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,442,6906,0,,
97,今村貴彦,パナソニックパンサーズ,11,72,10,1,1,0,100.0,0.1,0,0,0,,1,0.1,0,0,0,0,,0,0,0,,1118,14280,2,100.0,
98,今村貴彦,パナソニックパンサーズ,12,18,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,327,3348,0,,
99,今橋祐希,東京グレートベアーズ,1,90,3,0,0,0,,0.0,0,0,0,,0,0.0,6,0,0,0,0.0,0,0,0,,1091,6922,0,,
100,仲本賢優,パナソニックパンサーズ,1,48,2,5,2,1,40.0,1.0,0,0,0,,0,0.0,3,0,1,0,-8.3,7,4,1,64.3,1101,9966,2,20.0,
101,仲本賢優,パナソニックパンサーズ,10,32,15,64,29,2,45.3,1.93,6,2,0,33.3,4,0.27,45,0,11,10,-0.6,74,38,14,60.8,442,6906,33,42.2,33.3
102,仲本賢優,パナソニックパンサーズ,11,64,31,179,86,10,48.0,2.77,6,4,1,66.7,3,0.1,116,4,26,34,5.2,194,100,47,63.7,1118,14280,93,42.5,50.0
103,仲本賢優,パナソニックパンサーズ,12,16,6,27,12,2,44.4,2.0,0,0,0,,0,0.0,14,1,1,4,12.5,33,16,9,62.1,327,3348,13,37.0,
104,伊藤友健,パナソニックパンサーズ,11,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,130,1782,0,,
105,伊藤樹,VC長野トライデンツ,1,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,371,1825,0,,
106,伊藤樹,VC長野トライデンツ,10,24,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,444,4990,0,,
107,伊藤樹,VC長野トライデンツ,11,48,6,9,4,0,44.4,0.67,0,0,0,,0,0.0,4,0,3,0,-18.8,24,6,4,33.3,1107,7913,4,44.4,
108,伊藤樹,VC長野トライデンツ,12,12,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,331,2450,0,,
109,伊藤洸貴,大分三好ヴァイセアドラー,1,66,15,1,0,1,0.0,0.0,0,0,0,,1,0.07,24,0,7,2,-5.2,1,0,0,0.0,1113,6695,1,-100.0,
110,伊藤洸貴,大分三好ヴァイセアドラー,10,44,12,0,0,0,,0.0,0,0,0,,2,0.17,30,0,6,3,-2.5,2,0,0,0.0,444,2516,2,,
111,伊藤洸貴,大分三好ヴァイセアドラー,11,44,14,4,4,0,100.0,0.29,0,0,0,,7,0.5,31,1,6,8,4.8,1,0,0,0.0,566,4660,12,100.0,
112,伊藤洸貴,大分三好ヴァイセアドラー,12,22,4,1,0,0,0.0,0.0,0,0,0,,0,0.0,12,0,4,4,0.0,0,0,0,,329,1588,0,0.0,
113,伊賀亮平,パナソニックパンサーズ,1,64,19,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,93,46,19,59.7,754,7967,0,,
114,伊賀亮平,パナソニックパンサーズ,10,64,15,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,442,6906,0,,
115,伊賀亮平,パナソニックパンサーズ,11,112,27,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,101,57,29,70.8,988,12498,0,,
116,伊賀亮平,パナソニックパンサーズ,12,32,10,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,37,13,14,54.1,327,3348,0,,
117,伏見大和,ウルフドッグス名古屋,1,4,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,175,1575,0,,
118,伏見大和,ウルフドッグス名古屋,10,4,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,116,3708,0,,
119,伏見大和,ウルフドッグス名古屋,11,12,5,6,3,1,50.0,0.6,0,0,0,,3,0.6,7,0,0,2,7.1,1,1,0,100.0,428,4103,6,33.3,
120,佐藤謙次,サントリーサンバーズ,1,72,21,40,25,1,62.5,1.19,0,0,0,,6,0.29,71,3,6,9,5.3,0,0,0,,1097,8881,34,60.0,
121,佐藤謙次,サントリーサンバーズ,10,24,5,13,6,1,46.2,1.2,0,0,0,,3,0.6,27,1,2,4,5.6,1,1,0,100.0,213,2055,10,38.5,
122,佐藤謙次,サントリーサンバーズ,11,48,7,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,0,0,0,,599,6869,0,,
123,佐藤謙次,サントリーサンバーズ,12,24,5,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,329,1588,0,,
124,備一真,VC長野トライデンツ,1,72,24,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,92,50,18,64.1,1099,5847,0,,
125,備一真,VC長野トライデンツ,10,48,13,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,47,36,6,83.0,444,4990,0,,
126,備一真,VC長野トライデンツ,11,96,29,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,108,72,19,75.5,1107,7913,0,,
127,備一真,VC長野トライデンツ,12,24,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,25,20,1,82.0,331,2450,0,,
128,傳田亮太,ウルフドッグス名古屋,1,44,13,26,13,3,50.0,1.0,0,0,0,,8,0.62,32,0,3,6,2.3,2,2,0,100.0,708,4915,21,38.5,
129,傳田亮太,ウルフドッグス名古屋,10,44,13,34,19,0,55.9,1.46,0,0,0,,11,0.85,33,0,2,5,2.3,2,1,1,75.0,434,12823,30,55.9,
130,傳田亮太,ウルフドッグス名古屋,11,88,23,46,28,0,60.9,1.22,0,0,0,,17,0.74,54,0,6,12,2.8,3,2,1,83.3,1108,9563,45,60.9,
131,傳田亮太,ウルフドッグス名古屋,12,22,10,23,10,3,43.5,1.0,0,0,0,,6,0.6,21,0,4,4,0.0,1,0,1,50.0,327,3348,16,30.4,
132,兒玉康成,パナソニックパンサーズ,1,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,382,3834,0,,
133,兒玉康成,パナソニックパンサーズ,10,84,1,1,0,0,0.0,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,442,6906,0,0.0,
134,兒玉康成,パナソニックパンサーズ,11,168,5,6,5,0,83.3,1.0,0,0,0,,0,0.0,14,0,1,1,0.0,0,0,0,,1118,14280,5,83.3,
135,兒玉康成,パナソニックパンサーズ,12,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,327,3348,0,,
136,出耒田敬,堺ブレイザーズ,1,42,20,53,36,1,67.9,1.8,0,0,0,,12,0.6,50,1,6,8,3.0,9,2,2,33.3,1101,6834,49,66.0,
137,出耒田敬,堺ブレイザーズ,10,28,14,28,14,2,50.0,1.0,0,0,0,,4,0.29,32,1,2,6,6.2,3,2,1,83.3,442,5898,19,42.9,
138,出耒田敬,堺ブレイザーズ,11,56,25,68,43,1,63.2,1.72,1,0,0,0.0,10,0.4,62,0,8,11,1.2,16,6,4,50.0,1121,7781,53,61.8,0.0
139,出耒田敬,堺ブレイザーズ,12,14,9,25,13,0,52.0,1.44,0,0,0,,9,1.0,23,0,3,2,-1.1,2,1,0,50.0,325,1950,22,52.0,
140,前田一誠,ウルフドッグス名古屋,1,30,13,0,0,0,,0.0,0,0,0,,0,0.0,25,0,1,4,3.0,0,0,0,,1091,7781,0,,
141,前田一誠,ウルフドッグス名古屋,10,20,2,0,0,0,,0.0,0,0,0,,0,0.0,2,0,0,0,0.0,0,0,0,,434,12823,0,,
142,前田一誠,ウルフドッグス名古屋,11,40,7,0,0,0,,0.0,0,0,0,,0,0.0,13,0,0,5,9.6,0,0,0,,1108,9563,0,,
143,前田一誠,ウルフドッグス名古屋,12,10,5,0,0,0,,0.0,0,0,0,,0,0.0,8,0,0,2,6.2,0,0,0,,327,3348,0,,
144,勝岡将斗,ウルフドッグス名古屋,1,92,3,4,1,1,25.0,0.33,0,0,0,,1,0.33,5,0,1,2,5.0,10,3,3,45.0,708,4915,2,0.0,
145,勝岡将斗,ウルフドッグス名古屋,10,92,5,4,0,0,0.0,0.0,0,0,0,,0,0.0,7,0,0,3,10.7,10,5,1,55.0,434,12823,0,0.0,
146,勝岡将斗,ウルフドッグス名古屋,11,184,8,8,4,0,50.0,0.5,0,0,0,,1,0.12,6,0,1,1,0.0,0,0,0,,1108,9563,5,50.0,
147,勝岡将斗,ウルフドッグス名古屋,12,23,3,12,3,0,25.0,1.0,0,0,0,,0,0.0,3,0,1,1,0.0,11,3,5,50.0,166,1724,3,25.0,
148,古藤宏規,VC長野トライデンツ,1,14,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,7,1,2,28.6,343,1370,0,,
149,古賀健太,大分三好ヴァイセアドラー,1,108,15,44,19,6,43.2,1.27,15,5,3,33.3,1,0.07,16,0,8,3,-7.8,0,0,0,,1113,6695,20,29.5,13.3
150,古賀健太,大分三好ヴァイセアドラー,10,72,9,29,11,3,37.9,1.22,12,5,1,41.7,0,0.0,11,1,3,4,11.4,1,1,0,100.0,444,2516,12,27.6,33.3
151,古賀健太,大分三好ヴァイセアドラー,11,108,10,70,35,5,50.0,3.5,31,12,3,38.7,4,0.4,25,2,6,3,5.0,0,0,0,,832,6020,41,42.9,29.0
152,古賀健太,大分三好ヴァイセアドラー,12,36,5,9,3,1,33.3,0.6,1,0,0,0.0,1,0.2,3,0,3,0,-25.0,0,0,0,,329,1588,4,22.2,0.0
153,古賀太一郎,東京グレートベアーズ,1,60,23,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,99,54,23,66.2,1091,6922,0,,
154,古賀太一郎,東京グレートベアーズ,10,40,13,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,45,22,14,64.4,438,12076,0,,
155,古賀太一郎,東京グレートベアーズ,11,60,22,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,114,55,32,62.3,833,9134,0,,
156,古賀太一郎,東京グレートベアーズ,12,20,8,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,51,33,9,73.5,323,3297,0,,
157,合田心平,JTサンダーズ広島,1,72,18,0,0,0,,0.0,0,0,0,,2,0.11,9,0,1,3,5.6,0,0,0,,1109,11569,2,,
