Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
ジェイテクトSTINGS,3,3,14,25,26,25,,90,121,61,7,50.4,15.25,37,19,4,51.4,13,3.25,89,5,8,19,8.7,83,38.0,20.0,57.8,3.0,11,東レアローズ,1,0,25,22,24,19,,90,121,55,4,45.5,13.75,25,8,2,32.0,10,2.50,91,7,6,25,12.9,78,35.0,24.0,60.3,1.0,18
東レアローズ,1,0,25,22,24,19,,90,121,55,4,45.5,13.75,25,8,2,32.0,10,2.50,91,7,6,25,12.9,78,35.0,24.0,60.3,1.0,18,ジェイテクトSTINGS,3,3,14,25,26,25,,90,121,61,7,50.4,15.25,37,19,4,51.4,13,3.25,89,5,8,19,8.7,83,38.0,20.0,57.8,3.0,11
ジェイテクトSTINGS,3,2,25,21,21,25,15,107,121,62,8,51.2,12.40,29,18,3,62.1,15,3.00,106,4,13,24,6.4,81,37.0,22.0,59.3,1.0,26,東レアローズ,2,1,20,25,25,19,13,102,129,67,5,51.9,13.40,17,5,2,29.4,8,1.60,103,5,20,22,5.3,92,38.0,30.0,57.6,1.0,22
東レアローズ,2,1,20,25,25,19,13,102,129,67,5,51.9,13.40,17,5,2,29.4,8,1.60,103,5,20,22,5.3,92,38.0,30.0,57.6,1.0,22,ジェイテクトSTINGS,3,2,25,21,21,25,15,107,121,62,8,51.2,12.40,29,18,3,62.1,15,3.00,106,4,13,24,6.4,81,37.0,22.0,59.3,1.0,26
パナソニックパンサーズ,3,3,25,25,25,25,,100,108,58,5,53.7,14.50,15,7,2,46.7,10,2.50,99,6,8,23,9.8,74,39.0,12.0,60.8,2.0,26,FC東京,1,0,22,19,27,23,,91,129,68,6,52.7,17.00,21,10,2,47.6,3,0.75,92,5,17,19,6.0,91,48.0,16.0,61.5,3.0,15
FC東京,1,0,22,19,27,23,,91,129,68,6,52.7,17.00,21,10,2,47.6,3,0.75,92,5,17,19,6.0,91,48.0,16.0,61.5,3.0,15,パナソニックパンサーズ,3,3,25,25,25,25,,100,108,58,5,53.7,14.50,15,7,2,46.7,10,2.50,99,6,8,23,9.8,74,39.0,12.0,60.8,2.0,26
パナソニックパンサーズ,3,3,25,22,25,25,,97,99,50,4,50.5,12.50,14,10,1,71.4,16,4.00,96,6,13,15,6.8,71,23.0,32.0,54.9,2.0,25,FC東京,1,0,15,25,21,19,,80,122,54,14,44.3,13.50,21,13,2,61.9,7,1.75,81,0,10,16,1.9,82,38.0,24.0,61.0,1.0,19
FC東京,1,0,15,25,21,19,,80,122,54,14,44.3,13.50,21,13,2,61.9,7,1.75,81,0,10,16,1.9,82,38.0,24.0,61.0,1.0,19,パナソニックパンサーズ,3,3,25,22,25,25,,97,99,50,4,50.5,12.50,14,10,1,71.4,16,4.00,96,6,13,15,6.8,71,23.0,32.0,54.9,2.0,25
大分三好ヴァイセアドラー,0,0,13,20,19,,,52,106,38,8,35.8,12.67,26,12,1,46.2,3,1.00,53,1,10,9,1.4,65,26.0,13.0,50.0,2.0,10,JTサンダーズ広島,3,3,25,25,25,,,75,80,38,2,47.5,12.67,13,6,1,46.2,14,4.67,74,3,8,24,9.5,43,29.0,4.0,72.1,0.0,20
JTサンダーズ広島,3,3,25,25,25,,,75,80,38,2,47.5,12.67,13,6,1,46.2,14,4.67,74,3,8,24,9.5,43,29.0,4.0,72.1,0.0,20,大分三好ヴァイセアドラー,0,0,13,20,19,,,52,106,38,8,35.8,12.67,26,12,1,46.2,3,1.00,53,1,10,9,1.4,65,26.0,13.0,50.0,2.0,10
