,Team,Month,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Spectators,TotalSet,Point,AEff%,BAEff%
0,ウルフドッグス名古屋,4,5,4,53,46,50,19.0,18.0,186.0,187.0,115.0,10.0,61.5,14.38,49.0,34.0,2.0,69.4,18.0,2.25,185.0,6.0,33.0,30.0,2.8,138.0,87.0,21.0,70.7,3.0,47,3,2,44,46,40,25.0,20.0,175.0,189,108,7,109.80000000000001,26.0,55,36,2,120.80000000000001,15,3.67,176,6,34,28,3.6999999999999997,151,82.0,34.0,134.1,6.0,46,564,4339.0,8,139.0,56.1,65.3
1,サントリーサンバーズ,4,6,4,57,47,43,50.0,35.0,232.0,252.0,151.0,11.0,59.9,15.1,88.0,57.0,4.0,64.8,16.0,1.6,232.0,6.0,45.0,46.0,2.7,181.0,94.0,37.0,62.2,6.0,59,4,2,57,46,50,41.0,27.0,221.0,250,137,18,110.4,27.4,41,25,4,116.2,14,2.8,221,8,37,45,9.1,183,112.0,23.0,134.9,4.0,62,565,4368.0,10,173.0,55.6,60.2
2,パナソニックパンサーズ,4,5,4,56,53,45,54.0,9.0,217.0,258.0,131.0,14.0,50.8,14.56,34.0,15.0,3.0,44.1,12.0,1.33,216.0,6.0,31.0,55.0,5.6,175.0,106.0,20.0,66.3,4.0,68,4,2,56,48,48,55.0,15.0,222.0,270,147,18,108.9,32.95,77,45,6,117.3,18,4.2,223,8,43,47,8.3,182,106.0,19.0,126.9,7.0,49,566,4423.0,9,149.0,45.3,35.3
3,堺ブレイザーズ,4,1,0,43,47,45,30.0,0.0,165.0,207.0,104.0,14.0,50.2,14.86,44.0,24.0,4.0,54.5,17.0,2.43,167.0,8.0,32.0,29.0,4.3,152.0,94.0,16.0,67.1,7.0,36,6,6,52,53,45,32.0,0.0,182.0,195,109,6,115.30000000000001,31.25,42,24,1,111.1,16,4.75,180,4,27,40,7.1,130,81.0,18.0,142.2,3.0,53,565,4394.0,7,129.0,43.5,45.5
