No.,L,Player,PlaySet,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,WinPoint,OpWinPoint,1setPoint,Op1setPoint,2setPoint,Op2setPoint,3setPoint,Op3setPoint,4setPoint,Op4setPoint,5setPoint,Op5setPoint,TotalPoint,OpTotalPoint,1setTime,2setTime,3setTime,4setTime,5setTime,TotalTime,GetSet,LostSet,TotalSet,Set,Point
16,,森崎健史,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,23.0,25.0,33.0,31.0,25.0,19.0,25.0,18.0,,,106.0,93.0,27,35,25,22,,1:49,3,1,4.0,,0.0
17,,中村啓人,4,□,□,□,□,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,23.0,25.0,33.0,31.0,25.0,19.0,25.0,18.0,,,106.0,93.0,27,35,25,22,,1:49,3,1,4.0,,0.0
19,,三輪大将,4,■,■,■,■,,17.0,10.0,1.0,58.8,2.5,0.0,0.0,0.0,,2.0,0.5,16.0,1.0,2.0,8.0,15.6,5.0,5.0,0.0,100.0,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,23.0,25.0,33.0,31.0,25.0,19.0,25.0,18.0,,,106.0,93.0,27,35,25,22,,1:49,3,1,4.0,,13.0
20,,ハリョーノドニ,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,23.0,25.0,33.0,31.0,25.0,19.0,25.0,18.0,,,106.0,93.0,27,35,25,22,,1:49,3,1,4.0,,0.0
1,,エバデダンジェフリー宇意,4,■,■,■,■,,11.0,9.0,0.0,81.8,2.25,0.0,0.0,0.0,,5.0,1.25,7.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,50.0,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,14.0
2,,樋内竜也,4,■,■,■,■,,33.0,9.0,4.0,27.3,2.25,2.0,1.0,0.0,50.0,2.0,0.5,14.0,1.0,3.0,3.0,7.1,38.0,9.0,4.0,28.9,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,12.0
4,,柳田百織,4,■,■,■,■,,40.0,21.0,4.0,52.5,5.25,8.0,4.0,2.0,50.0,3.0,0.75,20.0,3.0,2.0,5.0,18.8,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,27.0
6,L,小林慎平,4,●,●,●,●,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,17.0,9.0,5.0,67.6,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
7,,加藤大雄,2,,,□,■,,2.0,1.0,0.0,50.0,0.5,0.0,0.0,0.0,,0.0,,7.0,0.0,0.0,3.0,10.7,1.0,0.0,1.0,50.0,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,1.0
9,,江藤巧,3,■,■,■,,,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,3.0,1.0,10.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,3.0
10,,岡村義郎,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
11,,浅野卓雅,1,,,□,,,4.0,2.0,0.0,50.0,2.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,1.0,12.5,8.0,2.0,1.0,31.2,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,2.0
14,,谷平拓海,4,■,■,■,■,,32.0,14.0,4.0,43.8,3.5,7.0,5.0,1.0,71.4,2.0,0.5,17.0,1.0,3.0,7.0,11.8,27.0,13.0,4.0,55.6,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,17.0
17,,角大樹,2,□,□,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,2.0,0.0,2.0,0.0,-25.0,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
18,,長谷山拓,2,,,□,■,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,4.0,0.0,2.0,0.0,-12.5,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
20,L,高橋太,4,〇,〇,〇,〇,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
21,,秦俊介,1,,,□,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,-25.0,0.0,0.0,0.0,,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
23,,田中友貴,4,■,■,■,□,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,10.0,0.0,2.0,0.0,-5.0,1.0,1.0,0.0,100.0,901,2023-04-08,茨城県,ひたちなか市総合運動公園体育館,576.0,11:00,12:58,1:58,富田満,高橋宏明,沢田元,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,23.0,31.0,33.0,19.0,25.0,18.0,25.0,,,93.0,106.0,27,35,25,22,,1:49,1,3,,4.0,0.0
1,,山田航旗,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
3,,池田颯太,4,□,□,■,■,,18.0,7.0,1.0,38.9,1.75,10.0,3.0,1.0,30.0,0.0,,12.0,0.0,1.0,5.0,8.3,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,7.0
5,,下川諒,4,■,■,■,■,,1.0,1.0,0.0,100.0,0.25,0.0,0.0,0.0,,0.0,,19.0,0.0,0.0,2.0,2.6,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,1.0
6,,伊藤樹,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
8,,アラウジョスカルカルロスアルベルト,2,■,■,,,,10.0,3.0,2.0,30.0,1.5,5.0,2.0,2.0,40.0,2.0,1.0,4.0,0.0,1.0,2.0,6.2,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,5.0
9,,池田幸太,4,■,■,■,■,,35.0,16.0,2.0,45.7,4.0,7.0,4.0,1.0,57.1,2.0,0.5,12.0,1.0,2.0,3.0,10.4,9.0,3.0,2.0,44.4,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,19.0
11,,工藤有史,4,■,■,■,■,,34.0,15.0,2.0,44.1,3.75,4.0,3.0,0.0,75.0,1.0,0.25,19.0,0.0,3.0,6.0,3.9,39.0,23.0,3.0,62.8,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,16.0
12,L,備一真,4,●,●,●,●,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,20.0,14.0,3.0,77.5,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
13,,椿芽久,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
15,,波佐間泰平,4,■,■,■,■,,11.0,4.0,1.0,36.4,1.0,0.0,0.0,0.0,,7.0,1.75,12.0,1.0,0.0,2.0,12.5,1.0,0.0,1.0,50.0,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,12.0
16,,森崎健史,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
17,,中村啓人,3,□,,□,□,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
19,,三輪大将,4,■,■,■,■,,17.0,10.0,1.0,58.8,2.5,0.0,0.0,0.0,,4.0,1.0,19.0,0.0,3.0,8.0,6.6,2.0,2.0,0.0,100.0,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,14.0
20,,ハリョーノドニ,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,VC長野トライデンツ,富士通カワサキレッドスピリッツ,3.0,0.0,22.0,25.0,25.0,19.0,26.0,24.0,25.0,13.0,,,98.0,81.0,26,26,28,22,,1:42,3,1,4.0,,0.0
2,,樋内竜也,4,■,■,■,■,,31.0,9.0,3.0,29.0,2.25,9.0,4.0,1.0,44.4,1.0,0.25,17.0,1.0,4.0,6.0,8.8,16.0,6.0,2.0,43.8,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,11.0
3,,緒方悠大,1,,,,□,,1.0,1.0,0.0,100.0,1.0,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,1.0,12.5,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,1.0
4,,柳田百織,4,■,■,■,■,,45.0,17.0,6.0,37.8,4.25,14.0,7.0,1.0,50.0,2.0,0.5,8.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,75.0,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,19.0
6,L,小林慎平,4,●,●,●,●,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,23.0,14.0,2.0,65.2,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,0.0
7,,加藤大雄,4,■,■,■,■,,5.0,2.0,1.0,40.0,0.5,0.0,0.0,0.0,,2.0,0.5,16.0,1.0,0.0,2.0,9.4,1.0,1.0,0.0,100.0,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,5.0
9,,江藤巧,4,■,■,■,■,,2.0,1.0,0.0,50.0,0.25,0.0,0.0,0.0,,0.0,,14.0,0.0,0.0,3.0,5.4,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,1.0
10,,岡村義郎,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,0.0
11,,浅野卓雅,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,905,2023-04-09,茨城県,ひたちなか市総合運動公園体育館,751.0,11:00,12:51,1:51,加治健男,正岡卓,新田浩幸,酒寄和記,富士通カワサキレッドスピリッツ,VC長野トライデンツ,0.0,3.0,25.0,22.0,19.0,25.0,24.0,26.0,13.0,25.0,,,81.0,98.0,26,26,28,22,,1:42,1,3,,4.0,0.0
