Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
ウルフドッグス名古屋,3,3,25,25,25,,,75,73,43,3,58.9,14.33,13,8,1,61.5,10,3.33,73,0,13,19,2.1,43,21.0,10.0,60.5,1.0,22,FC東京,0,0,20,19,19,,,58,82,37,8,45.1,12.33,22,15,1,68.2,1,0.33,60,3,14,12,4.2,60,23.0,18.0,53.3,0.0,17
FC東京,0,0,20,19,19,,,58,82,37,8,45.1,12.33,22,15,1,68.2,1,0.33,60,3,14,12,4.2,60,23.0,18.0,53.3,0.0,17,ウルフドッグス名古屋,3,3,25,25,25,,,75,73,43,3,58.9,14.33,13,8,1,61.5,10,3.33,73,0,13,19,2.1,43,21.0,10.0,60.5,1.0,22
サントリーサンバーズ,1,0,25,23,21,26,,95,115,60,8,52.2,15.00,26,14,0,53.8,9,2.25,96,2,22,14,0.0,77,25.0,24.0,48.1,0.0,24,ジェイテクトSTINGS,3,3,23,25,25,28,,101,112,60,5,53.6,15.00,26,16,2,61.5,3,0.75,100,8,18,27,10.2,72,38.0,20.0,66.7,1.0,30
ジェイテクトSTINGS,3,3,23,25,25,28,,101,112,60,5,53.6,15.00,26,16,2,61.5,3,0.75,100,8,18,27,10.2,72,38.0,20.0,66.7,1.0,30,サントリーサンバーズ,1,0,25,23,21,26,,95,115,60,8,52.2,15.00,26,14,0,53.8,9,2.25,96,2,22,14,0.0,77,25.0,24.0,48.1,0.0,24
JTサンダーズ広島,3,3,25,25,25,,,75,72,42,4,58.3,14.00,15,7,2,46.7,11,3.67,73,0,8,19,3.8,46,20.0,14.0,58.7,1.0,22,東レアローズ,0,0,20,19,21,,,60,87,39,5,44.8,13.00,17,9,1,52.9,7,2.33,62,1,15,12,0.4,65,22.0,24.0,52.3,2.0,13
東レアローズ,0,0,20,19,21,,,60,87,39,5,44.8,13.00,17,9,1,52.9,7,2.33,62,1,15,12,0.4,65,22.0,24.0,52.3,2.0,13,JTサンダーズ広島,3,3,25,25,25,,,75,72,42,4,58.3,14.00,15,7,2,46.7,11,3.67,73,0,8,19,3.8,46,20.0,14.0,58.7,1.0,22
大分三好ヴァイセアドラー,0,0,23,24,18,,,65,71,34,3,47.9,11.33,21,10,1,47.6,5,1.67,66,2,15,8,0.4,58,20.0,23.0,54.3,3.0,24,堺ブレイザーズ,3,3,25,26,25,,,76,76,40,6,52.6,13.33,19,13,2,68.4,14,4.67,75,1,17,14,0.3,51,27.0,14.0,66.7,1.0,21
堺ブレイザーズ,3,3,25,26,25,,,76,76,40,6,52.6,13.33,19,13,2,68.4,14,4.67,75,1,17,14,0.3,51,27.0,14.0,66.7,1.0,21,大分三好ヴァイセアドラー,0,0,23,24,18,,,65,71,34,3,47.9,11.33,21,10,1,47.6,5,1.67,66,2,15,8,0.4,58,20.0,23.0,54.3,3.0,24
ウルフドッグス名古屋,0,0,19,13,22,,,54,76,33,5,43.4,11.00,15,8,1,53.3,6,2.00,55,3,9,20,10.5,63,24.0,16.0,50.8,3.0,12,ジェイテクトSTINGS,3,3,25,25,25,,,75,66,43,2,65.2,14.33,12,9,0,75.0,8,2.67,74,7,10,23,13.9,46,19.0,8.0,50.0,0.0,17
ジェイテクトSTINGS,3,3,25,25,25,,,75,66,43,2,65.2,14.33,12,9,0,75.0,8,2.67,74,7,10,23,13.9,46,19.0,8.0,50.0,0.0,17,ウルフドッグス名古屋,0,0,19,13,22,,,54,76,33,5,43.4,11.00,15,8,1,53.3,6,2.00,55,3,9,20,10.5,63,24.0,16.0,50.8,3.0,12
パナソニックパンサーズ,3,3,25,21,25,31,,102,115,61,5,53.0,15.25,16,7,1,43.8,7,1.75,101,4,14,24,6.4,72,30.0,19.0,54.9,4.0,30,東レアローズ,1,0,22,25,20,29,,96,129,64,2,49.6,16.00,27,12,1,44.4,8,2.00,97,1,24,23,0.8,85,34.0,25.0,54.7,4.0,23
東レアローズ,1,0,22,25,20,29,,96,129,64,2,49.6,16.00,27,12,1,44.4,8,2.00,97,1,24,23,0.8,85,34.0,25.0,54.7,4.0,23,パナソニックパンサーズ,3,3,25,21,25,31,,102,115,61,5,53.0,15.25,16,7,1,43.8,7,1.75,101,4,14,24,6.4,72,30.0,19.0,54.9,4.0,30
大分三好ヴァイセアドラー,3,3,25,25,25,,,75,84,46,6,54.8,15.33,22,15,1,68.2,4,1.33,74,2,16,12,1.4,48,17.0,20.0,56.2,1.0,23,VC長野トライデンツ,0,0,20,23,16,,,59,75,29,12,38.7,9.67,12,3,5,25.0,3,1.00,60,4,9,10,7.1,57,26.0,19.0,62.3,2.0,23
VC長野トライデンツ,0,0,20,23,16,,,59,75,29,12,38.7,9.67,12,3,5,25.0,3,1.00,60,4,9,10,7.1,57,26.0,19.0,62.3,2.0,23,大分三好ヴァイセアドラー,3,3,25,25,25,,,75,84,46,6,54.8,15.33,22,15,1,68.2,4,1.33,74,2,16,12,1.4,48,17.0,20.0,56.2,1.0,23
JTサンダーズ広島,3,3,25,25,25,,,75,65,36,2,55.4,12.00,13,4,1,30.8,13,4.33,73,5,11,16,8.6,39,24.0,2.0,64.1,1.0,21,FC東京,0,0,17,15,20,,,52,73,27,6,37.0,9.00,17,5,2,29.4,8,2.67,54,3,14,13,5.1,59,32.0,9.0,61.9,1.0,14
FC東京,0,0,17,15,20,,,52,73,27,6,37.0,9.00,17,5,2,29.4,8,2.67,54,3,14,13,5.1,59,32.0,9.0,61.9,1.0,14,JTサンダーズ広島,3,3,25,25,25,,,75,65,36,2,55.4,12.00,13,4,1,30.8,13,4.33,73,5,11,16,8.6,39,24.0,2.0,64.1,1.0,21
サントリーサンバーズ,3,3,23,25,25,25,,98,110,53,10,48.2,13.25,28,13,3,46.4,11,2.75,97,4,18,28,6.7,69,32.0,17.0,58.7,1.0,30,堺ブレイザーズ,1,0,25,23,20,21,,89,116,51,6,44.0,12.75,29,18,2,62.1,8,2.00,90,1,20,20,1.1,77,31.0,18.0,51.9,4.0,29
堺ブレイザーズ,1,0,25,23,20,21,,89,116,51,6,44.0,12.75,29,18,2,62.1,8,2.00,90,1,20,20,1.1,77,31.0,18.0,51.9,4.0,29,サントリーサンバーズ,3,3,23,25,25,25,,98,110,53,10,48.2,13.25,28,13,3,46.4,11,2.75,97,4,18,28,6.7,69,32.0,17.0,58.7,1.0,30
パナソニックパンサーズ,3,3,25,25,25,,,75,70,37,2,52.9,12.33,9,6,1,66.7,7,2.33,73,10,14,24,17.1,46,18.0,14.0,54.3,2.0,21,大分三好ヴァイセアドラー,0,0,20,21,16,,,57,72,37,6,51.4,12.33,22,9,3,40.9,1,0.33,59,1,12,14,2.5,56,12.0,20.0,39.3,3.0,18
大分三好ヴァイセアドラー,0,0,20,21,16,,,57,72,37,6,51.4,12.33,22,9,3,40.9,1,0.33,59,1,12,14,2.5,56,12.0,20.0,39.3,3.0,18,パナソニックパンサーズ,3,3,25,25,25,,,75,70,37,2,52.9,12.33,9,6,1,66.7,7,2.33,73,10,14,24,17.1,46,18.0,14.0,54.3,2.0,21
東レアローズ,3,3,25,25,25,,,75,65,40,2,61.5,13.33,7,5,0,71.4,6,2.00,74,2,10,20,6.1,36,24.0,4.0,72.2,2.0,27,VC長野トライデンツ,0,0,16,12,22,,,50,78,32,10,41.0,10.67,13,9,2,69.2,3,1.00,51,1,14,8,-1.0,64,22.0,20.0,50.0,3.0,14
VC長野トライデンツ,0,0,16,12,22,,,50,78,32,10,41.0,10.67,13,9,2,69.2,3,1.00,51,1,14,8,-1.0,64,22.0,20.0,50.0,3.0,14,東レアローズ,3,3,25,25,25,,,75,65,40,2,61.5,13.33,7,5,0,71.4,6,2.00,74,2,10,20,6.1,36,24.0,4.0,72.2,2.0,27
堺ブレイザーズ,3,3,19,25,25,25,,94,109,55,7,50.5,13.75,25,12,3,48.0,9,2.25,93,4,16,30,8.1,70,42.0,6.0,64.3,2.0,26,FC東京,1,0,25,20,18,19,,82,108,44,10,40.7,11.00,18,8,1,44.4,10,2.50,83,3,12,20,6.0,75,28.0,16.0,48.0,4.0,25
FC東京,1,0,25,20,18,19,,82,108,44,10,40.7,11.00,18,8,1,44.4,10,2.50,83,3,12,20,6.0,75,28.0,16.0,48.0,4.0,25,堺ブレイザーズ,3,3,19,25,25,25,,94,109,55,7,50.5,13.75,25,12,3,48.0,9,2.25,93,4,16,30,8.1,70,42.0,6.0,64.3,2.0,26
JTサンダーズ広島,3,3,25,25,26,,,76,64,40,3,62.5,13.33,16,10,2,62.5,8,2.67,75,4,17,16,5.0,43,26.0,11.0,73.3,2.0,24,サントリーサンバーズ,0,0,19,14,24,,,57,62,30,5,48.4,10.00,12,6,1,50.0,4,1.33,58,1,15,6,-2.2,57,23.0,18.0,56.1,4.0,22
サントリーサンバーズ,0,0,19,14,24,,,57,62,30,5,48.4,10.00,12,6,1,50.0,4,1.33,58,1,15,6,-2.2,57,23.0,18.0,56.1,4.0,22,JTサンダーズ広島,3,3,25,25,26,,,76,64,40,3,62.5,13.33,16,10,2,62.5,8,2.67,75,4,17,16,5.0,43,26.0,11.0,73.3,2.0,24
東レアローズ,3,3,25,25,25,,,75,65,35,4,53.8,11.67,13,6,2,46.2,15,5.00,73,6,13,23,11.6,41,27.0,6.0,73.2,0.0,19,大分三好ヴァイセアドラー,0,0,15,15,20,,,50,63,25,6,39.7,8.33,11,6,0,54.5,6,2.00,52,2,10,7,2.4,58,17.0,14.0,41.4,3.0,17
大分三好ヴァイセアドラー,0,0,15,15,20,,,50,63,25,6,39.7,8.33,11,6,0,54.5,6,2.00,52,2,10,7,2.4,58,17.0,14.0,41.4,3.0,17,東レアローズ,3,3,25,25,25,,,75,65,35,4,53.8,11.67,13,6,2,46.2,15,5.00,73,6,13,23,11.6,41,27.0,6.0,73.2,0.0,19
FC東京,1,0,21,25,18,24,,88,133,57,12,42.9,14.25,34,14,1,41.2,7,1.75,89,1,9,29,6.7,78,22.0,26.0,44.9,2.0,23,パナソニックパンサーズ,3,3,25,23,25,26,,99,135,60,5,44.4,15.00,21,8,1,38.1,11,2.75,98,5,18,27,7.4,80,27.0,23.0,48.1,0.0,23
パナソニックパンサーズ,3,3,25,23,25,26,,99,135,60,5,44.4,15.00,21,8,1,38.1,11,2.75,98,5,18,27,7.4,80,27.0,23.0,48.1,0.0,23,FC東京,1,0,21,25,18,24,,88,133,57,12,42.9,14.25,34,14,1,41.2,7,1.75,89,1,9,29,6.7,78,22.0,26.0,44.9,2.0,23
サントリーサンバーズ,3,3,25,25,25,,,75,75,42,4,56.0,14.00,19,10,2,52.6,3,1.00,73,2,10,16,4.8,47,22.0,14.0,61.7,4.0,28,VC長野トライデンツ,0,0,20,20,21,,,61,76,35,10,46.1,11.67,18,9,2,50.0,5,1.67,63,3,15,9,2.4,62,27.0,18.0,58.1,3.0,18
VC長野トライデンツ,0,0,20,20,21,,,61,76,35,10,46.1,11.67,18,9,2,50.0,5,1.67,63,3,15,9,2.4,62,27.0,18.0,58.1,3.0,18,サントリーサンバーズ,3,3,25,25,25,,,75,75,42,4,56.0,14.00,19,10,2,52.6,3,1.00,73,2,10,16,4.8,47,22.0,14.0,61.7,4.0,28
堺ブレイザーズ,1,0,23,22,25,24,,94,128,66,4,51.6,16.50,26,15,0,57.7,8,2.00,95,2,14,24,4.7,86,22.0,11.0,32.0,3.0,18,ウルフドッグス名古屋,3,3,25,25,22,26,,98,122,62,3,50.8,15.50,24,8,1,33.3,11,2.75,97,4,8,52,15.5,80,48.0,7.0,64.4,7.0,21
ウルフドッグス名古屋,3,3,25,25,22,26,,98,122,62,3,50.8,15.50,24,8,1,33.3,11,2.75,97,4,8,52,15.5,80,48.0,7.0,64.4,7.0,21,堺ブレイザーズ,1,0,23,22,25,24,,94,128,66,4,51.6,16.50,26,15,0,57.7,8,2.00,95,2,14,24,4.7,86,22.0,11.0,32.0,3.0,18
JTサンダーズ広島,1,0,18,25,23,23,,89,100,55,8,55.0,13.75,26,14,1,53.8,2,0.50,90,5,15,21,7.2,76,37.0,11.0,55.9,0.0,27,ジェイテクトSTINGS,3,3,25,23,25,25,,98,94,56,8,59.6,14.00,22,15,1,68.2,10,2.50,97,9,17,24,11.1,74,30.0,19.0,53.4,2.0,23
ジェイテクトSTINGS,3,3,25,23,25,25,,98,94,56,8,59.6,14.00,22,15,1,68.2,10,2.50,97,9,17,24,11.1,74,30.0,19.0,53.4,2.0,23,JTサンダーズ広島,1,0,18,25,23,23,,89,100,55,8,55.0,13.75,26,14,1,53.8,2,0.50,90,5,15,21,7.2,76,37.0,11.0,55.9,0.0,27
FC東京,1,0,22,24,25,24,,95,137,54,7,39.4,13.50,18,6,0,33.3,10,2.50,96,3,14,29,7.0,82,25.0,27.0,47.0,0.0,28,VC長野トライデンツ,3,3,25,26,21,26,,98,129,57,9,44.2,14.25,39,19,3,48.7,18,4.50,97,2,14,29,5.9,82,20.0,30.0,42.7,5.0,21
VC長野トライデンツ,3,3,25,26,21,26,,98,129,57,9,44.2,14.25,39,19,3,48.7,18,4.50,97,2,14,29,5.9,82,20.0,30.0,42.7,5.0,21,FC東京,1,0,22,24,25,24,,95,137,54,7,39.4,13.50,18,6,0,33.3,10,2.50,96,3,14,29,7.0,82,25.0,27.0,47.0,0.0,28
パナソニックパンサーズ,1,0,18,23,28,18,,87,129,53,9,41.1,13.25,23,11,2,47.8,4,1.00,88,2,11,22,5.4,81,52.0,16.0,74.1,1.0,28,サントリーサンバーズ,3,3,25,25,26,25,,101,117,69,7,59.0,17.25,41,27,2,65.9,10,2.50,100,1,18,13,-0.2,75,27.0,26.0,53.3,3.0,21
サントリーサンバーズ,3,3,25,25,26,25,,101,117,69,7,59.0,17.25,41,27,2,65.9,10,2.50,100,1,18,13,-0.2,75,27.0,26.0,53.3,3.0,21,パナソニックパンサーズ,1,0,18,23,28,18,,87,129,53,9,41.1,13.25,23,11,2,47.8,4,1.00,88,2,11,22,5.4,81,52.0,16.0,74.1,1.0,28
堺ブレイザーズ,1,0,25,21,21,18,,85,120,59,9,49.2,14.75,33,17,5,51.5,5,1.25,86,1,13,16,2.0,81,33.0,22.0,54.3,1.0,20,ジェイテクトSTINGS,3,3,23,25,25,25,,98,107,55,7,51.4,13.75,17,9,3,52.9,12,3.00,97,8,13,26,11.6,73,41.0,16.0,67.1,0.0,23
ジェイテクトSTINGS,3,3,23,25,25,25,,98,107,55,7,51.4,13.75,17,9,3,52.9,12,3.00,97,8,13,26,11.6,73,41.0,16.0,67.1,0.0,23,堺ブレイザーズ,1,0,25,21,21,18,,85,120,59,9,49.2,14.75,33,17,5,51.5,5,1.25,86,1,13,16,2.0,81,33.0,22.0,54.3,1.0,20
JTサンダーズ広島,3,3,25,27,21,25,,98,123,66,12,53.7,16.50,29,17,3,58.6,10,2.50,97,5,15,27,8.2,84,38.0,12.0,52.4,5.0,17,ウルフドッグス名古屋,1,0,23,25,25,22,,95,124,54,3,43.5,13.50,18,8,1,44.4,6,1.50,96,3,12,34,8.9,80,25.0,28.0,48.8,2.0,32
ウルフドッグス名古屋,1,0,23,25,25,22,,95,124,54,3,43.5,13.50,18,8,1,44.4,6,1.50,96,3,12,34,8.9,80,25.0,28.0,48.8,2.0,32,JTサンダーズ広島,3,3,25,27,21,25,,98,123,66,12,53.7,16.50,29,17,3,58.6,10,2.50,97,5,15,27,8.2,84,38.0,12.0,52.4,5.0,17
サントリーサンバーズ,3,3,28,25,25,,,78,110,50,7,45.5,16.67,22,13,1,59.1,9,3.00,76,6,11,18,10.2,57,22.0,10.0,47.4,0.0,13,FC東京,0,0,26,20,17,,,63,94,36,5,38.3,12.00,28,10,2,35.7,6,2.00,65,3,6,24,11.5,60,25.0,16.0,55.0,2.0,18
FC東京,0,0,26,20,17,,,63,94,36,5,38.3,12.00,28,10,2,35.7,6,2.00,65,3,6,24,11.5,60,25.0,16.0,55.0,2.0,18,サントリーサンバーズ,3,3,28,25,25,,,78,110,50,7,45.5,16.67,22,13,1,59.1,9,3.00,76,6,11,18,10.2,57,22.0,10.0,47.4,0.0,13
パナソニックパンサーズ,3,3,25,25,25,,,75,88,46,3,52.3,15.33,17,7,0,41.2,6,2.00,73,5,9,20,10.6,57,34.0,9.0,67.5,1.0,18,JTサンダーズ広島,0,0,21,22,22,,,65,97,45,8,46.4,15.00,29,16,2,55.2,6,2.00,67,1,10,14,3.0,61,32.0,9.0,59.8,0.0,13
JTサンダーズ広島,0,0,21,22,22,,,65,97,45,8,46.4,15.00,29,16,2,55.2,6,2.00,67,1,10,14,3.0,61,32.0,9.0,59.8,0.0,13,パナソニックパンサーズ,3,3,25,25,25,,,75,88,46,3,52.3,15.33,17,7,0,41.2,6,2.00,73,5,9,20,10.6,57,34.0,9.0,67.5,1.0,18
VC長野トライデンツ,0,0,21,18,24,,,63,93,42,6,45.2,14.00,21,9,1,42.9,5,1.67,64,0,13,18,2.0,63,35.0,16.0,68.3,2.0,16,堺ブレイザーズ,3,3,25,25,26,,,76,82,46,1,56.1,15.33,18,10,0,55.6,8,2.67,75,1,11,12,1.7,51,22.0,11.0,53.9,4.0,21
堺ブレイザーズ,3,3,25,25,26,,,76,82,46,1,56.1,15.33,18,10,0,55.6,8,2.67,75,1,11,12,1.7,51,22.0,11.0,53.9,4.0,21,VC長野トライデンツ,0,0,21,18,24,,,63,93,42,6,45.2,14.00,21,9,1,42.9,5,1.67,64,0,13,18,2.0,63,35.0,16.0,68.3,2.0,16
東レアローズ,1,0,25,21,19,21,,86,116,57,6,49.1,14.25,18,8,1,44.4,4,1.00,87,4,14,13,4.3,85,38.0,23.0,58.2,0.0,21,ウルフドッグス名古屋,3,3,22,25,25,25,,97,107,66,8,61.7,16.50,25,14,0,56.0,10,2.50,96,1,11,24,4.4,72,48.0,8.0,72.2,2.0,20
ウルフドッグス名古屋,3,3,22,25,25,25,,97,107,66,8,61.7,16.50,25,14,0,56.0,10,2.50,96,1,11,24,4.4,72,48.0,8.0,72.2,2.0,20,東レアローズ,1,0,25,21,19,21,,86,116,57,6,49.1,14.25,18,8,1,44.4,4,1.00,87,4,14,13,4.3,85,38.0,23.0,58.2,0.0,21
ジェイテクトSTINGS,3,3,25,26,21,25,,97,111,54,12,48.6,13.50,26,11,5,42.3,14,3.50,96,5,14,27,8.6,74,34.0,20.0,59.5,2.0,24,大分三好ヴァイセアドラー,1,0,21,24,25,19,,89,125,55,9,44.0,13.75,36,16,3,44.4,4,1.00,90,2,14,20,3.9,80,31.0,19.0,50.6,1.0,28
大分三好ヴァイセアドラー,1,0,21,24,25,19,,89,125,55,9,44.0,13.75,36,16,3,44.4,4,1.00,90,2,14,20,3.9,80,31.0,19.0,50.6,1.0,28,ジェイテクトSTINGS,3,3,25,26,21,25,,97,111,54,12,48.6,13.50,26,11,5,42.3,14,3.50,96,5,14,27,8.6,74,34.0,20.0,59.5,2.0,24
パナソニックパンサーズ,3,3,25,25,25,,,75,78,44,5,56.4,14.67,13,8,2,61.5,9,3.00,73,0,5,18,4.5,48,25.0,10.0,62.5,3.0,22,堺ブレイザーズ,0,0,20,19,21,,,60,96,39,8,40.6,13.00,24,13,1,54.2,6,2.00,62,2,14,13,2.8,68,34.0,16.0,61.8,0.0,13
堺ブレイザーズ,0,0,20,19,21,,,60,96,39,8,40.6,13.00,24,13,1,54.2,6,2.00,62,2,14,13,2.8,68,34.0,16.0,61.8,0.0,13,パナソニックパンサーズ,3,3,25,25,25,,,75,78,44,5,56.4,14.67,13,8,2,61.5,9,3.00,73,0,5,18,4.5,48,25.0,10.0,62.5,3.0,22
VC長野トライデンツ,0,0,18,18,23,,,59,93,43,6,46.2,14.33,13,7,1,53.8,2,0.67,60,2,10,12,4.2,64,28.0,16.0,56.2,0.0,12,JTサンダーズ広島,3,3,25,25,25,,,75,77,45,1,58.4,15.00,13,9,1,69.2,12,4.00,74,2,9,20,6.4,49,26.0,11.0,64.3,2.0,16
JTサンダーズ広島,3,3,25,25,25,,,75,77,45,1,58.4,15.00,13,9,1,69.2,12,4.00,74,2,9,20,6.4,49,26.0,11.0,64.3,2.0,16,VC長野トライデンツ,0,0,18,18,23,,,59,93,43,6,46.2,14.33,13,7,1,53.8,2,0.67,60,2,10,12,4.2,64,28.0,16.0,56.2,0.0,12
東レアローズ,0,0,21,15,18,,,54,68,26,4,38.2,8.67,12,7,2,58.3,5,1.67,56,2,15,14,3.1,59,25.0,7.0,48.3,1.0,21,ジェイテクトSTINGS,3,3,25,25,25,,,75,66,38,4,57.6,12.67,12,6,1,50.0,7,2.33,73,10,12,20,16.4,41,19.0,6.0,53.7,5.0,20
ジェイテクトSTINGS,3,3,25,25,25,,,75,66,38,4,57.6,12.67,12,6,1,50.0,7,2.33,73,10,12,20,16.4,41,19.0,6.0,53.7,5.0,20,東レアローズ,0,0,21,15,18,,,54,68,26,4,38.2,8.67,12,7,2,58.3,5,1.67,56,2,15,14,3.1,59,25.0,7.0,48.3,1.0,21
ウルフドッグス名古屋,3,3,25,25,25,,,75,63,33,4,52.4,11.00,7,5,0,71.4,12,4.00,73,6,10,14,9.6,41,29.0,7.0,79.3,0.0,24,大分三好ヴァイセアドラー,0,0,18,14,16,,,48,82,32,13,39.0,10.67,23,7,5,30.4,1,0.33,50,1,9,4,-0.5,60,29.0,14.0,60.0,2.0,14
大分三好ヴァイセアドラー,0,0,18,14,16,,,48,82,32,13,39.0,10.67,23,7,5,30.4,1,0.33,50,1,9,4,-0.5,60,29.0,14.0,60.0,2.0,14,ウルフドッグス名古屋,3,3,25,25,25,,,75,63,33,4,52.4,11.00,7,5,0,71.4,12,4.00,73,6,10,14,9.6,41,29.0,7.0,79.3,0.0,24
堺ブレイザーズ,2,1,25,25,21,18,8,97,131,63,7,48.1,12.60,34,13,3,38.2,9,1.80,98,5,14,25,7.9,93,32.0,27.0,48.9,6.0,20,JTサンダーズ広島,3,2,21,23,25,25,15,109,119,66,5,55.5,13.20,23,14,2,60.9,13,2.60,108,3,14,32,6.9,82,34.0,22.0,54.9,1.0,27
JTサンダーズ広島,3,2,21,23,25,25,15,109,119,66,5,55.5,13.20,23,14,2,60.9,13,2.60,108,3,14,32,6.9,82,34.0,22.0,54.9,1.0,27,堺ブレイザーズ,2,1,25,25,21,18,8,97,131,63,7,48.1,12.60,34,13,3,38.2,9,1.80,98,5,14,25,7.9,93,32.0,27.0,48.9,6.0,20
サントリーサンバーズ,3,3,23,25,25,25,,98,97,55,6,56.7,13.75,25,18,0,72.0,9,2.25,97,6,19,25,7.7,62,22.0,20.0,51.6,2.0,28,東レアローズ,1,0,25,19,23,19,,86,107,49,4,45.8,12.25,17,8,2,47.1,8,2.00,87,2,23,20,1.4,77,31.0,19.0,52.6,1.0,27
東レアローズ,1,0,25,19,23,19,,86,107,49,4,45.8,12.25,17,8,2,47.1,8,2.00,87,2,23,20,1.4,77,31.0,19.0,52.6,1.0,27,サントリーサンバーズ,3,3,23,25,25,25,,98,97,55,6,56.7,13.75,25,18,0,72.0,9,2.25,97,6,19,25,7.7,62,22.0,20.0,51.6,2.0,28
