,Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Spectators,TotalSet,Point,AEff%,BAEff%
0,ウルフドッグス名古屋,11,7.0,103,96,99,44.0,18.0,360.0,374.0,215.0,19.0,57.5,14.33,104.0,66.0,4.0,63.5,43.0,2.87,357.0,13.0,63.0,84.0,5.1,258.0,135.0,51.0,62.2,7.0,89,4,2.0,86,84,91,41.0,20.0,322.0,375,194,18,201.60000000000002,50.42,98,52,6,198.2,31,8.67,325,9,62,68,11.5,291,129.0,68.0,225.7,9.0,89,1136,14329.0,15,271.0,52.4,59.6
1,サントリーサンバーズ,9,6.0,105,86,94,77.0,50.0,412.0,466.0,254.0,20.0,54.5,14.11,142.0,83.0,7.0,58.5,42.0,2.33,412.0,15.0,78.0,82.0,3.9,332.0,154.0,81.0,58.6,12.0,102,9,3.0,102,96,96,70.0,36.0,400.0,459,238,29,206.9,53.07,100,58,8,227.9,38,9.33,400,14,63,88,20.9,327,160.0,77.0,240.4,10.0,110,1138,13878.0,18,311.0,50.2,53.5
2,パナソニックパンサーズ,6,4.0,75,73,70,70.0,9.0,297.0,356.0,182.0,21.0,51.1,14.0,48.0,21.0,6.0,43.8,16.0,1.23,297.0,7.0,42.0,80.0,5.6,249.0,129.0,39.0,59.6,6.0,92,7,5.0,81,73,69,80.0,15.0,318.0,371,206,22,167.3,47.7,104,62,8,180.3,30,7.2,318,13,62,76,16.2,252,133.0,36.0,177.6,8.0,69,851,7120.0,13,205.0,45.2,31.2
3,堺ブレイザーズ,3,1.0,63,72,63,59.0,9.0,266.0,330.0,164.0,20.0,49.7,13.67,75.0,42.0,8.0,56.0,28.0,2.33,269.0,12.0,47.0,47.0,4.5,246.0,121.0,57.0,60.8,10.0,62,9,8.0,77,74,70,59.0,15.0,295.0,321,177,11,169.3,44.85,67,40,3,175.1,30,7.55,292,11,43,61,14.5,215,117.0,47.0,201.6,8.0,77,851,6611.0,12,204.0,43.6,45.3
