,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,timeout,challange,in_player_num,in_player_name,out_player_num,out_player_name
0,20230107,大分三好,ジェイテクト,0,0,*,a,サーブミス,1,藤中,0,1,2665,,,,,,,
1,20230107,大分三好,ジェイテクト,1,0,*,*,,,,0,1,2665,得点,,,,,,
2,20230107,大分三好,ジェイテクト,1,0,*,*,サーブ,15,安部,0,1,2665,,,,,,,
3,20230107,大分三好,ジェイテクト,1,0,*,a,レシーブ成功(優),17,本間,1,1,2665,,,,,,,
4,20230107,大分三好,ジェイテクト,1,0,*,a,アタック,8,柳田,1,1,2665,,,,,,,
5,20230107,大分三好,ジェイテクト,1,0,*,*,ブロック成功,2,モゲニ,2,1,2665,,,,,,,
6,20230107,大分三好,ジェイテクト,2,0,*,*,,,,2,1,2665,得点,,,,,,
7,20230107,大分三好,ジェイテクト,2,0,*,*,サーブ,15,安部,0,1,2665,,,,,,,
8,20230107,大分三好,ジェイテクト,2,0,*,a,レシーブ失敗,17,本間,1,1,2665,,,,,,,
9,20230107,大分三好,ジェイテクト,2,0,*,a,アタック失敗,8,柳田,1,1,2665,,,,,,,
10,20230107,大分三好,ジェイテクト,3,0,*,*,,,,1,1,2665,得点,,,,,,
11,20230107,大分三好,ジェイテクト,3,0,*,*,サーブ,15,安部,0,1,2665,,,,,,,
12,20230107,大分三好,ジェイテクト,3,0,*,a,レシーブ成功(優),8,柳田,1,1,2665,,,,,,,
13,20230107,大分三好,ジェイテクト,3,0,*,a,アタック,14,西田,1,1,2665,,,,,,,
14,20230107,大分三好,ジェイテクト,3,0,*,a,アタック失敗,4,福山,2,1,2665,,,,,,,
15,20230107,大分三好,ジェイテクト,4,0,*,*,,,,2,1,2665,得点,,,,,,
16,20230107,大分三好,ジェイテクト,4,0,*,*,サーブ,15,安部,0,1,2665,,,,,,,
17,20230107,大分三好,ジェイテクト,4,0,*,a,レシーブ失敗,8,柳田,1,1,2665,,,,,,,
18,20230107,大分三好,ジェイテクト,4,0,*,a,アタック,14,西田,1,1,2665,,,,,,,
19,20230107,大分三好,ジェイテクト,4,0,*,*,アタック,2,モゲニ,2,1,2665,,,,,,,
20,20230107,大分三好,ジェイテクト,4,0,*,a,アタック,14,西田,3,1,2665,,,,,,,
21,20230107,大分三好,ジェイテクト,4,0,*,a,アタック,8,柳田,4,1,2665,,,,,,,
22,20230107,大分三好,ジェイテクト,4,0,*,*,ブロック成功,2,モゲニ,5,1,2665,,,,,,,
23,20230107,大分三好,ジェイテクト,5,0,*,*,,,,5,1,2665,得点,,,,,,
24,20230107,大分三好,ジェイテクト,5,0,*,a,,,,0,1,2665,,タイムアウト,,,,,
25,20230107,大分三好,ジェイテクト,5,0,*,*,サーブ,15,安部,0,1,2665,,,,,,,
26,20230107,大分三好,ジェイテクト,5,0,*,a,レシーブ成功(優),17,本間,1,1,2665,,,,,,,
27,20230107,大分三好,ジェイテクト,5,0,*,a,アタック成功,14,西田,1,1,2665,,,,,,,
28,20230107,大分三好,ジェイテクト,5,1,a,a,,,,1,1,2665,得点,,,,,,
29,20230107,大分三好,ジェイテクト,5,1,a,a,サーブ,4,福山,0,1,2665,,,,,,,
30,20230107,大分三好,ジェイテクト,5,1,a,*,レシーブ成功(優),14,藤原,1,1,2665,,,,,,,
31,20230107,大分三好,ジェイテクト,5,1,a,*,アタック成功,2,モゲニ,1,1,2665,,,,,,,
32,20230107,大分三好,ジェイテクト,6,1,*,*,,,,1,1,2665,得点,,,,,,
33,20230107,大分三好,ジェイテクト,6,1,*,*,サーブミス,2,モゲニ,0,1,2665,,,,,,,
34,20230107,大分三好,ジェイテクト,6,2,a,a,,,,0,1,2665,得点,,,,,,
35,20230107,大分三好,ジェイテクト,6,2,a,a,サーブ,14,西田,0,1,2665,,,,,,,
36,20230107,大分三好,ジェイテクト,6,2,a,*,レシーブ成功(良),14,藤原,1,1,2665,,,,,,,
37,20230107,大分三好,ジェイテクト,6,2,a,*,アタック,4,カンタパット,1,1,2665,,,,,,,
38,20230107,大分三好,ジェイテクト,6,2,a,*,アタック成功,2,モゲニ,2,1,2665,,,,,,,
39,20230107,大分三好,ジェイテクト,7,2,*,*,,,,2,1,2665,得点,,,,,,
40,20230107,大分三好,ジェイテクト,7,2,*,*,サーブ,4,カンタパット,0,1,2665,,,,,,,
41,20230107,大分三好,ジェイテクト,7,2,*,a,レシーブ成功(良),8,柳田,1,1,2665,,,,,,,
42,20230107,大分三好,ジェイテクト,7,2,*,a,アタック成功,9,村山,1,1,2665,,,,,,,
43,20230107,大分三好,ジェイテクト,7,3,a,a,,,,1,1,2665,得点,,,,,,
44,20230107,大分三好,ジェイテクト,7,3,a,a,サーブ,8,柳田,0,1,2665,,,,,,,
45,20230107,大分三好,ジェイテクト,7,3,a,*,レシーブ成功(優),7,小川,1,1,2665,,,,,,,
46,20230107,大分三好,ジェイテクト,7,3,a,*,アタック,8,川口,1,1,2665,,,,,,,
47,20230107,大分三好,ジェイテクト,7,3,a,a,アタック,1,藤中,2,1,2665,,,,,,,
48,20230107,大分三好,ジェイテクト,7,3,a,*,アタック成功,2,モゲニ,3,1,2665,,,,,,,
49,20230107,大分三好,ジェイテクト,8,3,*,*,,,,3,1,2665,得点,,,,,,
50,20230107,大分三好,ジェイテクト,8,3,*,*,サーブミス,8,川口,0,1,2665,,,,,,,
51,20230107,大分三好,ジェイテクト,8,4,a,a,,,,0,1,2665,得点,,,,,,
52,20230107,大分三好,ジェイテクト,8,4,a,a,サーブ,9,村山,0,1,2665,,,,,,,
