,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,timeout,challange,in_player_num,in_player_name,out_player_num,out_player_name
0,20221106,東レ,ジェイテクト,0,0,*,*,サーブ,1,難波,0,1,2620,,,,,,,
1,20221106,東レ,ジェイテクト,0,0,*,a,レシーブ成功(優),10,ウルナウト,1,1,2620,,,,,,,
2,20221106,東レ,ジェイテクト,0,0,*,a,アタック成功,3,陳,1,1,2620,,,,,,,
3,20221106,東レ,ジェイテクト,0,1,a,a,,,,1,1,2620,得点,,,,,,
4,20221106,東レ,ジェイテクト,0,1,a,a,サーブ,3,陳,0,1,2620,,,,,,,
5,20221106,東レ,ジェイテクト,0,1,a,*,レシーブ成功(優),9,富田,1,1,2620,,,,,,,
6,20221106,東レ,ジェイテクト,0,1,a,*,アタック,14,パダル,1,1,2620,,,,,,,
7,20221106,東レ,ジェイテクト,0,1,a,*,アタック,2,高橋,2,1,2620,,,,,,,
8,20221106,東レ,ジェイテクト,0,1,a,a,アタック,8,柳田,3,1,2620,,,,,,,
9,20221106,東レ,ジェイテクト,0,1,a,a,アタック成功,20,都築,4,1,2620,,,,,,,
10,20221106,東レ,ジェイテクト,0,2,a,a,,,,4,1,2620,得点,,,,,,
11,20221106,東レ,ジェイテクト,0,2,a,a,サーブ,3,陳,0,1,2620,,,,,,,
12,20221106,東レ,ジェイテクト,0,2,a,*,レシーブ成功(良),3,山口,1,1,2620,,,,,,,
13,20221106,東レ,ジェイテクト,0,2,a,*,アタック成功,14,パダル,1,1,2620,,,,,,,
14,20221106,東レ,ジェイテクト,1,2,*,*,,,,1,1,2620,得点,,,,,,
15,20221106,東レ,ジェイテクト,1,2,*,*,サーブ,4,酒井,0,1,2620,,,,,,,
16,20221106,東レ,ジェイテクト,1,2,*,a,レシーブ成功(良),8,柳田,1,1,2620,,,,,,,
17,20221106,東レ,ジェイテクト,1,2,*,a,アタック成功,10,ウルナウト,1,1,2620,,,,,,,
18,20221106,東レ,ジェイテクト,1,3,a,a,,,,1,1,2620,得点,,,,,,
19,20221106,東レ,ジェイテクト,1,3,a,a,サーブ,20,都築,0,1,2620,,,,,,,
20,20221106,東レ,ジェイテクト,1,3,a,*,レシーブ失敗,3,山口,1,1,2620,,,,,,,
21,20221106,東レ,ジェイテクト,1,3,a,*,アタック失敗,14,パダル,1,1,2620,,,,,,,
22,20221106,東レ,ジェイテクト,1,4,a,a,,,,1,1,2620,得点,,,,,,
23,20221106,東レ,ジェイテクト,1,4,a,a,サーブ,20,都築,0,1,2620,,,,,,,
24,20221106,東レ,ジェイテクト,1,4,a,*,レシーブ失敗,3,山口,1,1,2620,,,,,,,
25,20221106,東レ,ジェイテクト,1,4,a,*,アタック成功,14,パダル,1,1,2620,,,,,,,
26,20221106,東レ,ジェイテクト,2,4,*,*,,,,1,1,2620,得点,,,,,,
27,20221106,東レ,ジェイテクト,2,4,*,*,ノータッチエース,17,小澤,0,1,2620,,,,,,,
28,20221106,東レ,ジェイテクト,3,4,*,*,,,,0,1,2620,得点,,,,,,
29,20221106,東レ,ジェイテクト,3,4,*,*,サーブミス,17,小澤,0,1,2620,,,,,,,
30,20221106,東レ,ジェイテクト,3,5,a,a,,,,0,1,2620,得点,,,,,,
31,20221106,東レ,ジェイテクト,3,5,a,a,サーブ,8,柳田,0,1,2620,,,,,,,
32,20221106,東レ,ジェイテクト,3,5,a,*,レシーブ成功(良),3,山口,1,1,2620,,,,,,,
33,20221106,東レ,ジェイテクト,3,5,a,*,アタック,17,小澤,1,1,2620,,,,,,,
34,20221106,東レ,ジェイテクト,3,5,a,a,アタック成功,20,都築,2,1,2620,,,,,,,
35,20221106,東レ,ジェイテクト,3,6,a,a,,,,2,1,2620,得点,,,,,,
