,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,challange,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20221030,ジェイテクト,堺,0,0,*,*,サーブ,12,関田,0,1,2612,,,,,,,
1,20221030,ジェイテクト,堺,0,0,*,a,レシーブ成功(優),4,高野,1,1,2612,,,,,,,
2,20221030,ジェイテクト,堺,0,0,*,a,アタック,1,松本,1,1,2612,,,,,,,
3,20221030,ジェイテクト,堺,0,0,*,*,アタック,10,ウルナウト,2,1,2612,,,,,,,
4,20221030,ジェイテクト,堺,0,0,*,a,アタック,13,バーノン,3,1,2612,,,,,,,
5,20221030,ジェイテクト,堺,0,0,*,a,アタック,13,バーノン,4,1,2612,,,,,,,
6,20221030,ジェイテクト,堺,0,0,*,*,アタック,20,都築,5,1,2612,,,,,,,
7,20221030,ジェイテクト,堺,0,0,*,a,アタック,9,迫田,6,1,2612,,,,,,,
8,20221030,ジェイテクト,堺,0,0,*,*,アタック,10,ウルナウト,7,1,2612,,,,,,,
9,20221030,ジェイテクト,堺,0,0,*,a,アタック成功,13,バーノン,8,1,2612,,,,,,,
10,20221030,ジェイテクト,堺,0,1,a,a,,,,8,1,2612,得点,,,,,,
11,20221030,ジェイテクト,堺,0,1,a,a,サーブミス,9,迫田,0,1,2612,,,,,,,
12,20221030,ジェイテクト,堺,1,1,*,*,,,,0,1,2612,得点,,,,,,
13,20221030,ジェイテクト,堺,1,1,*,*,サーブ,10,ウルナウト,0,1,2612,,,,,,,
14,20221030,ジェイテクト,堺,1,1,*,a,レシーブ成功(優),9,迫田,1,1,2612,,,,,,,
15,20221030,ジェイテクト,堺,1,1,*,a,アタック成功,13,バーノン,1,1,2612,,,,,,,
16,20221030,ジェイテクト,堺,1,2,a,a,,,,1,1,2612,得点,,,,,,
17,20221030,ジェイテクト,堺,1,2,a,a,サーブ,1,松本,0,1,2612,,,,,,,
18,20221030,ジェイテクト,堺,1,2,a,*,レシーブ成功(良),10,ウルナウト,1,1,2612,,,,,,,
19,20221030,ジェイテクト,堺,1,2,a,*,アタック,9,村山,1,1,2612,,,,,,,
20,20221030,ジェイテクト,堺,1,2,a,a,アタック成功,13,バーノン,2,1,2612,,,,,,,
21,20221030,ジェイテクト,堺,1,3,a,a,,,,2,1,2612,得点,,,,,,
22,20221030,ジェイテクト,堺,1,3,a,a,サーブ,1,松本,0,1,2612,,,,,,,
23,20221030,ジェイテクト,堺,1,3,a,*,レシーブ成功(良),10,ウルナウト,1,1,2612,,,,,,,
24,20221030,ジェイテクト,堺,1,3,a,*,アタック成功,8,柳田,1,1,2612,,,,,,,
25,20221030,ジェイテクト,堺,2,3,*,*,,,,1,1,2612,得点,,,,,,
26,20221030,ジェイテクト,堺,2,3,*,*,サーブ,9,村山,0,1,2612,,,,,,,
27,20221030,ジェイテクト,堺,2,3,*,a,レシーブ成功(優),9,迫田,1,1,2612,,,,,,,
28,20221030,ジェイテクト,堺,2,3,*,a,アタック,13,バーノン,1,1,2612,,,,,,,
29,20221030,ジェイテクト,堺,2,3,*,*,ブロック成功,8,柳田,2,1,2612,,,,,,,
30,20221030,ジェイテクト,堺,3,3,*,*,,,,2,1,2612,得点,,,,,,
31,20221030,ジェイテクト,堺,3,3,*,*,サーブ,9,村山,0,1,2612,,,,,,,
32,20221030,ジェイテクト,堺,3,3,*,a,レシーブ成功(優),4,高野,1,1,2612,,,,,,,
33,20221030,ジェイテクト,堺,3,3,*,a,アタック成功,13,バーノン,1,1,2612,,,,,,,
34,20221030,ジェイテクト,堺,3,4,a,a,,,,1,1,2612,得点,,,,,,
35,20221030,ジェイテクト,堺,3,4,a,a,サーブ,13,バーノン,0,1,2612,,,,,,,
36,20221030,ジェイテクト,堺,3,4,a,*,レシーブ成功(優),17,本間,1,1,2612,,,,,,,
37,20221030,ジェイテクト,堺,3,4,a,*,アタック成功,8,柳田,1,1,2612,,,,,,,
38,20221030,ジェイテクト,堺,4,4,*,*,,,,1,1,2612,得点,,,,,,
39,20221030,ジェイテクト,堺,4,4,*,*,サーブ,20,都築,0,1,2612,,,,,,,
40,20221030,ジェイテクト,堺,4,4,*,a,レシーブ失敗,4,高野,1,1,2612,,,,,,,
41,20221030,ジェイテクト,堺,4,4,*,*,アタック成功,3,陳,1,1,2612,,,,,,,
42,20221030,ジェイテクト,堺,5,4,*,*,,,,1,1,2612,得点,,,,,,
43,20221030,ジェイテクト,堺,5,4,*,*,サーブミス,20,都築,0,1,2612,,,,,,,
44,20221030,ジェイテクト,堺,5,5,a,a,,,,0,1,2612,得点,,,,,,
45,20221030,ジェイテクト,堺,5,5,a,a,サーブ,4,高野,0,1,2612,,,,,,,
46,20221030,ジェイテクト,堺,5,5,a,*,レシーブ成功(良),10,ウルナウト,1,1,2612,,,,,,,
47,20221030,ジェイテクト,堺,5,5,a,*,アタック成功,20,都築,1,1,2612,,,,,,,
48,20221030,ジェイテクト,堺,6,5,*,*,,,,1,1,2612,得点,,,,,,
49,20221030,ジェイテクト,堺,6,5,*,*,サーブ,8,柳田,0,1,2612,,,,,,,
50,20221030,ジェイテクト,堺,6,5,*,a,レシーブ成功(良),20,山本,1,1,2612,,,,,,,
51,20221030,ジェイテクト,堺,6,5,*,a,アタック成功,9,迫田,1,1,2612,,,,,,,
52,20221030,ジェイテクト,堺,6,6,a,a,,,,1,1,2612,得点,,,,,,
53,20221030,ジェイテクト,堺,6,6,a,a,サーブ,7,出耒田,0,1,2612,,,,,,,
54,20221030,ジェイテクト,堺,6,6,a,*,レシーブ成功(優),17,本間,1,1,2612,,,,,,,
55,20221030,ジェイテクト,堺,6,6,a,*,アタック,10,ウルナウト,1,1,2612,,,,,,,
56,20221030,ジェイテクト,堺,6,6,a,a,アタック,9,迫田,2,1,2612,,,,,,,
57,20221030,ジェイテクト,堺,6,6,a,a,アタック成功,9,迫田,3,1,2612,,,,,,,
58,20221030,ジェイテクト,堺,6,7,a,a,,,,3,1,2612,得点,,,,,,
59,20221030,ジェイテクト,堺,6,7,a,a,サーブ,7,出耒田,0,1,2612,,,,,,,
60,20221030,ジェイテクト,堺,6,7,a,*,レシーブ成功(優),10,ウルナウト,1,1,2612,,,,,,,
61,20221030,ジェイテクト,堺,6,7,a,*,アタック成功,3,陳,1,1,2612,,,,,,,
62,20221030,ジェイテクト,堺,7,7,*,*,,,,1,1,2612,得点,,,,,,
63,20221030,ジェイテクト,堺,7,7,*,*,サーブ,3,陳,0,1,2612,,,,,,,
