,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20221120,JAぎふ,アランマーレ,0,0,*,*,サーブ,11,三宅,0,1,3122,,,,,,
1,20221120,JAぎふ,アランマーレ,0,0,*,a,レシーブ成功(優),3,木村,1,1,3122,,,,,,
2,20221120,JAぎふ,アランマーレ,0,0,*,a,アタック成功,6,宮本,1,1,3122,,,,,,
3,20221120,JAぎふ,アランマーレ,0,1,a,a,,,,1,1,3122,得点,,,,,
4,20221120,JAぎふ,アランマーレ,0,1,a,a,サーブ,2,前田,0,1,3122,,,,,,
5,20221120,JAぎふ,アランマーレ,0,1,a,*,レシーブ失敗,19,柳沼,1,1,3122,,,,,,
6,20221120,JAぎふ,アランマーレ,0,1,a,a,アタック,6,宮本,1,1,3122,,,,,,
7,20221120,JAぎふ,アランマーレ,0,1,a,a,アタック,3,木村,2,1,3122,,,,,,
8,20221120,JAぎふ,アランマーレ,0,1,a,*,アタック成功,1,高石,3,1,3122,,,,,,
9,20221120,JAぎふ,アランマーレ,1,1,*,*,,,,3,1,3122,得点,,,,,
10,20221120,JAぎふ,アランマーレ,1,1,*,*,サーブ,1,高石,0,1,3122,,,,,,
11,20221120,JAぎふ,アランマーレ,1,1,*,a,レシーブ失敗,19,有薗,1,1,3122,,,,,,
12,20221120,JAぎふ,アランマーレ,1,1,*,a,アタック,3,木村,1,1,3122,,,,,,
13,20221120,JAぎふ,アランマーレ,1,1,*,*,アタック,19,柳沼,2,1,3122,,,,,,
14,20221120,JAぎふ,アランマーレ,1,1,*,a,アタック成功,2,前田,3,1,3122,,,,,,
15,20221120,JAぎふ,アランマーレ,1,2,a,a,,,,3,1,3122,得点,,,,,
16,20221120,JAぎふ,アランマーレ,1,2,a,a,サーブ,4,菅原,0,1,3122,,,,,,
17,20221120,JAぎふ,アランマーレ,1,2,a,*,レシーブ成功(優),7,加藤,1,1,3122,,,,,,
18,20221120,JAぎふ,アランマーレ,1,2,a,*,アタック成功,2,山根,1,1,3122,,,,,,
19,20221120,JAぎふ,アランマーレ,2,2,*,*,,,,1,1,3122,得点,,,,,
20,20221120,JAぎふ,アランマーレ,2,2,*,*,サーブ,3,梅田,0,1,3122,,,,,,
21,20221120,JAぎふ,アランマーレ,2,2,*,a,レシーブ成功(優),2,前田,1,1,3122,,,,,,
22,20221120,JAぎふ,アランマーレ,2,2,*,a,アタック,6,宮本,1,1,3122,,,,,,
23,20221120,JAぎふ,アランマーレ,2,2,*,*,アタック,4,皆川,2,1,3122,,,,,,
