,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,timeout,in_player_num,in_player_name,out_player_num,out_player_name
0,20221119,GSS東京,熊本,0,0,*,*,サーブ,28,黒田,0,1,3116,,,,,,
1,20221119,GSS東京,熊本,0,0,*,a,レシーブ失敗,12,入江,1,1,3116,,,,,,
2,20221119,GSS東京,熊本,0,0,*,*,アタック成功,21,張,1,1,3116,,,,,,
3,20221119,GSS東京,熊本,1,0,*,*,,,,1,1,3116,得点,,,,,
4,20221119,GSS東京,熊本,1,0,*,*,サーブ,28,黒田,0,1,3116,,,,,,
5,20221119,GSS東京,熊本,1,0,*,a,レシーブ成功(優),12,入江,1,1,3116,,,,,,
6,20221119,GSS東京,熊本,1,0,*,a,アタック,3,川口,1,1,3116,,,,,,
7,20221119,GSS東京,熊本,1,0,*,*,アタック,6,勝見,2,1,3116,,,,,,
8,20221119,GSS東京,熊本,1,0,*,*,アタック,21,張,3,1,3116,,,,,,
9,20221119,GSS東京,熊本,1,0,*,*,アタック,14,森田,4,1,3116,,,,,,
10,20221119,GSS東京,熊本,1,0,*,a,アタック,1,新谷,5,1,3116,,,,,,
11,20221119,GSS東京,熊本,1,0,*,a,アタック成功,3,川口,6,1,3116,,,,,,
12,20221119,GSS東京,熊本,1,1,a,a,,,,6,1,3116,得点,,,,,
13,20221119,GSS東京,熊本,1,1,a,a,サーブ,4,浜崎,0,1,3116,,,,,,
14,20221119,GSS東京,熊本,1,1,a,*,レシーブ成功(優),14,森田,1,1,3116,,,,,,
15,20221119,GSS東京,熊本,1,1,a,*,アタック成功,21,張,1,1,3116,,,,,,
16,20221119,GSS東京,熊本,2,1,*,*,,,,1,1,3116,得点,,,,,
17,20221119,GSS東京,熊本,2,1,*,*,サーブ,6,勝見,0,1,3116,,,,,,
18,20221119,GSS東京,熊本,2,1,*,a,レシーブ成功(優),3,川口,1,1,3116,,,,,,
19,20221119,GSS東京,熊本,2,1,*,a,アタック成功,3,川口,1,1,3116,,,,,,
20,20221119,GSS東京,熊本,2,2,a,a,,,,1,1,3116,得点,,,,,
21,20221119,GSS東京,熊本,2,2,a,a,サーブ,1,新谷,0,1,3116,,,,,,
22,20221119,GSS東京,熊本,2,2,a,*,レシーブ失敗,14,森田,1,1,3116,,,,,,
23,20221119,GSS東京,熊本,2,2,a,*,アタック,8,野嶋,1,1,3116,,,,,,
24,20221119,GSS東京,熊本,2,2,a,a,アタック,8,大高,2,1,3116,,,,,,
25,20221119,GSS東京,熊本,2,2,a,*,アタック成功,14,森田,3,1,3116,,,,,,
26,20221119,GSS東京,熊本,3,2,*,*,,,,3,1,3116,得点,,,,,
27,20221119,GSS東京,熊本,3,2,*,*,サーブ,21,張,0,1,3116,,,,,,
28,20221119,GSS東京,熊本,3,2,*,a,レシーブ成功(良),4,浜崎,1,1,3116,,,,,,
29,20221119,GSS東京,熊本,3,2,*,a,アタック,8,大高,1,1,3116,,,,,,
30,20221119,GSS東京,熊本,3,2,*,a,アタック,12,入江,2,1,3116,,,,,,
31,20221119,GSS東京,熊本,3,2,*,*,アタック成功,8,野嶋,3,1,3116,,,,,,
32,20221119,GSS東京,熊本,4,2,*,*,,,,3,1,3116,得点,,,,,
33,20221119,GSS東京,熊本,4,2,*,*,サーブ,21,張,0,1,3116,,,,,,
34,20221119,GSS東京,熊本,4,2,*,a,レシーブ失敗,10,岡田,1,1,3116,,,,,,
35,20221119,GSS東京,熊本,4,2,*,a,アタック,3,川口,1,1,3116,,,,,,
36,20221119,GSS東京,熊本,4,2,*,a,アタック,12,入江,2,1,3116,,,,,,
37,20221119,GSS東京,熊本,4,2,*,a,アタック成功,8,大高,3,1,3116,,,,,,
38,20221119,GSS東京,熊本,4,3,a,a,,,,3,1,3116,得点,,,,,
39,20221119,GSS東京,熊本,4,3,a,a,サーブ,3,川口,0,1,3116,,,,,,
40,20221119,GSS東京,熊本,4,3,a,*,レシーブ成功(優),19,槇森,1,1,3116,,,,,,
41,20221119,GSS東京,熊本,4,3,a,*,アタック成功,14,森田,1,1,3116,,,,,,
42,20221119,GSS東京,熊本,5,3,*,*,,,,1,1,3116,得点,,,,,
43,20221119,GSS東京,熊本,5,3,*,*,サーブ,14,森田,0,1,3116,,,,,,
44,20221119,GSS東京,熊本,5,3,*,a,レシーブ成功(優),4,浜崎,1,1,3116,,,,,,
45,20221119,GSS東京,熊本,5,3,*,*,アタック,6,勝見,1,1,3116,,,,,,
46,20221119,GSS東京,熊本,5,3,*,*,アタック成功,11,菊野,2,1,3116,,,,,,
47,20221119,GSS東京,熊本,6,3,*,*,,,,2,1,3116,得点,,,,,
48,20221119,GSS東京,熊本,6,3,*,a,,,,0,1,3116,,タイムアウト,,,,
49,20221119,GSS東京,熊本,6,3,*,*,サーブ,14,森田,0,1,3116,,,,,,
50,20221119,GSS東京,熊本,6,3,*,a,レシーブ成功(良),4,浜崎,1,1,3116,,,,,,
51,20221119,GSS東京,熊本,6,3,*,a,アタック,12,入江,1,1,3116,,,,,,
52,20221119,GSS東京,熊本,6,3,*,a,アタック,8,大高,2,1,3116,,,,,,
53,20221119,GSS東京,熊本,6,3,*,*,アタック失敗,11,菊野,3,1,3116,,,,,,
54,20221119,GSS東京,熊本,6,4,a,a,,,,3,1,3116,得点,,,,,
55,20221119,GSS東京,熊本,6,4,a,a,サーブ,12,入江,0,1,3116,,,,,,
56,20221119,GSS東京,熊本,6,4,a,*,レシーブ成功(優),19,槇森,1,1,3116,,,,,,
57,20221119,GSS東京,熊本,6,4,a,*,アタック成功,11,菊野,1,1,3116,,,,,,
58,20221119,GSS東京,熊本,7,4,*,*,,,,1,1,3116,得点,,,,,
59,20221119,GSS東京,熊本,7,4,*,*,サーブ,8,野嶋,0,1,3116,,,,,,
60,20221119,GSS東京,熊本,7,4,*,a,レシーブ失敗,10,岡田,1,1,3116,,,,,,
61,20221119,GSS東京,熊本,7,4,*,a,アタック,4,浜崎,1,1,3116,,,,,,
62,20221119,GSS東京,熊本,7,4,*,*,アタック成功,8,野嶋,2,1,3116,,,,,,
63,20221119,GSS東京,熊本,8,4,*,*,,,,2,1,3116,得点,,,,,
64,20221119,GSS東京,熊本,8,4,*,*,サーブ,8,野嶋,0,1,3116,,,,,,
65,20221119,GSS東京,熊本,8,4,*,a,レシーブ成功(優),3,川口,1,1,3116,,,,,,
66,20221119,GSS東京,熊本,8,4,*,a,アタック成功,4,浜崎,1,1,3116,,,,,,
67,20221119,GSS東京,熊本,8,5,a,a,,,,1,1,3116,得点,,,,,
68,20221119,GSS東京,熊本,8,5,a,a,サーブ,8,大高,0,1,3116,,,,,,
69,20221119,GSS東京,熊本,8,5,a,*,レシーブ成功(優),8,野嶋,1,1,3116,,,,,,
70,20221119,GSS東京,熊本,8,5,a,*,アタック,11,菊野,1,1,3116,,,,,,
71,20221119,GSS東京,熊本,8,5,a,a,アタック,1,新谷,2,1,3116,,,,,,
72,20221119,GSS東京,熊本,8,5,a,*,アタック成功,6,勝見,3,1,3116,,,,,,
73,20221119,GSS東京,熊本,9,5,*,*,,,,3,1,3116,得点,,,,,
74,20221119,GSS東京,熊本,9,5,*,*,サーブ,11,菊野,0,1,3116,,,,,,
75,20221119,GSS東京,熊本,9,5,*,a,レシーブ成功(優),12,入江,1,1,3116,,,,,,
76,20221119,GSS東京,熊本,9,5,*,a,アタック成功,4,浜崎,1,1,3116,,,,,,
77,20221119,GSS東京,熊本,9,6,a,a,,,,1,1,3116,得点,,,,,
78,20221119,GSS東京,熊本,9,6,a,a,サーブ,6,向井,0,1,3116,,,,,,
79,20221119,GSS東京,熊本,9,6,a,*,レシーブ失敗,14,森田,1,1,3116,,,,,,
80,20221119,GSS東京,熊本,9,6,a,*,アタック,6,勝見,1,1,3116,,,,,,
81,20221119,GSS東京,熊本,9,6,a,*,アタック,21,張,2,1,3116,,,,,,
82,20221119,GSS東京,熊本,9,6,a,a,アタック,1,新谷,3,1,3116,,,,,,
83,20221119,GSS東京,熊本,9,6,a,a,アタック成功,3,川口,4,1,3116,,,,,,
84,20221119,GSS東京,熊本,9,7,a,a,,,,4,1,3116,得点,,,,,
85,20221119,GSS東京,熊本,9,7,a,a,サーブ,6,向井,0,1,3116,,,,,,
86,20221119,GSS東京,熊本,9,7,a,*,レシーブ失敗,14,森田,1,1,3116,,,,,,
87,20221119,GSS東京,熊本,9,7,a,a,アタック,4,浜崎,1,1,3116,,,,,,
88,20221119,GSS東京,熊本,9,7,a,a,アタック成功,3,川口,2,1,3116,,,,,,
89,20221119,GSS東京,熊本,9,8,a,a,,,,2,1,3116,得点,,,,,
90,20221119,GSS東京,熊本,9,8,a,a,サーブ,6,向井,0,1,3116,,,,,,
91,20221119,GSS東京,熊本,9,8,a,*,レシーブ成功(優),14,森田,1,1,3116,,,,,,
92,20221119,GSS東京,熊本,9,8,a,*,アタック成功,6,勝見,1,1,3116,,,,,,
93,20221119,GSS東京,熊本,10,8,*,*,,,,1,1,3116,得点,,,,,
94,20221119,GSS東京,熊本,10,8,*,*,サーブ,28,黒田,0,1,3116,,,,,,
95,20221119,GSS東京,熊本,10,8,*,a,レシーブ失敗,3,川口,1,1,3116,,,,,,
96,20221119,GSS東京,熊本,10,8,*,*,アタック,14,森田,1,1,3116,,,,,,
97,20221119,GSS東京,熊本,10,8,*,*,アタック成功,14,森田,2,1,3116,,,,,,
98,20221119,GSS東京,熊本,11,8,*,*,,,,2,1,3116,得点,,,,,
99,20221119,GSS東京,熊本,11,8,*,*,サーブ,28,黒田,0,1,3116,,,,,,
100,20221119,GSS東京,熊本,11,8,*,a,レシーブ成功(優),12,入江,1,1,3116,,,,,,
101,20221119,GSS東京,熊本,11,8,*,a,アタック,4,浜崎,1,1,3116,,,,,,
102,20221119,GSS東京,熊本,11,8,*,*,ブロック成功,6,勝見,2,1,3116,,,,,,
103,20221119,GSS東京,熊本,12,8,*,*,,,,2,1,3116,得点,,,,,
104,20221119,GSS東京,熊本,12,8,*,*,,,,0,1,3116,,,,,,
105,20221119,GSS東京,熊本,12,8,*,*,サーブ,28,黒田,0,1,3116,,,,,,
106,20221119,GSS東京,熊本,12,8,*,a,レシーブ失敗,3,川口,1,1,3116,,,,,,
107,20221119,GSS東京,熊本,12,8,*,*,その他ミス,21,張,1,1,3116,,,,,,
108,20221119,GSS東京,熊本,12,9,a,a,,,,1,1,3116,得点,,,,,
109,20221119,GSS東京,熊本,12,9,a,a,サーブミス,4,浜崎,0,1,3116,,,,,,
110,20221119,GSS東京,熊本,13,9,*,*,,,,0,1,3116,得点,,,,,
111,20221119,GSS東京,熊本,13,9,*,*,サーブ,6,勝見,0,1,3116,,,,,,
112,20221119,GSS東京,熊本,13,9,*,a,レシーブ成功(優),3,川口,1,1,3116,,,,,,
113,20221119,GSS東京,熊本,13,9,*,a,アタック,1,新谷,1,1,3116,,,,,,
114,20221119,GSS東京,熊本,13,9,*,a,アタック成功,3,川口,2,1,3116,,,,,,
115,20221119,GSS東京,熊本,13,10,a,a,,,,2,1,3116,得点,,,,,
116,20221119,GSS東京,熊本,13,10,a,a,サーブ,1,新谷,0,1,3116,,,,,,
117,20221119,GSS東京,熊本,13,10,a,*,レシーブ成功(優),14,森田,1,1,3116,,,,,,
118,20221119,GSS東京,熊本,13,10,a,*,アタック,8,野嶋,1,1,3116,,,,,,
119,20221119,GSS東京,熊本,13,10,a,a,アタック,12,入江,2,1,3116,,,,,,
120,20221119,GSS東京,熊本,13,10,a,a,アタック成功,8,大高,3,1,3116,,,,,,
121,20221119,GSS東京,熊本,13,11,a,a,,,,3,1,3116,得点,,,,,
122,20221119,GSS東京,熊本,13,11,a,a,サーブ,1,新谷,0,1,3116,,,,,,
123,20221119,GSS東京,熊本,13,11,a,*,レシーブ成功(優),6,勝見,1,1,3116,,,,,,
124,20221119,GSS東京,熊本,13,11,a,*,アタック失敗,21,張,1,1,3116,,,,,,
125,20221119,GSS東京,熊本,13,12,a,a,,,,1,1,3116,得点,,,,,
126,20221119,GSS東京,熊本,13,12,a,a,サーブ,1,新谷,0,1,3116,,,,,,
127,20221119,GSS東京,熊本,13,12,a,*,レシーブ失敗,14,森田,1,1,3116,,,,,,
128,20221119,GSS東京,熊本,13,12,a,*,アタック,8,野嶋,1,1,3116,,,,,,
129,20221119,GSS東京,熊本,13,12,a,a,アタック成功,3,川口,2,1,3116,,,,,,
130,20221119,GSS東京,熊本,13,13,a,a,,,,2,1,3116,得点,,,,,
131,20221119,GSS東京,熊本,13,13,a,a,サーブ,1,新谷,0,1,3116,,,,,,
132,20221119,GSS東京,熊本,13,13,a,*,レシーブ成功(優),6,勝見,1,1,3116,,,,,,
133,20221119,GSS東京,熊本,13,13,a,*,アタック成功,21,張,1,1,3116,,,,,,
134,20221119,GSS東京,熊本,14,13,*,*,,,,1,1,3116,得点,,,,,
135,20221119,GSS東京,熊本,14,13,*,*,,,,0,1,3116,,,IN:15,伊藤,OUT:21,張
136,20221119,GSS東京,熊本,14,13,*,*,サーブ,15,伊藤,0,1,3116,,,,,,
137,20221119,GSS東京,熊本,14,13,*,a,レシーブ成功(優),10,岡田,1,1,3116,,,,,,
138,20221119,GSS東京,熊本,14,13,*,a,アタック,3,川口,1,1,3116,,,,,,
139,20221119,GSS東京,熊本,14,13,*,a,アタック,12,入江,2,1,3116,,,,,,
140,20221119,GSS東京,熊本,14,13,*,*,アタック,8,野嶋,3,1,3116,,,,,,
141,20221119,GSS東京,熊本,14,13,*,a,アタック成功,12,入江,4,1,3116,,,,,,
142,20221119,GSS東京,熊本,14,14,a,a,,,,4,1,3116,得点,,,,,
143,20221119,GSS東京,熊本,14,14,a,a,,,,0,1,3116,,,IN:7,萩原,OUT:6,向井
144,20221119,GSS東京,熊本,14,14,a,a,,,,0,1,3116,,,IN:17,川上,OUT:3,川口
145,20221119,GSS東京,熊本,14,14,a,a,サーブ,17,川上,0,1,3116,,,,,,
146,20221119,GSS東京,熊本,14,14,a,*,レシーブ失敗,15,伊藤,1,1,3116,,,,,,
147,20221119,GSS東京,熊本,14,14,a,*,アタック成功,8,野嶋,1,1,3116,,,,,,
148,20221119,GSS東京,熊本,15,14,*,*,,,,1,1,3116,得点,,,,,
149,20221119,GSS東京,熊本,15,14,*,*,サーブ,14,森田,0,1,3116,,,,,,
150,20221119,GSS東京,熊本,15,14,*,a,レシーブ成功(優),12,入江,1,1,3116,,,,,,
151,20221119,GSS東京,熊本,15,14,*,a,アタック,8,大高,1,1,3116,,,,,,
152,20221119,GSS東京,熊本,15,14,*,*,アタック成功,8,野嶋,2,1,3116,,,,,,
153,20221119,GSS東京,熊本,16,14,*,*,,,,2,1,3116,得点,,,,,
154,20221119,GSS東京,熊本,16,14,*,a,,,,0,1,3116,,,IN:3,川口,OUT:17,川上
155,20221119,GSS東京,熊本,16,14,*,a,,,,0,1,3116,,,IN:6,向井,OUT:7,萩原
156,20221119,GSS東京,熊本,16,14,*,*,サーブ,14,森田,0,1,3116,,,,,,
157,20221119,GSS東京,熊本,16,14,*,a,レシーブ成功(優),10,岡田,1,1,3116,,,,,,
158,20221119,GSS東京,熊本,16,14,*,a,アタック成功,12,入江,1,1,3116,,,,,,
159,20221119,GSS東京,熊本,16,15,a,a,,,,1,1,3116,得点,,,,,
160,20221119,GSS東京,熊本,16,15,a,a,サーブ,12,入江,0,1,3116,,,,,,
161,20221119,GSS東京,熊本,16,15,a,*,レシーブ成功(良),15,伊藤,1,1,3116,,,,,,
162,20221119,GSS東京,熊本,16,15,a,a,アタック,8,大高,1,1,3116,,,,,,
163,20221119,GSS東京,熊本,16,15,a,*,アタック,11,菊野,2,1,3116,,,,,,
164,20221119,GSS東京,熊本,16,15,a,a,ブロック成功,4,浜崎,3,1,3116,,,,,,
165,20221119,GSS東京,熊本,16,16,a,a,,,,3,1,3116,得点,,,,,
166,20221119,GSS東京,熊本,16,16,a,a,サーブ,12,入江,0,1,3116,,,,,,
167,20221119,GSS東京,熊本,16,16,a,*,レシーブ成功(優),15,伊藤,1,1,3116,,,,,,
168,20221119,GSS東京,熊本,16,16,a,*,アタック,8,野嶋,1,1,3116,,,,,,
169,20221119,GSS東京,熊本,16,16,a,*,アタック,8,野嶋,2,1,3116,,,,,,
170,20221119,GSS東京,熊本,16,16,a,a,アタック,4,浜崎,3,1,3116,,,,,,
171,20221119,GSS東京,熊本,16,16,a,*,アタック,8,野嶋,4,1,3116,,,,,,
172,20221119,GSS東京,熊本,16,16,a,a,アタック,4,浜崎,5,1,3116,,,,,,
173,20221119,GSS東京,熊本,16,16,a,*,アタック,8,野嶋,6,1,3116,,,,,,
174,20221119,GSS東京,熊本,16,16,a,a,アタック,4,浜崎,7,1,3116,,,,,,
175,20221119,GSS東京,熊本,16,16,a,*,アタック,11,菊野,8,1,3116,,,,,,
176,20221119,GSS東京,熊本,16,16,a,a,アタック,12,入江,9,1,3116,,,,,,
177,20221119,GSS東京,熊本,16,16,a,*,アタック失敗,8,野嶋,10,1,3116,,,,,,
178,20221119,GSS東京,熊本,16,17,a,a,,,,10,1,3116,得点,,,,,
