Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
長野GaRons,0,0,23,17,20,,,60,96,39,11,40.6,13.00,22,6,5,27.3,4,1.33,62,1,9,13,3.2,60,31.0,16.0,65.0,4.0,16,アイシンティルマーレ,3,3,25,25,25,,,75,89,45,4,50.6,15.00,19,6,4,31.6,3,1.00,73,3,10,11,4.5,52,28.0,10.0,63.5,2.0,24
アイシンティルマーレ,3,3,25,25,25,,,75,89,45,4,50.6,15.00,19,6,4,31.6,3,1.00,73,3,10,11,4.5,52,28.0,10.0,63.5,2.0,24,長野GaRons,0,0,23,17,20,,,60,96,39,11,40.6,13.00,22,6,5,27.3,4,1.33,62,1,9,13,3.2,60,31.0,16.0,65.0,4.0,16
トヨタモビリティ東京スパークル,3,3,25,25,25,,,75,71,35,7,49.3,11.67,10,4,3,40.0,9,3.00,74,5,9,13,8.1,47,32.0,9.0,77.7,1.0,26,近畿クラブスフィーダ,0,0,14,22,20,,,56,80,33,14,41.2,11.00,10,3,3,30.0,6,2.00,57,0,10,6,-1.8,64,30.0,17.0,60.2,2.0,17
近畿クラブスフィーダ,0,0,14,22,20,,,56,80,33,14,41.2,11.00,10,3,3,30.0,6,2.00,57,0,10,6,-1.8,64,30.0,17.0,60.2,2.0,17,トヨタモビリティ東京スパークル,3,3,25,25,25,,,75,71,35,7,49.3,11.67,10,4,3,40.0,9,3.00,74,5,9,13,8.1,47,32.0,9.0,77.7,1.0,26
長野GaRons,3,3,25,25,25,,,75,89,45,9,50.6,15.00,21,10,3,47.6,11,3.67,73,3,4,21,9.9,52,24.0,11.0,56.7,1.0,16,近畿クラブスフィーダ,0,0,15,21,20,,,56,86,32,7,37.2,10.67,14,4,1,28.6,9,3.00,58,1,5,17,6.9,68,28.0,17.0,53.7,4.0,14
近畿クラブスフィーダ,0,0,15,21,20,,,56,86,32,7,37.2,10.67,14,4,1,28.6,9,3.00,58,1,5,17,6.9,68,28.0,17.0,53.7,4.0,14,長野GaRons,3,3,25,25,25,,,75,89,45,9,50.6,15.00,21,10,3,47.6,11,3.67,73,3,4,21,9.9,52,24.0,11.0,56.7,1.0,16
トヨタモビリティ東京スパークル,1,0,23,25,19,20,,87,120,55,10,45.8,13.75,19,8,3,42.1,8,2.00,88,1,12,14,1.7,80,42.0,15.0,61.9,2.0,23,アイシンティルマーレ,3,3,25,22,25,25,,97,117,59,7,50.4,14.75,24,14,3,58.3,11,2.75,96,3,15,22,4.9,76,29.0,32.0,59.2,1.0,24
アイシンティルマーレ,3,3,25,22,25,25,,97,117,59,7,50.4,14.75,24,14,3,58.3,11,2.75,96,3,15,22,4.9,76,29.0,32.0,59.2,1.0,24,トヨタモビリティ東京スパークル,1,0,23,25,19,20,,87,120,55,10,45.8,13.75,19,8,3,42.1,8,2.00,88,1,12,14,1.7,80,42.0,15.0,61.9,2.0,23
近畿クラブスフィーダ,0,0,21,17,20,,,58,97,27,8,27.8,9.00,9,2,0,22.2,6,2.00,60,3,8,16,8.3,60,24.0,15.0,52.5,2.0,22,アイシンティルマーレ,3,3,25,25,25,,,75,99,42,7,42.4,14.00,25,9,4,36.0,9,3.00,73,6,10,18,11.0,52,26.0,7.0,56.7,5.0,18
アイシンティルマーレ,3,3,25,25,25,,,75,99,42,7,42.4,14.00,25,9,4,36.0,9,3.00,73,6,10,18,11.0,52,26.0,7.0,56.7,5.0,18,近畿クラブスフィーダ,0,0,21,17,20,,,58,97,27,8,27.8,9.00,9,2,0,22.2,6,2.00,60,3,8,16,8.3,60,24.0,15.0,52.5,2.0,22
長野GaRons,3,3,25,25,25,,,75,79,38,9,48.1,12.67,16,7,5,43.8,11,3.67,74,4,7,38,15.9,44,15.0,5.0,39.8,3.0,22,トヨタモビリティ東京スパークル,0,0,20,14,15,,,49,80,29,8,36.2,9.67,5,2,2,40.0,1,0.33,50,0,6,26,10.0,64,23.0,2.0,37.5,8.0,19
トヨタモビリティ東京スパークル,0,0,20,14,15,,,49,80,29,8,36.2,9.67,5,2,2,40.0,1,0.33,50,0,6,26,10.0,64,23.0,2.0,37.5,8.0,19,長野GaRons,3,3,25,25,25,,,75,79,38,9,48.1,12.67,16,7,5,43.8,11,3.67,74,4,7,38,15.9,44,15.0,5.0,39.8,3.0,22
近畿クラブスフィーダ,3,3,25,25,25,,,75,76,40,4,52.6,13.33,10,2,2,20.0,17,5.67,73,3,10,16,6.2,45,17.0,16.0,55.6,4.0,15,トヨタモビリティ東京スパークル,0,0,14,16,20,,,50,93,28,7,30.1,9.33,15,8,0,53.3,3,1.00,52,1,6,12,4.8,61,28.0,16.0,59.0,2.0,18
トヨタモビリティ東京スパークル,0,0,14,16,20,,,50,93,28,7,30.1,9.33,15,8,0,53.3,3,1.00,52,1,6,12,4.8,61,28.0,16.0,59.0,2.0,18,近畿クラブスフィーダ,3,3,25,25,25,,,75,76,40,4,52.6,13.33,10,2,2,20.0,17,5.67,73,3,10,16,6.2,45,17.0,16.0,55.6,4.0,15
長野GaRons,0,0,20,20,26,,,66,85,27,10,31.8,9.00,13,5,3,38.5,11,3.67,68,7,7,15,13.2,60,25.0,16.0,55.0,4.0,21,アイシンティルマーレ,3,3,25,25,28,,,78,98,40,7,40.8,13.33,20,12,2,60.0,13,4.33,76,4,13,18,6.9,60,24.0,15.0,52.5,1.0,21
