Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,TotalSet
東京ヴェルディ,0,0,24,18,18,,,60.0,86.0,28.0,9.0,32.6,9.33,13.0,5.0,1.0,38.5,6.0,2.0,62.0,1.0,12.0,4.0,-1.6,57.0,16.0,24.0,49.1,3.0,25,千葉ZELVA,3,3,26,25,25,,,76.0,88,36,7,40.9,12.00,9,4,1,44.4,8,2.67,73,8,11,14,12.0,50,33.0,12.0,78.0,7.0,24,783,2022-11-26,東京都,日野市市民の森ふれあいホール,186.0,16:00,17:21,1:21,阿部広太郎,金廣祐介,江藤幸恵,中嶋幹朗,3
千葉ZELVA,3,3,26,25,25,,,76.0,88.0,36.0,7.0,40.9,12.0,9.0,4.0,1.0,44.4,8.0,2.67,73.0,8.0,11.0,14.0,12.0,50.0,33.0,12.0,78.0,7.0,24,東京ヴェルディ,0,0,24,18,18,,,60.0,86,28,9,32.6,9.33,13,5,1,38.5,6,2.00,62,1,12,4,-1.6,57,16.0,24.0,49.1,3.0,25,783,2022-11-26,東京都,日野市市民の森ふれあいホール,186.0,16:00,17:21,1:21,阿部広太郎,金廣祐介,江藤幸恵,中嶋幹朗,3
警視庁フォートファイターズ,3,3,25,34,25,,,84.0,74.0,42.0,5.0,56.8,14.0,12.0,7.0,2.0,58.3,8.0,2.67,82.0,7.0,14.0,28.0,12.8,56.0,27.0,14.0,60.7,5.0,27,長野GaRons,0,0,20,32,18,,,70.0,77,40,8,51.9,13.33,29,18,3,62.1,5,1.67,72,1,15,15,1.4,65,14.0,19.0,36.2,4.0,24,786,2022-11-27,東京都,日野市市民の森ふれあいホール,107.0,11:00,12:22,1:22,田中昭彦,虎澤吉剛,渡辺千恵,高澤利恵,3
長野GaRons,0,0,20,32,18,,,70.0,77.0,40.0,8.0,51.9,13.33,29.0,18.0,3.0,62.1,5.0,1.67,72.0,1.0,15.0,15.0,1.4,65.0,14.0,19.0,36.2,4.0,24,警視庁フォートファイターズ,3,3,25,34,25,,,84.0,74,42,5,56.8,14.00,12,7,2,58.3,8,2.67,82,7,14,28,12.8,56,27.0,14.0,60.7,5.0,27,786,2022-11-27,東京都,日野市市民の森ふれあいホール,107.0,11:00,12:22,1:22,田中昭彦,虎澤吉剛,渡辺千恵,高澤利恵,3
奈良ドリーマーズ,3,3,25,25,25,,,75.0,92.0,42.0,12.0,45.7,14.0,10.0,3.0,1.0,30.0,8.0,2.67,73.0,4.0,14.0,15.0,5.8,53.0,26.0,16.0,64.2,2.0,21,千葉ZELVA,0,0,21,20,23,,,64.0,75,28,5,37.3,9.33,10,2,2,20.0,7,2.33,66,1,12,11,1.1,59,21.0,19.0,51.7,4.0,28,787,2022-11-27,東京都,日野市市民の森ふれあいホール,136.0,13:10,14:30,1:20,阿部広太郎,金廣祐介,森山真理子,中嶋幹朗,3
千葉ZELVA,0,0,21,20,23,,,64.0,75.0,28.0,5.0,37.3,9.33,10.0,2.0,2.0,20.0,7.0,2.33,66.0,1.0,12.0,11.0,1.1,59.0,21.0,19.0,51.7,4.0,28,奈良ドリーマーズ,3,3,25,25,25,,,75.0,92,42,12,45.7,14.00,10,3,1,30.0,8,2.67,73,4,14,15,5.8,53,26.0,16.0,64.2,2.0,21,787,2022-11-27,東京都,日野市市民の森ふれあいホール,136.0,13:10,14:30,1:20,阿部広太郎,金廣祐介,森山真理子,中嶋幹朗,3
東京ヴェルディ,3,2,25,24,20,25,15,109.0,153.0,72.0,13.0,47.1,14.4,21.0,10.0,2.0,47.6,12.0,2.4,108.0,5.0,9.0,27.0,8.8,98.0,28.0,43.0,50.5,4.0,20,トヨタモビリティ東京スパークル,2,1,21,26,25,22,13,107.0,156,67,11,42.9,13.40,18,6,3,33.3,11,2.20,108,3,8,25,6.7,96,29.0,38.0,50.0,1.0,26,788,2022-11-27,東京都,日野市市民の森ふれあいホール,152.0,15:20,17:24,2:04,田中昭彦,楓淳一郎,江藤幸恵,高澤佳江,5
トヨタモビリティ東京スパークル,2,1,21,26,25,22,13,107.0,156.0,67.0,11.0,42.9,13.4,18.0,6.0,3.0,33.3,11.0,2.2,108.0,3.0,8.0,25.0,6.7,96.0,29.0,38.0,50.0,1.0,26,東京ヴェルディ,3,2,25,24,20,25,15,109.0,153,72,13,47.1,14.40,21,10,2,47.6,12,2.40,108,5,9,27,8.8,98,28.0,43.0,50.5,4.0,20,788,2022-11-27,東京都,日野市市民の森ふれあいホール,152.0,15:20,17:24,2:04,田中昭彦,楓淳一郎,江藤幸恵,高澤佳江,5
トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,67.0,38.0,3.0,56.7,12.67,4.0,2.0,1.0,50.0,15.0,5.0,74.0,3.0,7.0,21.0,8.8,38.0,19.0,11.0,64.5,3.0,19,福岡ウイニングスピリッツ,0,0,14,14,18,,,46.0,90,30,9,33.3,10.00,10,4,2,40.0,0,0.00,47,3,7,7,6.4,66,17.0,26.0,45.5,3.0,13,784,2022-11-26,愛知県,三好公園総合体育館,101.0,13:00,14:03,1:03,廣田修二,神戸亮二,竹川美穂,屋宜優奈,3
福岡ウイニングスピリッツ,0,0,14,14,18,,,46.0,90.0,30.0,9.0,33.3,10.0,10.0,4.0,2.0,40.0,0.0,0.0,47.0,3.0,7.0,7.0,6.4,66.0,17.0,26.0,45.5,3.0,13,トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,67,38,3,56.7,12.67,4,2,1,50.0,15,5.00,74,3,7,21,8.8,38,19.0,11.0,64.5,3.0,19,784,2022-11-26,愛知県,三好公園総合体育館,101.0,13:00,14:03,1:03,廣田修二,神戸亮二,竹川美穂,屋宜優奈,3
クボタスピアーズ,3,3,25,25,25,,,75.0,80.0,46.0,8.0,57.5,15.33,12.0,7.0,2.0,58.3,9.0,3.0,73.0,3.0,6.0,19.0,8.6,56.0,31.0,15.0,68.8,3.0,17,近畿クラブスフィーダ,0,0,19,21,19,,,59.0,97,41,10,42.3,13.67,9,4,2,44.4,1,0.33,61,0,5,10,2.0,66,30.0,15.0,56.8,2.0,17,785,2022-11-26,愛知県,三好公園総合体育館,65.0,15:00,16:10,1:10,廣田修二,岡谷仁,沢田久美子,松本冴香,3
近畿クラブスフィーダ,0,0,19,21,19,,,59.0,97.0,41.0,10.0,42.3,13.67,9.0,4.0,2.0,44.4,1.0,0.33,61.0,0.0,5.0,10.0,2.0,66.0,30.0,15.0,56.8,2.0,17,クボタスピアーズ,3,3,25,25,25,,,75.0,80,46,8,57.5,15.33,12,7,2,58.3,9,3.00,73,3,6,19,8.6,56,31.0,15.0,68.8,3.0,17,785,2022-11-26,愛知県,三好公園総合体育館,65.0,15:00,16:10,1:10,廣田修二,岡谷仁,沢田久美子,松本冴香,3
トヨタ自動車サンホークス,0,0,22,24,25,,,71.0,95.0,41.0,4.0,43.2,13.67,5.0,2.0,1.0,40.0,8.0,2.67,73.0,2.0,5.0,14.0,5.8,64.0,32.0,15.0,61.7,4.0,20,クボタスピアーズ,3,3,25,26,27,,,78.0,116,54,8,46.6,18.00,13,7,2,53.8,7,2.33,76,4,9,16,7.6,67,41.0,11.0,69.4,3.0,13,789,2022-11-27,愛知県,三好公園総合体育館,124.0,11:00,12:17,1:17,廣田修二,神戸亮二,竹川美穂,戸倉勇人,3
クボタスピアーズ,3,3,25,26,27,,,78.0,116.0,54.0,8.0,46.6,18.0,13.0,7.0,2.0,53.8,7.0,2.33,76.0,4.0,9.0,16.0,7.6,67.0,41.0,11.0,69.4,3.0,13,トヨタ自動車サンホークス,0,0,22,24,25,,,71.0,95,41,4,43.2,13.67,5,2,1,40.0,8,2.67,73,2,5,14,5.8,64,32.0,15.0,61.7,4.0,20,789,2022-11-27,愛知県,三好公園総合体育館,124.0,11:00,12:17,1:17,廣田修二,神戸亮二,竹川美穂,戸倉勇人,3
近畿クラブスフィーダ,3,3,25,25,25,25,,100.0,123.0,64.0,8.0,52.0,16.0,10.0,7.0,0.0,70.0,8.0,2.0,99.0,5.0,10.0,31.0,10.4,73.0,32.0,22.0,58.9,4.0,23,福岡ウイニングスピリッツ,1,0,17,27,22,14,,80.0,132,51,11,38.6,12.75,17,9,4,52.9,4,1.00,81,3,8,16,6.2,86,34.0,19.0,50.6,4.0,22,790,2022-11-27,愛知県,三好公園総合体育館,52.0,13:05,14:41,1:36,廣田修二,岡谷仁,沢田久美子,平野賢人,4
福岡ウイニングスピリッツ,1,0,17,27,22,14,,80.0,132.0,51.0,11.0,38.6,12.75,17.0,9.0,4.0,52.9,4.0,1.0,81.0,3.0,8.0,16.0,6.2,86.0,34.0,19.0,50.6,4.0,22,近畿クラブスフィーダ,3,3,25,25,25,25,,100.0,123,64,8,52.0,16.00,10,7,0,70.0,8,2.00,99,5,10,31,10.4,73,32.0,22.0,58.9,4.0,23,790,2022-11-27,愛知県,三好公園総合体育館,52.0,13:05,14:41,1:36,廣田修二,岡谷仁,沢田久美子,平野賢人,4
警視庁フォートファイターズ,3,3,25,25,25,,,75.0,79.0,39.0,5.0,49.4,13.0,16.0,7.0,1.0,43.8,7.0,2.33,73.0,1.0,11.0,20.0,4.5,49.0,29.0,11.0,70.4,6.0,28,千葉ZELVA,0,0,23,20,22,,,65.0,81,33,9,40.7,11.00,22,10,3,45.5,9,3.00,67,1,17,9,-1.5,62,22.0,19.0,50.8,2.0,22,791,2022-12-03,東京都,板橋区立上板橋体育館,0.0,13:00,14:15,1:15,小林朝実,大井悠矢,加藤飛翔,橋本正太郎,3
千葉ZELVA,0,0,23,20,22,,,65.0,81.0,33.0,9.0,40.7,11.0,22.0,10.0,3.0,45.5,9.0,3.0,67.0,1.0,17.0,9.0,-1.5,62.0,22.0,19.0,50.8,2.0,22,警視庁フォートファイターズ,3,3,25,25,25,,,75.0,79,39,5,49.4,13.00,16,7,1,43.8,7,2.33,73,1,11,20,4.5,49,29.0,11.0,70.4,6.0,28,791,2022-12-03,東京都,板橋区立上板橋体育館,0.0,13:00,14:15,1:15,小林朝実,大井悠矢,加藤飛翔,橋本正太郎,3
トヨタモビリティ東京スパークル,3,3,26,25,17,25,,93.0,149.0,58.0,14.0,38.9,14.5,22.0,7.0,5.0,31.8,10.0,2.5,92.0,4.0,7.0,27.0,9.8,77.0,42.0,21.0,68.2,3.0,21,東京ヴェルディ,1,0,24,19,25,18,,86.0,133,51,9,38.3,12.75,17,3,4,17.6,10,2.50,87,1,10,13,2.0,83,36.0,18.0,54.2,2.0,24,792,2022-12-03,東京都,板橋区立上板橋体育館,0.0,15:00,16:43,1:43,小林朝実,明石直樹,渡辺千恵,塚本健二,4
東京ヴェルディ,1,0,24,19,25,18,,86.0,133.0,51.0,9.0,38.3,12.75,17.0,3.0,4.0,17.6,10.0,2.5,87.0,1.0,10.0,13.0,2.0,83.0,36.0,18.0,54.2,2.0,24,トヨタモビリティ東京スパークル,3,3,26,25,17,25,,93.0,149,58,14,38.9,14.50,22,7,5,31.8,10,2.50,92,4,7,27,9.8,77,42.0,21.0,68.2,3.0,21,792,2022-12-03,東京都,板橋区立上板橋体育館,0.0,15:00,16:43,1:43,小林朝実,明石直樹,渡辺千恵,塚本健二,4
警視庁フォートファイターズ,3,3,26,17,27,25,,95.0,117.0,65.0,8.0,55.6,16.25,21.0,10.0,2.0,47.6,9.0,2.25,94.0,4.0,15.0,33.0,9.0,82.0,36.0,27.0,60.4,6.0,17,東京ヴェルディ,1,0,24,25,25,15,,89.0,111,48,9,43.2,12.00,16,8,2,50.0,7,1.75,90,5,6,16,8.3,78,24.0,18.0,42.3,2.0,29,796,2022-12-04,東京都,板橋区立上板橋体育館,0.0,12:00,13:43,1:43,小林朝実,明石直樹,加藤飛翔,向野行信,4
東京ヴェルディ,1,0,24,25,25,15,,89.0,111.0,48.0,9.0,43.2,12.0,16.0,8.0,2.0,50.0,7.0,1.75,90.0,5.0,6.0,16.0,8.3,78.0,24.0,18.0,42.3,2.0,29,警視庁フォートファイターズ,3,3,26,17,27,25,,95.0,117,65,8,55.6,16.25,21,10,2,47.6,9,2.25,94,4,15,33,9.0,82,36.0,27.0,60.4,6.0,17,796,2022-12-04,東京都,板橋区立上板橋体育館,0.0,12:00,13:43,1:43,小林朝実,明石直樹,加藤飛翔,向野行信,4
トヨタモビリティ東京スパークル,3,3,27,25,25,,,77.0,102.0,48.0,7.0,47.1,16.0,12.0,4.0,3.0,33.3,6.0,2.0,75.0,5.0,7.0,21.0,11.3,60.0,27.0,19.0,60.8,4.0,18,千葉ZELVA,0,0,25,23,23,,,71.0,97,47,4,48.5,15.67,9,4,1,44.4,6,2.00,73,0,13,14,0.3,67,27.0,15.0,51.5,1.0,18,797,2022-12-04,東京都,板橋区立上板橋体育館,0.0,14:30,15:46,1:16,小林朝実,大井悠矢,渡辺千恵,塚本健二,3
千葉ZELVA,0,0,25,23,23,,,71.0,97.0,47.0,4.0,48.5,15.67,9.0,4.0,1.0,44.4,6.0,2.0,73.0,0.0,13.0,14.0,0.3,67.0,27.0,15.0,51.5,1.0,18,トヨタモビリティ東京スパークル,3,3,27,25,25,,,77.0,102,48,7,47.1,16.00,12,4,3,33.3,6,2.00,75,5,7,21,11.3,60,27.0,19.0,60.8,4.0,18,797,2022-12-04,東京都,板橋区立上板橋体育館,0.0,14:30,15:46,1:16,小林朝実,大井悠矢,渡辺千恵,塚本健二,3
長野GaRons,1,0,26,23,36,17,,102.0,135.0,63.0,13.0,46.7,15.75,40.0,19.0,6.0,47.5,10.0,2.5,103.0,2.0,12.0,16.0,2.9,97.0,44.0,24.0,57.7,2.0,27,クボタスピアーズ,3,3,28,25,34,25,,112.0,134,66,12,49.3,16.50,22,11,4,50.0,13,3.25,111,6,12,25,8.3,91,46.0,27.0,65.4,3.0,27,793,2022-12-03,長野県,須坂市市民体育館,210.0,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,4
クボタスピアーズ,3,3,28,25,34,25,,112.0,134.0,66.0,12.0,49.3,16.5,22.0,11.0,4.0,50.0,13.0,3.25,111.0,6.0,12.0,25.0,8.3,91.0,46.0,27.0,65.4,3.0,27,長野GaRons,1,0,26,23,36,17,,102.0,135,63,13,46.7,15.75,40,19,6,47.5,10,2.50,103,2,12,16,2.9,97,44.0,24.0,57.7,2.0,27,793,2022-12-03,長野県,須坂市市民体育館,210.0,13:00,15:01,2:01,三見洋子,立花法真沙,北原良太,穂苅みずき,4
長野GaRons,0,0,21,25,23,,,69.0,81.0,41.0,7.0,50.6,13.67,20.0,10.0,2.0,50.0,2.0,0.67,71.0,3.0,17.0,14.0,3.2,64.0,24.0,23.0,55.5,5.0,23,クボタスピアーズ,3,3,25,27,25,,,77.0,64,36,6,56.2,12.00,14,6,3,42.9,11,3.67,75,1,10,17,3.7,53,25.0,12.0,58.5,7.0,29,798,2022-12-04,長野県,須坂市市民体育館,230.0,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,3
クボタスピアーズ,3,3,25,27,25,,,77.0,64.0,36.0,6.0,56.2,12.0,14.0,6.0,3.0,42.9,11.0,3.67,75.0,1.0,10.0,17.0,3.7,53.0,25.0,12.0,58.5,7.0,29,長野GaRons,0,0,21,25,23,,,69.0,81,41,7,50.6,13.67,20,10,2,50.0,2,0.67,71,3,17,14,3.2,64,24.0,23.0,55.5,5.0,23,798,2022-12-04,長野県,須坂市市民体育館,230.0,11:00,12:19,1:19,三見洋子,立花法真沙,北原良太,岩澤秀樹,3
トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,75.0,47.0,5.0,62.7,15.67,5.0,3.0,1.0,60.0,8.0,2.67,73.0,1.0,6.0,22.0,6.8,43.0,24.0,7.0,64.0,3.0,19,近畿クラブスフィーダ,0,0,19,12,19,,,50.0,88,29,9,33.0,9.67,4,1,1,25.0,4,1.33,52,3,8,10,6.7,67,33.0,11.0,57.5,2.0,14,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374.0,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,3
近畿クラブスフィーダ,0,0,19,12,19,,,50.0,88.0,29.0,9.0,33.0,9.67,4.0,1.0,1.0,25.0,4.0,1.33,52.0,3.0,8.0,10.0,6.7,67.0,33.0,11.0,57.5,2.0,14,トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,75,47,5,62.7,15.67,5,3,1,60.0,8,2.67,73,1,6,22,6.8,43,24.0,7.0,64.0,3.0,19,794,2022-12-03,岐阜県,OKBぎふ清流アリーナ,374.0,13:00,14:08,1:08,村上成司,成瀬修平,加藤知也,熊崎美穂子,3
トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,72.0,44.0,5.0,61.1,14.67,8.0,2.0,2.0,25.0,12.0,4.0,73.0,2.0,14.0,19.0,4.5,48.0,19.0,6.0,45.8,1.0,17,近畿クラブスフィーダ,0,0,21,17,14,,,52.0,82,28,9,34.1,9.33,10,4,2,40.0,3,1.00,54,1,5,23,10.2,59,35.0,3.0,61.9,3.0,20,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285.0,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,3
近畿クラブスフィーダ,0,0,21,17,14,,,52.0,82.0,28.0,9.0,34.1,9.33,10.0,4.0,2.0,40.0,3.0,1.0,54.0,1.0,5.0,23.0,10.2,59.0,35.0,3.0,61.9,3.0,20,トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,72,44,5,61.1,14.67,8,2,2,25.0,12,4.00,73,2,14,19,4.5,48,19.0,6.0,45.8,1.0,17,799,2022-12-04,岐阜県,OKBぎふ清流アリーナ,285.0,13:00,14:06,1:06,村上成司,成瀬修平,加藤知也,佐藤加奈,3
奈良ドリーマーズ,3,3,25,25,25,,,75.0,82.0,42.0,9.0,51.2,14.0,10.0,3.0,3.0,30.0,8.0,2.67,73.0,4.0,15.0,12.0,4.5,51.0,32.0,8.0,70.6,0.0,21,福岡ウイニングスピリッツ,0,0,23,20,16,,,59.0,72,26,9,36.1,8.67,5,2,1,40.0,6,2.00,61,3,9,9,4.9,58,31.0,11.0,62.9,3.0,24,795,2022-12-03,京都府,舞鶴文化公園体育館,306.0,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,3
福岡ウイニングスピリッツ,0,0,23,20,16,,,59.0,72.0,26.0,9.0,36.1,8.67,5.0,2.0,1.0,40.0,6.0,2.0,61.0,3.0,9.0,9.0,4.9,58.0,31.0,11.0,62.9,3.0,24,奈良ドリーマーズ,3,3,25,25,25,,,75.0,82,42,9,51.2,14.00,10,3,3,30.0,8,2.67,73,4,15,12,4.5,51,32.0,8.0,70.6,0.0,21,795,2022-12-03,京都府,舞鶴文化公園体育館,306.0,13:00,14:15,1:15,北村友香,德田幸恵,吉山弘道,槇隆道,3
奈良ドリーマーズ,3,3,25,25,26,,,76.0,83.0,42.0,4.0,50.6,14.0,12.0,6.0,1.0,50.0,7.0,2.33,75.0,4.0,8.0,17.0,8.3,56.0,41.0,7.0,79.5,0.0,23,福岡ウイニングスピリッツ,0,0,18,22,24,,,64.0,88,41,13,46.6,13.67,12,3,2,25.0,10,3.33,65,1,8,8,1.5,66,39.0,7.0,64.4,2.0,12,800,2022-12-04,京都府,舞鶴文化公園体育館,279.0,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,3
福岡ウイニングスピリッツ,0,0,18,22,24,,,64.0,88.0,41.0,13.0,46.6,13.67,12.0,3.0,2.0,25.0,10.0,3.33,65.0,1.0,8.0,8.0,1.5,66.0,39.0,7.0,64.4,2.0,12,奈良ドリーマーズ,3,3,25,25,26,,,76.0,83,42,4,50.6,14.00,12,6,1,50.0,7,2.33,75,4,8,17,8.3,56,41.0,7.0,79.5,0.0,23,800,2022-12-04,京都府,舞鶴文化公園体育館,279.0,13:00,14:14,1:14,北村友香,吉山弘道,德田幸恵,槇隆道,3
警視庁フォートファイターズ,0,0,20,17,19,,,56.0,95.0,37.0,10.0,38.9,12.33,15.0,6.0,2.0,40.0,6.0,2.0,57.0,1.0,10.0,7.0,0.4,69.0,33.0,19.0,61.6,2.0,12,クボタスピアーズ,3,3,25,25,25,,,75.0,76,40,7,52.6,13.33,15,7,3,46.7,12,4.00,74,1,4,16,5.4,46,25.0,14.0,69.6,1.0,22,801,2023-01-07,東京都,東村山市民スポーツセンター,283.0,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,3
クボタスピアーズ,3,3,25,25,25,,,75.0,76.0,40.0,7.0,52.6,13.33,15.0,7.0,3.0,46.7,12.0,4.0,74.0,1.0,4.0,16.0,5.4,46.0,25.0,14.0,69.6,1.0,22,警視庁フォートファイターズ,0,0,20,17,19,,,56.0,95,37,10,38.9,12.33,15,6,2,40.0,6,2.00,57,1,10,7,0.4,69,33.0,19.0,61.6,2.0,12,801,2023-01-07,東京都,東村山市民スポーツセンター,283.0,13:00,14:07,1:07,小林朝実,金廣祐介,中西幸治,金廣美喜夫,3
トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,90.0,44.0,7.0,48.9,14.67,8.0,4.0,2.0,50.0,9.0,3.0,74.0,2.0,10.0,15.0,4.4,45.0,25.0,9.0,65.6,3.0,20,トヨタモビリティ東京スパークル,0,0,21,16,17,,,54.0,90,27,8,30.0,9.00,18,4,1,22.2,5,1.67,55,2,10,9,3.2,63,28.0,19.0,59.5,2.0,20,802,2023-01-07,東京都,東村山市民スポーツセンター,74.0,15:00,16:04,1:04,小林朝実,虎澤吉剛,川久保敬規,金廣美喜夫,3
トヨタモビリティ東京スパークル,0,0,21,16,17,,,54.0,90.0,27.0,8.0,30.0,9.0,18.0,4.0,1.0,22.2,5.0,1.67,55.0,2.0,10.0,9.0,3.2,63.0,28.0,19.0,59.5,2.0,20,トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,90,44,7,48.9,14.67,8,4,2,50.0,9,3.00,74,2,10,15,4.4,45,25.0,9.0,65.6,3.0,20,802,2023-01-07,東京都,東村山市民スポーツセンター,74.0,15:00,16:04,1:04,小林朝実,虎澤吉剛,川久保敬規,金廣美喜夫,3
警視庁フォートファイターズ,2,1,25,25,25,28,15,118.0,152.0,76.0,14.0,50.0,15.2,37.0,15.0,8.0,40.5,12.0,2.4,118.0,5.0,16.0,35.0,8.3,101.0,66.0,15.0,72.8,6.0,25,トヨタモビリティ東京スパークル,3,2,17,18,27,30,17,109.0,151,61,10,40.4,12.20,26,11,3,42.3,10,2.00,109,2,8,18,4.1,97,40.0,20.0,51.5,7.0,36,806,2023-01-08,東京都,東村山市民スポーツセンター,228.0,12:00,14:03,2:03,小林朝実,金廣祐介,中西幸治,塚本健二,5
トヨタモビリティ東京スパークル,3,2,17,18,27,30,17,109.0,151.0,61.0,10.0,40.4,12.2,26.0,11.0,3.0,42.3,10.0,2.0,109.0,2.0,8.0,18.0,4.1,97.0,40.0,20.0,51.5,7.0,36,警視庁フォートファイターズ,2,1,25,25,25,28,15,118.0,152,76,14,50.0,15.20,37,15,8,40.5,12,2.40,118,5,16,35,8.3,101,66.0,15.0,72.8,6.0,25,806,2023-01-08,東京都,東村山市民スポーツセンター,228.0,12:00,14:03,2:03,小林朝実,金廣祐介,中西幸治,塚本健二,5
トヨタ自動車サンホークス,2,1,26,30,14,21,7,98.0,141.0,62.0,14.0,44.0,12.4,19.0,7.0,3.0,36.8,6.0,1.2,99.0,3.0,8.0,18.0,5.6,100.0,38.0,25.0,50.5,7.0,27,クボタスピアーズ,3,2,24,28,25,25,15,117.0,136,71,7,52.2,14.20,23,8,3,34.8,13,2.60,116,4,13,36,8.4,91,48.0,22.0,64.8,7.0,29,807,2023-01-08,東京都,東村山市民スポーツセンター,76.0,14:45,16:39,1:54,小林朝実,虎澤吉剛,有村公美子,塚本健二,5
クボタスピアーズ,3,2,24,28,25,25,15,117.0,136.0,71.0,7.0,52.2,14.2,23.0,8.0,3.0,34.8,13.0,2.6,116.0,4.0,13.0,36.0,8.4,91.0,48.0,22.0,64.8,7.0,29,トヨタ自動車サンホークス,2,1,26,30,14,21,7,98.0,141,62,14,44.0,12.40,19,7,3,36.8,6,1.20,99,3,8,18,5.6,100,38.0,25.0,50.5,7.0,27,807,2023-01-08,東京都,東村山市民スポーツセンター,76.0,14:45,16:39,1:54,小林朝実,虎澤吉剛,有村公美子,塚本健二,5
近畿クラブスフィーダ,3,3,25,25,25,25,,100.0,118.0,54.0,7.0,45.8,13.5,22.0,9.0,2.0,40.9,9.0,2.25,99.0,8.0,16.0,24.0,10.1,71.0,34.0,18.0,60.6,3.0,29,福岡ウイニングスピリッツ,1,0,27,15,21,22,,85.0,113,44,12,38.9,11.00,19,6,7,31.6,11,2.75,86,4,13,17,5.8,82,35.0,16.0,52.4,4.0,26,803,2023-01-07,大阪府,近畿大学記念会館,100.0,13:00,14:44,1:44,塚本健,佐伯昌昭,伊藤浩介,田中清,4
福岡ウイニングスピリッツ,1,0,27,15,21,22,,85.0,113.0,44.0,12.0,38.9,11.0,19.0,6.0,7.0,31.6,11.0,2.75,86.0,4.0,13.0,17.0,5.8,82.0,35.0,16.0,52.4,4.0,26,近畿クラブスフィーダ,3,3,25,25,25,25,,100.0,118,54,7,45.8,13.50,22,9,2,40.9,9,2.25,99,8,16,24,10.1,71,34.0,18.0,60.6,3.0,29,803,2023-01-07,大阪府,近畿大学記念会館,100.0,13:00,14:44,1:44,塚本健,佐伯昌昭,伊藤浩介,田中清,4
東京ヴェルディ,3,3,26,27,25,26,,104.0,129.0,53.0,10.0,41.1,13.25,23.0,11.0,5.0,47.8,17.0,4.25,103.0,4.0,11.0,27.0,7.8,88.0,34.0,16.0,47.7,2.0,30,千葉ZELVA,1,0,28,25,23,24,,100.0,147,64,12,43.5,16.00,13,5,3,38.5,12,3.00,101,1,13,37,6.9,92,36.0,25.0,52.7,5.0,23,804,2023-01-07,大阪府,近畿大学記念会館,60.0,15:23,17:17,1:54,塚本健,吉川耕平,山尾未来,中川正樹,4
千葉ZELVA,1,0,28,25,23,24,,100.0,147.0,64.0,12.0,43.5,16.0,13.0,5.0,3.0,38.5,12.0,3.0,101.0,1.0,13.0,37.0,6.9,92.0,36.0,25.0,52.7,5.0,23,東京ヴェルディ,3,3,26,27,25,26,,104.0,129,53,10,41.1,13.25,23,11,5,47.8,17,4.25,103,4,11,27,7.8,88,34.0,16.0,47.7,2.0,30,804,2023-01-07,大阪府,近畿大学記念会館,60.0,15:23,17:17,1:54,塚本健,吉川耕平,山尾未来,中川正樹,4
近畿クラブスフィーダ,1,0,18,18,25,22,,83.0,111.0,45.0,9.0,40.5,11.25,13.0,5.0,4.0,38.5,4.0,1.0,84.0,6.0,15.0,19.0,8.3,76.0,21.0,22.0,42.1,1.0,28,千葉ZELVA,3,3,25,25,22,25,,97.0,97,51,7,52.6,12.75,13,3,4,23.1,14,3.50,96,7,18,28,9.9,66,29.0,15.0,55.3,3.0,25,808,2023-01-08,大阪府,近畿大学記念会館,150.0,12:00,14:43,2:43,塚本健,吉川耕平,佐伯昌昭,中野絵里子,4
