Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
奈良ドリーマーズ,3,2,25,19,25,23,15,107,146,73,14,50.0,14.60,27,13,5,48.1,5,1.00,107,1,17,18,1.2,80,46.0,10.0,63.7,2.0,28,サフィルヴァ北海道,2,1,19,25,20,25,12,101,131,54,6,41.2,10.80,25,8,2,32.0,8,1.60,101,6,18,23,7.2,90,49.0,22.0,66.7,4.0,33
サフィルヴァ北海道,2,1,19,25,20,25,12,101,131,54,6,41.2,10.80,25,8,2,32.0,8,1.60,101,6,18,23,7.2,90,49.0,22.0,66.7,4.0,33,奈良ドリーマーズ,3,2,25,19,25,23,15,107,146,73,14,50.0,14.60,27,13,5,48.1,5,1.00,107,1,17,18,1.2,80,46.0,10.0,63.7,2.0,28
近畿クラブスフィーダ,3,3,25,25,25,,,75,89,43,8,48.3,14.33,6,3,2,50.0,8,2.67,73,0,6,13,2.4,58,30.0,13.0,62.9,1.0,24,トヨタモビリティ東京スパークル,0,0,22,23,23,,,68,116,47,9,40.5,15.67,7,2,0,28.6,5,1.67,69,1,11,15,2.9,67,41.0,14.0,71.6,4.0,15
トヨタモビリティ東京スパークル,0,0,22,23,23,,,68,116,47,9,40.5,15.67,7,2,0,28.6,5,1.67,69,1,11,15,2.9,67,41.0,14.0,71.6,4.0,15,近畿クラブスフィーダ,3,3,25,25,25,,,75,89,43,8,48.3,14.33,6,3,2,50.0,8,2.67,73,0,6,13,2.4,58,30.0,13.0,62.9,1.0,24
奈良ドリーマーズ,3,2,22,21,25,25,15,108,139,66,10,47.5,13.20,28,15,0,53.6,13,2.60,107,6,15,25,7.9,81,32.0,32.0,59.3,3.0,23,トヨタモビリティ東京スパークル,2,1,25,25,13,19,11,93,126,54,9,42.9,10.80,12,7,0,58.3,9,1.80,94,2,12,17,3.5,90,30.0,35.0,52.8,2.0,28
トヨタモビリティ東京スパークル,2,1,25,25,13,19,11,93,126,54,9,42.9,10.80,12,7,0,58.3,9,1.80,94,2,12,17,3.5,90,30.0,35.0,52.8,2.0,28,奈良ドリーマーズ,3,2,22,21,25,25,15,108,139,66,10,47.5,13.20,28,15,0,53.6,13,2.60,107,6,15,25,7.9,81,32.0,32.0,59.3,3.0,23
近畿クラブスフィーダ,3,2,26,25,25,25,15,116,135,59,10,43.7,11.80,8,4,2,50.0,12,2.40,116,1,12,32,5.2,85,38.0,23.0,58.2,4.0,44,サフィルヴァ北海道,2,1,28,22,22,27,12,111,168,74,15,44.0,14.80,19,5,5,26.3,10,2.00,111,1,26,24,0.5,104,30.0,43.0,49.5,3.0,26
サフィルヴァ北海道,2,1,28,22,22,27,12,111,168,74,15,44.0,14.80,19,5,5,26.3,10,2.00,111,1,26,24,0.5,104,30.0,43.0,49.5,3.0,26,近畿クラブスフィーダ,3,2,26,25,25,25,15,116,135,59,10,43.7,11.80,8,4,2,50.0,12,2.40,116,1,12,32,5.2,85,38.0,23.0,58.2,4.0,44
近畿クラブスフィーダ,3,3,25,17,25,25,,92,120,48,9,40.0,12.00,6,2,1,33.3,20,5.00,91,2,7,20,5.8,83,32.0,21.0,51.2,2.0,22,奈良ドリーマーズ,1,0,20,25,23,22,,90,140,59,13,42.1,14.75,14,4,4,28.6,10,2.50,91,3,8,28,8.8,84,38.0,26.0,60.7,1.0,18
奈良ドリーマーズ,1,0,20,25,23,22,,90,140,59,13,42.1,14.75,14,4,4,28.6,10,2.50,91,3,8,28,8.8,84,38.0,26.0,60.7,1.0,18,近畿クラブスフィーダ,3,3,25,17,25,25,,92,120,48,9,40.0,12.00,6,2,1,33.3,20,5.00,91,2,7,20,5.8,83,32.0,21.0,51.2,2.0,22
トヨタモビリティ東京スパークル,2,1,25,25,18,22,14,104,168,61,9,36.3,12.20,3,1,0,33.3,7,1.40,105,2,15,30,5.5,91,41.0,28.0,60.4,4.0,34,サフィルヴァ北海道,3,2,23,20,25,25,16,109,158,66,12,41.8,13.20,30,11,6,36.7,14,2.80,108,1,17,22,2.1,89,33.0,25.0,51.1,5.0,28
サフィルヴァ北海道,3,2,23,20,25,25,16,109,158,66,12,41.8,13.20,30,11,6,36.7,14,2.80,108,1,17,22,2.1,89,33.0,25.0,51.1,5.0,28,トヨタモビリティ東京スパークル,2,1,25,25,18,22,14,104,168,61,9,36.3,12.20,3,1,0,33.3,7,1.40,105,2,15,30,5.5,91,41.0,28.0,60.4,4.0,34
奈良ドリーマーズ,3,3,25,25,25,,,75,91,42,6,46.2,14.00,12,6,1,50.0,9,3.00,74,2,7,18,6.4,53,22.0,20.0,60.4,5.0,22,サフィルヴァ北海道,0,0,23,17,20,,,60,97,36,6,37.1,12.00,15,6,1,40.0,4,1.33,61,2,8,10,4.1,67,32.0,16.0,59.7,8.0,18
サフィルヴァ北海道,0,0,23,17,20,,,60,97,36,6,37.1,12.00,15,6,1,40.0,4,1.33,61,2,8,10,4.1,67,32.0,16.0,59.7,8.0,18,奈良ドリーマーズ,3,3,25,25,25,,,75,91,42,6,46.2,14.00,12,6,1,50.0,9,3.00,74,2,7,18,6.4,53,22.0,20.0,60.4,5.0,22
トヨタモビリティ東京スパークル,3,2,25,25,22,19,15,106,170,64,11,37.6,12.80,14,6,4,42.9,13,2.60,105,2,16,17,2.1,93,46.0,23.0,61.8,1.0,27,近畿クラブスフィーダ,2,1,21,23,25,25,11,105,180,63,13,35.0,12.60,8,2,1,25.0,12,2.40,106,2,12,24,4.7,88,44.0,27.0,65.3,2.0,28
近畿クラブスフィーダ,2,1,21,23,25,25,11,105,180,63,13,35.0,12.60,8,2,1,25.0,12,2.40,106,2,12,24,4.7,88,44.0,27.0,65.3,2.0,28,トヨタモビリティ東京スパークル,3,2,25,25,22,19,15,106,170,64,11,37.6,12.80,14,6,4,42.9,13,2.60,105,2,16,17,2.1,93,46.0,23.0,61.8,1.0,27
奈良ドリーマーズ,3,3,33,25,29,,,87,103,45,10,43.7,15.00,13,4,6,30.8,11,3.67,85,4,6,17,7.9,65,37.0,17.0,70.0,3.0,27,近畿クラブスフィーダ,0,0,31,19,27,,,77,112,50,12,44.6,16.67,16,12,2,75.0,6,2.00,79,2,14,11,1.6,78,34.0,26.0,60.3,1.0,19
近畿クラブスフィーダ,0,0,31,19,27,,,77,112,50,12,44.6,16.67,16,12,2,75.0,6,2.00,79,2,14,11,1.6,78,34.0,26.0,60.3,1.0,19,奈良ドリーマーズ,3,3,33,25,29,,,87,103,45,10,43.7,15.00,13,4,6,30.8,11,3.67,85,4,6,17,7.9,65,37.0,17.0,70.0,3.0,27
トヨタモビリティ東京スパークル,0,0,15,25,22,,,62,89,32,9,36.0,10.67,11,2,4,18.2,7,2.33,64,4,10,10,6.2,60,28.0,13.0,57.5,2.0,19,サフィルヴァ北海道,3,3,25,27,25,,,77,96,45,7,46.9,15.00,18,5,2,27.8,8,2.67,75,3,12,19,6.3,52,29.0,13.0,68.3,0.0,21
