No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team
22,,神代優司,1,,,□,,,0,0,0,,,0,0,0,,0,,2,0,0,1,12.5,0,0,0,,777,2022-11-19,長野県,信州新町体育館,230,13:00,14:39,1:39,利根川忠史,待井広光,山条康弘,橋詰清美,トヨタ自動車サンホークス,長野GaRons
1,,渡邊徹,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
5,,中西翔太,1,,,,■,,6,4,1,66.7,4.0,2,1,0,50.0,0,,5,0,2,1,-5.0,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
7,,有津翔太,4,■,■,■,■,,12,7,0,58.3,1.75,0,0,0,,1,0.25,12,0,2,1,-2.1,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
8,,高橋和希,4,■,■,■,■,,24,12,1,50.0,3.0,2,0,0,0.0,0,,13,0,1,3,3.8,25,19,1,78.0,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
10,,檀上正健,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
11,,後藤和志,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
12,,江崎闘愛,3,■,■,■,,,23,9,4,39.1,3.0,10,3,2,30.0,1,0.33,14,1,2,4,10.7,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
15,,上竣,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
17,,近藤海斗,4,■,■,■,■,,4,2,0,50.0,0.5,0,0,0,,2,0.5,17,0,1,3,2.9,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
18,,チョンテヒョン,4,■,■,■,■,,31,18,1,58.1,4.5,6,2,1,33.3,2,0.5,19,1,7,6,3.9,28,11,8,53.6,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
19,,石渡瑛法,3,□,,□,□,,0,0,0,,,0,0,0,,0,,6,0,2,0,-8.3,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
22,,高階凌矢,1,,□,,,,0,0,0,,,0,0,0,,0,,1,0,1,0,-25.0,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
25,L,山根志哉,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,16,11,3,78.1,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
33,,岡本伊武己,4,■,■,■,■,,8,3,0,37.5,0.75,0,0,0,,4,1.0,8,0,2,0,-6.2,2,2,0,100.0,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,奈良ドリーマーズ,警視庁フォートファイターズ
2,,伊藤裕之介,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,,1,0.25,16,0,0,1,1.6,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
5,,大野隆一,4,■,■,■,■,,10,6,1,60.0,1.5,0,0,0,,3,0.75,14,0,1,3,3.6,1,1,0,100.0,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
7,,齋藤浩貴,4,■,■,■,■,,38,14,5,36.8,3.5,17,9,2,52.9,2,0.5,16,0,4,3,-1.6,2,0,1,25.0,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
8,,小山晟治,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
9,,新垣宗之,3,□,,□,□,,0,0,0,,,0,0,0,,0,,4,0,0,0,0.0,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
11,,平原隆也,4,■,■,■,■,,17,5,1,29.4,1.25,0,0,0,,3,0.75,17,2,3,5,14.7,34,24,2,73.5,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
14,,中道元貴,3,■,■,,□,,12,4,3,33.3,1.33,0,0,0,,0,,7,1,3,0,3.6,16,10,2,68.8,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
15,,河西敦司,2,,,■,■,,8,2,2,25.0,1.0,0,0,0,,0,,4,0,1,0,-6.2,7,2,2,42.9,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
16,,金子優海,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
18,L,吉澤玄祐,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,13,7,3,65.4,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
19,L,神谷昂紀,4,〇,〇,〇,〇,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
20,,中澤和也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
22,,阿部翼,4,■,■,■,■,,15,8,1,53.3,2.0,0,0,0,,3,0.75,6,0,0,2,8.3,1,1,0,100.0,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
23,,井野明日翔,2,,□,,□,,0,0,0,,,0,0,0,,0,,2,0,2,0,-25.0,0,0,0,,778,2022-11-19,長野県,信州新町体育館,230,15:50,17:31,1:41,利根川忠史,波塚彰優,宮島秀紀,片平知之,警視庁フォートファイターズ,奈良ドリーマーズ
1,L,松下祐太,1,,,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
2,,鰐川怜児,3,■,■,■,,,29,17,3,58.6,5.67,10,3,2,30.0,1,0.33,11,1,4,1,2.3,1,0,1,50.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
3,,高井大輝,3,■,■,■,,,2,0,0,0.0,,0,0,0,,1,0.33,13,0,1,4,5.8,1,0,0,0.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
4,,福池凌太,3,■,■,■,,,33,15,3,45.5,5.0,14,6,3,42.9,1,0.33,17,0,2,4,2.9,11,3,1,31.8,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
5,,浅田潮,3,■,■,■,,,10,3,0,30.0,1.0,2,0,0,0.0,2,0.67,11,0,0,2,4.5,19,10,5,65.8,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
6,,篠原和政,1,,□,,,,1,1,0,100.0,1.0,1,1,0,100.0,0,,1,0,0,0,0.0,1,0,1,50.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
7,,齊藤優太,1,,□,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
9,,荻野颯大,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
10,L,難波宏冶,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,18,11,5,75.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
12,,矢澤雅敦,3,□,□,□,,,0,0,0,,,0,0,0,,0,,5,0,0,2,10.0,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
13,,今中聖也,3,■,■,■,,,6,6,0,100.0,2.0,0,0,0,,2,0.67,4,0,1,0,-6.2,1,0,1,50.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
14,,小林雅治,3,■,■,■,,,9,2,1,22.2,0.67,0,0,0,,2,0.67,12,1,1,1,8.3,1,1,0,100.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
15,,多田将希,1,,,□,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
16,,小林哲也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,長野GaRons,トヨタモビリティ東京スパークル
1,,岩阪健太郎,3,■,■,■,,,11,4,0,36.4,1.33,0,0,0,,1,0.33,9,0,1,0,-2.8,1,1,0,100.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
2,,浅川眞希,2,■,■,,,,13,2,4,15.4,1.0,4,1,1,25.0,0,,7,0,0,3,10.7,3,2,0,66.7,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
3,,紅林宏輝,3,■,■,■,,,37,11,3,29.7,3.67,2,1,0,50.0,1,0.33,8,0,1,3,6.2,12,6,5,70.8,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
4,,西河孝太,1,,,■,,,5,2,1,40.0,2.0,0,0,0,,0,,5,0,0,1,5.0,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
9,,東拓巳,3,■,■,■,,,12,5,0,41.7,1.67,1,0,0,0.0,1,0.33,11,0,2,1,-2.3,37,17,8,56.8,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
10,L,野田雄介,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,8,5,1,68.8,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
11,,星名勇佑,3,■,■,■,,,1,0,0,0.0,,0,0,0,,1,0.33,8,0,2,3,3.1,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
18,,鈴木浩大,2,,□,□,,,0,0,0,,,0,0,0,,0,,2,0,0,1,12.5,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
21,,伊藤優介,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
22,,松枝寿明,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
23,,池田正一,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
27,,天谷隼人,3,■,■,■,,,19,8,3,42.1,2.67,0,0,0,,2,0.67,9,1,0,1,13.9,4,4,0,100.0,779,2022-11-20,長野県,信州新町体育館,240,11:00,12:16,1:16,利根川忠史,波塚彰優,宮島秀紀,小山昇,トヨタモビリティ東京スパークル,長野GaRons
1,,西村駿佑,5,■,■,■,■,■,28,14,1,50.0,2.8,0,0,0,,1,0.2,29,0,0,6,5.2,63,38,13,70.6,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
5,,柴田康平,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
7,,岸森翼,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
8,,山岡龍司,5,■,■,■,■,■,1,0,0,0.0,,0,0,0,,0,,15,0,4,3,-1.7,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
9,,平野太一,5,■,■,■,■,■,17,9,1,52.9,1.8,0,0,0,,2,0.4,16,0,2,6,6.2,1,1,0,100.0,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
10,,川端下大,5,■,■,■,■,■,27,9,2,33.3,1.8,1,1,0,100.0,1,0.2,22,1,3,9,11.4,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
11,L,福島孝輝,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,12,2,86.7,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
12,,石黒拓未,5,■,■,■,■,■,17,14,0,82.4,2.8,0,0,0,,6,1.2,11,0,3,0,-6.8,1,0,1,50.0,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
13,,佃壮悟,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
16,,吉岡衛,5,■,■,■,■,■,64,30,3,46.9,6.0,13,7,1,53.8,2,0.4,17,0,2,2,0.0,11,5,0,45.5,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
18,,上坂将輝,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
19,,大野祐大朗,2,,□,□,,,0,0,0,,,0,0,0,,0,,3,0,0,0,0.0,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
22,,神代優司,3,,□,□,,□,0,0,0,,,0,0,0,,0,,3,0,0,0,0.0,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,トヨタ自動車サンホークス,警視庁フォートファイターズ
2,,伊藤裕之介,5,■,■,■,■,■,2,0,0,0.0,,0,0,0,,1,0.2,22,0,0,4,4.5,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
5,,大野隆一,5,■,■,■,■,■,21,11,4,52.4,2.2,0,0,0,,4,0.8,15,1,1,0,5.0,2,1,0,50.0,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
7,,齋藤浩貴,5,■,■,■,■,■,75,34,4,45.3,6.8,27,14,2,51.9,2,0.4,14,0,5,3,-3.6,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
8,,小山晟治,1,□,,,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
9,,新垣宗之,3,□,□,□,,,0,0,0,,,0,0,0,,0,,4,0,0,0,0.0,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
11,,平原隆也,5,■,■,■,■,■,15,5,1,33.3,1.0,0,0,0,,2,0.4,18,1,5,2,1.4,33,15,14,66.7,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
14,,中道元貴,5,■,■,■,■,■,25,6,3,24.0,1.2,1,0,0,0.0,0,,16,0,1,8,10.9,30,9,7,41.7,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
15,,河西敦司,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
16,,金子優海,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
18,L,吉澤玄祐,5,●,●,●,●,●,0,0,0,,,0,0,0,,0,,0,0,0,0,,36,19,10,66.7,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
19,L,神谷昂紀,5,〇,〇,〇,〇,〇,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
20,,中澤和也,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
22,,阿部翼,5,■,■,■,■,■,21,12,0,57.1,2.4,0,0,0,,3,0.6,14,0,0,1,1.8,1,1,0,100.0,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
23,,井野明日翔,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,780,2022-11-20,長野県,信州新町体育館,240,13:25,15:25,2:00,利根川忠史,待井広光,山条康弘,岩澤秀樹,警視庁フォートファイターズ,トヨタ自動車サンホークス
