,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,timeout,in_player_num,in_player_name,out_player_num,out_player_name
0,20221105,福岡WS,トヨタモビリティ,0,0,*,a,サーブ,9,東,0,1,3210,,,,,,
1,20221105,福岡WS,トヨタモビリティ,0,0,*,*,レシーブ失敗,6,田代,1,1,3210,,,,,,
2,20221105,福岡WS,トヨタモビリティ,0,0,*,*,アタック,33,馬渡,1,1,3210,,,,,,
3,20221105,福岡WS,トヨタモビリティ,0,0,*,a,アタック失敗,3,紅林,2,1,3210,,,,,,
4,20221105,福岡WS,トヨタモビリティ,1,0,*,*,,,,2,1,3210,得点,,,,,
5,20221105,福岡WS,トヨタモビリティ,1,0,*,*,サーブ,24,日車,0,1,3210,,,,,,
6,20221105,福岡WS,トヨタモビリティ,1,0,*,a,レシーブ成功(良),15,新山,1,1,3210,,,,,,
7,20221105,福岡WS,トヨタモビリティ,1,0,*,a,アタック成功,24,森,1,1,3210,,,,,,
8,20221105,福岡WS,トヨタモビリティ,1,1,a,a,,,,1,1,3210,得点,,,,,
9,20221105,福岡WS,トヨタモビリティ,1,1,a,a,サーブ,24,森,0,1,3210,,,,,,
10,20221105,福岡WS,トヨタモビリティ,1,1,a,*,レシーブ成功(優),6,田代,1,1,3210,,,,,,
11,20221105,福岡WS,トヨタモビリティ,1,1,a,*,アタック成功,26,轟木,1,1,3210,,,,,,
12,20221105,福岡WS,トヨタモビリティ,2,1,*,*,,,,1,1,3210,得点,,,,,
13,20221105,福岡WS,トヨタモビリティ,2,1,*,*,サーブ,26,轟木,0,1,3210,,,,,,
14,20221105,福岡WS,トヨタモビリティ,2,1,*,a,レシーブ成功(優),3,紅林,1,1,3210,,,,,,
15,20221105,福岡WS,トヨタモビリティ,2,1,*,a,アタック成功,3,紅林,1,1,3210,,,,,,
16,20221105,福岡WS,トヨタモビリティ,2,2,a,a,,,,1,1,3210,得点,,,,,
17,20221105,福岡WS,トヨタモビリティ,2,2,a,a,サーブ,18,鈴木,0,1,3210,,,,,,
18,20221105,福岡WS,トヨタモビリティ,2,2,a,*,レシーブ成功(優),7,山下,1,1,3210,,,,,,
19,20221105,福岡WS,トヨタモビリティ,2,2,a,*,アタック成功,7,山下,1,1,3210,,,,,,
20,20221105,福岡WS,トヨタモビリティ,3,2,*,*,,,,1,1,3210,得点,,,,,
21,20221105,福岡WS,トヨタモビリティ,3,2,*,*,サーブ,33,馬渡,0,1,3210,,,,,,
