,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,challange,timeout
0,20230211,福岡WS,長野GR,0,0,*,*,サーブ,35,味吉,0,1,3297,,,,,,,
1,20230211,福岡WS,長野GR,0,0,*,a,レシーブ失敗,5,浅田,1,1,3297,,,,,,,
2,20230211,福岡WS,長野GR,0,0,*,a,アタック成功,14,小林(雅),1,1,3297,,,,,,,
3,20230211,福岡WS,長野GR,0,1,a,a,,,,1,1,3297,得点,,,,,,
4,20230211,福岡WS,長野GR,0,1,a,a,サーブ,4,福池,0,1,3297,,,,,,,
5,20230211,福岡WS,長野GR,0,1,a,*,レシーブ成功(良),8,藤尾,1,1,3297,,,,,,,
6,20230211,福岡WS,長野GR,0,1,a,a,アタック成功,5,浅田,1,1,3297,,,,,,,
7,20230211,福岡WS,長野GR,0,2,a,a,,,,1,1,3297,得点,,,,,,
8,20230211,福岡WS,長野GR,0,2,a,a,サーブ,4,福池,0,1,3297,,,,,,,
9,20230211,福岡WS,長野GR,0,2,a,*,レシーブ失敗,24,日車,1,1,3297,,,,,,,
10,20230211,福岡WS,長野GR,0,2,a,a,アタック成功,5,浅田,1,1,3297,,,,,,,
11,20230211,福岡WS,長野GR,0,3,a,a,,,,1,1,3297,得点,,,,,,
12,20230211,福岡WS,長野GR,0,3,a,a,サーブミス,4,福池,0,1,3297,,,,,,,
13,20230211,福岡WS,長野GR,1,3,*,*,,,,0,1,3297,得点,,,,,,
14,20230211,福岡WS,長野GR,1,3,*,*,サーブミス,24,日車,0,1,3297,,,,,,,
15,20230211,福岡WS,長野GR,1,4,a,a,,,,0,1,3297,得点,,,,,,
16,20230211,福岡WS,長野GR,1,4,a,a,サーブ,14,小林(雅),0,1,3297,,,,,,,
17,20230211,福岡WS,長野GR,1,4,a,*,レシーブ成功(優),8,藤尾,1,1,3297,,,,,,,
18,20230211,福岡WS,長野GR,1,4,a,*,アタック,33,馬渡,1,1,3297,,,,,,,
19,20230211,福岡WS,長野GR,1,4,a,a,ブロック成功,9,荻野,2,1,3297,,,,,,,
20,20230211,福岡WS,長野GR,1,5,a,a,,,,2,1,3297,得点,,,,,,
21,20230211,福岡WS,長野GR,1,5,a,a,サーブ,14,小林(雅),0,1,3297,,,,,,,
22,20230211,福岡WS,長野GR,1,5,a,*,レシーブ成功(優),8,藤尾,1,1,3297,,,,,,,
23,20230211,福岡WS,長野GR,1,5,a,*,アタック,33,馬渡,1,1,3297,,,,,,,
