,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20221113,近畿,長野GR,0,0,*,*,サーブ,35,中越,0,1,3220,,,,,,
1,20221113,近畿,長野GR,0,0,*,a,レシーブ成功(良),5,浅田,1,1,3220,,,,,,
2,20221113,近畿,長野GR,0,0,*,a,アタック,4,福池,1,1,3220,,,,,,
3,20221113,近畿,長野GR,0,0,*,a,アタック成功,6,篠原,2,1,3220,,,,,,
4,20221113,近畿,長野GR,0,1,a,a,,,,2,1,3220,得点,,,,,
5,20221113,近畿,長野GR,0,1,a,a,サーブミス,3,高井,0,1,3220,,,,,,
6,20221113,近畿,長野GR,1,1,*,*,,,,0,1,3220,得点,,,,,
7,20221113,近畿,長野GR,1,1,*,*,サーブ,34,大手,0,1,3220,,,,,,
8,20221113,近畿,長野GR,1,1,*,a,レシーブ失敗,10,難波,1,1,3220,,,,,,
9,20221113,近畿,長野GR,1,1,*,*,ブロック成功,23,小林,1,1,3220,,,,,,
10,20221113,近畿,長野GR,2,1,*,*,,,,1,1,3220,得点,,,,,
11,20221113,近畿,長野GR,2,1,*,*,サーブミス,34,大手,0,1,3220,,,,,,
12,20221113,近畿,長野GR,2,2,a,a,,,,0,1,3220,得点,,,,,
13,20221113,近畿,長野GR,2,2,a,a,サーブ,4,福池,0,1,3220,,,,,,
14,20221113,近畿,長野GR,2,2,a,*,レシーブ成功(優),16,大原,1,1,3220,,,,,,
15,20221113,近畿,長野GR,2,2,a,*,アタック成功,13,那須野,1,1,3220,,,,,,
16,20221113,近畿,長野GR,3,2,*,*,,,,1,1,3220,得点,,,,,
17,20221113,近畿,長野GR,3,2,*,*,サーブ,13,那須野,0,1,3220,,,,,,
18,20221113,近畿,長野GR,3,2,*,a,レシーブ成功(優),10,難波,1,1,3220,,,,,,
19,20221113,近畿,長野GR,3,2,*,a,ブロック成功,13,今中,1,1,3220,,,,,,
20,20221113,近畿,長野GR,3,3,a,a,,,,1,1,3220,得点,,,,,
21,20221113,近畿,長野GR,3,3,a,a,サーブ,13,今中,0,1,3220,,,,,,
22,20221113,近畿,長野GR,3,3,a,*,レシーブ成功(良),23,小林,1,1,3220,,,,,,
23,20221113,近畿,長野GR,3,3,a,*,アタック成功,23,小林,1,1,3220,,,,,,
24,20221113,近畿,長野GR,4,3,*,*,,,,1,1,3220,得点,,,,,
25,20221113,近畿,長野GR,4,3,*,*,サーブ,8,谷口,0,1,3220,,,,,,
26,20221113,近畿,長野GR,4,3,*,a,レシーブ成功(良),6,篠原,1,1,3220,,,,,,
27,20221113,近畿,長野GR,4,3,*,a,アタック成功,4,福池,1,1,3220,,,,,,
28,20221113,近畿,長野GR,4,4,a,a,,,,1,1,3220,得点,,,,,
29,20221113,近畿,長野GR,4,4,a,a,サーブ,6,篠原,0,1,3220,,,,,,
30,20221113,近畿,長野GR,4,4,a,*,レシーブ成功(優),34,大手,1,1,3220,,,,,,
31,20221113,近畿,長野GR,4,4,a,*,アタック成功,23,小林,1,1,3220,,,,,,
32,20221113,近畿,長野GR,5,4,*,*,,,,1,1,3220,得点,,,,,
33,20221113,近畿,長野GR,5,4,*,*,サーブミス,23,小林,0,1,3220,,,,,,
34,20221113,近畿,長野GR,5,5,a,a,,,,0,1,3220,得点,,,,,
35,20221113,近畿,長野GR,5,5,a,a,サーブ,5,浅田,0,1,3220,,,,,,
36,20221113,近畿,長野GR,5,5,a,*,レシーブ成功(優),16,大原,1,1,3220,,,,,,
37,20221113,近畿,長野GR,5,5,a,*,アタック成功,37,山本(希),1,1,3220,,,,,,
