,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,in_player_num,in_player_name,out_player_num,out_player_name,timeout
0,20230108,警視庁,トヨタモビリティ,0,0,*,a,サーブ,9,東,0,1,3252,,,,,,
1,20230108,警視庁,トヨタモビリティ,0,0,*,*,レシーブ成功(優),11,平原,1,1,3252,,,,,,
2,20230108,警視庁,トヨタモビリティ,0,0,*,*,アタック成功,7,齋藤,1,1,3252,,,,,,
3,20230108,警視庁,トヨタモビリティ,1,0,*,*,,,,1,1,3252,得点,,,,,
4,20230108,警視庁,トヨタモビリティ,1,0,*,*,サーブ,11,平原,0,1,3252,,,,,,
5,20230108,警視庁,トヨタモビリティ,1,0,*,a,レシーブ失敗,10,野田,1,1,3252,,,,,,
6,20230108,警視庁,トヨタモビリティ,1,0,*,a,アタック,3,紅林,1,1,3252,,,,,,
7,20230108,警視庁,トヨタモビリティ,1,0,*,a,アタック成功,3,紅林,2,1,3252,,,,,,
8,20230108,警視庁,トヨタモビリティ,1,1,a,a,,,,2,1,3252,得点,,,,,
9,20230108,警視庁,トヨタモビリティ,1,1,a,a,サーブ,4,西河,0,1,3252,,,,,,
10,20230108,警視庁,トヨタモビリティ,1,1,a,*,レシーブ成功(優),11,平原,1,1,3252,,,,,,
11,20230108,警視庁,トヨタモビリティ,1,1,a,*,アタック失敗,5,大野,1,1,3252,,,,,,
12,20230108,警視庁,トヨタモビリティ,1,2,a,a,,,,1,1,3252,得点,,,,,
13,20230108,警視庁,トヨタモビリティ,1,2,a,a,サーブ,4,西河,0,1,3252,,,,,,
14,20230108,警視庁,トヨタモビリティ,1,2,a,*,レシーブ成功(優),14,中道,1,1,3252,,,,,,
15,20230108,警視庁,トヨタモビリティ,1,2,a,*,アタック成功,14,中道,1,1,3252,,,,,,
16,20230108,警視庁,トヨタモビリティ,2,2,*,*,,,,1,1,3252,得点,,,,,
17,20230108,警視庁,トヨタモビリティ,2,2,*,*,サーブ,5,大野,0,1,3252,,,,,,
18,20230108,警視庁,トヨタモビリティ,2,2,*,a,レシーブ失敗,10,野田,1,1,3252,,,,,,
19,20230108,警視庁,トヨタモビリティ,2,2,*,a,アタック,3,紅林,1,1,3252,,,,,,
20,20230108,警視庁,トヨタモビリティ,2,2,*,*,ブロック成功,22,阿部,2,1,3252,,,,,,
21,20230108,警視庁,トヨタモビリティ,3,2,*,*,,,,2,1,3252,得点,,,,,
22,20230108,警視庁,トヨタモビリティ,3,2,*,*,サーブ,5,大野,0,1,3252,,,,,,
23,20230108,警視庁,トヨタモビリティ,3,2,*,a,レシーブ失敗,10,野田,1,1,3252,,,,,,
24,20230108,警視庁,トヨタモビリティ,3,2,*,a,アタック成功,3,紅林,1,1,3252,,,,,,
25,20230108,警視庁,トヨタモビリティ,3,3,a,a,,,,1,1,3252,得点,,,,,
26,20230108,警視庁,トヨタモビリティ,3,3,a,a,サーブ,11,星名,0,1,3252,,,,,,
27,20230108,警視庁,トヨタモビリティ,3,3,a,*,レシーブ失敗,14,中道,1,1,3252,,,,,,
28,20230108,警視庁,トヨタモビリティ,3,3,a,*,アタック,7,齋藤,1,1,3252,,,,,,
29,20230108,警視庁,トヨタモビリティ,3,3,a,*,アタック,14,中道,2,1,3252,,,,,,
30,20230108,警視庁,トヨタモビリティ,3,3,a,a,その他ミス,13,秋元,3,1,3252,,,,,,
31,20230108,警視庁,トヨタモビリティ,4,3,*,*,,,,3,1,3252,得点,,,,,
32,20230108,警視庁,トヨタモビリティ,4,3,*,*,サーブミス,7,齋藤,0,1,3252,,,,,,
33,20230108,警視庁,トヨタモビリティ,4,4,a,a,,,,0,1,3252,得点,,,,,
34,20230108,警視庁,トヨタモビリティ,4,4,a,a,サーブ,3,紅林,0,1,3252,,,,,,
35,20230108,警視庁,トヨタモビリティ,4,4,a,*,レシーブ成功(良),18,吉澤,1,1,3252,,,,,,
36,20230108,警視庁,トヨタモビリティ,4,4,a,*,アタック成功,22,阿部,1,1,3252,,,,,,
37,20230108,警視庁,トヨタモビリティ,5,4,*,*,,,,1,1,3252,得点,,,,,
38,20230108,警視庁,トヨタモビリティ,5,4,*,*,サーブ,14,中道,0,1,3252,,,,,,
39,20230108,警視庁,トヨタモビリティ,5,4,*,a,レシーブ失敗,10,野田,1,1,3252,,,,,,
40,20230108,警視庁,トヨタモビリティ,5,4,*,a,アタック,9,東,1,1,3252,,,,,,
41,20230108,警視庁,トヨタモビリティ,5,4,*,*,ブロック成功,2,伊藤,2,1,3252,,,,,,
42,20230108,警視庁,トヨタモビリティ,6,4,*,*,,,,2,1,3252,得点,,,,,
43,20230108,警視庁,トヨタモビリティ,6,4,*,*,サーブ,14,中道,0,1,3252,,,,,,
