,date,home_team,away_team,home_point,away_point,serve_right,team,skill,player_num,player_name,trainsition,set,url_id,point,challange,timeout,in_player_num,in_player_name,out_player_num,out_player_name
0,20230218,警視庁,長野GR,0,0,*,a,サーブ,3,高井,0,1,3305,,,,,,,
1,20230218,警視庁,長野GR,0,0,*,*,レシーブ成功(優),14,中道,1,1,3305,,,,,,,
2,20230218,警視庁,長野GR,0,0,*,*,アタック失敗,2,伊藤,1,1,3305,,,,,,,
3,20230218,警視庁,長野GR,0,1,a,a,,,,1,1,3305,得点,,,,,,
4,20230218,警視庁,長野GR,0,1,a,a,サーブ,3,高井,0,1,3305,,,,,,,
5,20230218,警視庁,長野GR,0,1,a,*,レシーブ成功(優),14,中道,1,1,3305,,,,,,,
6,20230218,警視庁,長野GR,0,1,a,*,アタック成功,11,平原,1,1,3305,,,,,,,
7,20230218,警視庁,長野GR,1,1,*,*,,,,1,1,3305,得点,,,,,,
8,20230218,警視庁,長野GR,1,1,*,*,サーブ,11,平原,0,1,3305,,,,,,,
9,20230218,警視庁,長野GR,1,1,*,a,レシーブ成功(良),10,難波,1,1,3305,,,,,,,
10,20230218,警視庁,長野GR,1,1,*,a,アタック,5,浅田,1,1,3305,,,,,,,
11,20230218,警視庁,長野GR,1,1,*,*,アタック,14,中道,2,1,3305,,,,,,,
12,20230218,警視庁,長野GR,1,1,*,a,アタック成功,9,荻野,3,1,3305,,,,,,,
13,20230218,警視庁,長野GR,1,2,a,a,,,,3,1,3305,得点,,,,,,
14,20230218,警視庁,長野GR,1,2,a,a,サーブ,4,福池,0,1,3305,,,,,,,
15,20230218,警視庁,長野GR,1,2,a,*,レシーブ成功(優),18,吉澤,1,1,3305,,,,,,,
16,20230218,警視庁,長野GR,1,2,a,*,アタック成功,5,大野,1,1,3305,,,,,,,
17,20230218,警視庁,長野GR,2,2,*,*,,,,1,1,3305,得点,,,,,,
18,20230218,警視庁,長野GR,2,2,*,*,サーブ,5,大野,0,1,3305,,,,,,,
19,20230218,警視庁,長野GR,2,2,*,a,レシーブ成功(良),10,難波,1,1,3305,,,,,,,
20,20230218,警視庁,長野GR,2,2,*,a,アタック,9,荻野,1,1,3305,,,,,,,
21,20230218,警視庁,長野GR,2,2,*,*,アタック成功,14,中道,2,1,3305,,,,,,,
22,20230218,警視庁,長野GR,3,2,*,*,,,,2,1,3305,得点,,,,,,
23,20230218,警視庁,長野GR,3,2,*,*,サーブ,5,大野,0,1,3305,,,,,,,
24,20230218,警視庁,長野GR,3,2,*,a,レシーブ失敗,14,小林(雅),1,1,3305,,,,,,,
25,20230218,警視庁,長野GR,3,2,*,a,アタック,5,浅田,1,1,3305,,,,,,,
26,20230218,警視庁,長野GR,3,2,*,a,アタック成功,9,荻野,2,1,3305,,,,,,,
27,20230218,警視庁,長野GR,3,3,a,a,,,,2,1,3305,得点,,,,,,
28,20230218,警視庁,長野GR,3,3,a,a,サーブ,14,小林(雅),0,1,3305,,,,,,,
29,20230218,警視庁,長野GR,3,3,a,*,レシーブ成功(優),14,中道,1,1,3305,,,,,,,
30,20230218,警視庁,長野GR,3,3,a,*,アタック成功,22,阿部,1,1,3305,,,,,,,
31,20230218,警視庁,長野GR,4,3,*,*,,,,1,1,3305,得点,,,,,,
32,20230218,警視庁,長野GR,4,3,*,*,サーブ,7,齋藤,0,1,3305,,,,,,,
33,20230218,警視庁,長野GR,4,3,*,a,レシーブ成功(優),4,福池,1,1,3305,,,,,,,
34,20230218,警視庁,長野GR,4,3,*,a,アタック成功,9,荻野,1,1,3305,,,,,,,
35,20230218,警視庁,長野GR,4,4,a,a,,,,1,1,3305,得点,,,,,,
36,20230218,警視庁,長野GR,4,4,a,a,サーブ,9,荻野,0,1,3305,,,,,,,
37,20230218,警視庁,長野GR,4,4,a,*,レシーブ成功(優),14,中道,1,1,3305,,,,,,,
38,20230218,警視庁,長野GR,4,4,a,*,アタック失敗,7,齋藤,1,1,3305,,,,,,,
39,20230218,警視庁,長野GR,4,5,a,a,,,,1,1,3305,得点,,,,,,
40,20230218,警視庁,長野GR,4,5,a,a,サーブ,9,荻野,0,1,3305,,,,,,,
41,20230218,警視庁,長野GR,4,5,a,*,レシーブ成功(優),11,平原,1,1,3305,,,,,,,
42,20230218,警視庁,長野GR,4,5,a,*,アタック成功,22,阿部,1,1,3305,,,,,,,
43,20230218,警視庁,長野GR,5,5,*,*,,,,1,1,3305,得点,,,,,,
44,20230218,警視庁,長野GR,5,5,*,*,サーブミス,14,中道,0,1,3305,,,,,,,
45,20230218,警視庁,長野GR,5,6,a,a,,,,0,1,3305,得点,,,,,,
46,20230218,警視庁,長野GR,5,6,a,a,サーブミス,5,浅田,0,1,3305,,,,,,,
47,20230218,警視庁,長野GR,6,6,*,*,,,,0,1,3305,得点,,,,,,
48,20230218,警視庁,長野GR,6,6,*,*,サーブ,22,阿部,0,1,3305,,,,,,,
49,20230218,警視庁,長野GR,6,6,*,a,レシーブ成功(良),10,難波,1,1,3305,,,,,,,
50,20230218,警視庁,長野GR,6,6,*,a,アタック成功,4,福池,1,1,3305,,,,,,,
51,20230218,警視庁,長野GR,6,7,a,a,,,,1,1,3305,得点,,,,,,
52,20230218,警視庁,長野GR,6,7,a,a,サーブ,7,齊藤,0,1,3305,,,,,,,
53,20230218,警視庁,長野GR,6,7,a,*,レシーブ成功(優),11,平原,1,1,3305,,,,,,,
54,20230218,警視庁,長野GR,6,7,a,*,アタック,7,齋藤,1,1,3305,,,,,,,
55,20230218,警視庁,長野GR,6,7,a,*,アタック,11,平原,2,1,3305,,,,,,,
56,20230218,警視庁,長野GR,6,7,a,*,アタック,11,平原,3,1,3305,,,,,,,
57,20230218,警視庁,長野GR,6,7,a,a,ブロック成功,3,高井,4,1,3305,,,,,,,
