Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,TotalSet
大同特殊鋼レッドスター,0,0,23,28,22,,,73.0,108.0,43.0,7.0,39.8,14.33,5.0,0.0,0.0,0.0,6.0,2.0,74.0,3.0,10.0,11.0,4.4,66.0,34.0,20.0,66.7,0.0,21,クボタスピアーズ,3,3,25,30,25,,,80.0,104,48,5,46.2,16.00,18,13,2,72.2,15,5.00,79,0,13,12,-0.3,64,32.0,18.0,64.1,3.0,17,903,2023-04-08,岩手県,オガールアリーナ,80.0,11:00,12:31,1:31,佐々木克之,小松剛,大塚健之,小野寺太,3
クボタスピアーズ,3,3,25,30,25,,,80.0,104.0,48.0,5.0,46.2,16.0,18.0,13.0,2.0,72.2,15.0,5.0,79.0,0.0,13.0,12.0,-0.3,64.0,32.0,18.0,64.1,3.0,17,大同特殊鋼レッドスター,0,0,23,28,22,,,73.0,108,43,7,39.8,14.33,5,0,0,0.0,6,2.00,74,3,10,11,4.4,66,34.0,20.0,66.7,0.0,21,903,2023-04-08,岩手県,オガールアリーナ,80.0,11:00,12:31,1:31,佐々木克之,小松剛,大塚健之,小野寺太,3
大同特殊鋼レッドスター,1,0,25,18,20,20,,83.0,130.0,55.0,12.0,42.3,13.75,14.0,6.0,1.0,42.9,3.0,0.75,84.0,0.0,11.0,13.0,0.6,79.0,41.0,24.0,67.1,1.0,25,クボタスピアーズ,3,3,23,25,25,25,,98.0,126,56,8,44.4,14.00,18,13,2,72.2,13,3.25,97,5,15,12,4.4,73,43.0,17.0,70.5,2.0,24,907,2023-04-09,岩手県,オガールアリーナ,70.0,11:00,12:40,1:40,印藤智一,大塚健之,上總向貴,小野寺太,4
クボタスピアーズ,3,3,23,25,25,25,,98.0,126.0,56.0,8.0,44.4,14.0,18.0,13.0,2.0,72.2,13.0,3.25,97.0,5.0,15.0,12.0,4.4,73.0,43.0,17.0,70.5,2.0,24,大同特殊鋼レッドスター,1,0,25,18,20,20,,83.0,130,55,12,42.3,13.75,14,6,1,42.9,3,0.75,84,0,11,13,0.6,79,41.0,24.0,67.1,1.0,25,907,2023-04-09,岩手県,オガールアリーナ,70.0,11:00,12:40,1:40,印藤智一,大塚健之,上總向貴,小野寺太,4
兵庫デルフィーノ,0,0,25,21,22,,,68.0,107.0,48.0,13.0,44.9,16.0,16.0,7.0,3.0,43.8,3.0,1.0,70.0,3.0,6.0,8.0,5.0,66.0,31.0,21.0,62.9,2.0,14,トヨタ自動車サンホークス,3,3,27,25,25,,,77.0,94,46,4,48.9,15.33,6,3,1,50.0,9,3.00,75,1,9,13,2.7,64,33.0,20.0,67.2,1.0,21,904,2023-04-08,岩手県,オガールアリーナ,40.0,14:00,15:23,1:23,印藤智一,上總向貴,竹澤拓人,柳村元,3
トヨタ自動車サンホークス,3,3,27,25,25,,,77.0,94.0,46.0,4.0,48.9,15.33,6.0,3.0,1.0,50.0,9.0,3.0,75.0,1.0,9.0,13.0,2.7,64.0,33.0,20.0,67.2,1.0,21,兵庫デルフィーノ,0,0,25,21,22,,,68.0,107,48,13,44.9,16.00,16,7,3,43.8,3,1.00,70,3,6,8,5.0,66,31.0,21.0,62.9,2.0,14,904,2023-04-08,岩手県,オガールアリーナ,40.0,14:00,15:23,1:23,印藤智一,上總向貴,竹澤拓人,柳村元,3
兵庫デルフィーノ,0,0,21,20,21,,,62.0,94.0,39.0,10.0,41.5,13.0,12.0,6.0,3.0,50.0,6.0,2.0,64.0,2.0,4.0,9.0,5.1,66.0,39.0,16.0,71.2,2.0,15,トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,94,42,8,44.7,14.00,6,3,1,50.0,15,5.00,73,2,7,9,3.4,59,41.0,8.0,76.3,0.0,16,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,3
トヨタ自動車サンホークス,3,3,25,25,25,,,75.0,94.0,42.0,8.0,44.7,14.0,6.0,3.0,1.0,50.0,15.0,5.0,73.0,2.0,7.0,9.0,3.4,59.0,41.0,8.0,76.3,0.0,16,兵庫デルフィーノ,0,0,21,20,21,,,62.0,94,39,10,41.5,13.00,12,6,3,50.0,6,2.00,64,2,4,9,5.1,66,39.0,16.0,71.2,2.0,15,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,3
