,Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Spectators,TotalSet,Point,AEff%,BAEff%
0,クボタスピアーズ,6,6,48,55,50,25.0,0.0,178.0,230.0,104.0,13.0,45.2,14.86,36.0,26.0,4.0,72.2,28.0,4.0,176.0,5.0,28.0,24.0,2.3,137.0,75.0,35.0,67.5,5.0,41,1,0,48,46,42,20.0,0.0,156.0,238,98,19,82.1,28.08,19,6,1,42.9,9,2.75,158,3,21,24,5.0,145,75.0,44.0,133.8,1.0,46,1810,150.0,7,137.0,39.6,61.1
1,トヨタ自動車サンホークス,6,6,52,50,50,0.0,0.0,152.0,188.0,88.0,12.0,46.8,14.67,12.0,6.0,2.0,50.0,24.0,4.0,148.0,3.0,16.0,22.0,3.0,123.0,74.0,28.0,71.5,1.0,37,0,0,46,41,43,0.0,0.0,130.0,201,87,23,86.4,29.0,28,13,6,93.8,9,3.0,134,5,10,17,10.1,132,70.0,37.0,134.1,4.0,29,1812,90.0,6,115.0,40.4,33.3
2,兵庫デルフィーノ,0,0,46,41,43,0.0,0.0,130.0,201.0,87.0,23.0,43.3,14.5,28.0,13.0,6.0,46.4,9.0,1.5,134.0,5.0,10.0,17.0,5.0,132.0,70.0,37.0,67.0,4.0,29,6,6,52,50,50,0.0,0.0,152.0,188,88,12,93.6,29.33,12,6,2,100.0,24,8.0,148,3,16,22,6.1,123,74.0,28.0,143.5,1.0,37,1812,90.0,6,101.0,31.8,25.0
3,大同特殊鋼レッドスター,1,0,48,46,42,20.0,0.0,156.0,238.0,98.0,19.0,41.2,14.0,19.0,6.0,1.0,31.6,9.0,1.29,158.0,3.0,21.0,24.0,2.4,145.0,75.0,44.0,66.9,1.0,46,6,6,48,55,50,25.0,0.0,178.0,230,104,13,90.6,30.0,36,26,4,144.4,28,8.25,176,5,28,24,4.1000000000000005,137,75.0,35.0,134.6,5.0,41,1810,150.0,7,110.0,33.2,26.3
