No.,L,Player,PlaySet,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,WinPoint,OpWinPoint,1setPoint,Op1setPoint,2setPoint,Op2setPoint,3setPoint,Op3setPoint,4setPoint,Op4setPoint,5setPoint,Op5setPoint,TotalPoint,OpTotalPoint,1setTime,2setTime,3setTime,4setTime,5setTime,TotalTime,GetSet,LostSet,TotalSet,Set,Point
22,,橋知宏,1,,□,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,0.0
23,,後藤大希,1,□,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,0.0
25,,吉田洋大,3,■,■,■,,,12.0,2.0,2.0,16.7,0.67,0.0,0.0,0.0,,2.0,0.67,6.0,0.0,1.0,1.0,0.0,11.0,1.0,3.0,22.7,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,4.0
26,,山本翔也,1,,,□,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,0.0
28,,持下瑞貴,3,■,■,■,,,16.0,7.0,1.0,43.8,2.33,0.0,0.0,0.0,,1.0,0.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,8.0
29,,曾根裕也,1,,□,,,,5.0,1.0,1.0,20.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,-12.5,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,2.0
31,,三木大成,1,,,□,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,兵庫デルフィーノ,トヨタ自動車サンホークス,0.0,3.0,21.0,25.0,20.0,25.0,21.0,25.0,,,,,62.0,75.0,22,22,22,,,1:06,0,3,3.0,,0.0
1,,西村駿佑,3,■,■,■,,,16.0,11.0,0.0,68.8,3.67,0.0,0.0,0.0,,2.0,0.67,16.0,0.0,1.0,3.0,3.1,43.0,28.0,7.0,73.3,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,13.0
5,,柴田康平,1,,□,,,,4.0,1.0,0.0,25.0,1.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,1.0
7,,岸森翼,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,0.0
8,,山岡龍司,3,■,■,■,,,1.0,1.0,0.0,100.0,0.33,0.0,0.0,0.0,,1.0,0.33,8.0,0.0,2.0,0.0,-6.2,1.0,0.0,0.0,0.0,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,2.0
9,,平野太一,3,■,■,■,,,8.0,5.0,0.0,62.5,1.67,0.0,0.0,0.0,,4.0,1.33,17.0,1.0,0.0,3.0,10.3,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,10.0
10,,川端下大,3,■,■,■,,,16.0,2.0,4.0,12.5,0.67,2.0,0.0,1.0,0.0,0.0,,8.0,0.0,2.0,1.0,-3.1,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,2.0
11,L,福島孝輝,3,●,●,●,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,7.0,5.0,1.0,78.6,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,0.0
12,,石黒拓未,3,■,■,■,,,12.0,5.0,1.0,41.7,1.67,0.0,0.0,0.0,,4.0,1.33,12.0,1.0,2.0,2.0,8.3,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,10.0
13,,佃壮悟,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,0.0
16,,吉岡衛,3,■,■,■,,,37.0,17.0,3.0,45.9,5.67,4.0,3.0,0.0,75.0,4.0,1.33,10.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,100.0,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,21.0
18,,上坂将輝,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,0.0
19,,大野祐大朗,3,□,□,□,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,100.0,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,0.0
22,,神代優司,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,908,2023-04-09,岩手県,オガールアリーナ,50.0,14:00,15:12,1:12,佐々木克之,竹澤拓人,酒巻祐亮,柳村元,トヨタ自動車サンホークス,兵庫デルフィーノ,3.0,0.0,25.0,21.0,25.0,20.0,25.0,21.0,,,,,75.0,62.0,22,22,22,,,1:06,3,0,,3.0,0.0
