No.,L,Player,PlaySet,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,WinPoint,OpWinPoint,1setPoint,Op1setPoint,2setPoint,Op2setPoint,3setPoint,Op3setPoint,4setPoint,Op4setPoint,5setPoint,Op5setPoint,TotalPoint,OpTotalPoint,1setTime,2setTime,3setTime,4setTime,5setTime,TotalTime,GetSet,LostSet,TotalSet,Set,Point
2,,中田紫乃,1,,,□,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,1.0,0.0,1.0,0.0,-25.0,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
3,L,中島未来,3,●,●,●,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
4,,小川愛里奈,3,■,■,■,,,11.0,7.0,1.0,63.6,2.33,0.0,0.0,0.0,,1.0,0.33,8.0,0.0,2.0,1.0,-3.1,3.0,2.0,1.0,83.3,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,8.0
5,,黒後愛,2,,□,□,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,4.0,0.0,0.0,2.0,12.5,4.0,1.0,2.0,50.0,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
6,,関菜々巳,3,■,■,■,,,3.0,2.0,0.0,66.7,0.67,0.0,0.0,0.0,,0.0,,21.0,3.0,1.0,7.0,21.4,1.0,0.0,0.0,0.0,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,5.0
7,,クランヤナ,3,■,■,■,,,49.0,23.0,0.0,46.9,7.67,14.0,10.0,0.0,71.4,0.0,,13.0,0.0,1.0,3.0,3.8,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,23.0
8,,真鍋くるみ,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
9,L,水杉玲奈,3,〇,〇,〇,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,9.0,0.0,6.0,33.3,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
10,,石川真佑,3,■,■,■,,,33.0,13.0,1.0,39.4,4.33,7.0,2.0,1.0,28.6,1.0,0.33,13.0,0.0,2.0,2.0,0.0,22.0,4.0,16.0,54.5,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,14.0
11,,野呂加南子,3,■,■,■,,,26.0,6.0,1.0,23.1,2.0,0.0,0.0,0.0,,1.0,0.33,7.0,0.0,0.0,2.0,7.1,15.0,1.0,8.0,33.3,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,7.0
12,,大崎琴未,3,■,■,■,,,3.0,2.0,0.0,66.7,0.67,0.0,0.0,0.0,,4.0,1.33,7.0,0.0,0.0,1.0,3.6,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,6.0
14,,西川吉野,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
15,,樫村まどか,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
16,,深澤つぐみ,0,,,,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,東レアローズ,NECレッドロケッツ,3.0,0.0,25.0,18.0,25.0,19.0,25.0,18.0,,,,,75.0,55.0,22,26,23,,,1:11,3,0,3.0,,0.0
1,,島村春世,3,■,■,■,,,13.0,4.0,0.0,30.8,1.33,0.0,0.0,0.0,,1.0,0.33,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,100.0,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,NECレッドロケッツ,東レアローズ,0.0,3.0,18.0,25.0,19.0,25.0,18.0,25.0,,,,,55.0,75.0,22,26,23,,,1:11,0,3,,3.0,5.0
2,,古賀紗理那,3,■,■,■,,,33.0,11.0,4.0,33.3,3.67,3.0,0.0,1.0,0.0,3.0,1.0,11.0,0.0,0.0,5.0,11.4,17.0,5.0,6.0,47.1,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,NECレッドロケッツ,東レアローズ,0.0,3.0,18.0,25.0,19.0,25.0,18.0,25.0,,,,,55.0,75.0,22,26,23,,,1:11,0,3,,3.0,14.0
3,,塚田しおり,3,■,■,■,,,1.0,1.0,0.0,100.0,0.33,0.0,0.0,0.0,,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,489,2023-04-08,群馬県,高崎アリーナ,1753.0,12:05,13:32,1:27,利根川忠史/田中昭彦,吉岡奈々,明井寿枝,手島義則,NECレッドロケッツ,東レアローズ,0.0,3.0,18.0,25.0,19.0,25.0,18.0,25.0,,,,,55.0,75.0,22,26,23,,,1:11,0,3,,3.0,1.0
