Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,TotalSet
岡山シーガルズ,3,3,25,25,25,,,75.0,95.0,39.0,2.0,41.1,13.0,0.0,0.0,0.0,,13.0,4.33,74.0,3.0,6.0,20.0,8.8,42.0,25.0,7.0,67.9,3.0,20,群馬銀行グリーンウイングス,0,0,18,12,18,,,48.0,114,33,11,28.9,11.00,8,0,1,0.0,2,0.67,49,2,6,9,5.6,67,28.0,17.0,54.5,3.0,11,911,2023-04-08,新潟県,シティホールプラザ アオーレ長岡,750.0,11:00,12:15,1:15,大塚達也,本間明,菅原潤,鷲尾正吾,3
群馬銀行グリーンウイングス,0,0,18,12,18,,,48.0,114.0,33.0,11.0,28.9,11.0,8.0,0.0,1.0,0.0,2.0,0.67,49.0,2.0,6.0,9.0,5.6,67.0,28.0,17.0,54.5,3.0,11,岡山シーガルズ,3,3,25,25,25,,,75.0,95,39,2,41.1,13.00,0,0,0,-,13,4.33,74,3,6,20,8.8,42,25.0,7.0,67.9,3.0,20,911,2023-04-08,新潟県,シティホールプラザ アオーレ長岡,750.0,11:00,12:15,1:15,大塚達也,本間明,菅原潤,鷲尾正吾,3
岡山シーガルズ,3,3,19,25,25,25,,94.0,138.0,55.0,6.0,39.9,13.75,1.0,1.0,0.0,100.0,4.0,1.0,93.0,1.0,1.0,33.0,9.7,60.0,39.0,5.0,69.2,4.0,34,群馬銀行グリーンウイングス,1,0,25,11,15,23,,74.0,155,53,14,34.2,13.25,11,3,4,27.3,8,2.00,75,2,14,15,3.0,92,38.0,20.0,52.2,6.0,11,913,2023-04-09,新潟県,シティホールプラザ アオーレ長岡,837.0,11:00,12:48,1:48,勝又正,慈眼雅啓,本間明,島田和彦,4
群馬銀行グリーンウイングス,1,0,25,11,15,23,,74.0,155.0,53.0,14.0,34.2,13.25,11.0,3.0,4.0,27.3,8.0,2.0,75.0,2.0,14.0,15.0,3.0,92.0,38.0,20.0,52.2,6.0,11,岡山シーガルズ,3,3,19,25,25,25,,94.0,138,55,6,39.9,13.75,1,1,0,100.0,4,1.00,93,1,1,33,9.7,60,39.0,5.0,69.2,4.0,34,913,2023-04-09,新潟県,シティホールプラザ アオーレ長岡,837.0,11:00,12:48,1:48,勝又正,慈眼雅啓,本間明,島田和彦,4
ヴィクトリーナ姫路,2,1,22,20,25,25,14,106.0,181.0,64.0,11.0,35.4,12.8,3.0,0.0,1.0,0.0,12.0,2.4,106.0,4.0,4.0,22.0,8.0,90.0,37.0,18.0,51.1,6.0,26,プレステージ・インターナショナルアランマーレ,3,2,25,25,18,16,16,100.0,203,64,12,31.5,12.80,25,8,3,32.0,11,2.20,100,4,10,31,9.2,99,46.0,30.0,61.6,4.0,21,912,2023-04-08,新潟県,シティホールプラザ アオーレ長岡,1137.0,14:00,16:16,2:16,勝又正,服部篤史,長崎有紗,鷲尾正吾,5
プレステージ・インターナショナルアランマーレ,3,2,25,25,18,16,16,100.0,203.0,64.0,12.0,31.5,12.8,25.0,8.0,3.0,32.0,11.0,2.2,100.0,4.0,10.0,31.0,9.2,99.0,46.0,30.0,61.6,4.0,21,ヴィクトリーナ姫路,2,1,22,20,25,25,14,106.0,181,64,11,35.4,12.80,3,0,1,0.0,12,2.40,106,4,4,22,8.0,90,37.0,18.0,51.1,6.0,26,912,2023-04-08,新潟県,シティホールプラザ アオーレ長岡,1137.0,14:00,16:16,2:16,勝又正,服部篤史,長崎有紗,鷲尾正吾,5
ヴィクトリーナ姫路,0,0,18,23,17,,,58.0,116.0,35.0,7.0,30.2,11.67,0.0,0.0,0.0,,4.0,1.33,60.0,3.0,4.0,16.0,10.0,66.0,23.0,17.0,47.7,8.0,16,プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75.0,124,45,10,36.3,15.00,7,2,2,28.6,7,2.33,73,4,5,23,11.6,56,28.0,9.0,58.0,1.0,19,914,2023-04-09,新潟県,シティホールプラザ アオーレ長岡,1356.0,14:00,15:23,1:23,大塚達也,岡田崇,服部篤史,鷲尾正吾,3
プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75.0,124.0,45.0,10.0,36.3,15.0,7.0,2.0,2.0,28.6,7.0,2.33,73.0,4.0,5.0,23.0,11.6,56.0,28.0,9.0,58.0,1.0,19,ヴィクトリーナ姫路,0,0,18,23,17,,,58.0,116,35,7,30.2,11.67,0,0,0,-,4,1.33,60,3,4,16,10.0,66,23.0,17.0,47.7,8.0,16,914,2023-04-09,新潟県,シティホールプラザ アオーレ長岡,1356.0,14:00,15:23,1:23,大塚達也,岡田崇,服部篤史,鷲尾正吾,3
