,Player,Month,No.,Set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,AEff%,BAEff%
184,山崎彰都,12,52,10,50,22,5,44.0,2.2,11,6,3,54.5,6,0.12,41,1,4,8,4.9,72,31,18,55.6,327,3348,34.0,27.3
185,山本将平,11,90,4,7,3,0,42.9,0.75,3,2,0,66.7,0,0.0,3,0,1,0,-8.3,13,7,2,61.5,723,6110,42.9,66.7
186,山本将平,12,36,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,323,3297,,
187,山本智大,10,80,14,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,48,21,14,58.3,442,5898,,
188,山本智大,11,160,27,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,86,46,15,62.2,1121,7781,,
189,山本智大,12,40,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,24,11,7,60.4,325,1950,,
190,山田大悟,10,33,6,16,7,2,43.8,1.17,0,0,0,,0,0.0,17,0,6,3,-4.4,5,2,0,40.0,322,8368,31.2,
191,山田大悟,11,44,3,1,1,0,100.0,0.33,0,0,0,,1,0.11,5,0,2,1,-5.0,0,0,0,,528,6442,100.0,
192,山田大悟,12,11,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,164,1636,,
193,山田滉太,10,40,13,71,34,5,47.9,2.62,17,10,0,58.8,7,0.15,48,4,25,7,-1.0,43,22,8,60.5,444,2516,40.8,58.8
194,山田滉太,11,50,17,71,26,9,36.6,1.53,17,7,3,41.2,4,0.07,51,3,23,12,0.5,88,41,22,59.1,674,5280,23.9,23.5
195,山田脩造,10,4,2,0,0,0,,0.0,0,0,0,,0,0.0,3,1,1,1,33.3,0,0,0,,434,12823,,
196,山田脩造,11,5,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,705,5510,,
197,山田脩造,12,2,5,8,1,0,12.5,0.2,0,0,0,,0,0.0,13,0,3,0,-5.8,10,0,5,25.0,327,3348,12.5,
198,山田航旗,10,2,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,215,3590,,
199,山田航旗,11,7,9,17,8,0,47.1,0.89,0,0,0,,1,0.04,23,2,5,2,5.4,8,3,3,56.2,953,6553,47.1,
200,峯村雄大,10,28,2,0,0,0,,0.0,0,0,0,,0,0.0,3,0,2,0,-16.7,0,0,0,,444,4605,,
201,峯村雄大,11,56,5,0,0,0,,0.0,0,0,0,,0,0.0,4,0,3,0,-18.8,0,0,0,,1123,8601,,
202,峯村雄大,12,14,2,0,0,0,,0.0,0,0,0,,0,0.0,2,0,0,0,0.0,0,0,0,,325,1950,,
203,川口喬,10,32,6,13,7,1,53.8,1.17,0,0,0,,1,0.08,14,0,2,1,-1.8,5,3,1,70.0,444,2516,46.2,
204,川口喬,11,48,8,6,3,0,50.0,0.38,0,0,0,,1,0.04,6,0,3,0,-12.5,4,3,1,87.5,832,6020,50.0,
205,川口喬,12,16,4,10,8,0,80.0,2.0,0,0,0,,5,0.58,13,1,2,3,9.6,0,0,0,,329,1588,80.0,
206,市川健太,10,68,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,434,12823,,
207,市川健太,11,136,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,2,2,0,100.0,1108,9563,,
208,市川健太,12,34,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,327,3348,,
209,平井海成,12,18,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,323,3297,,
210,平田亮介,10,42,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,211,4356,,
211,平田亮介,11,126,15,28,13,2,46.4,0.87,1,0,1,0.0,3,0.06,38,2,10,9,4.6,2,2,0,100.0,833,9134,39.3,-100.0
212,平田亮介,12,21,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,159,1661,,
213,張秉龍,10,24,12,76,29,7,38.2,2.42,15,4,3,26.7,4,0.09,35,2,9,5,2.9,93,39,15,50.0,438,12076,28.9,6.7
214,張秉龍,11,36,15,70,30,5,42.9,2.0,15,10,2,66.7,2,0.03,37,2,12,11,4.7,76,27,22,50.0,833,9134,35.7,53.3
215,張秉龍,12,12,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,323,3297,,
216,彭世坤,10,12,7,1,1,0,100.0,0.14,0,0,0,,0,0.0,2,0,0,1,12.5,0,0,0,,229,1400,100.0,
217,彭世坤,11,48,32,89,64,3,71.9,2.0,0,0,0,,19,0.15,102,4,18,23,5.1,8,3,1,43.8,1123,12425,68.5,
218,彭世坤,12,12,6,23,17,0,73.9,2.83,0,0,0,,5,0.28,24,1,2,8,10.4,4,2,1,62.5,329,1588,73.9,
219,戸嵜嵩大,10,36,5,15,7,1,46.7,1.4,2,0,0,0.0,0,0.0,4,0,2,0,-12.5,9,2,2,33.3,438,12076,40.0,0.0
220,戸嵜嵩大,11,54,13,69,26,9,37.7,2.0,21,9,5,42.9,2,0.05,31,0,8,10,1.6,64,30,15,58.6,833,9134,24.6,19.0
221,戸嵜嵩大,12,18,8,72,38,5,52.8,4.75,18,11,2,61.1,1,0.02,27,2,4,2,5.6,50,19,16,54.0,323,3297,45.8,50.0
222,手原紳,10,56,9,0,0,0,,0.0,0,0,0,,1,0.04,15,0,2,1,-1.7,0,0,0,,438,12076,,
223,手原紳,11,84,6,0,0,0,,0.0,0,0,0,,0,0.0,10,0,1,2,2.5,0,0,0,,833,9134,,
224,手原紳,12,28,1,0,0,0,,0.0,0,0,0,,0,0.0,2,0,0,1,12.5,0,0,0,,323,3297,,
225,手塚大,10,24,6,0,0,0,,0.0,0,0,0,,0,0.0,3,0,1,0,-8.3,0,0,0,,444,4605,,
226,手塚大,11,48,18,9,6,0,66.7,0.33,0,0,0,,1,0.01,11,1,4,3,6.8,0,0,0,,1123,8601,66.7,
227,手塚大,12,12,6,4,1,0,25.0,0.17,0,0,0,,0,0.0,7,0,2,2,0.0,0,0,0,,325,1950,25.0,
228,新井雄大,10,28,8,16,7,0,43.8,0.88,2,1,0,50.0,0,0.0,3,0,2,0,-16.7,0,0,0,,450,5270,43.8,50.0
229,新井雄大,11,56,22,115,52,10,45.2,2.36,12,8,2,66.7,1,0.01,53,3,9,6,4.2,110,45,32,55.5,1125,8766,36.5,50.0
230,新井雄大,12,14,6,9,4,0,44.4,0.67,0,0,0,,1,0.17,0,0,0,0,,8,3,1,43.8,323,3297,44.4,
231,新貴裕,10,80,4,2,1,0,50.0,0.25,0,0,0,,1,0.08,11,1,2,1,6.8,0,0,0,,442,6906,50.0,
232,新貴裕,11,160,9,1,1,0,100.0,0.11,0,0,0,,1,0.06,6,0,1,2,4.2,0,0,0,,1118,14280,100.0,
233,新貴裕,12,40,9,3,1,0,33.3,0.11,0,0,0,,3,0.07,31,2,3,7,9.7,0,0,0,,327,3348,33.3,
234,星野秀知,10,4,9,58,21,3,36.2,2.33,0,0,0,,3,0.1,25,0,4,1,-3.0,54,31,9,65.7,438,12076,31.0,
235,星野秀知,11,6,19,66,25,1,37.9,1.32,0,0,0,,3,0.05,43,2,3,5,5.8,103,48,26,59.2,833,9134,36.4,
236,星野秀知,12,2,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,323,3297,,
237,本間隆太,10,68,13,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,58,28,18,63.8,440,10165,,
238,本間隆太,11,136,33,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,131,54,34,54.2,1112,15559,,
239,本間隆太,12,34,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,17,12,1,73.5,331,2450,,
240,村山豪,10,36,13,44,20,1,45.5,1.54,0,0,0,,8,0.19,45,0,7,9,1.1,8,1,3,31.2,440,10165,43.2,
241,村山豪,11,72,33,96,46,3,47.9,1.39,0,0,0,,21,0.15,109,4,18,15,3.0,9,4,1,50.0,1112,15559,44.8,
242,村山豪,12,18,6,16,11,1,68.8,1.83,0,0,0,,3,0.17,23,3,3,0,9.8,0,0,0,,331,2450,62.5,
243,松本慶彦,10,4,14,25,12,1,48.0,0.86,0,0,0,,7,0.16,50,0,3,14,5.5,4,0,2,25.0,442,5898,44.0,
244,松本慶彦,11,8,27,57,37,5,64.9,1.37,0,0,0,,9,0.1,76,3,4,15,7.6,12,5,1,45.8,1121,7781,56.1,
245,松本慶彦,12,2,9,11,6,0,54.5,0.67,0,0,0,,1,0.02,20,0,1,3,2.5,2,0,1,25.0,325,1950,54.5,
246,柏田樹,10,92,10,27,10,2,37.0,1.0,1,0,0,0.0,6,0.18,41,2,3,11,9.8,0,0,0,,442,3455,29.6,0.0
247,柏田樹,11,184,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1123,12425,,
248,柏田樹,12,46,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,329,1588,,
249,柳澤広平,10,7,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,119,2500,,
250,柳澤広平,11,42,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,3,0,1,16.7,844,10345,,
251,柳澤広平,12,14,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,331,2450,,
252,柳田将洋,10,32,13,109,48,7,44.0,3.69,17,10,3,58.8,3,0.06,51,1,18,13,-0.5,82,31,18,48.8,440,10165,37.6,41.2
253,柳田将洋,11,64,33,246,116,21,47.2,3.52,78,41,9,52.6,3,0.02,123,12,29,31,10.2,118,50,31,55.5,1112,15559,38.6,41.0
254,柳田将洋,12,16,4,13,7,1,53.8,1.75,1,0,0,0.0,1,0.08,12,2,3,3,16.7,14,8,3,67.9,331,2450,46.2,0.0
255,柳町逸太,10,52,10,88,37,8,42.0,3.7,39,14,6,35.9,2,0.12,26,2,10,4,1.9,2,2,0,100.0,438,12076,33.0,20.5
256,柳町逸太,11,52,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,528,6442,,
257,栗山英之,10,8,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,116,3708,,
258,栗山英之,11,48,11,11,4,2,36.4,0.36,0,0,0,,8,0.21,31,0,1,7,4.8,2,0,1,25.0,833,9134,18.2,
259,栗山英之,12,16,5,6,3,0,50.0,0.6,0,0,0,,1,0.07,12,0,0,4,8.3,1,0,0,0.0,323,3297,50.0,
260,栗山雅史,10,76,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,442,3455,,
261,栗山雅史,11,152,4,18,6,3,33.3,1.5,6,1,1,16.7,0,0.0,12,0,1,3,4.2,0,0,0,,1123,12425,16.7,0.0
262,栗山雅史,12,38,6,37,17,1,45.9,2.83,11,4,1,36.4,4,0.22,19,0,2,5,3.9,0,0,0,,329,1588,43.2,27.3
263,梅本鈴太郎,10,54,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,335,5499,,
264,梅本鈴太郎,11,144,8,22,9,4,40.9,1.12,5,2,2,40.0,3,0.21,21,3,8,7,13.1,4,3,0,75.0,1121,7781,22.7,0.0
265,梅本鈴太郎,12,36,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,325,1950,,
266,森崎健史,10,32,4,5,3,0,60.0,0.75,0,0,0,,0,0.0,9,2,3,2,19.4,1,0,0,0.0,229,1400,60.0,
267,森崎健史,11,128,10,30,16,2,53.3,1.6,0,0,0,,3,0.1,33,2,3,6,8.3,2,0,1,25.0,1107,7913,46.7,
268,森崎健史,12,32,3,5,2,0,40.0,0.67,0,0,0,,0,0.0,12,0,1,3,4.2,3,1,1,50.0,331,2450,40.0,
269,椿山竜介,10,56,4,0,0,0,,0.0,0,0,0,,0,0.0,6,0,1,2,4.2,0,0,0,,434,12823,,
270,椿山竜介,11,112,8,31,18,0,58.1,2.25,10,5,0,50.0,1,0.04,21,2,5,6,10.7,1,0,1,50.0,1108,9563,58.1,50.0
271,椿山竜介,12,28,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,327,3348,,
272,椿芽久,10,52,9,3,2,1,66.7,0.22,0,0,0,,0,0.0,20,0,3,3,0.0,1,0,0,0.0,444,4990,33.3,
273,椿芽久,11,104,5,0,0,0,,0.0,0,0,0,,1,0.1,9,0,2,0,-5.6,0,0,0,,1107,7913,,
274,椿芽久,12,26,3,0,0,0,,0.0,0,0,0,,0,0.0,2,0,0,1,12.5,0,0,0,,331,2450,,
275,樋口裕希,10,6,7,46,24,4,52.2,3.43,10,6,1,60.0,3,0.11,25,2,5,9,12.0,36,15,10,55.6,323,3398,43.5,50.0
276,樋口裕希,11,16,24,152,63,10,41.4,2.62,20,11,1,55.0,10,0.15,88,4,21,22,4.8,177,77,35,53.4,1121,7781,34.9,50.0
277,樋口裕希,12,4,9,50,19,3,38.0,2.11,4,1,2,25.0,1,0.03,30,1,9,7,1.7,67,25,14,47.8,325,1950,32.0,-25.0
278,武智洸史,10,32,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,450,5270,,
279,武智洸史,11,64,21,27,16,2,59.3,0.76,1,0,0,0.0,0,0.0,20,2,5,4,8.8,44,23,9,62.5,1125,8766,51.9,0.0
280,武智洸史,12,16,8,35,17,5,48.6,2.12,1,1,0,100.0,0,0.0,30,2,6,9,9.2,58,26,12,55.2,323,3297,34.3,100.0
281,武藤鉄也,10,72,7,13,6,1,46.2,0.86,0,0,0,,1,0.14,25,0,1,3,2.0,7,0,5,35.7,438,12076,38.5,
282,武藤鉄也,11,108,18,34,13,0,38.2,0.72,0,0,0,,6,0.15,47,0,5,7,1.1,1,1,0,100.0,833,9134,38.2,
283,武藤鉄也,12,36,8,6,1,0,16.7,0.12,0,0,0,,5,0.18,17,0,2,2,0.0,0,0,0,,323,3297,16.7,
284,永尾敏明,10,80,7,0,0,0,,0.0,0,0,0,,0,0.0,9,0,2,3,2.8,2,1,1,75.0,444,2516,,
285,永尾敏明,11,120,10,0,0,0,,0.0,0,0,0,,0,0.0,13,0,4,2,-3.8,0,0,0,,832,6020,,
286,永尾敏明,12,40,3,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,3,0,1,16.7,329,1588,,
287,永野健,10,68,15,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,62,28,18,59.7,442,6906,,
288,永野健,11,136,10,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,45,20,13,58.9,1118,14280,,
289,永野健,12,34,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,327,3348,,
290,永露元稀,10,84,13,9,4,0,44.4,0.31,0,0,0,,2,0.04,46,0,6,8,1.1,2,0,0,0.0,434,12823,44.4,
291,永露元稀,11,168,25,18,15,0,83.3,0.6,0,0,0,,6,0.08,113,0,2,20,4.0,5,1,0,20.0,1108,9563,83.3,
292,永露元稀,12,42,10,5,2,1,40.0,0.2,0,0,0,,5,0.1,28,0,2,5,2.7,1,0,0,0.0,327,3348,20.0,
293,江川,10,76,12,87,50,11,57.5,4.17,33,20,4,60.6,11,0.3,45,4,10,11,9.4,0,0,0,,450,5270,44.8,48.5
294,江川,11,152,31,294,134,29,45.6,4.32,111,55,13,49.5,8,0.07,110,8,37,32,6.1,1,0,0,0.0,1125,8766,35.7,37.8
295,江川,12,38,8,87,47,7,54.0,5.88,43,23,5,53.5,2,0.05,31,2,7,16,13.7,0,0,0,,323,3297,46.0,41.9
296,池田幸太,10,36,12,70,29,3,41.4,2.42,13,4,1,30.8,1,0.02,43,4,9,5,7.0,57,15,16,40.4,444,4990,37.1,23.1
297,池田幸太,11,72,29,176,73,20,41.5,2.52,34,17,4,50.0,6,0.05,97,3,15,18,3.9,228,89,55,51.1,1107,7913,30.1,38.2
298,池田幸太,12,18,6,35,16,1,45.7,2.67,3,0,1,0.0,1,0.06,17,0,3,4,1.5,39,20,6,59.0,331,2450,42.9,-33.3
299,池田颯太,10,12,3,0,0,0,,0.0,0,0,0,,0,0.0,3,0,0,0,0.0,0,0,0,,444,4990,,
300,池田颯太,11,24,12,0,0,0,,0.0,0,0,0,,0,0.0,18,0,1,4,4.2,0,0,0,,1107,7913,,
301,池田颯太,12,6,1,0,0,0,,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,331,2450,,
302,河東祐大,10,24,2,0,0,0,,0.0,0,0,0,,0,0.0,5,0,0,1,5.0,0,0,0,,440,10165,,
303,河東祐大,11,48,15,0,0,0,,0.0,0,0,0,,0,0.0,49,0,1,7,3.1,2,0,1,25.0,1112,15559,,
304,河東祐大,12,12,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,331,2450,,
305,波佐間泰平,10,60,10,22,13,0,59.1,1.3,0,0,0,,4,0.14,22,1,4,2,2.3,4,4,0,100.0,444,4990,59.1,
306,波佐間泰平,11,90,10,23,10,0,43.5,1.0,0,0,0,,3,0.12,24,0,6,3,-3.1,4,2,0,50.0,836,6703,43.5,
307,波佐間泰平,12,30,4,5,4,0,80.0,1.0,0,0,0,,1,0.08,12,0,1,1,0.0,2,1,1,75.0,331,2450,80.0,
308,深津旭弘,10,68,14,1,1,0,100.0,0.07,0,0,0,,2,0.04,55,0,4,17,5.9,5,0,0,0.0,442,5898,100.0,
309,深津旭弘,11,136,27,7,4,0,57.1,0.15,1,0,0,0.0,5,0.06,111,8,7,26,11.5,3,0,0,0.0,1121,7781,57.1,0.0
310,深津旭弘,12,34,7,2,2,0,100.0,0.29,0,0,0,,1,0.04,27,1,2,6,7.4,0,0,0,,325,1950,100.0,
311,深津英臣,10,8,15,5,1,1,20.0,0.07,0,0,0,,4,0.09,54,3,2,13,10.6,0,0,0,,442,6906,0.0,
312,深津英臣,11,16,33,9,5,0,55.6,0.15,0,0,0,,6,0.05,122,3,6,36,8.6,0,0,0,,1118,14280,55.6,
313,深津英臣,12,2,2,0,0,0,,0.0,0,0,0,,0,0.0,3,0,1,0,-8.3,0,0,0,,161,1624,,
314,清水邦広,10,4,15,101,41,8,40.6,2.73,29,10,3,34.5,4,0.07,44,2,11,9,3.4,0,0,0,,442,6906,32.7,24.1
315,清水邦広,11,8,24,198,106,10,53.5,4.42,71,39,4,54.9,11,0.12,92,8,17,21,9.8,2,1,0,50.0,1118,14280,48.5,49.3
316,清水邦広,12,2,3,15,7,0,46.7,2.33,3,1,0,33.3,0,0.0,8,1,2,1,9.4,0,0,0,,327,3348,46.7,33.3
317,渡辺奏吾,10,20,13,0,0,0,,0.0,0,0,0,,0,0.0,17,1,2,2,5.9,0,0,0,,442,6906,,
318,渡辺奏吾,11,40,29,7,2,0,28.6,0.07,0,0,0,,2,0.02,47,2,5,11,7.4,20,11,4,65.0,1118,14280,28.6,
319,渡辺奏吾,12,10,8,22,11,0,50.0,1.38,2,0,0,0.0,2,0.05,16,0,4,2,-3.1,27,10,7,50.0,327,3348,50.0,0.0
320,熊倉允,11,28,1,1,0,0,0.0,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,278,2406,0.0,
321,玉宅健太郎,10,8,11,0,0,0,,0.0,0,0,0,,1,0.02,22,0,1,8,8.0,0,0,0,,438,12076,,
322,玉宅健太郎,11,12,20,3,1,1,33.3,0.05,0,0,0,,4,0.06,58,1,6,11,3.9,1,0,0,0.0,833,9134,0.0,
323,玉宅健太郎,12,4,8,1,0,0,0.0,0.0,0,0,0,,0,0.0,26,0,3,9,5.8,0,0,0,,323,3297,0.0,
324,王東宸,10,24,9,17,9,0,52.9,1.0,0,0,0,,8,0.3,41,3,6,14,12.2,1,1,0,100.0,318,9115,52.9,
325,王東宸,11,64,24,75,50,5,66.7,2.08,1,0,0,0.0,18,0.25,94,2,14,35,7.7,4,3,1,87.5,1108,9563,60.0,0.0
326,王東宸,12,16,10,31,19,5,61.3,1.9,0,0,0,,4,0.08,34,1,1,8,8.1,2,1,1,75.0,327,3348,45.2,
327,真子康佑,10,32,13,1,0,0,0.0,0.0,0,0,0,,2,0.04,48,0,3,4,0.5,0,0,0,,444,4605,0.0,
328,真子康佑,11,64,15,3,3,0,100.0,0.2,0,0,0,,3,0.06,22,0,1,8,8.0,2,0,0,0.0,1123,8601,100.0,
329,真子康佑,12,16,6,0,0,0,,0.0,0,0,0,,0,0.0,4,1,0,0,25.0,0,0,0,,325,1950,,
330,矢貫龍馬,10,56,4,5,0,0,0.0,0.0,0,0,0,,2,0.33,11,0,3,0,-6.8,2,1,1,75.0,444,4990,0.0,
331,矢貫龍馬,11,70,3,8,4,0,50.0,1.33,0,0,0,,1,0.11,5,0,0,0,0.0,1,1,0,100.0,711,3770,50.0,
332,矢貫龍馬,12,28,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,331,2450,,
333,福山汰一,10,16,8,10,4,2,40.0,0.5,0,0,0,,1,0.04,10,0,1,0,-2.5,1,1,0,100.0,440,10165,20.0,
334,福山汰一,11,32,20,22,14,0,63.6,0.7,0,0,0,,5,0.06,31,0,6,6,0.0,3,1,1,50.0,1112,15559,63.6,
335,福山汰一,12,8,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,331,2450,,
336,秦耕介,10,44,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,442,3455,,
337,秦耕介,11,88,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,1123,12425,,
338,秦耕介,12,22,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,329,1588,,
339,竹元裕太郎,10,42,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,226,2899,,
340,竹元裕太郎,11,126,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,812,5460,,
341,笠利真吾,10,68,11,29,15,3,51.7,1.36,6,3,1,50.0,1,0.03,20,0,6,5,-1.2,31,9,10,45.2,438,12076,41.4,33.3
342,笠利真吾,11,102,19,35,19,0,54.3,1.0,3,3,0,100.0,2,0.03,36,2,7,6,4.9,35,13,10,51.4,833,9134,54.3,100.0
343,笠利真吾,12,34,8,46,23,4,50.0,2.88,8,7,0,87.5,5,0.21,29,0,5,5,0.0,39,17,8,53.8,323,3297,41.3,87.5
344,米山裕太,10,20,6,8,1,0,12.5,0.17,0,0,0,,0,0.0,12,1,2,3,10.4,16,8,4,62.5,444,4605,12.5,
345,米山裕太,11,25,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,734,4122,,
346,米山裕太,12,10,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,325,1950,,
347,耿鑫,12,52,7,5,0,0,0.0,0.0,0,0,0,,4,0.11,19,0,1,1,0.0,0,0,0,,327,3348,0.0,
348,藤中優斗,10,4,2,1,0,0,0.0,0.0,0,0,0,,0,0.0,1,0,0,1,25.0,5,2,3,70.0,440,10165,0.0,
349,藤中優斗,11,8,21,88,43,4,48.9,2.05,7,5,0,71.4,5,0.06,69,1,9,13,2.9,79,44,20,68.4,1112,15559,44.3,71.4
350,藤中優斗,12,2,4,18,11,1,61.1,2.75,3,2,1,66.7,2,0.17,15,1,1,4,11.7,17,9,4,64.7,331,2450,55.6,33.3
351,藤中謙也,10,40,15,63,34,5,54.0,2.27,18,12,1,66.7,3,0.06,39,0,8,6,-1.3,126,51,40,56.3,442,3455,46.0,61.1
352,藤中謙也,11,80,31,108,45,14,41.7,1.45,27,15,4,55.6,6,0.05,106,4,21,19,3.3,186,83,43,56.2,1123,12425,28.7,40.7
353,藤中謙也,12,20,6,38,22,1,57.9,3.67,9,7,0,77.8,3,0.17,28,1,12,6,-1.8,56,24,15,56.2,329,1588,55.3,77.8
354,藤中颯志,10,32,15,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,88,37,24,55.7,442,3455,,
355,藤中颯志,11,64,32,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,175,88,39,61.4,1123,12425,,
356,藤中颯志,12,16,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,23,14,6,73.9,329,1588,,
357,藤原奨太,10,56,8,6,1,0,16.7,0.12,2,1,0,50.0,0,0.0,9,0,1,1,0.0,27,10,3,42.6,444,2516,16.7,50.0
358,藤原奨太,11,84,19,96,39,9,40.6,2.05,14,5,2,35.7,1,0.02,57,1,8,6,0.9,116,41,27,47.0,832,6020,31.2,21.4
359,藤原奨太,12,28,6,26,10,3,38.5,1.67,3,1,1,33.3,1,0.06,18,0,5,1,-5.6,37,11,10,43.2,329,1588,26.9,0.0
360,藤岡諒馬,11,66,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,424,2100,,
361,袴谷亮介,10,44,2,2,0,0,0.0,0.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,440,10165,0.0,
362,袴谷亮介,11,88,17,6,2,2,33.3,0.12,4,0,2,0.0,0,0.0,24,0,4,6,2.1,0,0,0,,1112,15559,0.0,-50.0
363,袴谷亮介,12,22,5,6,3,0,50.0,0.6,4,2,0,50.0,0,0.0,6,1,4,1,4.2,0,0,0,,331,2450,50.0,50.0
364,西山大翔,10,72,3,3,1,0,33.3,0.33,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,442,6906,33.3,
365,西山大翔,11,144,3,5,2,1,40.0,0.67,0,0,0,,0,0.0,3,2,1,0,58.3,3,0,1,16.7,1118,14280,20.0,
366,西本圭吾,10,72,10,16,10,1,62.5,1.0,0,0,0,,4,0.08,31,0,9,3,-4.8,1,0,1,50.0,444,4605,56.2,
367,西本圭吾,11,144,25,40,26,0,65.0,1.04,0,0,0,,15,0.13,78,5,14,16,7.1,1,1,0,100.0,1123,8601,65.0,
368,西本圭吾,12,36,9,15,10,1,66.7,1.11,0,0,0,,8,0.22,22,0,6,6,0.0,3,2,1,83.3,325,1950,60.0,
369,西村信,10,12,9,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,450,5270,,
370,西村信,11,24,31,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,17,13,2,82.4,1125,8766,,
371,西村信,12,6,8,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,323,3297,,
372,西田寛基,10,80,7,0,0,0,,0.0,0,0,0,,0,0.0,12,0,0,3,6.2,0,0,0,,442,3455,,
373,西田寛基,11,160,18,0,0,0,,0.0,0,0,0,,0,0.0,28,0,2,7,4.5,0,0,0,,1123,12425,,
374,西田寛基,12,40,3,0,0,0,,0.0,0,0,0,,0,0.0,3,0,0,0,0.0,0,0,0,,329,1588,,
375,西田有志,10,42,9,64,24,4,37.5,2.67,24,11,0,45.8,4,0.15,24,1,7,7,4.2,2,0,1,25.0,321,7665,31.2,45.8
376,西田有志,11,28,6,5,3,0,60.0,0.5,5,3,0,60.0,0,0.0,3,0,2,1,-8.3,0,0,0,,305,2692,60.0,60.0
377,西田有志,12,28,6,42,25,2,59.5,4.17,21,13,1,61.9,1,0.06,19,0,8,7,-1.3,0,0,0,,331,2450,54.8,57.1
378,西知恕,10,16,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,115,900,,
379,西知恕,11,80,14,7,4,0,57.1,0.29,0,0,0,,1,0.02,40,1,1,9,7.5,3,0,2,33.3,738,6566,57.1,
380,西知恕,12,32,8,16,5,1,31.2,0.62,1,0,0,0.0,3,0.11,34,0,3,2,-0.7,3,2,0,66.7,323,3297,25.0,0.0
381,谷口渉,10,10,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,9,2,5,50.0,211,4356,,
