Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
フォレストリーヴズ熊本,0,0,21,23,22,,,66,159,41,11,25.8,13.67,4,1,0,25.0,4,1.33,67,3,6,10,6.0,68,17.0,19.0,39.0,3.0,18,ブレス浜松,3,3,25,25,25,,,75,144,47,11,32.6,15.67,25,8,3,32.0,8,2.67,74,0,6,32,8.8,58,31.0,16.0,67.2,1.0,20
ブレス浜松,3,3,25,25,25,,,75,144,47,11,32.6,15.67,25,8,3,32.0,8,2.67,74,0,6,32,8.8,58,31.0,16.0,67.2,1.0,20,フォレストリーヴズ熊本,0,0,21,23,22,,,66,159,41,11,25.8,13.67,4,1,0,25.0,4,1.33,67,3,6,10,6.0,68,17.0,19.0,39.0,3.0,18
大野石油広島オイラーズ,2,1,30,22,25,23,11,111,232,72,13,31.0,14.40,8,1,1,12.5,10,2.00,112,3,3,34,9.6,98,41.0,24.0,54.1,3.0,26,ブレス浜松,3,2,28,25,18,25,15,111,216,75,10,34.7,15.00,29,10,5,34.5,14,2.80,110,3,11,31,7.3,108,51.0,21.0,56.9,5.0,19
ブレス浜松,3,2,28,25,18,25,15,111,216,75,10,34.7,15.00,29,10,5,34.5,14,2.80,110,3,11,31,7.3,108,51.0,21.0,56.9,5.0,19,大野石油広島オイラーズ,2,1,30,22,25,23,11,111,232,72,13,31.0,14.40,8,1,1,12.5,10,2.00,112,3,3,34,9.6,98,41.0,24.0,54.1,3.0,26
フォレストリーヴズ熊本,0,0,15,22,14,,,51,130,30,9,23.1,10.00,2,0,0,0.0,1,0.33,53,0,3,10,3.3,68,27.0,13.0,49.3,0.0,20,JAぎふリオレーナ,3,3,25,25,25,,,75,143,51,16,35.7,17.00,13,2,2,15.4,6,2.00,73,6,4,27,16.1,50,29.0,11.0,69.0,0.0,12
JAぎふリオレーナ,3,3,25,25,25,,,75,143,51,16,35.7,17.00,13,2,2,15.4,6,2.00,73,6,4,27,16.1,50,29.0,11.0,69.0,0.0,12,フォレストリーヴズ熊本,0,0,15,22,14,,,51,130,30,9,23.1,10.00,2,0,0,0.0,1,0.33,53,0,3,10,3.3,68,27.0,13.0,49.3,0.0,20
プレステージ・インターナショナルアランマーレ,3,2,19,25,26,21,15,106,194,60,8,30.9,12.00,19,2,1,10.5,16,3.20,105,3,10,22,5.7,97,42.0,25.0,56.2,5.0,27,ブレス浜松,2,1,25,22,24,25,8,104,207,71,14,34.3,14.20,28,8,2,28.6,9,1.80,105,1,8,29,6.0,93,52.0,18.0,65.6,5.0,23
ブレス浜松,2,1,25,22,24,25,8,104,207,71,14,34.3,14.20,28,8,2,28.6,9,1.80,105,1,8,29,6.0,93,52.0,18.0,65.6,5.0,23,プレステージ・インターナショナルアランマーレ,3,2,19,25,26,21,15,106,194,60,8,30.9,12.00,19,2,1,10.5,16,3.20,105,3,10,22,5.7,97,42.0,25.0,56.2,5.0,27
JAぎふリオレーナ,3,2,25,22,18,25,15,105,209,68,7,32.5,13.60,27,6,2,22.2,13,2.60,105,4,4,27,9.3,92,53.0,22.0,69.6,3.0,20,千葉エンゼルクロス,2,1,17,25,25,21,8,96,229,77,12,33.6,15.40,6,1,2,16.7,4,0.80,96,1,4,17,4.4,100,47.0,26.0,60.0,4.0,14
千葉エンゼルクロス,2,1,17,25,25,21,8,96,229,77,12,33.6,15.40,6,1,2,16.7,4,0.80,96,1,4,17,4.4,100,47.0,26.0,60.0,4.0,14,JAぎふリオレーナ,3,2,25,22,18,25,15,105,209,68,7,32.5,13.60,27,6,2,22.2,13,2.60,105,4,4,27,9.3,92,53.0,22.0,69.6,3.0,20
千葉エンゼルクロス,3,3,25,25,25,,,75,127,45,4,35.4,15.00,4,1,1,25.0,6,2.00,73,1,2,10,4.1,55,31.0,9.0,64.5,2.0,23,ブレス浜松,0,0,23,20,19,,,62,131,45,11,34.4,15.00,19,5,3,26.3,8,2.67,64,1,8,15,4.3,71,36.0,24.0,67.6,4.0,8
ブレス浜松,0,0,23,20,19,,,62,131,45,11,34.4,15.00,19,5,3,26.3,8,2.67,64,1,8,15,4.3,71,36.0,24.0,67.6,4.0,8,千葉エンゼルクロス,3,3,25,25,25,,,75,127,45,4,35.4,15.00,4,1,1,25.0,6,2.00,73,1,2,10,4.1,55,31.0,9.0,64.5,2.0,23
JAぎふリオレーナ,0,0,21,23,20,,,64,152,44,4,28.9,14.67,13,1,0,7.7,2,0.67,66,2,2,16,8.3,62,24.0,21.0,55.6,2.0,16,プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75,141,49,8,34.8,16.33,16,7,2,43.8,14,4.67,73,4,8,17,8.6,64,33.0,15.0,63.3,0.0,8
プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75,141,49,8,34.8,16.33,16,7,2,43.8,14,4.67,73,4,8,17,8.6,64,33.0,15.0,63.3,0.0,8,JAぎふリオレーナ,0,0,21,23,20,,,64,152,44,4,28.9,14.67,13,1,0,7.7,2,0.67,66,2,2,16,8.3,62,24.0,21.0,55.6,2.0,16
ルートインホテルズブリリアントアリーズ,3,3,25,25,30,,,80,132,57,4,43.2,19.00,4,1,1,25.0,11,3.67,79,2,4,20,7.6,57,38.0,6.0,71.9,3.0,10,フォレストリーヴズ熊本,0,0,16,17,28,,,61,135,48,5,35.6,16.00,1,0,1,0.0,1,0.33,62,1,4,13,5.2,75,43.0,12.0,65.3,1.0,11
フォレストリーヴズ熊本,0,0,16,17,28,,,61,135,48,5,35.6,16.00,1,0,1,0.0,1,0.33,62,1,4,13,5.2,75,43.0,12.0,65.3,1.0,11,ルートインホテルズブリリアントアリーズ,3,3,25,25,30,,,80,132,57,4,43.2,19.00,4,1,1,25.0,11,3.67,79,2,4,20,7.6,57,38.0,6.0,71.9,3.0,10
大野石油広島オイラーズ,3,3,25,25,25,,,75,135,52,6,38.5,17.33,8,2,2,25.0,4,1.33,73,3,1,31,14.4,49,28.0,11.0,68.4,1.0,16,GSS東京サンビームズ,0,0,20,15,16,,,51,129,37,11,28.7,12.33,3,0,1,0.0,6,2.00,53,0,4,10,2.8,71,23.0,18.0,45.1,1.0,8
GSS東京サンビームズ,0,0,20,15,16,,,51,129,37,11,28.7,12.33,3,0,1,0.0,6,2.00,53,0,4,10,2.8,71,23.0,18.0,45.1,1.0,8,大野石油広島オイラーズ,3,3,25,25,25,,,75,135,52,6,38.5,17.33,8,2,2,25.0,4,1.33,73,3,1,31,14.4,49,28.0,11.0,68.4,1.0,16
GSS東京サンビームズ,3,2,25,21,25,22,15,108,208,73,7,35.1,14.60,4,1,0,25.0,11,2.20,108,9,8,43,16.4,95,62.0,12.0,71.6,3.0,15,フォレストリーヴズ熊本,2,1,21,25,22,25,10,103,221,80,7,36.2,16.00,0,0,0,-,2,0.40,103,3,5,21,6.8,99,45.0,11.0,51.0,3.0,18
フォレストリーヴズ熊本,2,1,21,25,22,25,10,103,221,80,7,36.2,16.00,0,0,0,-,2,0.40,103,3,5,21,6.8,99,45.0,11.0,51.0,3.0,18,GSS東京サンビームズ,3,2,25,21,25,22,15,108,208,73,7,35.1,14.60,4,1,0,25.0,11,2.20,108,9,8,43,16.4,95,62.0,12.0,71.6,3.0,15
大野石油広島オイラーズ,2,1,25,21,18,25,9,98,214,66,6,30.8,13.20,7,2,1,28.6,8,1.60,99,1,2,21,5.8,100,57.0,19.0,66.5,1.0,23,ルートインホテルズブリリアントアリーズ,3,2,21,25,25,23,15,109,209,88,5,42.1,17.60,6,2,0,33.3,9,1.80,108,3,8,24,6.5,97,49.0,27.0,64.4,10.0,9
ルートインホテルズブリリアントアリーズ,3,2,21,25,25,23,15,109,209,88,5,42.1,17.60,6,2,0,33.3,9,1.80,108,3,8,24,6.5,97,49.0,27.0,64.4,10.0,9,大野石油広島オイラーズ,2,1,25,21,18,25,9,98,214,66,6,30.8,13.20,7,2,1,28.6,8,1.60,99,1,2,21,5.8,100,57.0,19.0,66.5,1.0,23
群馬銀行グリーンウイングス,3,3,25,25,25,,,75,137,47,9,34.3,15.67,6,1,0,16.7,7,2.33,73,3,7,34,13.4,55,31.0,11.0,66.4,1.0,18,フォレストリーヴズ熊本,0,0,19,21,16,,,56,141,34,12,24.1,11.33,5,0,1,0.0,4,1.33,58,1,3,13,6.0,66,18.0,15.0,38.6,3.0,17
フォレストリーヴズ熊本,0,0,19,21,16,,,56,141,34,12,24.1,11.33,5,0,1,0.0,4,1.33,58,1,3,13,6.0,66,18.0,15.0,38.6,3.0,17,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,137,47,9,34.3,15.67,6,1,0,16.7,7,2.33,73,3,7,34,13.4,55,31.0,11.0,66.4,1.0,18
プレステージ・インターナショナルアランマーレ,3,3,25,25,20,25,,95,205,56,8,27.3,14.00,23,5,0,21.7,13,3.25,94,3,12,26,6.9,75,36.0,21.0,62.0,2.0,23,千葉エンゼルクロス,1,0,18,18,25,16,,77,209,52,20,24.9,13.00,9,0,3,0.0,2,0.50,78,1,2,18,6.4,80,29.0,25.0,51.9,1.0,22
千葉エンゼルクロス,1,0,18,18,25,16,,77,209,52,20,24.9,13.00,9,0,3,0.0,2,0.50,78,1,2,18,6.4,80,29.0,25.0,51.9,1.0,22,プレステージ・インターナショナルアランマーレ,3,3,25,25,20,25,,95,205,56,8,27.3,14.00,23,5,0,21.7,13,3.25,94,3,12,26,6.9,75,36.0,21.0,62.0,2.0,23
群馬銀行グリーンウイングス,3,3,25,25,25,,,75,140,56,7,40.0,18.67,2,1,0,50.0,6,2.00,74,3,6,19,8.4,53,27.0,15.0,65.1,0.0,10,千葉エンゼルクロス,0,0,22,16,16,,,54,128,32,8,25.0,10.67,3,0,0,0.0,7,2.33,55,2,1,11,8.2,67,26.0,22.0,55.2,1.0,13
千葉エンゼルクロス,0,0,22,16,16,,,54,128,32,8,25.0,10.67,3,0,0,0.0,7,2.33,55,2,1,11,8.2,67,26.0,22.0,55.2,1.0,13,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,140,56,7,40.0,18.67,2,1,0,50.0,6,2.00,74,3,6,19,8.4,53,27.0,15.0,65.1,0.0,10
プレステージ・インターナショナルアランマーレ,3,3,23,26,25,25,,99,165,65,7,39.4,16.25,15,3,1,20.0,10,2.50,98,4,16,34,8.7,78,27.0,21.0,48.1,5.0,20,フォレストリーヴズ熊本,1,0,25,24,16,21,,86,174,54,6,31.0,13.50,1,0,0,0.0,0,0.00,87,4,9,30,10.6,82,20.0,28.0,41.5,5.0,28
フォレストリーヴズ熊本,1,0,25,24,16,21,,86,174,54,6,31.0,13.50,1,0,0,0.0,0,0.00,87,4,9,30,10.6,82,20.0,28.0,41.5,5.0,28,プレステージ・インターナショナルアランマーレ,3,3,23,26,25,25,,99,165,65,7,39.4,16.25,15,3,1,20.0,10,2.50,98,4,16,34,8.7,78,27.0,21.0,48.1,5.0,20
JAぎふリオレーナ,1,0,22,22,25,18,,87,179,55,12,30.7,13.75,14,6,2,42.9,9,2.25,88,3,5,25,9.1,88,37.0,19.0,52.8,5.0,20,ルートインホテルズブリリアントアリーズ,3,3,25,25,20,25,,95,170,61,9,35.9,15.25,7,2,2,28.6,10,2.50,94,2,6,30,8.5,83,37.0,18.0,55.4,5.0,22
ルートインホテルズブリリアントアリーズ,3,3,25,25,20,25,,95,170,61,9,35.9,15.25,7,2,2,28.6,10,2.50,94,2,6,30,8.5,83,37.0,18.0,55.4,5.0,22,JAぎふリオレーナ,1,0,22,22,25,18,,87,179,55,12,30.7,13.75,14,6,2,42.9,9,2.25,88,3,5,25,9.1,88,37.0,19.0,52.8,5.0,20
GSS東京サンビームズ,1,0,16,25,15,22,,78,176,47,6,26.7,11.75,7,3,0,42.9,6,1.50,79,2,6,15,5.4,79,30.0,15.0,47.5,3.0,23,ブレス浜松,3,3,25,14,25,25,,89,178,64,14,36.0,16.00,16,3,1,18.8,6,1.50,88,4,8,34,11.9,73,45.0,13.0,70.5,1.0,15
ブレス浜松,3,3,25,14,25,25,,89,178,64,14,36.0,16.00,16,3,1,18.8,6,1.50,88,4,8,34,11.9,73,45.0,13.0,70.5,1.0,15,GSS東京サンビームズ,1,0,16,25,15,22,,78,176,47,6,26.7,11.75,7,3,0,42.9,6,1.50,79,2,6,15,5.4,79,30.0,15.0,47.5,3.0,23
JAぎふリオレーナ,1,0,18,25,15,19,,77,176,51,13,29.0,12.75,18,6,4,33.3,5,1.25,78,2,8,29,9.3,79,37.0,17.0,57.6,6.0,19,ブレス浜松,3,3,25,18,25,25,,93,164,48,7,29.3,12.00,24,6,4,25.0,13,3.25,92,5,11,25,9.2,70,27.0,14.0,48.6,1.0,27
ブレス浜松,3,3,25,18,25,25,,93,164,48,7,29.3,12.00,24,6,4,25.0,13,3.25,92,5,11,25,9.2,70,27.0,14.0,48.6,1.0,27,JAぎふリオレーナ,1,0,18,25,15,19,,77,176,51,13,29.0,12.75,18,6,4,33.3,5,1.25,78,2,8,29,9.3,79,37.0,17.0,57.6,6.0,19
GSS東京サンビームズ,0,0,10,22,17,,,49,133,35,7,26.3,11.67,2,1,0,50.0,3,1.00,51,0,4,11,3.4,70,39.0,7.0,60.7,2.0,11,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75,123,52,6,42.3,17.33,3,0,3,0.0,7,2.33,73,3,2,22,11.0,46,28.0,7.0,68.5,3.0,13
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75,123,52,6,42.3,17.33,3,0,3,0.0,7,2.33,73,3,2,22,11.0,46,28.0,7.0,68.5,3.0,13,GSS東京サンビームズ,0,0,10,22,17,,,49,133,35,7,26.3,11.67,2,1,0,50.0,3,1.00,51,0,4,11,3.4,70,39.0,7.0,60.7,2.0,11
プレステージ・インターナショナルアランマーレ,3,2,24,25,24,25,15,113,202,73,6,36.1,14.60,24,6,2,25.0,14,2.80,112,2,11,21,4.0,96,59.0,20.0,71.9,5.0,24,大野石油広島オイラーズ,2,1,26,17,26,23,9,101,231,67,16,29.0,13.40,8,0,3,0.0,9,1.80,102,3,4,17,6.1,101,55.0,25.0,66.8,4.0,22
大野石油広島オイラーズ,2,1,26,17,26,23,9,101,231,67,16,29.0,13.40,8,0,3,0.0,9,1.80,102,3,4,17,6.1,101,55.0,25.0,66.8,4.0,22,プレステージ・インターナショナルアランマーレ,3,2,24,25,24,25,15,113,202,73,6,36.1,14.60,24,6,2,25.0,14,2.80,112,2,11,21,4.0,96,59.0,20.0,71.9,5.0,24
千葉エンゼルクロス,3,3,25,25,25,,,75,107,49,5,45.8,16.33,5,1,1,20.0,3,1.00,73,3,3,26,12.0,55,24.0,18.0,60.0,5.0,20,フォレストリーヴズ熊本,0,0,23,18,15,,,56,109,41,6,37.6,13.67,0,0,0,-,0,0.00,58,2,3,11,6.9,70,30.0,12.0,51.4,11.0,13
フォレストリーヴズ熊本,0,0,23,18,15,,,56,109,41,6,37.6,13.67,0,0,0,-,0,0.00,58,2,3,11,6.9,70,30.0,12.0,51.4,11.0,13,千葉エンゼルクロス,3,3,25,25,25,,,75,107,49,5,45.8,16.33,5,1,1,20.0,3,1.00,73,3,3,26,12.0,55,24.0,18.0,60.0,5.0,20
千葉エンゼルクロス,2,1,22,15,25,25,11,98,196,70,12,35.7,14.00,4,0,2,0.0,7,1.40,98,3,3,24,8.4,94,47.0,24.0,62.8,9.0,18,大野石油広島オイラーズ,3,2,25,25,13,22,15,100,187,64,9,34.2,12.80,5,1,1,20.0,10,2.00,100,2,4,22,6.5,94,40.0,28.0,57.4,5.0,24
大野石油広島オイラーズ,3,2,25,25,13,22,15,100,187,64,9,34.2,12.80,5,1,1,20.0,10,2.00,100,2,4,22,6.5,94,40.0,28.0,57.4,5.0,24,千葉エンゼルクロス,2,1,22,15,25,25,11,98,196,70,12,35.7,14.00,4,0,2,0.0,7,1.40,98,3,3,24,8.4,94,47.0,24.0,62.8,9.0,18
群馬銀行グリーンウイングス,3,2,18,21,25,25,15,104,243,82,12,33.7,16.40,6,1,0,16.7,10,2.00,104,1,6,46,10.6,103,68.0,10.0,70.9,9.0,13,GSS東京サンビームズ,2,1,25,25,23,20,13,106,221,68,7,30.8,13.60,7,2,0,28.6,8,1.60,108,4,2,27,9.5,97,42.0,12.0,49.5,4.0,27
GSS東京サンビームズ,2,1,25,25,23,20,13,106,221,68,7,30.8,13.60,7,2,0,28.6,8,1.60,108,4,2,27,9.5,97,42.0,12.0,49.5,4.0,27,群馬銀行グリーンウイングス,3,2,18,21,25,25,15,104,243,82,12,33.7,16.40,6,1,0,16.7,10,2.00,104,1,6,46,10.6,103,68.0,10.0,70.9,9.0,13
ブレス浜松,1,0,17,27,20,19,,83,190,53,14,27.9,13.25,15,6,3,40.0,9,2.25,84,1,1,30,9.8,92,57.0,6.0,65.2,4.0,20,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,25,,100,177,63,7,35.6,15.75,4,1,1,25.0,14,3.50,99,4,7,30,9.8,83,52.0,2.0,63.9,6.0,19
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,25,,100,177,63,7,35.6,15.75,4,1,1,25.0,14,3.50,99,4,7,30,9.8,83,52.0,2.0,63.9,6.0,19,ブレス浜松,1,0,17,27,20,19,,83,190,53,14,27.9,13.25,15,6,3,40.0,9,2.25,84,1,1,30,9.8,92,57.0,6.0,65.2,4.0,20
ブレス浜松,3,3,25,25,25,,,75,105,44,6,41.9,14.67,9,2,2,22.2,12,4.00,74,3,8,13,5.7,56,28.0,13.0,61.6,3.0,16,群馬銀行グリーンウイングス,0,0,22,23,14,,,59,125,36,9,28.8,12.00,4,0,1,0.0,4,1.33,60,2,3,14,7.9,64,38.0,12.0,68.8,4.0,17
群馬銀行グリーンウイングス,0,0,22,23,14,,,59,125,36,9,28.8,12.00,4,0,1,0.0,4,1.33,60,2,3,14,7.9,64,38.0,12.0,68.8,4.0,17,ブレス浜松,3,3,25,25,25,,,75,105,44,6,41.9,14.67,9,2,2,22.2,12,4.00,74,3,8,13,5.7,56,28.0,13.0,61.6,3.0,16
GSS東京サンビームズ,0,0,16,23,23,,,62,129,40,4,31.0,13.33,4,0,1,0.0,5,1.67,63,3,1,14,9.9,71,26.0,12.0,45.1,2.0,14,JAぎふリオレーナ,3,3,25,25,25,,,75,150,61,8,40.7,20.33,16,7,1,43.8,6,2.00,74,1,3,33,11.5,60,31.0,14.0,63.3,3.0,7
JAぎふリオレーナ,3,3,25,25,25,,,75,150,61,8,40.7,20.33,16,7,1,43.8,6,2.00,74,1,3,33,11.5,60,31.0,14.0,63.3,3.0,7,GSS東京サンビームズ,0,0,16,23,23,,,62,129,40,4,31.0,13.33,4,0,1,0.0,5,1.67,63,3,1,14,9.9,71,26.0,12.0,45.1,2.0,14
群馬銀行グリーンウイングス,3,3,25,25,25,,,75,125,45,4,36.0,15.00,1,0,1,0.0,6,2.00,73,6,5,25,15.1,42,21.0,4.0,54.8,2.0,18,プレステージ・インターナショナルアランマーレ,0,0,17,15,11,,,43,130,26,13,20.0,8.67,15,2,3,13.3,5,1.67,45,1,3,16,9.4,67,23.0,14.0,44.8,2.0,11
プレステージ・インターナショナルアランマーレ,0,0,17,15,11,,,43,130,26,13,20.0,8.67,15,2,3,13.3,5,1.67,45,1,3,16,9.4,67,23.0,14.0,44.8,2.0,11,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,125,45,4,36.0,15.00,1,0,1,0.0,6,2.00,73,6,5,25,15.1,42,21.0,4.0,54.8,2.0,18
群馬銀行グリーンウイングス,3,2,20,25,20,25,15,105,218,69,13,31.7,13.80,3,1,0,33.3,11,2.20,105,4,5,18,6.9,89,50.0,19.0,66.9,9.0,21,JAぎふリオレーナ,2,1,25,14,25,19,10,93,222,60,15,27.0,12.00,18,5,3,27.8,3,0.60,93,3,4,17,6.7,100,40.0,38.0,59.0,2.0,27
JAぎふリオレーナ,2,1,25,14,25,19,10,93,222,60,15,27.0,12.00,18,5,3,27.8,3,0.60,93,3,4,17,6.7,100,40.0,38.0,59.0,2.0,27,群馬銀行グリーンウイングス,3,2,20,25,20,25,15,105,218,69,13,31.7,13.80,3,1,0,33.3,11,2.20,105,4,5,18,6.9,89,50.0,19.0,66.9,9.0,21
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75,119,44,7,37.0,14.67,2,1,0,50.0,13,4.33,74,8,2,17,15.9,51,29.0,11.0,67.6,3.0,10,千葉エンゼルクロス,0,0,16,22,14,,,52,127,38,6,29.9,12.67,2,1,0,50.0,1,0.33,53,1,2,11,6.1,68,29.0,22.0,58.8,2.0,12
千葉エンゼルクロス,0,0,16,22,14,,,52,127,38,6,29.9,12.67,2,1,0,50.0,1,0.33,53,1,2,11,6.1,68,29.0,22.0,58.8,2.0,12,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75,119,44,7,37.0,14.67,2,1,0,50.0,13,4.33,74,8,2,17,15.9,51,29.0,11.0,67.6,3.0,10
大野石油広島オイラーズ,3,3,25,25,25,,,75,132,51,4,38.6,17.00,3,1,1,33.3,6,2.00,74,3,4,34,14.2,55,31.0,10.0,65.5,2.0,15,フォレストリーヴズ熊本,0,0,16,20,22,,,58,148,45,6,30.4,15.00,1,0,0,0.0,2,0.67,59,1,4,14,5.9,70,24.0,12.0,42.9,5.0,10
フォレストリーヴズ熊本,0,0,16,20,22,,,58,148,45,6,30.4,15.00,1,0,0,0.0,2,0.67,59,1,4,14,5.9,70,24.0,12.0,42.9,5.0,10,大野石油広島オイラーズ,3,3,25,25,25,,,75,132,51,4,38.6,17.00,3,1,1,33.3,6,2.00,74,3,4,34,14.2,55,31.0,10.0,65.5,2.0,15
千葉エンゼルクロス,3,3,25,25,25,,,75,142,49,12,34.5,16.33,5,2,0,40.0,2,0.67,73,4,4,25,12.7,57,32.0,13.0,67.5,4.0,20,フォレストリーヴズ熊本,0,0,18,18,22,,,58,138,34,13,24.6,11.33,0,0,0,-,3,1.00,60,1,3,12,5.4,69,32.0,12.0,55.1,4.0,20
フォレストリーヴズ熊本,0,0,18,18,22,,,58,138,34,13,24.6,11.33,0,0,0,-,3,1.00,60,1,3,12,5.4,69,32.0,12.0,55.1,4.0,20,千葉エンゼルクロス,3,3,25,25,25,,,75,142,49,12,34.5,16.33,5,2,0,40.0,2,0.67,73,4,4,25,12.7,57,32.0,13.0,67.5,4.0,20
大野石油広島オイラーズ,0,0,21,24,22,,,67,125,42,4,33.6,14.00,1,1,0,100.0,3,1.00,68,2,3,12,6.2,69,34.0,16.0,60.9,4.0,20,ルートインホテルズブリリアントアリーズ,3,3,25,26,25,,,76,119,53,7,44.5,17.67,3,0,1,0.0,9,3.00,75,3,5,19,8.7,65,36.0,17.0,68.5,8.0,11
