,Player,Team,No.,PlaySet,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,WinPoint,OpWinPoint,1setPoint,Op1setPoint,2setPoint,Op2setPoint,3setPoint,Op3setPoint,4setPoint,Op4setPoint,5setPoint,Op5setPoint,TotalPoint,OpTotalPoint,1setTime,2setTime,3setTime,4setTime,5setTime,GetSet,LostSet,TotalSet,Set,Point,AEff%,BAEff%
0,アンドラデレイレライニ,ブレス浜松,80.0,70,755.0,268.0,44.0,35.5,3.83,142.0,43.0,13.0,30.3,16.0,0.23,238.0,21.0,67.0,62.0,8.3,247.0,141.0,48.0,66.8,13892,11246.0,39.0,21.0,446.0,432.0,450.0,422.0,483.0,414.0,343.0,321.0,74.0,75.0,1796.0,1664.0,457.0,453.0,485.0,361.0,82.0,49,32,41.0,40.0,305.0,29.7,21.1
1,オケケアルメソマチ,プレステージ・インターナショナルアランマーレ,20.0,65,595.0,232.0,51.0,39.0,3.57,95.0,20.0,18.0,21.1,48.0,0.74,189.0,8.0,29.0,38.0,5.4,2.0,0.0,0.0,0.0,13874,13811.0,51.0,9.0,492.0,453.0,473.0,414.0,488.0,409.0,243.0,219.0,48.0,33.0,1744.0,1528.0,476.0,471.0,481.0,251.0,50.0,55,18,53.0,20.0,288.0,30.4,2.1
2,ハンタヴァエヴァンゲリア,群馬銀行グリーンウイングス,160.0,57,506.0,182.0,40.0,36.0,3.19,96.0,31.0,8.0,32.3,17.0,0.3,131.0,5.0,22.0,31.0,5.5,86.0,26.0,25.0,44.8,13789,11347.0,45.0,15.0,465.0,433.0,460.0,442.0,471.0,418.0,312.0,268.0,29.0,29.0,1737.0,1590.0,459.0,484.0,489.0,332.0,35.0,49,26,53.0,22.0,204.0,28.1,24.0
3,七條彩乃,フォレストリーヴズ熊本,247.0,3,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,1.0,0.0,1.0,31.2,0.0,0.0,0.0,,13239,5440.0,20.0,37.0,424.0,426.0,412.0,441.0,431.0,435.0,255.0,283.0,66.0,70.0,1588.0,1655.0,453.0,477.0,494.0,296.0,86.0,30,44,23.0,51.0,1.0,,
4,三宅楓,JAぎふリオレーナ,198.0,55,19.0,9.0,0.0,47.4,0.16,1.0,1.0,0.0,100.0,6.0,0.11,154.0,5.0,29.0,33.0,3.9,1.0,0.0,0.0,0.0,12448,11184.0,25.0,29.0,392.0,422.0,383.0,392.0,377.0,411.0,202.0,206.0,30.0,20.0,1384.0,1451.0,426.0,423.0,432.0,227.0,27.0,31,34,27.0,38.0,20.0,47.4,100.0
5,中尾千尋,JAぎふリオレーナ,88.0,20,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,28.0,1.0,3.0,6.0,6.2,0.0,0.0,0.0,,7857,7939.0,24.0,9.0,270.0,254.0,271.0,226.0,245.0,240.0,187.0,172.0,23.0,22.0,996.0,914.0,275.0,273.0,273.0,208.0,28.0,28,15,25.0,18.0,1.0,,
6,中島優花,千葉エンゼルクロス,300.0,66,624.0,200.0,62.0,32.1,3.03,0.0,0.0,0.0,,16.0,0.24,107.0,3.0,6.0,25.0,7.2,469.0,206.0,106.0,55.2,13870,5807.0,13.0,47.0,426.0,480.0,389.0,493.0,436.0,469.0,197.0,206.0,47.0,46.0,1495.0,1694.0,431.0,446.0,453.0,223.0,52.0,20,52,40.0,32.0,219.0,22.1,
7,中條菜津紀,フォレストリーヴズ熊本,220.0,51,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,71.0,2.0,3.0,24.0,10.2,57.0,26.0,14.0,57.9,13921,5620.0,23.0,37.0,447.0,451.0,437.0,460.0,456.0,457.0,280.0,303.0,66.0,70.0,1686.0,1741.0,478.0,504.0,523.0,322.0,86.0,33,45,23.0,55.0,2.0,,
8,中澤恵,GSS東京サンビームズ,120.0,41,463.0,141.0,26.0,30.5,3.44,56.0,19.0,3.0,33.9,13.0,0.32,161.0,7.0,16.0,40.0,8.1,276.0,109.0,75.0,53.1,7181,6862.0,12.0,18.0,233.0,218.0,219.0,213.0,219.0,235.0,190.0,212.0,25.0,26.0,886.0,904.0,252.0,239.0,271.0,231.0,30.0,18,23,24.0,17.0,161.0,24.8,28.6
9,中田唯香,ルートインホテルズブリリアントアリーズ,280.0,67,347.0,121.0,14.0,34.9,1.81,7.0,1.0,1.0,14.3,14.0,0.21,235.0,9.0,8.0,59.0,9.3,464.0,212.0,111.0,57.7,13976,8770.0,46.0,14.0,493.0,397.0,457.0,418.0,495.0,434.0,281.0,266.0,42.0,40.0,1768.0,1555.0,468.0,472.0,525.0,317.0,51.0,52,23,48.0,27.0,144.0,30.8,0.0
