Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
柏エンゼルクロス,1,0,25,21,16,16,,78,144,46,14,31.9,11.50,1,0,0,0.0,4,1.00,79,6,3,22,13.6,80,29.0,15.0,45.6,4.0,22,プレステージ・インターナショナルアランマーレ,3,3,17,25,25,25,,92,159,59,9,37.1,14.75,14,3,4,21.4,9,2.25,91,3,10,36,10.4,76,34.0,19.0,57.2,3.0,21
プレステージ・インターナショナルアランマーレ,3,3,17,25,25,25,,92,159,59,9,37.1,14.75,14,3,4,21.4,9,2.25,91,3,10,36,10.4,76,34.0,19.0,57.2,3.0,21,柏エンゼルクロス,1,0,25,21,16,16,,78,144,46,14,31.9,11.50,1,0,0,0.0,4,1.00,79,6,3,22,13.6,80,29.0,15.0,45.6,4.0,22
トヨタ自動車ヴァルキューレ,0,0,18,12,13,,,43,114,28,13,24.6,9.33,20,4,4,20.0,2,0.67,45,2,4,17,11.7,72,35.0,18.0,61.1,3.0,11,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,99,47,8,47.5,15.67,1,1,0,100.0,5,1.67,73,3,1,16,9.2,39,16.0,5.0,47.4,2.0,20
群馬銀行グリーンウイングス,3,3,25,25,25,,,75,99,47,8,47.5,15.67,1,1,0,100.0,5,1.67,73,3,1,16,9.2,39,16.0,5.0,47.4,2.0,20,トヨタ自動車ヴァルキューレ,0,0,18,12,13,,,43,114,28,13,24.6,9.33,20,4,4,20.0,2,0.67,45,2,4,17,11.7,72,35.0,18.0,61.1,3.0,11
JAぎふリオレーナ,3,3,25,25,25,,,75,110,53,8,48.2,17.67,5,1,3,20.0,4,1.33,74,4,3,16,9.8,47,24.0,11.0,62.8,2.0,14,大阪スーペリアーズ,0,0,13,18,17,,,48,109,31,9,28.4,10.33,6,0,1,0.0,0,0.00,49,4,2,12,13.3,70,37.0,17.0,65.0,3.0,13
大阪スーペリアーズ,0,0,13,18,17,,,48,109,31,9,28.4,10.33,6,0,1,0.0,0,0.00,49,4,2,12,13.3,70,37.0,17.0,65.0,3.0,13,JAぎふリオレーナ,3,3,25,25,25,,,75,110,53,8,48.2,17.67,5,1,3,20.0,4,1.33,74,4,3,16,9.8,47,24.0,11.0,62.8,2.0,14
大野石油広島オイラーズ,3,3,25,25,25,,,75,115,49,6,42.6,16.33,7,1,1,14.3,6,2.00,73,4,1,20,12.0,52,21.0,15.0,54.8,1.0,16,ブレス浜松,0,0,14,20,19,,,53,104,40,7,38.5,13.33,3,1,0,33.3,2,0.67,55,3,3,16,11.4,72,14.0,38.0,45.8,6.0,8
ブレス浜松,0,0,14,20,19,,,53,104,40,7,38.5,13.33,3,1,0,33.3,2,0.67,55,3,3,16,11.4,72,14.0,38.0,45.8,6.0,8,大野石油広島オイラーズ,3,3,25,25,25,,,75,115,49,6,42.6,16.33,7,1,1,14.3,6,2.00,73,4,1,20,12.0,52,21.0,15.0,54.8,1.0,16
GSS東京サンビームズ,1,0,25,19,19,14,,77,166,51,16,30.7,12.75,5,1,1,20.0,3,0.75,78,4,3,17,9.6,91,23.0,22.0,37.4,3.0,19,ヴィクトリーナ姫路,3,3,23,25,25,25,,98,150,55,9,36.7,13.75,10,1,1,10.0,14,3.50,97,7,5,46,17.8,74,43.0,14.0,67.6,5.0,22
ヴィクトリーナ姫路,3,3,23,25,25,25,,98,150,55,9,36.7,13.75,10,1,1,10.0,14,3.50,97,7,5,46,17.8,74,43.0,14.0,67.6,5.0,22,GSS東京サンビームズ,1,0,25,19,19,14,,77,166,51,16,30.7,12.75,5,1,1,20.0,3,0.75,78,4,3,17,9.6,91,23.0,22.0,37.4,3.0,19
