,Player,Team,Month,No.,Set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Spectators,Point,AEff%,BAEff%
0,アンドラデレイレライニ,ブレス浜松,1,16,15,181,62,10,34.3,4.13,33,7,3,21.2,3,0.2,59,5,16,19,9.7,90,49,16,63.3,2769,3293,70,28.7,12.1
1,アンドラデレイレライニ,ブレス浜松,10,8,4,11,4,1,36.4,1.0,1,0,0,0.0,0,0.0,3,0,2,0,-16.7,0,0,0,,1290,700,4,27.3,0.0
2,アンドラデレイレライニ,ブレス浜松,11,16,17,152,53,9,34.9,3.12,39,9,5,23.1,4,0.24,50,10,11,12,20.5,0,0,0,,2652,2035,67,28.9,10.3
3,アンドラデレイレライニ,ブレス浜松,12,8,8,79,24,6,30.4,3.0,19,6,2,31.6,4,0.5,28,2,7,9,8.9,20,7,4,45.0,1356,795,30,22.8,21.1
4,オケケアルメソマチ,プレステージ・インターナショナルアランマーレ,1,4,15,127,50,8,39.4,3.33,21,4,2,19.0,13,0.87,44,1,8,14,5.7,0,0,0,,2760,3034,64,33.1,9.5
5,オケケアルメソマチ,プレステージ・インターナショナルアランマーレ,10,2,8,77,23,7,29.9,2.88,13,3,1,23.1,6,0.75,21,0,4,2,-2.4,0,0,0,,1286,1210,29,20.8,15.4
6,オケケアルメソマチ,プレステージ・インターナショナルアランマーレ,11,4,11,82,37,8,45.1,3.36,10,2,2,20.0,9,0.82,26,2,5,2,4.8,0,0,0,,2649,1831,48,35.4,0.0
7,オケケアルメソマチ,プレステージ・インターナショナルアランマーレ,12,2,9,71,31,7,43.7,3.44,14,6,4,42.9,4,0.44,23,1,1,8,12.0,2,0,0,0.0,1357,1270,36,33.8,14.3
8,ハンタヴァエヴァンゲリア,群馬銀行グリーンウイングス,1,32,10,70,30,10,42.9,3.0,9,4,2,44.4,4,0.4,18,0,6,5,-1.4,18,4,6,38.9,2759,1905,34,28.6,22.2
9,ハンタヴァエヴァンゲリア,群馬銀行グリーンウイングス,10,16,2,15,6,1,40.0,3.0,0,0,0,,1,0.5,0,0,0,0,,4,2,1,62.5,1288,720,7,33.3,
10,ハンタヴァエヴァンゲリア,群馬銀行グリーンウイングス,11,40,12,104,36,9,34.6,3.0,13,3,1,23.1,3,0.25,28,0,3,7,3.6,22,10,4,54.5,3305,2375,39,26.0,15.4
11,ハンタヴァエヴァンゲリア,群馬銀行グリーンウイングス,12,8,1,4,2,0,50.0,2.0,0,0,0,,0,0.0,0,0,0,0,,1,1,0,100.0,683,230,2,50.0,
12,七條彩乃,フォレストリーヴズ熊本,1,52,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,2779,1151,0,,
13,七條彩乃,フォレストリーヴズ熊本,11,78,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,3973,1832,0,,
14,三宅楓,JAぎふリオレーナ,1,22,3,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1396,2993,0,,
15,三宅楓,JAぎふリオレーナ,10,22,6,0,0,0,,0.0,0,0,0,,0,0.0,13,0,1,3,3.8,0,0,0,,1291,880,0,,
16,三宅楓,JAぎふリオレーナ,11,55,16,6,1,0,16.7,0.06,0,0,0,,0,0.0,50,1,10,15,4.5,1,0,0,0.0,3328,2429,2,16.7,
17,三宅楓,JAぎふリオレーナ,12,22,5,2,1,0,50.0,0.2,0,0,0,,0,0.0,8,0,3,2,-3.1,0,0,0,,1357,510,1,50.0,
18,中尾千尋,JAぎふリオレーナ,1,32,8,0,0,0,,0.0,0,0,0,,0,0.0,9,0,2,2,0.0,0,0,0,,2781,3567,0,,
19,中島優花,千葉エンゼルクロス,1,45,11,107,34,7,31.8,3.09,0,0,0,,3,0.27,19,0,2,5,3.9,74,46,12,70.3,2084,691,37,25.2,
20,中島優花,千葉エンゼルクロス,10,30,8,92,30,6,32.6,3.75,0,0,0,,1,0.12,8,0,0,2,6.2,62,16,26,46.8,1287,920,31,26.1,
21,中島優花,千葉エンゼルクロス,11,75,18,182,61,22,33.5,3.39,0,0,0,,5,0.28,23,2,1,4,12.0,127,58,27,56.3,3283,1561,68,21.4,
22,中島優花,千葉エンゼルクロス,12,15,3,21,9,2,42.9,3.0,0,0,0,,0,0.0,8,0,0,1,3.1,38,17,4,50.0,674,0,9,33.3,
23,中條菜津紀,フォレストリーヴズ熊本,1,44,14,0,0,0,,0.0,0,0,0,,0,0.0,17,0,0,7,10.3,22,10,5,56.8,2779,1151,0,,
24,中條菜津紀,フォレストリーヴズ熊本,11,66,10,0,0,0,,0.0,0,0,0,,0,0.0,16,2,2,6,18.8,9,5,2,66.7,3973,1832,2,,
25,中條菜津紀,フォレストリーヴズ熊本,12,11,4,0,0,0,,0.0,0,0,0,,0,0.0,6,0,0,1,4.2,2,1,1,75.0,682,180,0,,
26,中澤恵,GSS東京サンビームズ,1,36,11,144,35,10,24.3,3.18,12,1,3,8.3,5,0.45,40,0,7,16,5.6,100,39,26,52.0,2086,2175,40,17.4,-16.7
27,中田唯香,ルートインホテルズブリリアントアリーズ,1,28,9,38,12,0,31.6,1.33,0,0,0,,1,0.11,29,1,4,6,5.2,48,18,12,50.0,1395,980,14,31.6,
28,中田唯香,ルートインホテルズブリリアントアリーズ,10,28,3,3,0,1,0.0,0.0,0,0,0,,0,0.0,2,0,0,1,12.5,0,0,0,,1292,1180,0,-33.3,
29,中田唯香,ルートインホテルズブリリアントアリーズ,11,42,10,60,22,4,36.7,2.2,4,1,0,25.0,3,0.3,50,2,0,13,10.5,53,37,7,76.4,2000,1810,27,30.0,25.0
30,中田唯香,ルートインホテルズブリリアントアリーズ,12,42,10,41,14,1,34.1,1.4,0,0,0,,2,0.2,30,1,1,5,6.7,31,17,7,66.1,2032,985,17,31.7,
31,中西杏実,大野石油広島オイラーズ,1,15,11,55,25,2,45.5,2.27,0,0,0,,1,0.09,30,0,0,5,4.2,7,6,1,92.9,2074,1402,26,41.8,
32,中西杏実,大野石油広島オイラーズ,11,25,21,92,26,2,28.3,1.24,0,0,0,,4,0.19,49,1,0,10,7.1,5,2,1,50.0,3306,1920,31,26.1,
33,中西杏実,大野石油広島オイラーズ,12,10,6,31,12,1,38.7,2.0,0,0,0,,4,0.67,18,0,0,2,2.8,1,1,0,100.0,1362,440,16,35.5,
34,中野樹里,ブレス浜松,1,24,1,2,0,0,0.0,0.0,0,0,0,,0,0.0,0,0,0,0,,1,1,0,100.0,2769,3293,0,0.0,
35,中野樹里,ブレス浜松,10,12,8,71,25,5,35.2,3.12,8,1,0,12.5,2,0.25,31,2,5,7,8.1,72,47,17,77.1,1290,700,29,28.2,12.5
36,中野樹里,ブレス浜松,11,24,19,127,38,10,29.9,2.0,9,0,2,0.0,8,0.42,59,5,8,19,13.1,131,66,23,59.2,2652,2035,51,22.0,-22.2
37,中野樹里,ブレス浜松,12,12,7,52,10,4,19.2,1.43,3,1,0,33.3,4,0.57,18,1,5,5,5.6,63,37,7,64.3,1356,795,15,11.5,33.3
38,中野祐希,ブレス浜松,1,8,17,53,21,6,39.6,1.24,0,0,0,,8,0.47,67,3,6,26,11.9,7,3,3,64.3,2769,3293,32,28.3,
39,中野祐希,ブレス浜松,10,4,8,32,16,1,50.0,2.0,0,0,0,,4,0.5,15,0,7,3,-6.7,2,1,0,50.0,1290,700,20,46.9,
40,中野祐希,ブレス浜松,11,8,19,59,28,1,47.5,1.47,0,0,0,,6,0.32,84,6,10,21,10.4,5,2,2,60.0,2652,2035,40,45.8,
41,中野祐希,ブレス浜松,12,4,8,19,8,0,42.1,1.0,0,0,0,,5,0.62,25,0,5,3,-2.0,0,0,0,,1356,795,13,42.1,
42,丸山莉佳,ブレス浜松,1,20,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,2769,3293,0,,
43,丸山莉佳,ブレス浜松,10,10,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,1290,700,0,,
44,丸山莉佳,ブレス浜松,11,20,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,2652,2035,0,,
45,丸山莉佳,ブレス浜松,12,10,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,1356,795,0,,
46,乾未和,ブレス浜松,1,76,14,1,1,0,100.0,0.07,0,0,0,,0,0.0,31,0,2,12,8.1,0,0,0,,2769,3293,1,100.0,
47,乾未和,ブレス浜松,11,38,5,0,0,0,,0.0,0,0,0,,0,0.0,8,0,0,2,6.2,0,0,0,,1329,1395,0,,
48,乾未和,ブレス浜松,12,38,7,3,0,0,0.0,0.0,0,0,0,,0,0.0,20,1,0,8,15.0,0,0,0,,1356,795,1,0.0,
49,伊藤きわ美,GSS東京サンビームズ,1,45,9,0,0,0,,0.0,0,0,0,,0,0.0,9,0,0,2,5.6,7,3,1,50.0,2086,2175,0,,
50,伊藤きわ美,GSS東京サンビームズ,10,30,5,0,0,0,,0.0,0,0,0,,0,0.0,5,0,1,1,0.0,7,2,0,28.6,1291,1000,0,,
51,伊藤きわ美,GSS東京サンビームズ,11,75,9,1,0,0,0.0,0.0,1,0,0,0.0,0,0.0,12,0,1,4,6.2,15,5,5,50.0,3284,1916,0,0.0,0.0
52,伊藤きわ美,GSS東京サンビームズ,12,30,5,4,0,0,0.0,0.0,0,0,0,,0,0.0,6,0,0,1,4.2,7,2,2,42.9,1361,390,0,0.0,
53,伊藤寿奈,群馬銀行グリーンウイングス,1,34,2,11,6,0,54.5,3.0,0,0,0,,1,0.5,9,1,0,1,13.9,0,0,0,,1372,1298,8,54.5,
54,伊藤寿奈,群馬銀行グリーンウイングス,10,34,3,16,7,1,43.8,2.33,0,0,0,,2,0.67,13,2,1,1,15.4,2,0,2,50.0,1288,720,11,37.5,
55,伊藤寿奈,群馬銀行グリーンウイングス,11,85,16,80,36,1,45.0,2.25,0,0,0,,8,0.5,63,1,1,8,4.4,5,3,2,80.0,3305,2375,45,43.8,
56,伊藤寿奈,群馬銀行グリーンウイングス,12,17,3,8,5,0,62.5,1.67,0,0,0,,3,1.0,15,1,1,4,11.7,2,2,0,100.0,683,230,9,62.5,
57,伊藤摩耶,プレステージ・インターナショナルアランマーレ,1,28,14,79,27,6,34.2,1.93,1,0,0,0.0,7,0.5,39,2,6,16,11.5,0,0,0,,2760,3034,36,26.6,0.0
58,伊藤摩耶,プレステージ・インターナショナルアランマーレ,10,14,8,61,23,1,37.7,2.88,0,0,0,,3,0.38,26,1,2,11,12.5,4,3,0,75.0,1286,1210,27,36.1,
59,伊藤摩耶,プレステージ・インターナショナルアランマーレ,11,28,12,65,28,6,43.1,2.33,1,1,0,100.0,5,0.42,48,1,3,19,10.4,1,1,0,100.0,2649,1831,34,33.8,100.0
60,伊藤摩耶,プレステージ・インターナショナルアランマーレ,12,14,8,47,17,3,36.2,2.12,0,0,0,,3,0.38,24,2,6,8,10.4,1,1,0,100.0,1357,1270,22,29.8,
61,伴千尋,大野石油広島オイラーズ,1,45,7,0,0,0,,0.0,0,0,0,,0,0.0,9,0,1,0,-2.8,8,4,3,68.8,2074,1402,0,,
62,伴千尋,大野石油広島オイラーズ,11,75,17,0,0,0,,0.0,0,0,0,,0,0.0,24,1,4,2,2.1,28,14,3,55.4,3306,1920,1,,
63,伴千尋,大野石油広島オイラーズ,12,30,5,0,0,0,,0.0,0,0,0,,0,0.0,10,0,0,2,5.0,5,3,1,70.0,1362,440,0,,
64,佐藤あり紗,リガーレ仙台,1,20,14,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,29,17,4,65.5,2784,2028,0,,
65,佐藤あり紗,リガーレ仙台,10,10,7,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,12,8,1,70.8,1287,1010,0,,
66,佐藤あり紗,リガーレ仙台,11,20,13,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,27,15,9,72.2,2636,2028,0,,
67,佐藤未羽,ルートインホテルズブリリアントアリーズ,1,12,8,14,3,1,21.4,0.38,1,0,0,0.0,0,0.0,17,2,0,4,17.6,16,10,3,71.9,1395,980,5,14.3,0.0
68,佐藤未羽,ルートインホテルズブリリアントアリーズ,10,12,5,18,6,0,33.3,1.2,0,0,0,,1,0.2,11,0,0,2,4.5,19,13,1,71.1,1292,1180,7,33.3,
69,佐藤未羽,ルートインホテルズブリリアントアリーズ,11,18,10,22,8,2,36.4,0.8,0,0,0,,1,0.1,17,0,1,4,4.4,39,23,4,64.1,2000,1810,9,27.3,
70,佐藤未羽,ルートインホテルズブリリアントアリーズ,12,18,7,12,4,0,33.3,0.57,0,0,0,,0,0.0,21,1,1,4,8.3,21,12,4,66.7,2032,985,5,33.3,
71,佐藤菜々美,プレステージ・インターナショナルアランマーレ,1,72,1,1,1,0,100.0,1.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,2760,3034,1,100.0,
72,佐藤菜々美,プレステージ・インターナショナルアランマーレ,10,36,3,9,2,1,22.2,0.67,0,0,0,,0,0.0,9,1,0,1,13.9,0,0,0,,1286,1210,3,11.1,
73,佐藤菜々美,プレステージ・インターナショナルアランマーレ,11,72,5,13,3,0,23.1,0.6,0,0,0,,2,0.4,7,0,0,2,7.1,0,0,0,,2649,1831,5,23.1,
74,佐藤菜々美,プレステージ・インターナショナルアランマーレ,12,36,3,15,3,1,20.0,1.0,0,0,0,,2,0.67,11,1,0,2,13.6,0,0,0,,1357,1270,6,13.3,
75,佐藤萌々華,大野石油広島オイラーズ,1,27,10,99,27,11,27.3,2.7,2,0,1,0.0,0,0.0,28,2,8,8,7.1,68,32,17,59.6,2074,1402,29,16.2,-50.0
76,佐藤萌々華,大野石油広島オイラーズ,11,45,23,239,88,15,36.8,3.83,8,0,1,0.0,4,0.17,69,12,11,17,19.6,116,63,21,63.4,3306,1920,104,30.5,-12.5
77,佐藤萌々華,大野石油広島オイラーズ,12,18,6,76,18,4,23.7,3.0,7,1,1,14.3,0,0.0,28,3,2,9,17.0,54,28,10,61.1,1362,440,21,18.4,0.0
78,倉田はるか,ヴィアティン三重,1,35,20,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,82,46,10,62.2,3469,2296,0,,
79,倉田はるか,ヴィアティン三重,11,35,19,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,106,66,20,71.7,3314,2425,0,,
80,光野星良,ヴィアティン三重,1,25,20,163,54,5,33.1,2.7,1,0,0,0.0,19,0.95,61,2,4,8,4.9,2,1,0,50.0,3469,2296,75,30.1,0.0
81,光野星良,ヴィアティン三重,11,25,19,154,55,8,35.7,2.89,0,0,0,,14,0.74,56,0,4,10,2.7,7,3,1,50.0,3314,2425,69,30.5,
82,入江彩水,フォレストリーヴズ熊本,1,48,18,228,82,11,36.0,4.56,1,0,0,0.0,6,0.33,53,3,4,8,7.5,141,59,30,52.5,2779,1151,91,31.1,0.0
83,入江彩水,フォレストリーヴズ熊本,11,72,21,299,88,19,29.4,4.19,18,4,3,22.2,4,0.19,62,1,13,11,0.8,136,76,23,64.3,3973,1832,93,23.1,5.6
84,入江彩水,フォレストリーヴズ熊本,12,12,4,68,33,4,48.5,8.25,4,1,0,25.0,2,0.5,14,0,1,2,1.8,26,22,2,88.5,682,180,35,42.6,25.0
85,前田美紅,プレステージ・インターナショナルアランマーレ,1,8,15,132,48,16,36.4,3.2,18,2,3,11.1,2,0.13,69,4,5,25,13.0,118,62,22,61.9,2760,3034,54,24.2,-5.6
86,前田美紅,プレステージ・インターナショナルアランマーレ,10,4,8,104,43,7,41.3,5.38,10,4,0,40.0,3,0.38,31,1,4,8,6.5,83,44,24,67.5,1286,1210,47,34.6,40.0
87,前田美紅,プレステージ・インターナショナルアランマーレ,11,8,12,94,31,5,33.0,2.58,9,1,1,11.1,5,0.42,56,3,7,19,10.7,68,34,18,63.2,2649,1831,39,27.7,0.0
88,前田美紅,プレステージ・インターナショナルアランマーレ,12,4,9,76,30,8,39.5,3.33,7,2,0,28.6,0,0.0,29,3,3,8,14.7,34,18,5,60.3,1357,1270,33,28.9,28.6
89,加藤優奈,リガーレ仙台,1,36,15,25,9,1,36.0,0.6,0,0,0,,0,0.0,70,2,3,19,8.6,0,0,0,,2784,2028,11,32.0,
90,加藤優奈,リガーレ仙台,10,18,7,13,3,0,23.1,0.43,0,0,0,,1,0.14,27,0,3,5,1.9,2,0,0,0.0,1287,1010,4,23.1,
91,加藤優奈,リガーレ仙台,11,45,17,25,15,0,60.0,0.88,0,0,0,,1,0.06,83,2,2,23,8.7,1,0,0,0.0,3306,2488,18,60.0,
92,加藤彩夏,リガーレ仙台,1,52,13,100,36,1,36.0,2.77,1,0,0,0.0,2,0.15,48,2,2,11,8.9,49,25,8,59.2,2784,2028,40,35.0,0.0
93,加藤彩夏,リガーレ仙台,10,26,7,48,11,2,22.9,1.57,2,0,0,0.0,0,0.0,19,0,0,5,6.6,68,30,17,56.6,1287,1010,11,18.8,0.0
94,加藤彩夏,リガーレ仙台,11,65,17,120,52,5,43.3,3.06,0,0,0,,0,0.0,48,1,0,11,7.8,93,44,26,61.3,3306,2488,53,39.2,
95,加藤萌,JAぎふリオレーナ,1,28,17,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,69,24,24,52.2,2781,3567,0,,
96,加藤萌,JAぎふリオレーナ,10,14,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,32,16,6,59.4,1291,880,0,,
97,加藤萌,JAぎふリオレーナ,11,35,18,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,65,32,15,60.8,3328,2429,0,,
98,加藤萌,JAぎふリオレーナ,12,14,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,27,13,5,57.4,1357,510,0,,
99,勝見咲子,GSS東京サンビームズ,1,18,1,1,0,0,0.0,0.0,0,0,0,,0,0.0,0,0,0,0,,1,1,0,100.0,2086,2175,0,0.0,
100,勝見咲子,GSS東京サンビームズ,10,12,3,35,6,2,17.1,2.0,4,0,0,0.0,0,0.0,9,0,2,2,0.0,6,4,0,66.7,1291,1000,6,11.4,0.0
101,勝見咲子,GSS東京サンビームズ,11,30,17,173,48,11,27.7,2.82,15,3,0,20.0,2,0.12,63,4,3,16,11.5,45,22,10,60.0,3284,1916,54,21.4,20.0
102,勝見咲子,GSS東京サンビームズ,12,12,7,63,20,7,31.7,2.86,5,2,0,40.0,1,0.14,18,2,1,4,15.3,11,6,0,54.5,1361,390,23,20.6,40.0
103,北島楓,ヴィアティン三重,1,100,13,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,3469,2296,0,,
104,北島楓,ヴィアティン三重,11,100,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,3314,2425,0,,
105,及川佑加,GSS東京サンビームズ,1,54,10,56,22,5,39.3,2.2,1,1,0,100.0,5,0.5,27,0,2,3,0.9,2,0,1,25.0,2086,2175,27,30.4,100.0
106,及川佑加,GSS東京サンビームズ,10,36,6,24,5,3,20.8,0.83,0,0,0,,2,0.33,22,0,2,4,2.3,1,1,0,100.0,1291,1000,7,8.3,
107,及川佑加,GSS東京サンビームズ,11,90,14,64,20,3,31.2,1.43,0,0,0,,6,0.43,55,1,2,8,4.5,3,3,0,100.0,3284,1916,27,26.6,
108,及川佑加,GSS東京サンビームズ,12,36,2,9,4,0,44.4,2.0,0,0,0,,1,0.5,6,0,0,0,0.0,0,0,0,,1361,390,5,44.4,
109,古市彩音,群馬銀行グリーンウイングス,1,24,6,8,4,0,50.0,0.67,0,0,0,,0,0.0,15,0,1,3,3.3,0,0,0,,2759,1905,4,50.0,
110,古市彩音,群馬銀行グリーンウイングス,10,6,1,2,1,1,50.0,1.0,0,0,0,,0,0.0,1,0,1,0,-25.0,0,0,0,,646,380,1,0.0,
111,古市彩音,群馬銀行グリーンウイングス,11,24,5,6,2,0,33.3,0.4,0,0,0,,0,0.0,7,0,2,1,-3.6,0,0,0,,2636,1801,2,33.3,
112,古市彩音,群馬銀行グリーンウイングス,12,6,3,2,1,0,50.0,0.33,0,0,0,,0,0.0,4,0,1,0,-6.2,0,0,0,,683,230,1,50.0,
113,合屋咲希,GSS東京サンビームズ,1,9,3,19,7,3,36.8,2.33,1,0,1,0.0,0,0.0,5,0,1,1,0.0,20,9,4,55.0,2086,2175,7,21.1,-100.0
114,合屋咲希,GSS東京サンビームズ,10,6,6,35,3,7,8.6,0.5,4,0,1,0.0,0,0.0,13,0,4,4,0.0,52,26,7,56.7,1291,1000,3,-11.4,-25.0
115,合屋咲希,GSS東京サンビームズ,11,15,14,72,21,7,29.2,1.5,3,0,0,0.0,5,0.36,29,1,6,10,6.9,62,29,15,58.9,3284,1916,27,19.4,0.0
116,合屋咲希,GSS東京サンビームズ,12,6,5,32,12,4,37.5,2.4,1,1,0,100.0,2,0.4,24,2,3,9,14.6,47,21,13,58.5,1361,390,16,25.0,100.0
117,吉岡みなみ,群馬銀行グリーンウイングス,1,8,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,20,9,7,62.5,2759,1905,0,,
118,吉岡みなみ,群馬銀行グリーンウイングス,10,2,2,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,642,340,0,,
119,吉岡みなみ,群馬銀行グリーンウイングス,11,10,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,11,6,2,63.6,3305,2375,0,,
120,吉岡みなみ,群馬銀行グリーンウイングス,12,2,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,3,1,2,66.7,683,230,0,,
121,吉田奈未,千葉エンゼルクロス,1,36,8,71,24,5,33.8,3.0,0,0,0,,2,0.25,30,0,0,5,4.2,51,31,10,70.6,2084,691,26,26.8,
122,吉田奈未,千葉エンゼルクロス,10,24,8,98,27,5,27.6,3.38,0,0,0,,2,0.25,30,1,0,4,6.7,52,18,14,48.1,1287,920,30,22.4,
123,吉田奈未,千葉エンゼルクロス,11,60,18,155,49,11,31.6,2.72,0,0,0,,1,0.06,79,4,3,12,7.9,125,51,32,53.6,3283,1561,54,24.5,
124,吉田奈未,千葉エンゼルクロス,12,12,3,32,9,2,28.1,3.0,0,0,0,,1,0.33,10,0,2,2,0.0,17,8,4,58.8,674,0,10,21.9,
125,名原寧音,千葉エンゼルクロス,1,48,5,2,0,2,0.0,0.0,0,0,0,,2,0.4,6,0,0,1,4.2,0,0,0,,2084,691,2,-100.0,
126,名原寧音,千葉エンゼルクロス,10,32,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,1287,920,0,,
127,名原寧音,千葉エンゼルクロス,11,80,2,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,0,0.0,0,0,0,,3283,1561,0,,
128,名原寧音,千葉エンゼルクロス,12,16,0,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,674,0,0,,
129,向井沙樹,フォレストリーヴズ熊本,1,24,18,5,4,0,80.0,0.22,1,1,0,100.0,0,0.0,53,1,0,15,9.0,2,0,0,0.0,2779,1151,5,80.0,100.0
130,向井沙樹,フォレストリーヴズ熊本,11,36,21,7,3,0,42.9,0.14,0,0,0,,0,0.0,60,1,2,17,7.9,2,0,0,0.0,3973,1832,4,42.9,
131,向井沙樹,フォレストリーヴズ熊本,12,6,4,0,0,0,,0.0,0,0,0,,0,0.0,9,0,3,3,0.0,0,0,0,,682,180,0,,
132,君島彩,千葉エンゼルクロス,1,18,10,57,23,1,40.4,2.3,0,0,0,,6,0.6,23,2,0,4,13.0,1,1,0,100.0,2084,691,31,38.6,
133,君島彩,千葉エンゼルクロス,10,12,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,1287,920,0,,
134,君島彩,千葉エンゼルクロス,11,30,3,8,3,0,37.5,1.0,0,0,0,,1,0.33,4,0,0,0,0.0,0,0,0,,3283,1561,4,37.5,
135,君島彩,千葉エンゼルクロス,12,6,1,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,0,0,0,,674,0,0,,
136,和田法子,フォレストリーヴズ熊本,1,64,13,70,24,2,34.3,1.85,0,0,0,,6,0.46,42,2,2,9,8.9,4,2,0,50.0,2779,1151,32,31.4,
137,和田法子,フォレストリーヴズ熊本,11,96,19,99,39,3,39.4,2.05,0,0,0,,3,0.16,60,1,4,13,5.4,1,1,0,100.0,3973,1832,43,36.4,
138,和田法子,フォレストリーヴズ熊本,12,16,4,14,6,0,42.9,1.5,0,0,0,,1,0.25,22,0,0,3,3.4,1,1,0,100.0,682,180,7,42.9,
139,唐川愛璃,JAぎふリオレーナ,1,68,17,5,0,0,0.0,0.0,0,0,0,,2,0.12,68,1,3,22,8.5,2,0,0,0.0,2781,3567,3,0.0,
140,唐川愛璃,JAぎふリオレーナ,10,34,6,0,0,0,,0.0,0,0,0,,0,0.0,11,1,0,1,11.4,0,0,0,,1291,880,1,,
141,唐川愛璃,JAぎふリオレーナ,11,85,10,0,0,0,,0.0,0,0,0,,0,0.0,15,0,1,5,6.7,0,0,0,,3328,2429,0,,
142,唐川愛璃,JAぎふリオレーナ,12,34,4,0,0,0,,0.0,0,0,0,,0,0.0,6,0,0,0,0.0,0,0,0,,1357,510,0,,
143,土岡真央,大野石油広島オイラーズ,1,51,11,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,30,14,7,58.3,2074,1402,0,,
144,土岡真央,大野石油広島オイラーズ,11,85,23,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,78,31,19,51.9,3306,1920,0,,
145,土岡真央,大野石油広島オイラーズ,12,34,6,0,0,0,,0.0,0,0,0,,0,0.0,0,0,0,0,,19,12,2,68.4,1362,440,0,,
146,坂口莉乃,大野石油広島オイラーズ,1,21,11,1,0,0,0.0,0.0,0,0,0,,2,0.18,42,2,2,16,13.1,0,0,0,,2074,1402,4,0.0,
147,坂口莉乃,大野石油広島オイラーズ,11,35,23,6,2,0,33.3,0.09,0,0,0,,1,0.04,91,5,4,26,11.5,2,0,0,0.0,3306,1920,8,33.3,
148,坂口莉乃,大野石油広島オイラーズ,12,14,6,2,1,0,50.0,0.17,0,0,0,,0,0.0,22,1,0,9,14.8,0,0,0,,1362,440,2,50.0,
149,増田美久,大野石油広島オイラーズ,1,12,7,39,10,4,25.6,1.43,2,1,0,50.0,1,0.14,25,2,1,4,11.0,3,1,2,66.7,2074,1402,13,15.4,50.0
150,増田美久,大野石油広島オイラーズ,11,20,18,132,34,13,25.8,1.89,1,0,1,0.0,5,0.28,56,2,1,13,8.9,11,5,5,68.2,3306,1920,41,15.9,-100.0
151,増田美久,大野石油広島オイラーズ,12,8,5,45,14,5,31.1,2.8,0,0,0,,2,0.4,11,0,1,1,0.0,5,1,0,20.0,1362,440,16,20.0,
152,大谷瑞季,ブレス浜松,1,32,9,30,15,1,50.0,1.67,5,1,1,20.0,2,0.22,13,0,0,3,5.8,35,17,6,57.1,2769,3293,17,46.7,0.0
153,大谷瑞季,ブレス浜松,10,16,3,8,4,2,50.0,1.33,3,1,1,33.3,0,0.0,7,0,2,2,0.0,10,6,0,60.0,1290,700,4,25.0,0.0
154,大谷瑞季,ブレス浜松,11,32,4,1,0,0,0.0,0.0,1,0,0,0.0,0,0.0,2,0,0,1,12.5,4,2,0,50.0,2652,2035,0,0.0,0.0
155,大谷瑞季,ブレス浜松,12,16,1,0,0,0,,0.0,0,0,0,,0,0.0,2,0,0,1,12.5,0,0,0,,1356,795,0,,
156,大谷芽衣,フォレストリーヴズ熊本,1,42,2,0,0,0,,0.0,0,0,0,,0,0.0,1,0,0,1,25.0,0,0,0,,2086,1057,0,,
