Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE
ルートインホテルズブリリアントアリーズ,1,0,25,13,16,19,,73,178,47,13,26.4,11.75,8,1,2,12.5,3,0.75,74,2,7,11,4.1,94,44.0,18.0,56.4,5.0,21,群馬銀行グリーンウイングス,3,3,23,25,25,25,,98,179,57,12,31.8,14.25,5,1,0,20.0,13,3.25,97,3,3,31,10.3,65,37.0,16.0,69.2,6.0,25
群馬銀行グリーンウイングス,3,3,23,25,25,25,,98,179,57,12,31.8,14.25,5,1,0,20.0,13,3.25,97,3,3,31,10.3,65,37.0,16.0,69.2,6.0,25,ルートインホテルズブリリアントアリーズ,1,0,25,13,16,19,,73,178,47,13,26.4,11.75,8,1,2,12.5,3,0.75,74,2,7,11,4.1,94,44.0,18.0,56.4,5.0,21
柏エンゼルクロス,1,0,22,25,12,18,,77,193,48,12,24.9,12.00,4,1,0,25.0,3,0.75,78,0,7,7,0.0,87,28.0,22.0,44.8,3.0,26,ブレス浜松,3,3,25,23,25,25,,98,197,58,11,29.4,14.50,16,7,1,43.8,11,2.75,97,7,8,34,13.9,71,52.0,12.0,81.7,7.0,22
ブレス浜松,3,3,25,23,25,25,,98,197,58,11,29.4,14.50,16,7,1,43.8,11,2.75,97,7,8,34,13.9,71,52.0,12.0,81.7,7.0,22,柏エンゼルクロス,1,0,22,25,12,18,,77,193,48,12,24.9,12.00,4,1,0,25.0,3,0.75,78,0,7,7,0.0,87,28.0,22.0,44.8,3.0,26
大野石油広島オイラーズ,2,1,25,27,22,26,14,114,238,75,13,31.5,15.00,20,5,5,25.0,7,1.40,115,9,8,30,12.6,104,63.0,21.0,70.7,1.0,23,プレステージ・インターナショナルアランマーレ,3,2,18,25,25,28,16,112,228,70,16,30.7,14.00,17,1,4,5.9,15,3.00,111,5,5,19,7.7,104,53.0,21.0,61.1,2.0,22
プレステージ・インターナショナルアランマーレ,3,2,18,25,25,28,16,112,228,70,16,30.7,14.00,17,1,4,5.9,15,3.00,111,5,5,19,7.7,104,53.0,21.0,61.1,2.0,22,大野石油広島オイラーズ,2,1,25,27,22,26,14,114,238,75,13,31.5,15.00,20,5,5,25.0,7,1.40,115,9,8,30,12.6,104,63.0,21.0,70.7,1.0,23
プレステージ・インターナショナルアランマーレ,1,0,24,25,14,20,,83,186,51,12,27.4,12.75,21,3,1,14.3,10,2.50,84,5,9,19,8.9,91,29.0,39.0,53.3,3.0,17,群馬銀行グリーンウイングス,3,3,26,21,25,25,,97,183,63,10,34.4,15.75,3,1,0,33.3,9,2.25,96,1,4,23,6.0,72,26.0,27.0,54.9,3.0,24
群馬銀行グリーンウイングス,3,3,26,21,25,25,,97,183,63,10,34.4,15.75,3,1,0,33.3,9,2.25,96,1,4,23,6.0,72,26.0,27.0,54.9,3.0,24,プレステージ・インターナショナルアランマーレ,1,0,24,25,14,20,,83,186,51,12,27.4,12.75,21,3,1,14.3,10,2.50,84,5,9,19,8.9,91,29.0,39.0,53.3,3.0,17
柏エンゼルクロス,2,1,25,25,21,20,16,107,231,75,9,32.5,15.00,4,2,2,50.0,7,1.40,107,6,6,24,9.8,108,36.0,27.0,45.8,9.0,19,ルートインホテルズブリリアントアリーズ,3,2,23,23,25,25,18,114,211,68,10,32.2,13.60,3,0,0,0.0,14,2.80,114,8,4,45,16.0,99,45.0,30.0,60.6,5.0,24
ルートインホテルズブリリアントアリーズ,3,2,23,23,25,25,18,114,211,68,10,32.2,13.60,3,0,0,0.0,14,2.80,114,8,4,45,16.0,99,45.0,30.0,60.6,5.0,24,柏エンゼルクロス,2,1,25,25,21,20,16,107,231,75,9,32.5,15.00,4,2,2,50.0,7,1.40,107,6,6,24,9.8,108,36.0,27.0,45.8,9.0,19
GSS東京サンビームズ,3,3,25,25,25,,,75,109,46,7,42.2,15.33,5,1,1,20.0,6,2.00,73,4,5,19,10.3,45,14.0,12.0,44.4,1.0,19,ブレス浜松,0,0,14,19,18,,,51,122,30,7,24.6,10.00,7,0,2,0.0,6,2.00,53,2,7,18,9.0,68,28.0,17.0,53.7,5.0,13
ブレス浜松,0,0,14,19,18,,,51,122,30,7,24.6,10.00,7,0,2,0.0,6,2.00,53,2,7,18,9.0,68,28.0,17.0,53.7,5.0,13,GSS東京サンビームズ,3,3,25,25,25,,,75,109,46,7,42.2,15.33,5,1,1,20.0,6,2.00,73,4,5,19,10.3,45,14.0,12.0,44.4,1.0,19
JAぎふリオレーナ,3,3,25,18,25,25,,93,214,67,12,31.3,16.75,17,5,1,29.4,5,1.25,92,4,9,19,7.1,86,43.0,19.0,61.0,4.0,17,大野石油広島オイラーズ,1,0,21,25,22,19,,87,185,56,9,30.3,14.00,11,0,2,0.0,6,1.50,88,0,2,24,6.2,82,47.0,13.0,65.2,6.0,25
大野石油広島オイラーズ,1,0,21,25,22,19,,87,185,56,9,30.3,14.00,11,0,2,0.0,6,1.50,88,0,2,24,6.2,82,47.0,13.0,65.2,6.0,25,JAぎふリオレーナ,3,3,25,18,25,25,,93,214,67,12,31.3,16.75,17,5,1,29.4,5,1.25,92,4,9,19,7.1,86,43.0,19.0,61.0,4.0,17
群馬銀行グリーンウイングス,3,3,29,25,27,,,81,156,58,8,37.2,19.33,2,0,0,0.0,5,1.67,80,0,7,29,6.9,63,21.0,15.0,45.2,0.0,18,柏エンゼルクロス,0,0,27,15,25,,,67,147,46,13,31.3,15.33,4,2,0,50.0,3,1.00,68,3,3,27,13.2,73,22.0,22.0,45.2,2.0,15
柏エンゼルクロス,0,0,27,15,25,,,67,147,46,13,31.3,15.33,4,2,0,50.0,3,1.00,68,3,3,27,13.2,73,22.0,22.0,45.2,2.0,15,群馬銀行グリーンウイングス,3,3,29,25,27,,,81,156,58,8,37.2,19.33,2,0,0,0.0,5,1.67,80,0,7,29,6.9,63,21.0,15.0,45.2,0.0,18
プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75,148,52,6,35.1,17.33,18,1,1,5.6,6,2.00,74,4,3,23,12.2,49,21.0,13.0,56.1,0.0,13,ルートインホテルズブリリアントアリーズ,0,0,16,22,13,,,51,125,39,5,31.2,13.00,7,2,0,28.6,3,1.00,52,0,3,15,5.8,71,30.0,18.0,54.9,5.0,9
ルートインホテルズブリリアントアリーズ,0,0,16,22,13,,,51,125,39,5,31.2,13.00,7,2,0,28.6,3,1.00,52,0,3,15,5.8,71,30.0,18.0,54.9,5.0,9,プレステージ・インターナショナルアランマーレ,3,3,25,25,25,,,75,148,52,6,35.1,17.33,18,1,1,5.6,6,2.00,74,4,3,23,12.2,49,21.0,13.0,56.1,0.0,13
大野石油広島オイラーズ,3,2,23,25,30,24,15,117,238,83,8,34.9,16.60,9,0,0,0.0,14,2.80,117,2,3,42,10.0,106,46.0,29.0,57.1,5.0,18,GSS東京サンビームズ,2,1,25,20,28,26,9,108,258,80,12,31.0,16.00,4,1,0,25.0,10,2.00,108,2,2,31,8.6,112,39.0,31.0,48.7,4.0,16
GSS東京サンビームズ,2,1,25,20,28,26,9,108,258,80,12,31.0,16.00,4,1,0,25.0,10,2.00,108,2,2,31,8.6,112,39.0,31.0,48.7,4.0,16,大野石油広島オイラーズ,3,2,23,25,30,24,15,117,238,83,8,34.9,16.60,9,0,0,0.0,14,2.80,117,2,3,42,10.0,106,46.0,29.0,57.1,5.0,18
JAぎふリオレーナ,3,3,25,29,25,,,79,146,53,6,36.3,17.67,22,7,3,31.8,9,3.00,78,2,6,15,5.4,53,27.0,15.0,65.1,3.0,15,ブレス浜松,0,0,13,27,16,,,56,140,35,10,25.0,11.67,22,5,2,22.7,6,2.00,57,0,4,11,3.1,72,40.0,15.0,66.0,1.0,15
ブレス浜松,0,0,13,27,16,,,56,140,35,10,25.0,11.67,22,5,2,22.7,6,2.00,57,0,4,11,3.1,72,40.0,15.0,66.0,1.0,15,JAぎふリオレーナ,3,3,25,29,25,,,79,146,53,6,36.3,17.67,22,7,3,31.8,9,3.00,78,2,6,15,5.4,53,27.0,15.0,65.1,3.0,15
柏エンゼルクロス,3,3,25,25,21,25,,96,160,63,11,39.4,15.75,2,0,0,0.0,9,2.25,95,4,7,29,10.0,85,33.0,25.0,53.5,3.0,20,大野石油広島オイラーズ,1,0,22,22,25,22,,91,161,56,10,34.8,14.00,8,1,2,12.5,8,2.00,92,6,6,27,12.2,87,41.0,17.0,56.9,4.0,21
大野石油広島オイラーズ,1,0,22,22,25,22,,91,161,56,10,34.8,14.00,8,1,2,12.5,8,2.00,92,6,6,27,12.2,87,41.0,17.0,56.9,4.0,21,柏エンゼルクロス,3,3,25,25,21,25,,96,160,63,11,39.4,15.75,2,0,0,0.0,9,2.25,95,4,7,29,10.0,85,33.0,25.0,53.5,3.0,20
JAぎふリオレーナ,0,0,14,23,13,,,50,121,34,15,28.1,11.33,11,4,3,36.4,2,0.67,52,2,2,16,10.6,69,26.0,10.0,44.9,3.0,12,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,113,46,8,40.7,15.33,4,1,1,25.0,7,2.33,73,2,4,33,12.7,49,28.0,5.0,62.2,0.0,20
群馬銀行グリーンウイングス,3,3,25,25,25,,,75,113,46,8,40.7,15.33,4,1,1,25.0,7,2.33,73,2,4,33,12.7,49,28.0,5.0,62.2,0.0,20,JAぎふリオレーナ,0,0,14,23,13,,,50,121,34,15,28.1,11.33,11,4,3,36.4,2,0.67,52,2,2,16,10.6,69,26.0,10.0,44.9,3.0,12
プレステージ・インターナショナルアランマーレ,3,3,24,25,25,25,,99,206,66,11,32.0,16.50,26,2,3,7.7,6,1.50,98,3,7,21,6.6,79,35.0,26.0,60.8,3.0,24,ブレス浜松,1,0,26,18,21,21,,86,182,56,13,30.8,14.00,27,6,4,22.2,7,1.75,87,2,8,18,5.2,90,44.0,25.0,62.8,3.0,21
ブレス浜松,1,0,26,18,21,21,,86,182,56,13,30.8,14.00,27,6,4,22.2,7,1.75,87,2,8,18,5.2,90,44.0,25.0,62.8,3.0,21,プレステージ・インターナショナルアランマーレ,3,3,24,25,25,25,,99,206,66,11,32.0,16.50,26,2,3,7.7,6,1.50,98,3,7,21,6.6,79,35.0,26.0,60.8,3.0,24
GSS東京サンビームズ,2,1,25,25,20,25,7,102,193,62,11,32.1,12.40,14,6,1,42.9,11,2.20,103,5,5,29,10.7,99,30.0,22.0,41.4,4.0,24,ルートインホテルズブリリアントアリーズ,3,2,27,20,25,23,15,110,192,72,11,37.5,14.40,0,0,0,-,7,1.40,109,11,8,47,19.0,96,41.0,26.0,56.2,5.0,20
ルートインホテルズブリリアントアリーズ,3,2,27,20,25,23,15,110,192,72,11,37.5,14.40,0,0,0,-,7,1.40,109,11,8,47,19.0,96,41.0,26.0,56.2,5.0,20,GSS東京サンビームズ,2,1,25,25,20,25,7,102,193,62,11,32.1,12.40,14,6,1,42.9,11,2.20,103,5,5,29,10.7,99,30.0,22.0,41.4,4.0,24
柏エンゼルクロス,0,0,29,20,20,,,69,124,40,8,32.3,13.33,4,1,1,25.0,4,1.33,70,4,4,14,9.3,72,31.0,25.0,60.4,5.0,21,JAぎふリオレーナ,3,3,31,25,25,,,81,124,46,10,37.1,15.33,13,6,1,46.2,14,4.67,80,4,7,16,7.8,65,29.0,22.0,61.5,4.0,17
JAぎふリオレーナ,3,3,31,25,25,,,81,124,46,10,37.1,15.33,13,6,1,46.2,14,4.67,80,4,7,16,7.8,65,29.0,22.0,61.5,4.0,17,柏エンゼルクロス,0,0,29,20,20,,,69,124,40,8,32.3,13.33,4,1,1,25.0,4,1.33,70,4,4,14,9.3,72,31.0,25.0,60.4,5.0,21
群馬銀行グリーンウイングス,1,0,25,19,21,19,,84,180,49,13,27.2,12.25,3,0,0,0.0,8,2.00,85,3,3,19,8.2,79,41.0,13.0,60.1,5.0,24,大野石油広島オイラーズ,3,3,16,25,25,25,,91,170,57,13,33.5,14.25,12,4,0,33.3,6,1.50,90,7,7,25,12.8,81,44.0,18.0,65.4,4.0,21
大野石油広島オイラーズ,3,3,16,25,25,25,,91,170,57,13,33.5,14.25,12,4,0,33.3,6,1.50,90,7,7,25,12.8,81,44.0,18.0,65.4,4.0,21,群馬銀行グリーンウイングス,1,0,25,19,21,19,,84,180,49,13,27.2,12.25,3,0,0,0.0,8,2.00,85,3,3,19,8.2,79,41.0,13.0,60.1,5.0,24
ブレス浜松,0,0,18,16,20,,,54,122,34,8,27.9,11.33,14,4,4,28.6,4,1.33,56,2,6,13,6.7,64,33.0,21.0,68.0,5.0,14,ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75,123,46,2,37.4,15.33,2,0,0,0.0,6,2.00,73,4,9,10,5.8,50,21.0,16.0,58.0,3.0,19
ルートインホテルズブリリアントアリーズ,3,3,25,25,25,,,75,123,46,2,37.4,15.33,2,0,0,0.0,6,2.00,73,4,9,10,5.8,50,21.0,16.0,58.0,3.0,19,ブレス浜松,0,0,18,16,20,,,54,122,34,8,27.9,11.33,14,4,4,28.6,4,1.33,56,2,6,13,6.7,64,33.0,21.0,68.0,5.0,14
GSS東京サンビームズ,3,3,25,13,25,25,,88,140,58,7,41.4,14.50,4,1,0,25.0,7,1.75,87,4,9,14,6.0,78,38.0,17.0,59.6,3.0,19,プレステージ・インターナショナルアランマーレ,1,0,21,25,21,23,,90,145,59,7,40.7,14.75,13,5,0,38.5,7,1.75,91,5,11,24,9.1,76,44.0,18.0,69.7,1.0,19
プレステージ・インターナショナルアランマーレ,1,0,21,25,21,23,,90,145,59,7,40.7,14.75,13,5,0,38.5,7,1.75,91,5,11,24,9.1,76,44.0,18.0,69.7,1.0,19,GSS東京サンビームズ,3,3,25,13,25,25,,88,140,58,7,41.4,14.50,4,1,0,25.0,7,1.75,87,4,9,14,6.0,78,38.0,17.0,59.6,3.0,19
GSS東京サンビームズ,3,3,25,25,27,,,77,141,49,9,34.8,16.33,5,0,1,0.0,5,1.67,76,5,5,25,13.2,66,25.0,12.0,47.0,0.0,18,柏エンゼルクロス,0,0,21,22,25,,,68,150,50,11,33.3,16.67,3,0,0,0.0,3,1.00,69,1,3,28,10.5,69,25.0,19.0,50.0,4.0,14
柏エンゼルクロス,0,0,21,22,25,,,68,150,50,11,33.3,16.67,3,0,0,0.0,3,1.00,69,1,3,28,10.5,69,25.0,19.0,50.0,4.0,14,GSS東京サンビームズ,3,3,25,25,27,,,77,141,49,9,34.8,16.33,5,0,1,0.0,5,1.67,76,5,5,25,13.2,66,25.0,12.0,47.0,0.0,18
群馬銀行グリーンウイングス,3,3,25,24,25,25,,99,173,59,14,34.1,14.75,5,1,2,20.0,9,2.25,98,2,4,16,5.1,69,33.0,13.0,57.2,5.0,29,ブレス浜松,1,0,13,26,22,15,,76,180,43,15,23.9,10.75,12,1,1,8.3,5,1.25,77,5,8,18,9.7,93,39.0,37.0,61.8,6.0,23
ブレス浜松,1,0,13,26,22,15,,76,180,43,15,23.9,10.75,12,1,1,8.3,5,1.25,77,5,8,18,9.7,93,39.0,37.0,61.8,6.0,23,群馬銀行グリーンウイングス,3,3,25,24,25,25,,99,173,59,14,34.1,14.75,5,1,2,20.0,9,2.25,98,2,4,16,5.1,69,33.0,13.0,57.2,5.0,29
大野石油広島オイラーズ,1,0,25,16,23,21,,85,191,60,9,31.4,15.00,19,2,0,10.5,4,1.00,86,1,2,20,6.4,88,52.0,13.0,66.5,4.0,20,ルートインホテルズブリリアントアリーズ,3,3,22,25,25,25,,97,187,65,9,34.8,16.25,3,0,0,0.0,11,2.75,96,6,8,23,10.2,84,50.0,14.0,67.9,3.0,15
ルートインホテルズブリリアントアリーズ,3,3,22,25,25,25,,97,187,65,9,34.8,16.25,3,0,0,0.0,11,2.75,96,6,8,23,10.2,84,50.0,14.0,67.9,3.0,15,大野石油広島オイラーズ,1,0,25,16,23,21,,85,191,60,9,31.4,15.00,19,2,0,10.5,4,1.00,86,1,2,20,6.4,88,52.0,13.0,66.5,4.0,20
JAぎふリオレーナ,3,3,27,26,25,,,78,143,45,10,31.5,15.00,20,5,3,25.0,5,1.67,76,6,5,18,12.2,59,18.0,15.0,43.2,6.0,22,プレステージ・インターナショナルアランマーレ,0,0,25,24,16,,,65,147,33,9,22.4,11.00,11,2,1,18.2,9,3.00,67,2,8,26,9.7,69,40.0,11.0,65.9,5.0,21
プレステージ・インターナショナルアランマーレ,0,0,25,24,16,,,65,147,33,9,22.4,11.00,11,2,1,18.2,9,3.00,67,2,8,26,9.7,69,40.0,11.0,65.9,5.0,21,JAぎふリオレーナ,3,3,27,26,25,,,78,143,45,10,31.5,15.00,20,5,3,25.0,5,1.67,76,6,5,18,12.2,59,18.0,15.0,43.2,6.0,22
プレステージ・インターナショナルアランマーレ,3,3,25,25,23,25,,98,176,63,14,35.8,15.75,18,3,2,16.7,12,3.00,97,5,5,30,11.6,79,46.0,5.0,61.4,1.0,18,柏エンゼルクロス,1,0,15,20,25,22,,82,178,53,12,29.8,13.25,6,2,1,33.3,7,1.75,83,2,4,28,9.6,89,49.0,10.0,60.7,2.0,20
柏エンゼルクロス,1,0,15,20,25,22,,82,178,53,12,29.8,13.25,6,2,1,33.3,7,1.75,83,2,4,28,9.6,89,49.0,10.0,60.7,2.0,20,プレステージ・インターナショナルアランマーレ,3,3,25,25,23,25,,98,176,63,14,35.8,15.75,18,3,2,16.7,12,3.00,97,5,5,30,11.6,79,46.0,5.0,61.4,1.0,18
ブレス浜松,1,0,27,26,18,22,,93,208,59,16,28.4,14.75,6,0,2,0.0,9,2.25,94,1,7,30,7.2,97,44.0,11.0,51.0,7.0,24,ルートインホテルズブリリアントアリーズ,3,3,25,28,25,25,,103,197,66,10,33.5,16.50,1,0,0,0.0,6,1.50,102,1,5,41,9.8,87,44.0,12.0,57.5,9.0,30
ルートインホテルズブリリアントアリーズ,3,3,25,28,25,25,,103,197,66,10,33.5,16.50,1,0,0,0.0,6,1.50,102,1,5,41,9.8,87,44.0,12.0,57.5,9.0,30,ブレス浜松,1,0,27,26,18,22,,93,208,59,16,28.4,14.75,6,0,2,0.0,9,2.25,94,1,7,30,7.2,97,44.0,11.0,51.0,7.0,24
JAぎふリオレーナ,3,2,25,25,25,24,15,114,203,74,9,36.5,14.80,23,8,3,34.8,9,1.80,114,8,6,19,9.9,89,51.0,25.0,71.3,4.0,23,GSS東京サンビームズ,2,1,18,19,27,26,9,99,198,70,7,35.4,14.00,5,1,2,20.0,8,1.60,98,2,9,11,2.6,106,69.0,12.0,70.8,7.0,19
GSS東京サンビームズ,2,1,18,19,27,26,9,99,198,70,7,35.4,14.00,5,1,2,20.0,8,1.60,98,2,9,11,2.6,106,69.0,12.0,70.8,7.0,19,JAぎふリオレーナ,3,2,25,25,25,24,15,114,203,74,9,36.5,14.80,23,8,3,34.8,9,1.80,114,8,6,19,9.9,89,51.0,25.0,71.3,4.0,23
大野石油広島オイラーズ,1,0,19,25,17,18,,79,185,49,9,26.5,12.25,11,0,1,0.0,5,1.25,80,2,2,26,10.0,90,42.0,28.0,62.2,4.0,23,群馬銀行グリーンウイングス,3,3,25,22,25,25,,97,187,61,14,32.6,15.25,4,1,0,25.0,16,4.00,96,5,5,20,9.1,77,23.0,28.0,48.1,4.0,15
群馬銀行グリーンウイングス,3,3,25,22,25,25,,97,187,61,14,32.6,15.25,4,1,0,25.0,16,4.00,96,5,5,20,9.1,77,23.0,28.0,48.1,4.0,15,大野石油広島オイラーズ,1,0,19,25,17,18,,79,185,49,9,26.5,12.25,11,0,1,0.0,5,1.25,80,2,2,26,10.0,90,42.0,28.0,62.2,4.0,23
柏エンゼルクロス,2,1,16,25,25,22,11,99,242,66,14,27.3,13.20,2,1,0,50.0,10,2.00,99,3,4,26,8.6,103,51.0,12.0,55.3,1.0,20,ルートインホテルズブリリアントアリーズ,3,2,25,23,21,25,15,109,236,82,12,34.7,16.40,2,1,0,50.0,4,0.80,109,4,6,40,11.5,95,65.0,4.0,70.5,2.0,19
ルートインホテルズブリリアントアリーズ,3,2,25,23,21,25,15,109,236,82,12,34.7,16.40,2,1,0,50.0,4,0.80,109,4,6,40,11.5,95,65.0,4.0,70.5,2.0,19,柏エンゼルクロス,2,1,16,25,25,22,11,99,242,66,14,27.3,13.20,2,1,0,50.0,10,2.00,99,3,4,26,8.6,103,51.0,12.0,55.3,1.0,20
ブレス浜松,3,3,25,25,25,,,75,126,47,4,37.3,15.67,4,1,1,25.0,6,2.00,73,2,6,20,7.5,53,23.0,6.0,49.1,3.0,20,プレステージ・インターナショナルアランマーレ,0,0,15,23,21,,,59,146,35,9,24.0,11.67,14,1,3,7.1,6,2.00,61,5,7,20,13.5,67,32.0,13.0,57.5,4.0,13
プレステージ・インターナショナルアランマーレ,0,0,15,23,21,,,59,146,35,9,24.0,11.67,14,1,3,7.1,6,2.00,61,5,7,20,13.5,67,32.0,13.0,57.5,4.0,13,ブレス浜松,3,3,25,25,25,,,75,126,47,4,37.3,15.67,4,1,1,25.0,6,2.00,73,2,6,20,7.5,53,23.0,6.0,49.1,3.0,20
群馬銀行グリーンウイングス,3,3,25,25,25,,,75,136,54,5,39.7,18.00,1,1,0,100.0,11,3.67,73,2,3,26,10.6,55,31.0,6.0,61.8,3.0,8,GSS東京サンビームズ,0,0,21,21,16,,,58,127,45,2,35.4,15.00,10,4,1,40.0,1,0.33,60,1,4,18,7.5,69,38.0,5.0,58.7,2.0,11
GSS東京サンビームズ,0,0,21,21,16,,,58,127,45,2,35.4,15.00,10,4,1,40.0,1,0.33,60,1,4,18,7.5,69,38.0,5.0,58.7,2.0,11,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,136,54,5,39.7,18.00,1,1,0,100.0,11,3.67,73,2,3,26,10.6,55,31.0,6.0,61.8,3.0,8
大野石油広島オイラーズ,1,0,21,25,25,18,,89,184,61,7,33.2,15.25,12,2,0,16.7,5,1.25,90,2,1,37,12.2,88,54.0,9.0,66.5,9.0,21,JAぎふリオレーナ,3,3,25,27,18,25,,95,200,69,9,34.5,17.25,22,6,3,27.3,8,2.00,94,1,6,25,6.1,89,39.0,13.0,51.1,6.0,17
JAぎふリオレーナ,3,3,25,27,18,25,,95,200,69,9,34.5,17.25,22,6,3,27.3,8,2.00,94,1,6,25,6.1,89,39.0,13.0,51.1,6.0,17,大野石油広島オイラーズ,1,0,21,25,25,18,,89,184,61,7,33.2,15.25,12,2,0,16.7,5,1.25,90,2,1,37,12.2,88,54.0,9.0,66.5,9.0,21
柏エンゼルクロス,0,0,22,11,14,,,47,135,33,12,24.4,11.00,1,0,1,0.0,1,0.33,48,0,5,8,1.6,71,33.0,13.0,55.6,5.0,13,群馬銀行グリーンウイングス,3,3,25,25,25,,,75,121,45,6,37.2,15.00,1,0,0,0.0,5,1.67,74,3,3,24,11.1,43,22.0,13.0,66.3,4.0,22
