Team,GetSet,GetPoint,1SetPoint,2SetPoint,3SetPoint,4SetPoint,5SetPoint,TotalPoint,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,TF,OpE,OpTeam,LostSet,LostPoint,Op1SetPoint,Op2SetPoint,Op3SetPoint,Op4SetPoint,Op5SetPoint,OpTotalPoint,OpAA,OpAP,OpAE,OpASucc%,OpAP/S,OpBAA,OpBAP,OpBAE,OpBASucc%,OpBP,OpBP/S,OpSVA,OpSVP,OpSVE,OpSVx,OpSVEff%,OpRA,OpRx,OpRg,OpRSucc%,OpTF,OpOpE,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,TotalSet
ルートインホテルズブリリアントアリーズ,1,,25,18,18,10,,71.0,162.0,42.0,13.0,25.9,10.5,10.0,2.0,1.0,20.0,5.0,1.25,72.0,2.0,12.0,14.0,3.5,85.0,39.0,14.0,54.1,8.0,22,群馬銀行グリーンウイングス,3,,20,25,25,25,,95.0,154,54,8,35.1,13.50,6,3,0,50.0,6,1.50,94,2,9,30,7.7,60,33.0,11.0,64.2,5.0,33,751,2023-03-25,静岡県,さわやかアリーナ,374.0,13:00,14:49,1:49,北村友香,山尾未来,藤井靖香,岡本幸治,4
群馬銀行グリーンウイングス,3,,20,25,25,25,,95.0,154.0,54.0,8.0,35.1,13.5,6.0,3.0,0.0,50.0,6.0,1.5,94.0,2.0,9.0,30.0,7.7,60.0,33.0,11.0,64.2,5.0,33,ルートインホテルズブリリアントアリーズ,1,,25,18,18,10,,71.0,162,42,13,25.9,10.50,10,2,1,20.0,5,1.25,72,2,12,14,3.5,85,39.0,14.0,54.1,8.0,22,751,2023-03-25,静岡県,さわやかアリーナ,374.0,13:00,14:49,1:49,北村友香,山尾未来,藤井靖香,岡本幸治,4
プレステージ・インターナショナルアランマーレ,3,,24,25,17,25,15,106.0,188.0,72.0,10.0,38.3,14.4,10.0,4.0,1.0,40.0,5.0,1.0,106.0,4.0,12.0,38.0,9.9,82.0,52.0,8.0,68.3,2.0,25,群馬銀行グリーンウイングス,2,,26,14,25,18,12,95.0,188,62,11,33.0,12.40,12,2,2,16.7,4,0.80,95,5,9,21,8.4,93,47.0,5.0,53.2,5.0,24,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,5
群馬銀行グリーンウイングス,2,,26,14,25,18,12,95.0,188.0,62.0,11.0,33.0,12.4,12.0,2.0,2.0,16.7,4.0,0.8,95.0,5.0,9.0,21.0,8.4,93.0,47.0,5.0,53.2,5.0,24,プレステージ・インターナショナルアランマーレ,3,,24,25,17,25,15,106.0,188,72,10,38.3,14.40,10,4,1,40.0,5,1.00,106,4,12,38,9.9,82,52.0,8.0,68.3,2.0,25,752,2023-03-26,静岡県,さわやかアリーナ,428.0,13:00,15:12,2:12,三見洋子,水間絵美,藤井靖香,戸塚靖,5
