No.,L,Player,Set,1set,2set,3set,4set,5set,AA,AP,AE,ASucc%,AP/S,BAA,BAP,BAE,BASucc%,BP,BP/S,SVA,SVP,SVE,SVx,SVEff%,RA,Rx,Rg,RSucc%,GameId,Date,Place,Venue,Spectators,StartTime,EndTime,GameTime,JURY,ChiefUmpire,SubUmpire,Judge,Team,Op.Team,Point
12,,石盛めるも,4,■,■,■,■,,0,0,0,,,0,0,0,,0,,16,1,0,2,9.4,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,1
14,,長尾のどか,3,□,□,,□,,0,0,0,,,0,0,0,,0,,2,0,0,1,12.5,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,0
16,,角田南見,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,0
17,,有村涼美,1,,□,,,,7,2,2,28.6,2.0,1,1,0,100.0,0,,1,0,0,0,0.0,11,8,3,86.4,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,2
18,,佐藤菜々美,2,□,■,,,,11,2,1,18.2,1.0,0,0,0,,1,0.5,6,1,0,1,20.8,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,4
19,L,有薗未也美,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,23,11,8,65.2,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,プレステージ・インターナショナルアランマーレ,ルートインホテルズブリリアントアリーズ,0
2,,山村涼香,4,■,■,■,■,,22,6,1,27.3,1.5,0,0,0,,3,0.75,12,0,0,2,4.2,3,1,2,66.7,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,9
3,,小茂田夏海,4,■,■,■,■,,25,8,2,32.0,2.0,0,0,0,,3,0.75,14,0,2,1,-1.8,4,3,1,87.5,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,11
5,,張瓈文,4,■,■,■,■,,49,18,1,36.7,4.5,14,4,0,28.6,2,0.5,16,3,0,3,23.4,2,1,0,50.0,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,23
6,,佐藤未羽,3,□,,□,□,,0,0,0,,,0,0,0,,0,,7,0,0,1,3.6,6,1,2,33.3,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,0
7,,村山美佳,4,■,■,■,■,,42,13,4,31.0,3.25,4,1,2,25.0,3,0.75,12,0,0,2,4.2,38,14,12,52.6,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,16
8,,横田実穂,4,■,■,■,■,,3,1,0,33.3,0.25,0,0,0,,1,0.25,17,0,1,2,1.5,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,2
9,,岩本周加,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,0
10,L,貝塚穂,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,15,5,3,43.3,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,0
11,,平原果歩,2,■,,,□,,14,3,2,21.4,1.5,0,0,0,,0,,10,0,0,2,5.0,6,4,1,75.0,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,3
12,,神田さくら,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,0
14,,中田唯香,4,□,■,■,■,,16,4,0,25.0,1.0,0,0,0,,1,0.25,11,0,0,0,0.0,16,8,3,59.4,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,5
16,,白石ふう香,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,681,2022-12-04,山形県,山形県総合運動公園総合体育館,705,13:00,15:04,2:04,佐々木克之,早坂行博,石垣周,渡部修,ルートインホテルズブリリアントアリーズ,プレステージ・インターナショナルアランマーレ,0
1,,島田櫻子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,0
2,,宮崎愛里,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,0
4,,増田美久,2,■,■,,,,18,6,2,33.3,3.0,0,0,0,,0,,4,0,0,1,6.2,3,1,0,33.3,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,6
5,,中西杏実,3,■,■,■,,,17,7,0,41.2,2.33,0,0,0,,3,1.0,8,0,0,1,3.1,1,1,0,100.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,10
6,,川瀬ちあき,3,■,■,■,,,39,13,3,33.3,4.33,0,0,0,,1,0.33,6,0,0,0,0.0,10,4,2,50.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,14
7,,坂口莉乃,3,■,■,■,,,1,1,0,100.0,0.33,0,0,0,,0,,13,1,0,5,17.3,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,2
8,,牛頭七海,3,■,■,■,,,20,3,3,15.0,1.0,0,0,0,,3,1.0,9,0,0,2,5.6,1,1,0,100.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,6
9,,佐藤萌々華,3,■,■,■,,,35,10,1,28.6,3.33,2,1,0,50.0,0,,16,1,0,5,14.1,28,14,5,58.9,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,11
13,,足袋井愉環,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,0
14,,浦井きらり,3,□,□,■,,,19,7,1,36.8,2.33,1,0,1,0.0,0,,7,0,0,1,3.6,15,7,2,53.3,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,7
15,,伴千尋,3,□,□,□,,,0,0,0,,,0,0,0,,0,,8,0,0,1,3.1,2,2,0,100.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,0
17,L,土岡真央,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,12,7,1,62.5,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,大野石油広島オイラーズ,GSS東京サンビームズ,0
3,,合屋咲希,3,■,■,■,,,23,10,2,43.5,3.33,1,1,0,100.0,1,0.33,12,1,2,5,14.6,30,14,9,61.7,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,12
5,,色摩知巳,2,,□,■,,,17,6,3,35.3,3.0,0,0,0,,1,0.5,2,0,0,0,0.0,1,1,0,100.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,7
6,,勝見咲子,3,■,■,■,,,28,9,4,32.1,3.0,3,1,0,33.3,1,0.33,9,2,0,1,25.0,7,3,0,42.9,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,12
8,,野嶋華鈴,2,■,■,,,,15,5,0,33.3,2.5,0,0,0,,0,,11,1,1,3,13.6,5,1,4,60.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,6
13,,櫻田桃奈,3,■,■,■,,,17,8,0,47.1,2.67,0,0,0,,0,,15,1,0,5,15.0,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,9
14,,森田英莉,3,□,□,□,,,1,1,0,100.0,0.33,0,0,0,,0,,2,0,0,0,0.0,10,7,2,80.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,1
15,,伊藤きわ美,2,□,,□,,,4,0,0,0.0,,0,0,0,,0,,5,0,0,1,5.0,2,0,1,25.0,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,0
18,,及川佑加,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,0
19,L,槇森有香,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,16,9,2,62.5,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,0
21,,張心穆意,3,■,■,■,,,37,13,0,35.1,4.33,0,0,0,,2,0.67,8,0,0,1,3.1,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,15
22,,小泉海藍,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,0
24,,重田美音,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,0
26,L,畠山初音,3,〇,〇,〇,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,0
28,,黒田茉央,3,■,■,■,,,2,0,0,0.0,,0,0,0,,1,0.33,10,1,0,3,17.5,0,0,0,,679,2022-12-03,広島県,猫田記念体育館,210,15:00,16:25,1:25,塚本健,山尾未来,酒井雄己,泉谷俊二,GSS東京サンビームズ,大野石油広島オイラーズ,2
3,,合屋咲希,2,■,■,,,,9,2,2,22.2,1.0,0,0,0,,1,0.5,12,1,1,4,14.6,17,7,4,52.9,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,4
5,,色摩知巳,4,■,■,■,■,,51,21,2,41.2,5.25,1,1,0,100.0,2,0.5,16,0,0,3,4.7,4,1,0,25.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,23
6,,勝見咲子,4,■,■,■,■,,35,11,3,31.4,2.75,2,1,0,50.0,0,,9,0,1,3,5.6,4,3,0,75.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,11
10,,菊地零,1,,□,,,,2,0,0,0.0,,0,0,0,,0,,0,0,0,0,,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,0
13,,櫻田桃奈,4,■,■,■,■,,13,5,1,38.5,1.25,0,0,0,,3,0.75,11,0,0,2,4.5,3,3,0,100.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,8
14,,森田英莉,4,□,□,■,■,,13,2,0,15.4,0.5,0,0,0,,0,,10,0,0,1,2.5,38,25,8,76.3,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,2
15,,伊藤きわ美,3,□,,□,□,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,5,2,1,50.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,0
18,,及川佑加,2,,,□,■,,9,4,0,44.4,2.0,0,0,0,,1,0.5,6,0,0,0,0.0,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,5
19,L,槇森有香,3,●,●,●,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,12,10,1,87.5,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,0
21,,張心穆意,3,■,■,■,,,21,8,1,38.1,2.67,0,0,0,,2,0.67,6,0,1,0,-4.2,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,10
22,,小泉海藍,1,,,,□,,7,2,0,28.6,2.0,0,0,0,,0,,2,0,0,0,0.0,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,2
24,,重田美音,2,,□,,□,,0,0,0,,,0,0,0,,1,0.5,1,0,0,0,0.0,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,1
26,L,畠山初音,4,〇,〇,〇,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,7,3,2,57.1,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,0
28,,黒田茉央,4,■,■,■,■,,1,1,0,100.0,0.25,0,0,0,,0,,13,1,0,6,19.2,1,0,0,0.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,GSS東京サンビームズ,フォレストリーヴズ熊本,2
1,,新谷杏奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
3,,川口美久,4,■,■,■,■,,25,8,3,32.0,2.0,0,0,0,,0,,11,0,1,2,2.3,10,3,2,40.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,8
4,,浜崎安奈,4,■,■,■,■,,36,14,0,38.9,3.5,0,0,0,,1,0.25,22,0,0,7,8.0,19,7,5,50.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,15
6,,向井沙樹,4,■,■,■,■,,0,0,0,,,0,0,0,,0,,9,0,3,3,0.0,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
7,,萩原透海,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
8,,大高るり,4,■,■,■,■,,27,13,1,48.1,3.25,0,0,0,,3,0.75,13,0,1,3,3.8,1,0,1,50.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,16
9,,河合桃香,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
11,,中條菜津紀,4,□,□,□,□,,0,0,0,,,0,0,0,,0,,6,0,0,1,4.2,2,1,1,75.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
12,,入江彩水,4,■,■,■,■,,68,33,4,48.5,8.25,4,1,0,25.0,2,0.5,14,0,1,2,1.8,26,22,2,88.5,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,35
14,L,大谷芽衣,4,●,●,●,●,,0,0,0,,,0,0,0,,0,,0,0,0,0,,25,12,6,60.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
16,,和田法子,4,■,■,■,■,,14,6,0,42.9,1.5,0,0,0,,1,0.25,22,0,0,3,3.4,1,1,0,100.0,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,7
17,,川上理梨奈,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,682,2022-12-04,広島県,猫田記念体育館,180,12:00,13:56,1:56,塚本健,熊本結,大信寿洋,奥先裕美,フォレストリーヴズ熊本,GSS東京サンビームズ,0
1,,島田櫻子,0,,,,,,0,0,0,,,0,0,0,,0,,0,0,0,0,,0,0,0,,683,2022-12-04,広島県,猫田記念体育館,230,14:40,15:57,1:17,塚本健,山尾未来,近藤宏顕,泉谷俊二,大野石油広島オイラーズ,群馬銀行グリーンウイングス,0
2,,宮崎愛里,1,,,□,,,0,0,0,,,0,0,0,,0,,1,0,0,0,0.0,0,0,0,,683,2022-12-04,広島県,猫田記念体育館,230,14:40,15:57,1:17,塚本健,山尾未来,近藤宏顕,泉谷俊二,大野石油広島オイラーズ,群馬銀行グリーンウイングス,0
